"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|month 1|after planting|COMP:0000023","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Vine vigor estimating 1-9|CO_331:0000197","Alternaria symptoms estimating 1-9|month 1|before harvest|COMP:0000022","Alternaria symptoms estimating 1-9|month 1|after planting|COMP:0000026","Number of plants harvested per NET plot|CO_331:0000679","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Storage root skin predominant color estimating 1-9 CIP|CO_331:0000175","Storage root size estimating 1-9|CO_331:0000184","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Sprouting ability estimating 1-9|CO_331:0000277","Content of beta-carotene in fresh weight basis in raw storage roots estimating from RHS color chart in mg per 100g|CO_331:0001023","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Number of storage roots after harvest per NET plot|CO_331:0000233","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Average total storage root weight computation kg|CO_331:0002040","Commercial storage root yield tons per ha|CO_331:0000809","Total storage roots yield computation tons per ha|CO_331:0000296","Total foliage yield in tons per ha|CO_331:0000684","Biomass yield in tons per ha|CO_331:0001003","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","UGP2016NAM-PT03","","","","","","","","","UGP2016NAM-PT03-00001","","","","20","18","2","3","6","2","3","17","14","7","1.5","0.17","4.1","4","4","3","1","3","7.23","1.67","5.77","0.107142857","0.024285714","21","1.235294118","1.05","0.823529412","0.7","0.098235294","0.0835","0.241176471","0.205","66.66666667","28.94280763","85","0.07952381","2.5","2.783333333","6.833333333","9.616666667","2.941176471","3.274509804","8.039215686","11.31372549"
"","","UGP2016NAM-PT03","","","","","","","","","UGP2016NAM-PT03-00002","","","","20","14","2","2","8","1","2","14","21","3","4.8","0.13","10","8","2","6","1","1","0.12","4.93","14.93","0.228571429","0.043333333","24","1.714285714","1.2","1.5","1.05","0.352142857","0.2465","0.714285714","0.5","87.5","33.02076356","70","0.205416667","8","8.216666667","16.66666667","24.88333333","11.42857143","11.73809524","23.80952381","35.54761905"
"","","UGP2016NAM-PT03","","","","","","","","","UGP2016NAM-PT03-00003","","","","20","17","2","4","7","2","2","17","8","1","1.3","0.06","19.3","4","4","4","1","1","0","1.36","20.66","0.1625","0.06","9","0.529411765","0.45","0.470588235","0.4","0.08","0.068","1.135294118","0.965","88.88888889","6.582768635","85","0.151111111","2.166666667","2.266666667","32.16666667","34.43333333","2.549019608","2.666666667","37.84313725","40.50980392"
"","","UGP2016NAM-PT03","","","","","","","","","UGP2016NAM-PT03-00004","","","","20","20","3","3","8","2","2","19","23","4","5.3","0.12","14","8","2","6","1","1","1.38","5.42","19.42","0.230434783","0.03","27","1.421052632","1.35","1.210526316","1.15","0.285263158","0.271","0.736842105","0.7","85.18518519","27.90937178","95","0.200740741","8.833333333","9.033333333","23.33333333","32.36666667","9.298245614","9.50877193","24.56140351","34.07017544"
"","","UGP2016NAM-PT03","","","","","","","","","UGP2016NAM-PT03-00005","","","","20","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","","0","0","0","0","","","",""
"","","UGP2016NAM-PT03","","","","","","","","","UGP2016NAM-PT03-00006","","","","20","19","2","2","7","2","3","19","13","3","2.1","0.08","7.5","8","3","4","1","1","0","2.18","9.68","0.161538462","0.026666667","16","0.842105263","0.8","0.684210526","0.65","0.114736842","0.109","0.394736842","0.375","81.25","22.52066116","95","0.13625","3.5","3.633333333","12.5","16.13333333","3.684210526","3.824561404","13.15789474","16.98245614"
"","","UGP2016NAM-PT03","","","","","","","","","UGP2016NAM-PT03-00007","","","","20","20","1","2","7","1","2","19","28","4","4.1","0.11","10","9","2","4","3","3","0","4.21","14.21","0.146428571","0.0275","32","1.684210526","1.6","1.473684211","1.4","0.221578947","0.2105","0.526315789","0.5","87.5","29.62702322","95","0.1315625","6.833333333","7.016666667","16.66666667","23.68333333","7.192982456","7.385964912","17.54385965","24.92982456"
"","","UGP2016NAM-PT03","","","","","","","","","UGP2016NAM-PT03-00008","","","","20","20","3","6","6","1","2","17","9","9","0.7","0.15","3.3","2","7","3","1","1","0","0.85","4.15","0.077777778","0.016666667","18","1.058823529","0.9","0.529411765","0.45","0.05","0.0425","0.194117647","0.165","50","20.48192771","85","0.047222222","1.166666667","1.416666667","5.5","6.916666667","1.37254902","1.666666667","6.470588235","8.137254902"
"","","UGP2016NAM-PT03","","","","","","","","","UGP2016NAM-PT03-00009","","","","20","18","2","3","7","3","5","18","3","4","1.5","0.11","7","5","4","3","1","1","10.5","1.61","8.61","0.5","0.0275","7","0.388888889","0.35","0.166666667","0.15","0.089444444","0.0805","0.388888889","0.35","42.85714286","18.69918699","90","0.23","2.5","2.683333333","11.66666667","14.35","2.777777778","2.981481481","12.96296296","15.94444444"
"","","UGP2016NAM-PT03","","","","","","","","","UGP2016NAM-PT03-00010","","","","20","19","2","3","7","2","2","19","41","9","4.8","0.21","6.7","6","3","4","3","1","0","5.01","11.71","0.117073171","0.023333333","50","2.631578947","2.5","2.157894737","2.05","0.263684211","0.2505","0.352631579","0.335","82","42.78394535","95","0.1002","8","8.35","11.16666667","19.51666667","8.421052632","8.789473684","11.75438596","20.54385965"
