"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|month 1|after planting|COMP:0000023","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Vine vigor estimating 1-9|CO_331:0000197","Alternaria symptoms estimating 1-9|month 1|before harvest|COMP:0000022","Alternaria symptoms estimating 1-9|month 1|after planting|COMP:0000026","Number of plants harvested per NET plot|CO_331:0000679","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Storage root skin predominant color estimating 1-9 CIP|CO_331:0000175","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Sprouting ability estimating 1-9|CO_331:0000277","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Storage root size estimating 1-9|CO_331:0000184","Content of beta-carotene in fresh weight basis in raw storage roots estimating from RHS color chart in mg per 100g|CO_331:0001023","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Number of storage roots after harvest per NET plot|CO_331:0000233","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Average total storage root weight computation kg|CO_331:0002040","Commercial storage root yield tons per ha|CO_331:0000809","Total storage roots yield computation tons per ha|CO_331:0000296","Total foliage yield in tons per ha|CO_331:0000684","Biomass yield in tons per ha|CO_331:0001003","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","UGP2014NAM-PT06","","","","","","","","","UGP2014NAM-PT06-00001","","","","30","30","4","4","8","3","4","28","0","8","0","0.24","5.4","2","2","1","9","9","0","0.24","5.64","","0.03","8","0.285714286","0.266666667","0","0","0.008571429","0.008","0.192857143","0.18","0","4.255319149","93.33333333","0.03","0","0.266666667","6","6.266666667","0","0.285714286","6.428571429","6.714285714"
"","","UGP2014NAM-PT06","","","","","","","","","UGP2014NAM-PT06-00002","","","","30","30","3","4","7","2","3","30","6","1","0.5","0.02","5.6","2","1","1","5","7","0.12","0.52","6.12","0.083333333","0.02","7","0.233333333","0.233333333","0.2","0.2","0.017333333","0.017333333","0.186666667","0.186666667","85.71428571","8.496732026","100","0.074285714","0.555555556","0.577777778","6.222222222","6.8","0.555555556","0.577777778","6.222222222","6.8"
"","","UGP2014NAM-PT06","","","","","","","","","UGP2014NAM-PT06-00003","","","","30","28","3","3","6","2","4","18","11","16","0.8","0.44","2","2","1","3","3","7","1.76","1.24","3.24","0.072727273","0.0275","27","1.5","0.9","0.611111111","0.366666667","0.068888889","0.041333333","0.111111111","0.066666667","40.74074074","38.27160494","60","0.045925926","0.888888889","1.377777778","2.222222222","3.6","1.481481481","2.296296296","3.703703704","6"
"","","UGP2014NAM-PT06","","","","","","","","","UGP2014NAM-PT06-00004","","","","30","30","3","5","6","3","4","30","10","4","1.2","0.08","4.1","8","1","1","8","5","0","1.28","5.38","0.12","0.02","14","0.466666667","0.466666667","0.333333333","0.333333333","0.042666667","0.042666667","0.136666667","0.136666667","71.42857143","23.79182156","100","0.091428571","1.333333333","1.422222222","4.555555556","5.977777778","1.333333333","1.422222222","4.555555556","5.977777778"
"","","UGP2014NAM-PT06","","","","","","","","","UGP2014NAM-PT06-00005","","","","30","30","2","3","7","2","3","29","1","6","0.2","0.1","8.6","8","1","1","5","7","0","0.3","8.9","0.2","0.016666667","7","0.24137931","0.233333333","0.034482759","0.033333333","0.010344828","0.01","0.296551724","0.286666667","14.28571429","3.370786517","96.66666667","0.042857143","0.222222222","0.333333333","9.555555556","9.888888889","0.229885057","0.344827586","9.885057471","10.22988506"
"","","UGP2014NAM-PT06","","","","","","","","","UGP2014NAM-PT06-00006","","","","30","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","","0","0","0","0","","","",""
"","","UGP2014NAM-PT06","","","","","","","","","UGP2014NAM-PT06-00007","","","","30","28","4","7","6","2","3","22","4","6","0.11","0.28","0.8","2","1","3","3","7","0","0.39","1.19","0.0275","0.046666667","10","0.454545455","0.333333333","0.181818182","0.133333333","0.017727273","0.013","0.036363636","0.026666667","40","32.77310924","73.33333333","0.039","0.122222222","0.433333333","0.888888889","1.322222222","0.166666667","0.590909091","1.212121212","1.803030303"
"","","UGP2014NAM-PT06","","","","","","","","","UGP2014NAM-PT06-00008","","","","30","30","3","4","7","2","4","27","0","0","0","0","2.8","","","","","","","0","2.8","","","0","0","0","0","0","0","0","0.103703704","0.093333333","","0","90","","0","0","3.111111111","3.111111111","0","0","3.456790123","3.456790123"
"","","UGP2014NAM-PT06","","","","","","","","","UGP2014NAM-PT06-00009","","","","30","30","5","6","5","2","3","30","0","0","0","0","1.2","","","","","","","0","1.2","","","0","0","0","0","0","0","0","0.04","0.04","","0","100","","0","0","1.333333333","1.333333333","0","0","1.333333333","1.333333333"
"","","UGP2014NAM-PT06","","","","","","","","","UGP2014NAM-PT06-00010","","","","30","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","","0","0","0","0","","","",""
"","","UGP2014NAM-PT06","","","","","","","","","UGP2014NAM-PT06-00011","","","","30","30","3","3","5","2","5","25","1","6","0.2","0.44","0.6","2","1","1","5","7","0.12","0.64","1.24","0.2","0.073333333","7","0.28","0.233333333","0.04","0.033333333","0.0256","0.021333333","0.024","0.02","14.28571429","51.61290323","83.33333333","0.091428571","0.222222222","0.711111111","0.666666667","1.377777778","0.266666667","0.853333333","0.8","1.653333333"
"","","UGP2014NAM-PT06","","","","","","","","","UGP2014NAM-PT06-00012","","","","30","30","3","4","7","2","2","29","1","0","0.2","0","6","2","2","1","6","7","0","0.2","6.2","0.2","","1","0.034482759","0.033333333","0.034482759","0.033333333","0.006896552","0.006666667","0.206896552","0.2","100","3.225806452","96.66666667","0.2","0.222222222","0.222222222","6.666666667","6.888888889","0.229885057","0.229885057","6.896551724","7.126436782"
