"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|month 1|after planting|COMP:0000023","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Vine vigor estimating 1-9|CO_331:0000197","Alternaria symptoms estimating 1-9|month 1|before harvest|COMP:0000022","Alternaria symptoms estimating 1-9|month 1|after planting|COMP:0000026","Number of plants harvested per NET plot|CO_331:0000679","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Storage root skin predominant color estimating 1-9 CIP|CO_331:0000175","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Sprouting ability estimating 1-9|CO_331:0000277","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Storage root size estimating 1-9|CO_331:0000184","Content of beta-carotene in fresh weight basis in raw storage roots estimating from RHS color chart in mg per 100g|CO_331:0001023","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Number of storage roots after harvest per NET plot|CO_331:0000233","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Average total storage root weight computation kg|CO_331:0002040","Commercial storage root yield tons per ha|CO_331:0000809","Total storage roots yield computation tons per ha|CO_331:0000296","Total foliage yield in tons per ha|CO_331:0000684","Biomass yield in tons per ha|CO_331:0001003","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","UGP2013SER-OT02","","","","","","","","","UGP2013SER-OT02-00003","","","","5","1","1","1","8","1","1","1","0","0","0","0","6.5","","","","","","","0","6.5","","","0","0","0","0","0","0","0","6.5","1.3","","0","20","","0","0","43.33333333","43.33333333","0","0","216.6666667","216.6666667"
"","","UGP2013SER-OT02","","","","","","","","","UGP2013SER-OT02-00012","","","","5","5","1","1","2","1","2","1","1","0","0.1","0","0.4","2","1","1","4","5","1.04","0.1","0.5","0.1","","1","1","0.2","1","0.2","0.1","0.02","0.4","0.08","100","20","20","0.1","0.666666667","0.666666667","2.666666667","3.333333333","3.333333333","3.333333333","13.33333333","16.66666667"
"","","UGP2013SER-OT02","","","","","","","","","UGP2013SER-OT02-00013","","","","5","5","2","1","4","1","1","2","0","1","0","0.02","0.2","2","1","1","9","9","0","0.02","0.22","","0.02","1","0.5","0.2","0","0","0.01","0.004","0.1","0.04","0","9.090909091","40","0.02","0","0.133333333","1.333333333","1.466666667","0","0.333333333","3.333333333","3.666666667"
"","","UGP2013SER-OT02","","","","","","","","","UGP2013SER-OT02-00040","","","","5","5","2","1","4","1","2","2","0","0","0","0","0.8","","","","","","","0","0.8","","","0","0","0","0","0","0","0","0.4","0.16","","0","40","","0","0","5.333333333","5.333333333","0","0","13.33333333","13.33333333"
"","","UGP2013SER-OT02","","","","","","","","","UGP2013SER-OT02-00044","","","","5","4","1","1","2","1","2","1","0","2","0","0.04","0.01","2","1","4","3","9","0.02","0.04","0.05","","0.02","2","2","0.4","0","0","0.04","0.008","0.01","0.002","0","80","20","0.02","0","0.266666667","0.066666667","0.333333333","0","1.333333333","0.333333333","1.666666667"
"","","UGP2013SER-OT02","","","","","","","","","UGP2013SER-OT02-00045","","","","5","3","2","1","2","1","1","2","0","0","0","0","0.1","","","","","","","0","0.1","","","0","0","0","0","0","0","0","0.05","0.02","","0","40","","0","0","0.666666667","0.666666667","0","0","1.666666667","1.666666667"
"","","UGP2013SER-OT02","","","","","","","","","UGP2013SER-OT02-00068","","","","5","5","2","1","1","2","1","1","1","0","1","0","0.04","2","2","1","2","9","0.15","1","1.04","1","","1","1","0.2","1","0.2","1","0.2","0.04","0.008","100","96.15384615","20","1","6.666666667","6.666666667","0.266666667","6.933333333","33.33333333","33.33333333","1.333333333","34.66666667"
"","","UGP2013SER-OT02","","","","","","","","","UGP2013SER-OT02-00077","","","","5","5","1","1","6","2","1","1","3","5","8","0.64","0.24","9","1","5","8","3","3.96","8.64","8.88","2.666666667","0.128","8","8","1.6","3","0.6","8.64","1.728","0.24","0.048","37.5","97.2972973","20","1.08","53.33333333","57.6","1.6","59.2","266.6666667","288","8","296"
"","","UGP2013SER-OT02","","","","","","","","","UGP2013SER-OT02-00092","","","","5","5","1","1","8","1","2","3","1","4","0.18","0.1","2","2","1","1","4","7","0.02","0.28","2.28","0.18","0.025","5","1.666666667","1","0.333333333","0.2","0.093333333","0.056","0.666666667","0.4","20","12.28070175","60","0.056","1.2","1.866666667","13.33333333","15.2","2","3.111111111","22.22222222","25.33333333"
"","","UGP2013SER-OT02","","","","","","","","","UGP2013SER-OT02-00106","","","","5","5","1","1","4","1","1","3","3","3","0.3","0.06","0.9","6","1","1","4","5","0","0.36","1.26","0.1","0.02","6","2","1.2","1","0.6","0.12","0.072","0.3","0.18","50","28.57142857","60","0.06","2","2.4","6","8.4","3.333333333","4","10","14"
"","","UGP2013SER-OT02","","","","","","","","","UGP2013SER-OT02-00108","","","","5","1","2","1","1","1","1","1","1","0","0.16","0","0.08","8","1","1","2","7","0","0.16","0.24","0.16","","1","1","0.2","1","0.2","0.16","0.032","0.08","0.016","100","66.66666667","20","0.16","1.066666667","1.066666667","0.533333333","1.6","5.333333333","5.333333333","2.666666667","8"
"","","UGP2013SER-OT02","","","","","","","","","UGP2013SER-OT02-00111","","","","5","3","2","1","2","1","1","1","0","2","0","0.06","0.1","2","1","1","3","9","0.15","0.06","0.16","","0.03","2","2","0.4","0","0","0.06","0.012","0.1","0.02","0","37.5","20","0.03","0","0.4","0.666666667","1.066666667","0","2","3.333333333","5.333333333"
"","","UGP2013SER-OT02","","","","","","","","","UGP2013SER-OT02-00112","","","","5","4","1","1","6","1","1","2","1","6","0.12","0.08","2.2","2","1","1","9","9","0.02","0.2","2.4","0.12","0.013333333","7","3.5","1.4","0.5","0.2","0.1","0.04","1.1","0.44","14.28571429","8.333333333","40","0.028571429","0.8","1.333333333","14.66666667","16","2","3.333333333","36.66666667","40"
"","","UGP2013SER-OT02","","","","","","","","","UGP2013SER-OT02-00117","","","","5","4","2","1","6","1","2","3","2","5","0.24","0.1","2.4","2","1","3","9","7","0","0.34","2.74","0.12","0.02","7","2.333333333","1.4","0.666666667","0.4","0.113333333","0.068","0.8","0.48","28.57142857","12.40875912","60","0.048571429","1.6","2.266666667","16","18.26666667","2.666666667","3.777777778","26.66666667","30.44444444"
"","","UGP2013SER-OT02","","","","","","","","","UGP2013SER-OT02-00122","","","","5","5","3","1","6","1","1","3","0","4","0","0.03","3.8","2","1","1","3","9","0.12","0.03","3.83","","0.0075","4","1.333333333","0.8","0","0","0.01","0.006","1.266666667","0.76","0","0.783289817","60","0.0075","0","0.2","25.33333333","25.53333333","0","0.333333333","42.22222222","42.55555556"
"","","UGP2013SER-OT02","","","","","","","","","UGP2013SER-OT02-00125","","","","5","5","2","1","1","1","1","1","0","2","0","0.02","0.02","2","1","4","9","9","0.15","0.02","0.04","","0.01","2","2","0.4","0","0","0.02","0.004","0.02","0.004","0","50","20","0.01","0","0.133333333","0.133333333","0.266666667","0","0.666666667","0.666666667","1.333333333"
"","","UGP2013SER-OT02","","","","","","","","","UGP2013SER-OT02-00128","","","","5","5","1","1","4","1","2","3","0","5","0","0.12","1","9","1","1","9","7","0","0.12","1.12","","0.024","5","1.666666667","1","0","0","0.04","0.024","0.333333333","0.2","0","10.71428571","60","0.024","0","0.8","6.666666667","7.466666667","0","1.333333333","11.11111111","12.44444444"
"","","UGP2013SER-OT02","","","","","","","","","UGP2013SER-OT02-00129","","","","5","5","2","1","4","1","1","3","0","6","0","0.12","0.2","8","","","4","7","0","0.12","0.32","","0.02","6","2","1.2","0","0","0.04","0.024","0.066666667","0.04","0","37.5","60","0.02","0","0.8","1.333333333","2.133333333","0","1.333333333","2.222222222","3.555555556"
"","","UGP2013SER-OT02","","","","","","","","","UGP2013SER-OT02-00136","","","","5","5","2","1","4","1","2","3","3","6","0.4","0.18","0.9","2","1","5","7","3","0","0.58","1.48","0.133333333","0.03","9","3","1.8","1","0.6","0.193333333","0.116","0.3","0.18","33.33333333","39.18918919","60","0.064444444","2.666666667","3.866666667","6","9.866666667","4.444444444","6.444444444","10","16.44444444"
"","","UGP2013SER-OT02","","","","","","","","","UGP2013SER-OT02-00140","","","","5","4","1","1","4","2","1","3","","6","0.1","","1.4","2","1","1","4","9","0.12","","","","","","","","","","","","0.466666667","0.28","","","60","","0.666666667","","9.333333333","","1.111111111","","15.55555556",""
"","","UGP2013SER-OT02","","","","","","","","","UGP2013SER-OT02-00144","","","","5","2","2","1","4","1","1","1","0","4","0","0.12","0.4","6","1","1","9","5","0","0.12","0.52","","0.03","4","4","0.8","0","0","0.12","0.024","0.4","0.08","0","23.07692308","20","0.03","0","0.8","2.666666667","3.466666667","0","4","13.33333333","17.33333333"
"","","UGP2013SER-OT02","","","","","","","","","UGP2013SER-OT02-00153","","","","5","5","2","1","2","1","1","2","0","0","0","0","0.1","","","","","","","0","0.1","","","0","0","0","0","0","0","0","0.05","0.02","","0","40","","0","0","0.666666667","0.666666667","0","0","1.666666667","1.666666667"
"","","UGP2013SER-OT02","","","","","","","","","UGP2013SER-OT02-00163","","","","5","5","2","1","4","1","2","3","3","4","0.44","0.1","1.4","9","1","1","4","3","0","0.54","1.94","0.146666667","0.025","7","2.333333333","1.4","1","0.6","0.18","0.108","0.466666667","0.28","42.85714286","27.83505155","60","0.077142857","2.933333333","3.6","9.333333333","12.93333333","4.888888889","6","15.55555556","21.55555556"
"","","UGP2013SER-OT02","","","","","","","","","UGP2013SER-OT02-00172","","","","5","5","2","1","4","2","1","4","3","2","0.54","0.1","1.2","9","1","1","4","3","0","0.64","1.84","0.18","0.05","5","1.25","1","0.75","0.6","0.16","0.128","0.3","0.24","60","34.7826087","80","0.128","3.6","4.266666667","8","12.26666667","4.5","5.333333333","10","15.33333333"
"","","UGP2013SER-OT02","","","","","","","","","UGP2013SER-OT02-00185","","","","5","5","2","1","7","1","2","4","0","2","0","0.06","2.9","2","1","1","8","9","0","0.06","2.96","","0.03","2","0.5","0.4","0","0","0.015","0.012","0.725","0.58","0","2.027027027","80","0.03","0","0.4","19.33333333","19.73333333","0","0.5","24.16666667","24.66666667"
"","","UGP2013SER-OT02","","","","","","","","","UGP2013SER-OT02-00192","","","","5","5","1","1","4","2","1","3","0","7","0","0.18","1.1","2","1","1","4","9","0","0.18","1.28","","0.025714286","7","2.333333333","1.4","0","0","0.06","0.036","0.366666667","0.22","0","14.0625","60","0.025714286","0","1.2","7.333333333","8.533333333","0","2","12.22222222","14.22222222"
"","","UGP2013SER-OT02","","","","","","","","","UGP2013SER-OT02-00201","","","","5","5","2","1","4","1","2","4","2","4","0.24","0.04","1.1","2","1","1","5","8","0.12","0.28","1.38","0.12","0.01","6","1.5","1.2","0.5","0.4","0.07","0.056","0.275","0.22","33.33333333","20.28985507","80","0.046666667","1.6","1.866666667","7.333333333","9.2","2","2.333333333","9.166666667","11.5"
"","","UGP2013SER-OT02","","","","","","","","","UGP2013SER-OT02-00205","","","","5","4","1","1","2","1","2","1","1","1","0.14","0.01","0.4","2","1","1","4","3","0.12","0.15","0.55","0.14","0.01","2","2","0.4","1","0.2","0.15","0.03","0.4","0.08","50","27.27272727","20","0.075","0.933333333","1","2.666666667","3.666666667","4.666666667","5","13.33333333","18.33333333"
"","","UGP2013SER-OT02","","","","","","","","","UGP2013SER-OT02-00206","","","","5","5","2","1","6","2","1","3","1","0","0.24","0","0.3","2","1","1","4","3","0.12","0.24","0.54","0.24","","1","0.333333333","0.2","0.333333333","0.2","0.08","0.048","0.1","0.06","100","44.44444444","60","0.24","1.6","1.6","2","3.6","2.666666667","2.666666667","3.333333333","6"
"","","UGP2013SER-OT02","","","","","","","","","UGP2013SER-OT02-00208","","","","5","5","1","1","6","2","2","","2","3","0.3","0.08","0.8","2","1","1","4","5","0.02","0.38","1.18","0.15","0.026666667","5","","1","","0.4","","0.076","","0.16","40","32.20338983","","0.076","2","2.533333333","5.333333333","7.866666667","","","",""
"","","UGP2013SER-OT02","","","","","","","","","UGP2013SER-OT02-00220","","","","5","5","1","1","6","1","2","4","3","5","0.4","0.08","4.1","2","1","1","8","5","0","0.48","4.58","0.133333333","0.016","8","2","1.6","0.75","0.6","0.12","0.096","1.025","0.82","37.5","10.48034934","80","0.06","2.666666667","3.2","27.33333333","30.53333333","3.333333333","4","34.16666667","38.16666667"
"","","UGP2013SER-OT02","","","","","","","","","UGP2013SER-OT02-00234","","","","5","5","2","1","2","1","1","3","3","3","0.36","0.12","0.3","2","1","1","4","3","0.02","0.48","0.78","0.12","0.04","6","2","1.2","1","0.6","0.16","0.096","0.1","0.06","50","61.53846154","60","0.08","2.4","3.2","2","5.2","4","5.333333333","3.333333333","8.666666667"
"","","UGP2013SER-OT02","","","","","","","","","UGP2013SER-OT02-00242","","","","5","5","1","1","4","1","4","3","4","4","0.54","0.02","0.3","8","1","1","4","3","1.38","0.56","0.86","0.135","0.005","8","2.666666667","1.6","1.333333333","0.8","0.186666667","0.112","0.1","0.06","50","65.11627907","60","0.07","3.6","3.733333333","2","5.733333333","6","6.222222222","3.333333333","9.555555556"
"","","UGP2013SER-OT02","","","","","","","","","UGP2013SER-OT02-00243","","","","5","4","1","1","6","2","4","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","","0","0","0","0","","","",""
"","","UGP2013SER-OT02","","","","","","","","","UGP2013SER-OT02-00244","","","","5","4","1","1","6","2","2","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","","0","0","0","0","","","",""
"","","UGP2013SER-OT02","","","","","","","","","UGP2013SER-OT02-00248","","","","5","5","1","1","4","2","1","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","","0","0","0","0","","","",""
"","","UGP2013SER-OT02","","","","","","","","","UGP2013SER-OT02-00011","","","","5","3","1","2","2","1","2","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","","0","0","0","0","","","",""
"","","UGP2013SER-OT02","","","","","","","","","UGP2013SER-OT02-00014","","","","5","5","1","2","4","1","2","2","1","5","0.12","0.16","0.9","2","1","1","9","7","0.15","0.28","1.18","0.12","0.032","6","3","1.2","0.5","0.2","0.14","0.056","0.45","0.18","16.66666667","23.72881356","40","0.046666667","0.8","1.866666667","6","7.866666667","2","4.666666667","15","19.66666667"
"","","UGP2013SER-OT02","","","","","","","","","UGP2013SER-OT02-00015","","","","5","5","2","2","6","1","2","3","6","2","0.96","0.08","4.1","2","1","1","8","3","0.02","1.04","5.14","0.16","0.04","8","2.666666667","1.6","2","1.2","0.346666667","0.208","1.366666667","0.82","75","20.23346304","60","0.13","6.4","6.933333333","27.33333333","34.26666667","10.66666667","11.55555556","45.55555556","57.11111111"
"","","UGP2013SER-OT02","","","","","","","","","UGP2013SER-OT02-00017","","","","5","4","1","2","2","1","2","2","0","1","0","0.02","0.1","2","1","1","4","9","0","0.02","0.12","","0.02","1","0.5","0.2","0","0","0.01","0.004","0.05","0.02","0","16.66666667","40","0.02","0","0.133333333","0.666666667","0.8","0","0.333333333","1.666666667","2"
"","","UGP2013SER-OT02","","","","","","","","","UGP2013SER-OT02-00018","","","","5","4","1","2","2","1","1","1","1","0","0.12","0","0.1","5","1","1","4","3","10.5","0.12","0.22","0.12","","1","1","0.2","1","0.2","0.12","0.024","0.1","0.02","100","54.54545455","20","0.12","0.8","0.8","0.666666667","1.466666667","4","4","3.333333333","7.333333333"
"","","UGP2013SER-OT02","","","","","","","","","UGP2013SER-OT02-00024","","","","5","5","1","2","6","1","9","3","2","2","0.2","0.06","0.4","2","1","4","8","5","0.12","0.26","0.66","0.1","0.03","4","1.333333333","0.8","0.666666667","0.4","0.086666667","0.052","0.133333333","0.08","50","39.39393939","60","0.065","1.333333333","1.733333333","2.666666667","4.4","2.222222222","2.888888889","4.444444444","7.333333333"
"","","UGP2013SER-OT02","","","","","","","","","UGP2013SER-OT02-00025","","","","5","5","1","2","6","1","9","3","1","4","0.2","0.1","0.5","2","2","1","9","5","0.02","0.3","0.8","0.2","0.025","5","1.666666667","1","0.333333333","0.2","0.1","0.06","0.166666667","0.1","20","37.5","60","0.06","1.333333333","2","3.333333333","5.333333333","2.222222222","3.333333333","5.555555556","8.888888889"
"","","UGP2013SER-OT02","","","","","","","","","UGP2013SER-OT02-00028","","","","5","5","1","2","6","1","2","3","4","11","0.44","0.24","1.3","2","1","1","9","5","0","0.68","1.98","0.11","0.021818182","15","5","3","1.333333333","0.8","0.226666667","0.136","0.433333333","0.26","26.66666667","34.34343434","60","0.045333333","2.933333333","4.533333333","8.666666667","13.2","4.888888889","7.555555556","14.44444444","22"
