"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Vine vigor estimating 1-9|CO_331:0000197","Virus symptoms estimating 1-9|month 1|after planting|COMP:0000023","Alternaria symptoms estimating 1-9|month 1|before harvest|COMP:0000022","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Alternaria symptoms estimating 1-9|month 1|after planting|COMP:0000026","Number of plants harvested per NET plot|CO_331:0000679","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Storage root skin predominant color estimating 1-9 CIP|CO_331:0000175","Storage root predominant Flesh color estimating 1-9|CO_331:0000178","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Sprouting ability estimating 1-9|CO_331:0000277","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Storage root size estimating 1-9|CO_331:0000184","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Total storage roots yield computation tons per ha|CO_331:0000296","Total foliage yield in tons per ha|CO_331:0000684","Biomass yield in tons per ha|CO_331:0001003","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield adjusted in tons per ha|CO_331:0001004 "
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-00303","","","","10","10","2","2","2","4","2","10","4","9","0.85","0.3","12.8","9","5","1","1","3","4","1.15","13.95","13","0.2125","0.033333333","0.088461538","1.3","1.3","0.4","0.4","0.115","0.115","1.28","1.28","30.76923077","8.243727599","100","2.833333333","3.833333333","42.66666667","46.5","2.833333333","3.833333333","42.66666667","46.5"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-00532","","","","10","9","1","1","1","4","2","6","26","21","5.55","1.2","18.3","9","4","3","1","2","3","6.75","25.05","47","0.213461538","0.057142857","0.143617021","7.833333333","4.7","4.333333333","2.6","1.125","0.675","3.05","1.83","55.31914894","26.94610778","60","18.5","22.5","61","83.5","30.83333333","37.5","101.6666667","139.1666667"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-01595","","","","10","10","3","1","2","2","2","10","6","7","0.4","0.2","16.5","6","4","1","1","3","4","0.6","17.1","13","0.066666667","0.028571429","0.046153846","1.3","1.3","0.6","0.6","0.06","0.06","1.65","1.65","46.15384615","3.50877193","100","1.333333333","2","55","57","1.333333333","2","55","57"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-01603","","","","10","9","3","1","2","2","2","9","0","0","0","0","0.75","","","","","","","0","0.75","0","","","","0","0","0","0","0","0","0.083333333","0.075","","0","90","0","0","2.5","2.5","0","0","2.777777778","2.777777778"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-00111","","","","10","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-01938","","","","10","10","5","2","1","2","2","7","6","9","1","0.25","1.25","6","7","1","1","7","4","1.25","2.5","15","0.166666667","0.027777778","0.083333333","2.142857143","1.5","0.857142857","0.6","0.178571429","0.125","0.178571429","0.125","40","50","70","3.333333333","4.166666667","4.166666667","8.333333333","4.761904762","5.952380952","5.952380952","11.9047619"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-00964","","","","10","10","2","1","1","3","2","10","12","2","2.65","0.2","10.53","2","3","1","1","2","7","2.85","13.38","14","0.220833333","0.1","0.203571429","1.4","1.4","1.2","1.2","0.285","0.285","1.053","1.053","85.71428571","21.30044843","100","8.833333333","9.5","35.1","44.6","8.833333333","9.5","35.1","44.6"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-00804","","","","10","10","1","1","2","2","3","10","7","3","1.2","0.2","28.06","6","2","1","1","2","5","1.4","29.46","10","0.171428571","0.066666667","0.14","1","1","0.7","0.7","0.14","0.14","2.806","2.806","70","4.752206382","100","4","4.666666667","93.53333333","98.2","4","4.666666667","93.53333333","98.2"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-00919","","","","10","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-00180","","","","10","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-01931","","","","10","10","1","1","2","5","1","10","19","15","4.15","0.4","8.6","3","5","3","3","3","3","4.55","13.15","34","0.218421053","0.026666667","0.133823529","3.4","3.4","1.9","1.9","0.455","0.455","0.86","0.86","55.88235294","34.60076046","100","13.83333333","15.16666667","28.66666667","43.83333333","13.83333333","15.16666667","28.66666667","43.83333333"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-00867","","","","10","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-02007","","","","10","4","3","2","1","2","2","4","0","0","0","0","4.55","","","","","","","0","4.55","0","","","","0","0","0","0","0","0","1.1375","0.455","","0","40","0","0","15.16666667","15.16666667","0","0","37.91666667","37.91666667"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-00478","","","","10","4","3","2","2","3","2","4","15","8","3.45","0.25","19","5","3","2","1","2","5","3.7","22.7","23","0.23","0.03125","0.160869565","5.75","2.3","3.75","1.5","0.925","0.37","4.75","1.9","65.2173913","16.29955947","40","11.5","12.33333333","63.33333333","75.66666667","28.75","30.83333333","158.3333333","189.1666667"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-01112","","","","10","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-01878","","","","10","10","1","3","1","3","1","10","0","1","0","0.01","15","3","6","1","1","3","8","0.01","15.01","1","","0.01","0.01","0.1","0.1","0","0","0.001","0.001","1.5","1.5","0","0.066622252","100","0","0.033333333","50","50.03333333","0","0.033333333","50","50.03333333"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-00026","","","","10","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-01807","","","","10","9","1","1","1","2","1","9","9","1","1.55","0.01","5.3","5","4","3","1","2","3","1.56","6.86","10","0.172222222","0.01","0.156","1.111111111","1","1","0.9","0.173333333","0.156","0.588888889","0.53","90","22.74052478","90","5.166666667","5.2","17.66666667","22.86666667","5.740740741","5.777777778","19.62962963","25.40740741"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-01590","","","","10","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-00689","","","","10","7","1","2","2","3","2","7","10","3","1.8","0.1","8.6","6","4","2","1","2","7","1.9","10.5","13","0.18","0.033333333","0.146153846","1.857142857","1.3","1.428571429","1","0.271428571","0.19","1.228571429","0.86","76.92307692","18.0952381","70","6","6.333333333","28.66666667","35","8.571428571","9.047619048","40.95238095","50"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-01810","","","","10","10","4","2","2","2","2","10","4","0","0.75","0","8.4","4","3","4","1","3","3","0.75","9.15","4","0.1875","","0.1875","0.4","0.4","0.4","0.4","0.075","0.075","0.84","0.84","100","8.196721311","100","2.5","2.5","28","30.5","2.5","2.5","28","30.5"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-00467","","","","10","10","4","2","2","4","3","10","0","0","0","0","2.33","","","","","","","0","2.33","0","","","","0","0","0","0","0","0","0.233","0.233","","0","100","0","0","7.766666667","7.766666667","0","0","7.766666667","7.766666667"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-01943","","","","10","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-01865","","","","10","10","1","1","2","2","2","10","5","10","0.35","0.2","12.25","3","3","3","3","3","5","0.55","12.8","15","0.07","0.02","0.036666667","1.5","1.5","0.5","0.5","0.055","0.055","1.225","1.225","33.33333333","4.296875","100","1.166666667","1.833333333","40.83333333","42.66666667","1.166666667","1.833333333","40.83333333","42.66666667"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-01624","","","","10","8","3","2","3","3","4","8","7","0","1.5","0","0.5","3","3","2","4","3","3","1.5","2","7","0.214285714","","0.214285714","0.875","0.7","0.875","0.7","0.1875","0.15","0.0625","0.05","100","75","80","5","5","1.666666667","6.666666667","6.25","6.25","2.083333333","8.333333333"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-01294","","","","10","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-00115","","","","10","8","3","2","2","2","2","8","8","1","1.5","0.05","16","2","4","1","4","3","6","1.55","17.55","9","0.1875","0.05","0.172222222","1.125","0.9","1","0.8","0.19375","0.155","2","1.6","88.88888889","8.831908832","80","5","5.166666667","53.33333333","58.5","6.25","6.458333333","66.66666667","73.125"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-01436","","","","10","10","2","1","1","2","1","8","17","3","2.9","0.2","19.02","2","3","3","1","4","3","3.1","22.12","20","0.170588235","0.066666667","0.155","2.5","2","2.125","1.7","0.3875","0.31","2.3775","1.902","85","14.01446655","80","9.666666667","10.33333333","63.4","73.73333333","12.08333333","12.91666667","79.25","92.16666667"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-01725","","","","10","9","3","3","1","2","2","9","6","0","2.4","0","6.7","3","7","4","1","2","3","2.4","9.1","6","0.4","","0.4","0.666666667","0.6","0.666666667","0.6","0.266666667","0.24","0.744444444","0.67","100","26.37362637","90","8","8","22.33333333","30.33333333","8.888888889","8.888888889","24.81481481","33.7037037"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-00871","","","","10","10","2","1","1","3","3","10","15","3","5.5","0.2","3.2","2","3","3","4","2","6","5.7","8.9","18","0.366666667","0.066666667","0.316666667","1.8","1.8","1.5","1.5","0.57","0.57","0.32","0.32","83.33333333","64.04494382","100","18.33333333","19","10.66666667","29.66666667","18.33333333","19","10.66666667","29.66666667"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-00089","","","","10","10","1","3","3","3","2","10","3","3","0.95","0.1","3.2","2","4","1","1","3","2","1.05","4.25","6","0.316666667","0.033333333","0.175","0.6","0.6","0.3","0.3","0.105","0.105","0.32","0.32","50","24.70588235","100","3.166666667","3.5","10.66666667","14.16666667","3.166666667","3.5","10.66666667","14.16666667"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-01829","","","","10","8","4","1","2","2","2","7","0","0","0","0","0.3","","","","","","","0","0.3","0","","","","0","0","0","0","0","0","0.042857143","0.03","","0","70","0","0","1","1","0","0","1.428571429","1.428571429"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-01277","","","","10","7","1","1","1","2","1","7","16","2","2.5","0.1","4.6","5","3","4","4","2","7","2.6","7.2","18","0.15625","0.05","0.144444444","2.571428571","1.8","2.285714286","1.6","0.371428571","0.26","0.657142857","0.46","88.88888889","36.11111111","70","8.333333333","8.666666667","15.33333333","24","11.9047619","12.38095238","21.9047619","34.28571429"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-00997","","","","10","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-01201","","","","10","9","2","2","2","4","2","9","14","8","3.5","0.3","7.6","2","3","2","1","3","5","3.8","11.4","22","0.25","0.0375","0.172727273","2.444444444","2.2","1.555555556","1.4","0.422222222","0.38","0.844444444","0.76","63.63636364","33.33333333","90","11.66666667","12.66666667","25.33333333","38","12.96296296","14.07407407","28.14814815","42.22222222"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-01681","","","","10","7","4","2","2","1","4","5","2","1","0.8","0.02","0.9","6","3","1","1","2","3","0.82","1.72","3","0.4","0.02","0.273333333","0.6","0.3","0.4","0.2","0.164","0.082","0.18","0.09","66.66666667","47.6744186","50","2.666666667","2.733333333","3","5.733333333","5.333333333","5.466666667","6","11.46666667"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-00127","","","","10","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-01815","","","","10","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-01722","","","","10","9","2","2","2","3","2","8","0","1","0","0.09","4.1","3","3","1","1","3","7","0.09","4.19","1","","0.09","0.09","0.125","0.1","0","0","0.01125","0.009","0.5125","0.41","0","2.14797136","80","0","0.3","13.66666667","13.96666667","0","0.375","17.08333333","17.45833333"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-01353","","","","10","9","3","2","2","3","2","9","8","2","2.25","0.2","3.1","6","5","2","1","8","5","2.45","5.55","10","0.28125","0.1","0.245","1.111111111","1","0.888888889","0.8","0.272222222","0.245","0.344444444","0.31","80","44.14414414","90","7.5","8.166666667","10.33333333","18.5","8.333333333","9.074074074","11.48148148","20.55555556"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-02035","","","","10","6","3","2","2","1","3","6","0","3","0","0.1","1.05","2","4","2","1","3","7","0.1","1.15","3","","0.033333333","0.033333333","0.5","0.3","0","0","0.016666667","0.01","0.175","0.105","0","8.695652174","60","0","0.333333333","3.5","3.833333333","0","0.555555556","5.833333333","6.388888889"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-01776","","","","10","10","2","2","1","3","1","10","11","1","2.55","0.02","6.75","2","3","2","1","8","6","2.57","9.32","12","0.231818182","0.02","0.214166667","1.2","1.2","1.1","1.1","0.257","0.257","0.675","0.675","91.66666667","27.5751073","100","8.5","8.566666667","22.5","31.06666667","8.5","8.566666667","22.5","31.06666667"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-00909","","","","10","10","2","1","2","2","3","10","11","5","2.8","0.15","8.9","2","5","1","1","2","6","2.95","11.85","16","0.254545455","0.03","0.184375","1.6","1.6","1.1","1.1","0.295","0.295","0.89","0.89","68.75","24.89451477","100","9.333333333","9.833333333","29.66666667","39.5","9.333333333","9.833333333","29.66666667","39.5"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-00216","","","","10","5","5","2","2","3","2","5","2","4","1.1","0.1","5.9","2","4","1","1","1","5","1.2","7.1","6","0.55","0.025","0.2","1.2","0.6","0.4","0.2","0.24","0.12","1.18","0.59","33.33333333","16.90140845","50","3.666666667","4","19.66666667","23.66666667","7.333333333","8","39.33333333","47.33333333"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-01379","","","","10","10","1","2","1","2","4","10","3","0","1.85","0","1.1","2","9","3","1","5","4","1.85","2.95","3","0.616666667","","0.616666667","0.3","0.3","0.3","0.3","0.185","0.185","0.11","0.11","100","62.71186441","100","6.166666667","6.166666667","3.666666667","9.833333333","6.166666667","6.166666667","3.666666667","9.833333333"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-00260","","","","10","8","3","2","2","2","2","8","20","6","2.45","0.3","8.2","4","4","1","1","3","5","2.75","10.95","26","0.1225","0.05","0.105769231","3.25","2.6","2.5","2","0.34375","0.275","1.025","0.82","76.92307692","25.11415525","80","8.166666667","9.166666667","27.33333333","36.5","10.20833333","11.45833333","34.16666667","45.625"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-01279","","","","10","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-01515","","","","10","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-00724","","","","10","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-00962","","","","10","10","1","2","1","1","1","10","7","0","5","0","15.5","9","5","1","1","2","1","5","20.5","7","0.714285714","","0.714285714","0.7","0.7","0.7","0.7","0.5","0.5","1.55","1.55","100","24.3902439","100","16.66666667","16.66666667","51.66666667","68.33333333","16.66666667","16.66666667","51.66666667","68.33333333"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-00860","","","","10","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-00233","","","","10","8","2","5","1","3","3","7","4","6","0.75","0.15","3.35","6","6","2","1","6","5","0.9","4.25","10","0.1875","0.025","0.09","1.428571429","1","0.571428571","0.4","0.128571429","0.09","0.478571429","0.335","40","21.17647059","70","2.5","3","11.16666667","14.16666667","3.571428571","4.285714286","15.95238095","20.23809524"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-02052","","","","10","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-01581","","","","10","9","3","2","2","2","2","9","1","0","0.3","0","24.6","6","5","1","1","2","7","0.3","24.9","1","0.3","","0.3","0.111111111","0.1","0.111111111","0.1","0.033333333","0.03","2.733333333","2.46","100","1.204819277","90","1","1","82","83","1.111111111","1.111111111","91.11111111","92.22222222"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-00610","","","","10","8","2","2","2","3","2","8","7","1","1.5","0.01","18.65","6","4","1","1","2","4","1.51","20.16","8","0.214285714","0.01","0.18875","1","0.8","0.875","0.7","0.18875","0.151","2.33125","1.865","87.5","7.490079365","80","5","5.033333333","62.16666667","67.2","6.25","6.291666667","77.70833333","84"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-00154","","","","10","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-00956","","","","10","8","3","2","2","1","2","8","4","2","0.85","0.05","2.4","9","5","1","1","2","5","0.9","3.3","6","0.2125","0.025","0.15","0.75","0.6","0.5","0.4","0.1125","0.09","0.3","0.24","66.66666667","27.27272727","80","2.833333333","3","8","11","3.541666667","3.75","10","13.75"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-00323","","","","10","9","1","2","2","3","2","7","12","4","2.35","0.5","22.25","6","4","1","1","2","5","2.85","25.1","16","0.195833333","0.125","0.178125","2.285714286","1.6","1.714285714","1.2","0.407142857","0.285","3.178571429","2.225","75","11.35458167","70","7.833333333","9.5","74.16666667","83.66666667","11.19047619","13.57142857","105.952381","119.5238095"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-00286","","","","10","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-00103","","","","10","10","1","2","1","1","2","10","5","0","3.75","0","23.2","6","5","1","1","1","1","3.75","26.95","5","0.75","","0.75","0.5","0.5","0.5","0.5","0.375","0.375","2.32","2.32","100","13.91465677","100","12.5","12.5","77.33333333","89.83333333","12.5","12.5","77.33333333","89.83333333"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-01580","","","","10","8","4","1","2","2","2","8","8","1","0.5","0.05","10","6","4","4","1","3","4","0.55","10.55","9","0.0625","0.05","0.061111111","1.125","0.9","1","0.8","0.06875","0.055","1.25","1","88.88888889","5.213270142","80","1.666666667","1.833333333","33.33333333","35.16666667","2.083333333","2.291666667","41.66666667","43.95833333"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-01364","","","","10","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-01600","","","","10","8","4","1","2","1","2","8","4","0","0.7","0","8.9","6","5","1","1","3","5","0.7","9.6","4","0.175","","0.175","0.5","0.4","0.5","0.4","0.0875","0.07","1.1125","0.89","100","7.291666667","80","2.333333333","2.333333333","29.66666667","32","2.916666667","2.916666667","37.08333333","40"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-01724","","","","10","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-01149","","","","10","10","1","2","1","2","1","10","10","6","1.95","0.25","13.4","6","3","1","1","8","5","2.2","15.6","16","0.195","0.041666667","0.1375","1.6","1.6","1","1","0.22","0.22","1.34","1.34","62.5","14.1025641","100","6.5","7.333333333","44.66666667","52","6.5","7.333333333","44.66666667","52"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-00985","","","","10","8","3","2","1","4","1","8","10","0","6","0","7.55","6","6","1","1","5","5","6","13.55","10","0.6","","0.6","1.25","1","1.25","1","0.75","0.6","0.94375","0.755","100","44.2804428","80","20","20","25.16666667","45.16666667","25","25","31.45833333","56.45833333"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-01455","","","","10","10","2","2","2","5","2","8","17","3","2.8","0.1","7.4","6","5","3","1","6","2","2.9","10.3","20","0.164705882","0.033333333","0.145","2.5","2","2.125","1.7","0.3625","0.29","0.925","0.74","85","28.15533981","80","9.333333333","9.666666667","24.66666667","34.33333333","11.66666667","12.08333333","30.83333333","42.91666667"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-01720","","","","10","8","1","1","2","2","2","8","1","1","0.1","0.05","3.85","6","5","1","1","3","7","0.15","4","2","0.1","0.05","0.075","0.25","0.2","0.125","0.1","0.01875","0.015","0.48125","0.385","50","3.75","80","0.333333333","0.5","12.83333333","13.33333333","0.416666667","0.625","16.04166667","16.66666667"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-02080","","","","10","7","3","2","2","3","1","7","0","0","0","0","3.75","","","","","","","0","3.75","0","","","","0","0","0","0","0","0","0.535714286","0.375","","0","70","0","0","12.5","12.5","0","0","17.85714286","17.85714286"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-01526","","","","10","8","1","2","2","2","2","8","0","0","0","0","5.4","","","","","","","0","5.4","0","","","","0","0","0","0","0","0","0.675","0.54","","0","80","0","0","18","18","0","0","22.5","22.5"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-01896","","","","10","10","1","2","2","3","2","10","5","4","1","0.15","7.7","8","5","2","1","4","4","1.15","8.85","9","0.2","0.0375","0.127777778","0.9","0.9","0.5","0.5","0.115","0.115","0.77","0.77","55.55555556","12.99435028","100","3.333333333","3.833333333","25.66666667","29.5","3.333333333","3.833333333","25.66666667","29.5"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-01151","","","","10","6","2","2","2","2","1","6","7","2","3.5","0.1","9.95","6","4","2","1","2","5","3.6","13.55","9","0.5","0.05","0.4","1.5","0.9","1.166666667","0.7","0.6","0.36","1.658333333","0.995","77.77777778","26.56826568","60","11.66666667","12","33.16666667","45.16666667","19.44444444","20","55.27777778","75.27777778"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-01066","","","","10","10","1","2","1","2","1","10","41","2","15.2","0.05","14.3","2","3","2","1","2","1","15.25","29.55","43","0.370731707","0.025","0.354651163","4.3","4.3","4.1","4.1","1.525","1.525","1.43","1.43","95.34883721","51.60744501","100","50.66666667","50.83333333","47.66666667","98.5","50.66666667","50.83333333","47.66666667","98.5"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-01710","","","","10","7","3","1","1","2","1","7","3","1","1","0.02","4.7","2","5","2","3","6","3","1.02","5.72","4","0.333333333","0.02","0.255","0.571428571","0.4","0.428571429","0.3","0.145714286","0.102","0.671428571","0.47","75","17.83216783","70","3.333333333","3.4","15.66666667","19.06666667","4.761904762","4.857142857","22.38095238","27.23809524"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-00895","","","","10","9","3","2","2","2","3","9","10","4","1.4","0.05","2.45","2","4","1","1","1","6","1.45","3.9","14","0.14","0.0125","0.103571429","1.555555556","1.4","1.111111111","1","0.161111111","0.145","0.272222222","0.245","71.42857143","37.17948718","90","4.666666667","4.833333333","8.166666667","13","5.185185185","5.37037037","9.074074074","14.44444444"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-02089","","","","10","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-02044","","","","10","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-00750","","","","10","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
