"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Vine vigor estimating 1-9|CO_331:0000197","Virus symptoms estimating 1-9|month 1|after planting|COMP:0000023","Alternaria symptoms estimating 1-9|month 1|before harvest|COMP:0000022","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Alternaria symptoms estimating 1-9|month 1|after planting|COMP:0000026","Number of plants harvested per NET plot|CO_331:0000679","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Storage root skin predominant color estimating 1-9 CIP|CO_331:0000175","Storage root predominant Flesh color estimating 1-9|CO_331:0000178","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Sprouting ability estimating 1-9|CO_331:0000277","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Storage root size estimating 1-9|CO_331:0000184","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Total storage roots yield computation tons per ha|CO_331:0000296","Total foliage yield in tons per ha|CO_331:0000684","Biomass yield in tons per ha|CO_331:0001003","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield adjusted in tons per ha|CO_331:0001004 "
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-00091","","","","10","10","1","3","2","3","1","7","1","0","0.5","0","24","7","4","1","1","3","5","0.5","24.5","1","0.5","","0.5","0.142857143","0.1","0.142857143","0.1","0.071428571","0.05","3.428571429","2.4","100","2.040816327","70","1.666666667","1.666666667","80","81.66666667","2.380952381","2.380952381","114.2857143","116.6666667"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-00473","","","","10","8","1","2","2","2","2","8","16","7","9.95","0.3","26.6","6","4","2","1","7","1","10.25","36.85","23","0.621875","0.042857143","0.445652174","2.875","2.3","2","1.6","1.28125","1.025","3.325","2.66","69.56521739","27.81546811","80","33.16666667","34.16666667","88.66666667","122.8333333","41.45833333","42.70833333","110.8333333","153.5416667"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-02031","","","","10","7","3","2","2","2","2","7","0","0","0","0","7.85","","","","","","","0","7.85","0","","","","0","0","0","0","0","0","1.121428571","0.785","","0","70","0","0","26.16666667","26.16666667","0","0","37.38095238","37.38095238"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-01838","","","","10","9","2","4","2","3","3","9","8","0","1.45","0","2.8","8","4","1","1","3","2","1.45","4.25","8","0.18125","","0.18125","0.888888889","0.8","0.888888889","0.8","0.161111111","0.145","0.311111111","0.28","100","34.11764706","90","4.833333333","4.833333333","9.333333333","14.16666667","5.37037037","5.37037037","10.37037037","15.74074074"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-00331","","","","10","8","1","3","2","2","2","7","20","0","5.1","0","7.6","6","3","3","1","4","5","5.1","12.7","20","0.255","","0.255","2.857142857","2","2.857142857","2","0.728571429","0.51","1.085714286","0.76","100","40.15748031","70","17","17","25.33333333","42.33333333","24.28571429","24.28571429","36.19047619","60.47619048"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-00310","","","","10","7","3","3","1","2","2","7","4","1","1.15","0.05","4.15","6","3","1","1","2","5","1.2","5.35","5","0.2875","0.05","0.24","0.714285714","0.5","0.571428571","0.4","0.171428571","0.12","0.592857143","0.415","80","22.42990654","70","3.833333333","4","13.83333333","17.83333333","5.476190476","5.714285714","19.76190476","25.47619048"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-00173","","","","10","10","1","3","2","3","2","9","6","1","1.15","0.05","7","9","3","1","1","3","6","1.2","8.2","7","0.191666667","0.05","0.171428571","0.777777778","0.7","0.666666667","0.6","0.133333333","0.12","0.777777778","0.7","85.71428571","14.63414634","90","3.833333333","4","23.33333333","27.33333333","4.259259259","4.444444444","25.92592593","30.37037037"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-00716","","","","10","8","2","1","1","4","2","8","0","0","0","0","7.9","","","","","","","0","7.9","0","","","","0","0","0","0","0","0","0.9875","0.79","","0","80","0","0","26.33333333","26.33333333","0","0","32.91666667","32.91666667"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-01174","","","","10","7","1","1","1","1","2","7","10","1","5.25","0.01","14.15","9","3","1","1","5","4","5.26","19.41","11","0.525","0.01","0.478181818","1.571428571","1.1","1.428571429","1","0.751428571","0.526","2.021428571","1.415","90.90909091","27.09943328","70","17.5","17.53333333","47.16666667","64.7","25","25.04761905","67.38095238","92.42857143"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-00760","","","","10","9","2","2","2","2","3","9","12","0","4.3","0","10.25","9","3","1","1","1","5","4.3","14.55","12","0.358333333","","0.358333333","1.333333333","1.2","1.333333333","1.2","0.477777778","0.43","1.138888889","1.025","100","29.5532646","90","14.33333333","14.33333333","34.16666667","48.5","15.92592593","15.92592593","37.96296296","53.88888889"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-01272","","","","10","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-00643","","","","10","9","1","3","1","3","4","9","12","4","6.5","0.2","5.6","6","4","2","1","2","4","6.7","12.3","16","0.541666667","0.05","0.41875","1.777777778","1.6","1.333333333","1.2","0.744444444","0.67","0.622222222","0.56","75","54.47154472","90","21.66666667","22.33333333","18.66666667","41","24.07407407","24.81481481","20.74074074","45.55555556"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-00048","","","","10","10","1","4","1","3","2","9","20","2","5.6","0.1","12.8","9","3","1","1","8","2","5.7","18.5","22","0.28","0.05","0.259090909","2.444444444","2.2","2.222222222","2","0.633333333","0.57","1.422222222","1.28","90.90909091","30.81081081","90","18.66666667","19","42.66666667","61.66666667","20.74074074","21.11111111","47.40740741","68.51851852"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-01187","","","","10","9","2","2","2","2","1","9","1","0","0.5","0","3.7","6","5","1","1","2","7","0.5","4.2","1","0.5","","0.5","0.111111111","0.1","0.111111111","0.1","0.055555556","0.05","0.411111111","0.37","100","11.9047619","90","1.666666667","1.666666667","12.33333333","14","1.851851852","1.851851852","13.7037037","15.55555556"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-01676","","","","10","6","3","3","2","4","2","6","0","0","0","0","1.05","","","","","","","0","1.05","0","","","","0","0","0","0","0","0","0.175","0.105","","0","60","0","0","3.5","3.5","0","0","5.833333333","5.833333333"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-00989","","","","10","7","3","3","1","2","2","7","4","1","1.2","0.01","2.15","6","4","2","1","5","7","1.21","3.36","5","0.3","0.01","0.242","0.714285714","0.5","0.571428571","0.4","0.172857143","0.121","0.307142857","0.215","80","36.01190476","70","4","4.033333333","7.166666667","11.2","5.714285714","5.761904762","10.23809524","16"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-00920","","","","10","10","2","2","1","3","2","10","5","0","4.95","0","17.5","2","4","1","1","5","4","4.95","22.45","5","0.99","","0.99","0.5","0.5","0.5","0.5","0.495","0.495","1.75","1.75","100","22.04899777","100","16.5","16.5","58.33333333","74.83333333","16.5","16.5","58.33333333","74.83333333"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-01936","","","","10","10","4","2","2","3","2","8","12","7","5.7","0.3","3.65","5","3","2","1","7","2","6","9.65","19","0.475","0.042857143","0.315789474","2.375","1.9","1.5","1.2","0.75","0.6","0.45625","0.365","63.15789474","62.1761658","80","19","20","12.16666667","32.16666667","23.75","25","15.20833333","40.20833333"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-00813","","","","10","9","3","2","2","2","3","9","2","0","0.7","0","8.4","2","3","1","1","3","6","0.7","9.1","2","0.35","","0.35","0.222222222","0.2","0.222222222","0.2","0.077777778","0.07","0.933333333","0.84","100","7.692307692","90","2.333333333","2.333333333","28","30.33333333","2.592592593","2.592592593","31.11111111","33.7037037"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-01662","","","","10","10","2","1","1","2","2","10","0","0","0","0","0.96","","","","","","","0","0.96","0","","","","0","0","0","0","0","0","0.096","0.096","","0","100","0","0","3.2","3.2","0","0","3.2","3.2"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-01588","","","","10","9","4","1","1","2","1","7","16","1","4.05","0.05","9","2","3","2","1","4","1","4.1","13.1","17","0.253125","0.05","0.241176471","2.428571429","1.7","2.285714286","1.6","0.585714286","0.41","1.285714286","0.9","94.11764706","31.29770992","70","13.5","13.66666667","30","43.66666667","19.28571429","19.52380952","42.85714286","62.38095238"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-01352","","","","10","10","2","2","2","2","1","10","0","0","0","0","6.05","","","","","","","0","6.05","0","","","","0","0","0","0","0","0","0.605","0.605","","0","100","0","0","20.16666667","20.16666667","0","0","20.16666667","20.16666667"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-00040","","","","10","9","3","3","1","2","1","9","4","0","1.65","0","12.7","6","3","1","1","6","3","1.65","14.35","4","0.4125","","0.4125","0.444444444","0.4","0.444444444","0.4","0.183333333","0.165","1.411111111","1.27","100","11.49825784","90","5.5","5.5","42.33333333","47.83333333","6.111111111","6.111111111","47.03703704","53.14814815"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-02059","","","","10","4","5","2","4","3","6","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-00965","","","","10","9","1","2","1","2","2","9","15","1","7.2","0.01","13.2","2","5","2","1","6","5","7.21","20.41","16","0.48","0.01","0.450625","1.777777778","1.6","1.666666667","1.5","0.801111111","0.721","1.466666667","1.32","93.75","35.32582068","90","24","24.03333333","44","68.03333333","26.66666667","26.7037037","48.88888889","75.59259259"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-01612","","","","10","9","2","2","2","2","2","9","0","0","0","0","3.55","","","","","","","0","3.55","0","","","","0","0","0","0","0","0","0.394444444","0.355","","0","90","0","0","11.83333333","11.83333333","0","0","13.14814815","13.14814815"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-00570","","","","10","8","3","2","2","2","2","8","10","1","3.35","0.01","6.9","6","1","1","1","5","3","3.36","10.26","11","0.335","0.01","0.305454545","1.375","1.1","1.25","1","0.42","0.336","0.8625","0.69","90.90909091","32.74853801","80","11.16666667","11.2","23","34.2","13.95833333","14","28.75","42.75"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-01240","","","","10","3","3","2","1","4","7","3","10","0","2.85","0","1.2","2","2","1","1","1","4","2.85","4.05","10","0.285","","0.285","3.333333333","1","3.333333333","1","0.95","0.285","0.4","0.12","100","70.37037037","30","9.5","9.5","4","13.5","31.66666667","31.66666667","13.33333333","45"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-01706","","","","10","8","5","1","3","3","4","6","1","0","0.1","0","5.4","5","2","4","3","3","6","0.1","5.5","1","0.1","","0.1","0.166666667","0.1","0.166666667","0.1","0.016666667","0.01","0.9","0.54","100","1.818181818","60","0.333333333","0.333333333","18","18.33333333","0.555555556","0.555555556","30","30.55555556"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-01787","","","","10","10","2","1","1","3","2","10","4","0","0.45","0","3.02","2","2","1","1","2","7","0.45","3.47","4","0.1125","","0.1125","0.4","0.4","0.4","0.4","0.045","0.045","0.302","0.302","100","12.96829971","100","1.5","1.5","10.06666667","11.56666667","1.5","1.5","10.06666667","11.56666667"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-00249","","","","10","10","1","1","1","1","1","10","6","2","2.55","0.05","9.3","3","2","1","1","8","4","2.6","11.9","8","0.425","0.025","0.325","0.8","0.8","0.6","0.6","0.26","0.26","0.93","0.93","75","21.8487395","100","8.5","8.666666667","31","39.66666667","8.5","8.666666667","31","39.66666667"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-01473","","","","10","3","4","3","3","2","4","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-00666","","","","10","8","2","3","2","3","2","8","2","0","1.1","0","13.75","6","3","1","1","3","5","1.1","14.85","2","0.55","","0.55","0.25","0.2","0.25","0.2","0.1375","0.11","1.71875","1.375","100","7.407407407","80","3.666666667","3.666666667","45.83333333","49.5","4.583333333","4.583333333","57.29166667","61.875"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-01981","","","","10","9","2","1","2","2","2","9","1","0","0.4","0","2.1","5","2","1","3","2","5","0.4","2.5","1","0.4","","0.4","0.111111111","0.1","0.111111111","0.1","0.044444444","0.04","0.233333333","0.21","100","16","90","1.333333333","1.333333333","7","8.333333333","1.481481481","1.481481481","7.777777778","9.259259259"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-00732","","","","10","9","2","2","2","2","2","9","5","4","0.8","0.1","4.15","2","3","1","1","3","8","0.9","5.05","9","0.16","0.025","0.1","1","0.9","0.555555556","0.5","0.1","0.09","0.461111111","0.415","55.55555556","17.82178218","90","2.666666667","3","13.83333333","16.83333333","2.962962963","3.333333333","15.37037037","18.7037037"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-00003","","","","10","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-01489","","","","10","5","3","2","2","2","1","5","5","0","1.1","0","5.2","2","3","3","1","8","4","1.1","6.3","5","0.22","","0.22","1","0.5","1","0.5","0.22","0.11","1.04","0.52","100","17.46031746","50","3.666666667","3.666666667","17.33333333","21","7.333333333","7.333333333","34.66666667","42"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-01982","","","","10","9","4","2","1","2","2","9","4","0","1.9","0","6.45","2","2","1","1","4","3","1.9","8.35","4","0.475","","0.475","0.444444444","0.4","0.444444444","0.4","0.211111111","0.19","0.716666667","0.645","100","22.75449102","90","6.333333333","6.333333333","21.5","27.83333333","7.037037037","7.037037037","23.88888889","30.92592593"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-01409","","","","10","6","2","2","2","2","1","6","4","1","2.65","0.02","7.5","2","3","1","1","8","6","2.67","10.17","5","0.6625","0.02","0.534","0.833333333","0.5","0.666666667","0.4","0.445","0.267","1.25","0.75","80","26.25368732","60","8.833333333","8.9","25","33.9","14.72222222","14.83333333","41.66666667","56.5"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-01192","","","","10","6","2","2","2","1","2","6","9","0","1.8","0","6.9","2","3","1","1","1","6","1.8","8.7","9","0.2","","0.2","1.5","0.9","1.5","0.9","0.3","0.18","1.15","0.69","100","20.68965517","60","6","6","23","29","10","10","38.33333333","48.33333333"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-00213","","","","10","9","1","1","1","2","1","8","0","0","0","0","16.7","","","","","","","0","16.7","0","","","","0","0","0","0","0","0","2.0875","1.67","","0","80","0","0","55.66666667","55.66666667","0","0","69.58333333","69.58333333"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-00706","","","","10","9","3","2","2","2","2","9","10","0","5.3","0","10.4","2","3","1","1","5","5","5.3","15.7","10","0.53","","0.53","1.111111111","1","1.111111111","1","0.588888889","0.53","1.155555556","1.04","100","33.75796178","90","17.66666667","17.66666667","34.66666667","52.33333333","19.62962963","19.62962963","38.51851852","58.14814815"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-00983","","","","10","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-00972","","","","10","10","1","2","1","4","1","10","7","12","1","0.35","29.1","2","3","1","1","3","5","1.35","30.45","19","0.142857143","0.029166667","0.071052632","1.9","1.9","0.7","0.7","0.135","0.135","2.91","2.91","36.84210526","4.433497537","100","3.333333333","4.5","97","101.5","3.333333333","4.5","97","101.5"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-01607","","","","10","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-01876","","","","10","10","2","2","1","3","2","10","10","3","3.8","0.15","2.9","3","2","5","3","6","1","3.95","6.85","13","0.38","0.05","0.303846154","1.3","1.3","1","1","0.395","0.395","0.29","0.29","76.92307692","57.66423358","100","12.66666667","13.16666667","9.666666667","22.83333333","12.66666667","13.16666667","9.666666667","22.83333333"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-00932","","","","10","7","3","1","2","3","6","7","1","0","0.4","0","0.35","2","2","1","1","3","7","0.4","0.75","1","0.4","","0.4","0.142857143","0.1","0.142857143","0.1","0.057142857","0.04","0.05","0.035","100","53.33333333","70","1.333333333","1.333333333","1.166666667","2.5","1.904761905","1.904761905","1.666666667","3.571428571"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-00276","","","","10","10","1","2","1","3","2","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-01918","","","","10","10","1","2","2","2","3","10","1","1","0.2","0.02","0.75","6","3","3","1","3","7","0.22","0.97","2","0.2","0.02","0.11","0.2","0.2","0.1","0.1","0.022","0.022","0.075","0.075","50","22.68041237","100","0.666666667","0.733333333","2.5","3.233333333","0.666666667","0.733333333","2.5","3.233333333"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-01832","","","","10","9","2","2","2","2","2","9","0","0","0","0","1.65","","","","","","","0","1.65","0","","","","0","0","0","0","0","0","0.183333333","0.165","","0","90","0","0","5.5","5.5","0","0","6.111111111","6.111111111"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-01625","","","","10","9","2","2","2","3","2","8","0","0","0","0","11.65","","","","","","","0","11.65","0","","","","0","0","0","0","0","0","1.45625","1.165","","0","80","0","0","38.83333333","38.83333333","0","0","48.54166667","48.54166667"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-01863","","","","10","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-00529","","","","10","8","2","2","2","3","1","8","0","0","0","0","10.6","","","","","","","0","10.6","0","","","","0","0","0","0","0","0","1.325","1.06","","0","80","0","0","35.33333333","35.33333333","0","0","44.16666667","44.16666667"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-01267","","","","10","7","3","2","1","3","2","7","0","0","0","0","4.6","","","","","","","0","4.6","0","","","","0","0","0","0","0","0","0.657142857","0.46","","0","70","0","0","15.33333333","15.33333333","0","0","21.9047619","21.9047619"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-00064","","","","10","9","4","4","1","2","2","9","2","1","2.6","0.01","7.3","6","3","1","1","5","5","2.61","9.91","3","1.3","0.01","0.87","0.333333333","0.3","0.222222222","0.2","0.29","0.261","0.811111111","0.73","66.66666667","26.3370333","90","8.666666667","8.7","24.33333333","33.03333333","9.62962963","9.666666667","27.03703704","36.7037037"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-00678","","","","10","8","3","3","1","3","3","8","6","1","4.2","0.01","9.4","6","4","1","1","1","5","4.21","13.61","7","0.7","0.01","0.601428571","0.875","0.7","0.75","0.6","0.52625","0.421","1.175","0.94","85.71428571","30.9331374","80","14","14.03333333","31.33333333","45.36666667","17.5","17.54166667","39.16666667","56.70833333"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-00002","","","","10","10","3","3","3","3","1","10","11","1","6.7","0.05","4.1","6","3","2","3","5","2","6.75","10.85","12","0.609090909","0.05","0.5625","1.2","1.2","1.1","1.1","0.675","0.675","0.41","0.41","91.66666667","62.21198157","100","22.33333333","22.5","13.66666667","36.16666667","22.33333333","22.5","13.66666667","36.16666667"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-01753","","","","10","8","4","2","2","3","5","8","0","1","0","0.01","3","2","4","1","1","9","9","0.01","3.01","1","","0.01","0.01","0.125","0.1","0","0","0.00125","0.001","0.375","0.3","0","0.332225914","80","0","0.033333333","10","10.03333333","0","0.041666667","12.5","12.54166667"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-00797","","","","10","10","2","2","2","3","2","10","30","20","6.8","1.2","14.01","6","5","2","1","3","3","8","22.01","50","0.226666667","0.06","0.16","5","5","3","3","0.8","0.8","1.401","1.401","60","36.34711495","100","22.66666667","26.66666667","46.7","73.36666667","22.66666667","26.66666667","46.7","73.36666667"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-01784","","","","10","9","1","2","1","2","1","9","10","1","4.2","0.05","9.25","2","4","1","1","5","4","4.25","13.5","11","0.42","0.05","0.386363636","1.222222222","1.1","1.111111111","1","0.472222222","0.425","1.027777778","0.925","90.90909091","31.48148148","90","14","14.16666667","30.83333333","45","15.55555556","15.74074074","34.25925926","50"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-01189","","","","10","8","1","3","1","3","2","8","9","0","1.27","0","8.1","6","3","1","1","2","3","1.27","9.37","9","0.141111111","","0.141111111","1.125","0.9","1.125","0.9","0.15875","0.127","1.0125","0.81","100","13.55389541","80","4.233333333","4.233333333","27","31.23333333","5.291666667","5.291666667","33.75","39.04166667"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-01231","","","","10","8","2","2","2","2","1","8","4","4","1.99","0.2","7.85","6","4","2","1","1","7","2.19","10.04","8","0.4975","0.05","0.27375","1","0.8","0.5","0.4","0.27375","0.219","0.98125","0.785","50","21.812749","80","6.633333333","7.3","26.16666667","33.46666667","8.291666667","9.125","32.70833333","41.83333333"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-01522","","","","10","10","2","2","2","2","2","10","4","1","1.3","0.05","1.65","6","7","2","1","2","3","1.35","3","5","0.325","0.05","0.27","0.5","0.5","0.4","0.4","0.135","0.135","0.165","0.165","80","45","100","4.333333333","4.5","5.5","10","4.333333333","4.5","5.5","10"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-00634","","","","10","8","1","2","1","3","2","8","4","1","1.5","0.02","40.1","6","4","1","1","1","5","1.52","41.62","5","0.375","0.02","0.304","0.625","0.5","0.5","0.4","0.19","0.152","5.0125","4.01","80","3.652090341","80","5","5.066666667","133.6666667","138.7333333","6.25","6.333333333","167.0833333","173.4166667"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-01754","","","","10","10","1","1","2","3","2","10","1","0","0.5","0","5.7","9","4","1","1","2","4","0.5","6.2","1","0.5","","0.5","0.1","0.1","0.1","0.1","0.05","0.05","0.57","0.57","100","8.064516129","100","1.666666667","1.666666667","19","20.66666667","1.666666667","1.666666667","19","20.66666667"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-01618","","","","10","7","3","1","2","2","1","7","0","0","0","0","7.65","","","","","","","0","7.65","0","","","","0","0","0","0","0","0","1.092857143","0.765","","0","70","0","0","25.5","25.5","0","0","36.42857143","36.42857143"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-01802","","","","10","9","4","1","2","2","2","7","1","0","0.55","0","8.2","9","4","1","1","3","3","0.55","8.75","1","0.55","","0.55","0.142857143","0.1","0.142857143","0.1","0.078571429","0.055","1.171428571","0.82","100","6.285714286","70","1.833333333","1.833333333","27.33333333","29.16666667","2.619047619","2.619047619","39.04761905","41.66666667"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-01445","","","","10","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-00834","","","","10","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-00773","","","","10","9","1","2","2","2","3","9","9","0","5.4","0","16.8","6","4","1","1","2","1","5.4","22.2","9","0.6","","0.6","1","0.9","1","0.9","0.6","0.54","1.866666667","1.68","100","24.32432432","90","18","18","56","74","20","20","62.22222222","82.22222222"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-01097","","","","10","7","3","3","1","2","4","6","2","0","0.65","0","4.4","6","2","2","1","5","2","0.65","5.05","2","0.325","","0.325","0.333333333","0.2","0.333333333","0.2","0.108333333","0.065","0.733333333","0.44","100","12.87128713","60","2.166666667","2.166666667","14.66666667","16.83333333","3.611111111","3.611111111","24.44444444","28.05555556"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-00592","","","","10","8","3","2","2","4","2","8","4","1","0.3","0.01","7.2","9","9","1","1","3","8","0.31","7.51","5","0.075","0.01","0.062","0.625","0.5","0.5","0.4","0.03875","0.031","0.9","0.72","80","4.127829561","80","1","1.033333333","24","25.03333333","1.25","1.291666667","30","31.29166667"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-01143","","","","10","7","1","1","2","2","2","7","6","0","2.45","0","9.01","2","3","1","1","2","7","2.45","11.46","6","0.408333333","","0.408333333","0.857142857","0.6","0.857142857","0.6","0.35","0.245","1.287142857","0.901","100","21.37870855","70","8.166666667","8.166666667","30.03333333","38.2","11.66666667","11.66666667","42.9047619","54.57142857"
