"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|month 1|after planting|COMP:0000023","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Vine vigor estimating 1-9|CO_331:0000197","Alternaria symptoms estimating 1-9|month 1|before harvest|COMP:0000022","Alternaria symptoms estimating 1-9|month 1|after planting|COMP:0000026","Number of plants harvested per NET plot|CO_331:0000679","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Storage root skin predominant color estimating 1-9 CIP|CO_331:0000175","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Sprouting ability estimating 1-9|CO_331:0000277","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Storage root size estimating 1-9|CO_331:0000184","Content of beta-carotene in fresh weight basis in raw storage roots estimating from RHS color chart in mg per 100g|CO_331:0001023","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Number of storage roots after harvest per NET plot|CO_331:0000233","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Average total storage root weight computation kg|CO_331:0002040","Commercial storage root yield tons per ha|CO_331:0000809","Total storage roots yield computation tons per ha|CO_331:0000296","Total foliage yield in tons per ha|CO_331:0000684","Biomass yield in tons per ha|CO_331:0001003","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","UGP2013SER-OT03","","","","","","","","","UGP2013SER-OT03-00001","","","","5","4","2","4","5","1","5","2","0","2","0","0.04","0.5","6","1","1","2","9","0","0.04","0.54","","0.02","2","1","0.4","0","0","0.02","0.008","0.25","0.1","0","7.407407407","40","0.02","0","0.266666667","3.333333333","3.6","0","0.666666667","8.333333333","9"
"","","UGP2013SER-OT03","","","","","","","","","UGP2013SER-OT03-00002","","","","5","3","1","2","4","1","5","3","1","0","0.8","0","0.19","2","1","1","4","7","0.12","0.8","0.99","0.8","","1","0.333333333","0.2","0.333333333","0.2","0.266666667","0.16","0.063333333","0.038","100","80.80808081","60","0.8","5.333333333","5.333333333","1.266666667","6.6","8.888888889","8.888888889","2.111111111","11"
"","","UGP2013SER-OT03","","","","","","","","","UGP2013SER-OT03-00003","","","","5","3","1","2","4","1","9","1","0","1","0","0.05","0.06","2","1","1","2","9","0.12","0.05","0.11","","0.05","1","1","0.2","0","0","0.05","0.01","0.06","0.012","0","45.45454545","20","0.05","0","0.333333333","0.4","0.733333333","0","1.666666667","2","3.666666667"
"","","UGP2013SER-OT03","","","","","","","","","UGP2013SER-OT03-00004","","","","5","4","1","2","6","1","9","2","0","3","0","0.04","0.04","2","1","1","3","9","0","0.04","0.08","","0.013333333","3","1.5","0.6","0","0","0.02","0.008","0.02","0.008","0","50","40","0.013333333","0","0.266666667","0.266666667","0.533333333","0","0.666666667","0.666666667","1.333333333"
"","","UGP2013SER-OT03","","","","","","","","","UGP2013SER-OT03-00005","","","","5","3","1","2","3","1","2","1","0","1","0","0.04","1","3","1","1","1","9","0.15","0.04","1.04","","0.04","1","1","0.2","0","0","0.04","0.008","1","0.2","0","3.846153846","20","0.04","0","0.266666667","6.666666667","6.933333333","0","1.333333333","33.33333333","34.66666667"
"","","UGP2013SER-OT03","","","","","","","","","UGP2013SER-OT03-00006","","","","5","1","2","2","4","1","4","1","1","0","0.28","0","0.24","2","2","1","4","1","0.12","0.28","0.52","0.28","","1","1","0.2","1","0.2","0.28","0.056","0.24","0.048","100","53.84615385","20","0.28","1.866666667","1.866666667","1.6","3.466666667","9.333333333","9.333333333","8","17.33333333"
"","","UGP2013SER-OT03","","","","","","","","","UGP2013SER-OT03-00007","","","","5","3","1","3","5","1","8","2","0","0","0","0","0.08","","","","","","","0","0.08","","","0","0","0","0","0","0","0","0.04","0.016","","0","40","","0","0","0.533333333","0.533333333","0","0","1.333333333","1.333333333"
"","","UGP2013SER-OT03","","","","","","","","","UGP2013SER-OT03-00008","","","","5","3","2","2","6","1","5","1","3","0","0.86","0","0.4","2","2","1","5","1","0.12","0.86","1.26","0.286666667","","3","3","0.6","3","0.6","0.86","0.172","0.4","0.08","100","68.25396825","20","0.286666667","5.733333333","5.733333333","2.666666667","8.4","28.66666667","28.66666667","13.33333333","42"
"","","UGP2013SER-OT03","","","","","","","","","UGP2013SER-OT03-00009","","","","5","4","1","1","5","1","2","3","4","9","1.04","0.24","1.2","2","3","1","6","3","0.02","1.28","2.48","0.26","0.026666667","13","4.333333333","2.6","1.333333333","0.8","0.426666667","0.256","0.4","0.24","30.76923077","51.61290323","60","0.098461538","6.933333333","8.533333333","8","16.53333333","11.55555556","14.22222222","13.33333333","27.55555556"
"","","UGP2013SER-OT03","","","","","","","","","UGP2013SER-OT03-00010","","","","5","4","1","2","4","1","2","3","2","0","0.36","0","0.3","2","3","3","4","1","0.15","0.36","0.66","0.18","","2","0.666666667","0.4","0.666666667","0.4","0.12","0.072","0.1","0.06","100","54.54545455","60","0.18","2.4","2.4","2","4.4","4","4","3.333333333","7.333333333"
"","","UGP2013SER-OT03","","","","","","","","","UGP2013SER-OT03-00011","","","","5","5","1","2","3","1","2","3","5","3","0.41","0.04","0.05","2","3","1","7","5","0","0.45","0.5","0.082","0.013333333","8","2.666666667","1.6","1.666666667","1","0.15","0.09","0.016666667","0.01","62.5","90","60","0.05625","2.733333333","3","0.333333333","3.333333333","4.555555556","5","0.555555556","5.555555556"
"","","UGP2013SER-OT03","","","","","","","","","UGP2013SER-OT03-00012","","","","5","5","1","2","7","1","1","4","9","9","2","0.2","2.2","6","4","2","6","3","0","2.2","4.4","0.222222222","0.022222222","18","4.5","3.6","2.25","1.8","0.55","0.44","0.55","0.44","50","50","80","0.122222222","13.33333333","14.66666667","14.66666667","29.33333333","16.66666667","18.33333333","18.33333333","36.66666667"
"","","UGP2013SER-OT03","","","","","","","","","UGP2013SER-OT03-00013","","","","5","5","1","2","8","2","1","3","13","0","3.4","0","3","6","4","2","1","1","0","3.4","6.4","0.261538462","","13","4.333333333","2.6","4.333333333","2.6","1.133333333","0.68","1","0.6","100","53.125","60","0.261538462","22.66666667","22.66666667","20","42.66666667","37.77777778","37.77777778","33.33333333","71.11111111"
"","","UGP2013SER-OT03","","","","","","","","","UGP2013SER-OT03-00014","","","","5","5","1","3","7","1","1","5","3","4","0.2","0.04","1.3","2","1","1","7","5","0","0.24","1.54","0.066666667","0.01","7","1.4","1.4","0.6","0.6","0.048","0.048","0.26","0.26","42.85714286","15.58441558","100","0.034285714","1.333333333","1.6","8.666666667","10.26666667","1.333333333","1.6","8.666666667","10.26666667"
"","","UGP2013SER-OT03","","","","","","","","","UGP2013SER-OT03-00015","","","","5","5","1","2","6","1","4","5","8","0","1.08","0","1","2","3","3","1","3","0.12","1.08","2.08","0.135","","8","1.6","1.6","1.6","1.6","0.216","0.216","0.2","0.2","100","51.92307692","100","0.135","7.2","7.2","6.666666667","13.86666667","7.2","7.2","6.666666667","13.86666667"
"","","UGP2013SER-OT03","","","","","","","","","UGP2013SER-OT03-00016","","","","5","5","1","3","5","1","7","5","4","4","0.28","0.16","0.3","2","3","1","4","5","0.12","0.44","0.74","0.07","0.04","8","1.6","1.6","0.8","0.8","0.088","0.088","0.06","0.06","50","59.45945946","100","0.055","1.866666667","2.933333333","2","4.933333333","1.866666667","2.933333333","2","4.933333333"
"","","UGP2013SER-OT03","","","","","","","","","UGP2013SER-OT03-00017","","","","5","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","","0","0","0","0","","","",""
"","","UGP2013SER-OT03","","","","","","","","","UGP2013SER-OT03-00018","","","","5","2","1","2","3","1","9","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","","0","0","0","0","","","",""
"","","UGP2013SER-OT03","","","","","","","","","UGP2013SER-OT03-00019","","","","5","3","1","2","4","1","8","1","0","1","0","0.02","","2","1","1","3","9","0.12","0.02","","","0.02","1","1","0.2","0","0","0.02","0.004","","","0","","20","0.02","0","0.133333333","","","0","0.666666667","",""
"","","UGP2013SER-OT03","","","","","","","","","UGP2013SER-OT03-00020","","","","5","5","2","3","6","1","6","3","0","3","0","0.08","1","2","1","1","2","9","0","0.08","1.08","","0.026666667","3","1","0.6","0","0","0.026666667","0.016","0.333333333","0.2","0","7.407407407","60","0.026666667","0","0.533333333","6.666666667","7.2","0","0.888888889","11.11111111","12"
"","","UGP2013SER-OT03","","","","","","","","","UGP2013SER-OT03-00021","","","","5","5","1","2","7","1","6","3","3","2","0.48","0.06","1.2","2","1","3","8","5","0","0.54","1.74","0.16","0.03","5","1.666666667","1","1","0.6","0.18","0.108","0.4","0.24","60","31.03448276","60","0.108","3.2","3.6","8","11.6","5.333333333","6","13.33333333","19.33333333"
"","","UGP2013SER-OT03","","","","","","","","","UGP2013SER-OT03-00022","","","","5","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","","0","0","0","0","","","",""
"","","UGP2013SER-OT03","","","","","","","","","UGP2013SER-OT03-00023","","","","5","4","1","2","4","1","8","1","0","0","0","0","0.04","","","","","","","0","0.04","","","0","0","0","0","0","0","0","0.04","0.008","","0","20","","0","0","0.266666667","0.266666667","0","0","1.333333333","1.333333333"
"","","UGP2013SER-OT03","","","","","","","","","UGP2013SER-OT03-00024","","","","5","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","","0","0","0","0","","","",""
"","","UGP2013SER-OT03","","","","","","","","","UGP2013SER-OT03-00025","","","","5","5","1","2","8","1","8","3","0","0","0","0","0.12","","","","","","","0","0.12","","","0","0","0","0","0","0","0","0.04","0.024","","0","60","","0","0","0.8","0.8","0","0","1.333333333","1.333333333"
"","","UGP2013SER-OT03","","","","","","","","","UGP2013SER-OT03-00026","","","","5","5","1","3","5","1","8","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","","0","0","0","0","","","",""
"","","UGP2013SER-OT03","","","","","","","","","UGP2013SER-OT03-00027","","","","5","2","2","2","5","1","9","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","","0","0","0","0","","","",""
"","","UGP2013SER-OT03","","","","","","","","","UGP2013SER-OT03-00028","","","","5","5","2","2","9","1","2","3","5","8","0.24","0.12","5.8","2","1","1","2","9","0.12","0.36","6.16","0.048","0.015","13","4.333333333","2.6","1.666666667","1","0.12","0.072","1.933333333","1.16","38.46153846","5.844155844","60","0.027692308","1.6","2.4","38.66666667","41.06666667","2.666666667","4","64.44444444","68.44444444"
"","","UGP2013SER-OT03","","","","","","","","","UGP2013SER-OT03-00029","","","","5","5","1","3","6","1","8","1","2","0","0.6","0","1.2","6","1","1","1","1","0.12","0.6","1.8","0.3","","2","2","0.4","2","0.4","0.6","0.12","1.2","0.24","100","33.33333333","20","0.3","4","4","8","12","20","20","40","60"
"","","UGP2013SER-OT03","","","","","","","","","UGP2013SER-OT03-00030","","","","5","5","2","3","6","1","9","3","0","1","0","0.04","0.12","2","1","1","3","7","0.15","0.04","0.16","","0.04","1","0.333333333","0.2","0","0","0.013333333","0.008","0.04","0.024","0","25","60","0.04","0","0.266666667","0.8","1.066666667","0","0.444444444","1.333333333","1.777777778"
"","","UGP2013SER-OT03","","","","","","","","","UGP2013SER-OT03-00031","","","","5","5","1","2","6","1","4","4","0","8","0","0.2","1.6","2","1","1","7","9","0","0.2","1.8","","0.025","8","2","1.6","0","0","0.05","0.04","0.4","0.32","0","11.11111111","80","0.025","0","1.333333333","10.66666667","12","0","1.666666667","13.33333333","15"
"","","UGP2013SER-OT03","","","","","","","","","UGP2013SER-OT03-00032","","","","5","5","1","3","7","1","2","5","11","0","2.8","0","1.7","9","3","3","9","1","0","2.8","4.5","0.254545455","","11","2.2","2.2","2.2","2.2","0.56","0.56","0.34","0.34","100","62.22222222","100","0.254545455","18.66666667","18.66666667","11.33333333","30","18.66666667","18.66666667","11.33333333","30"
"","","UGP2013SER-OT03","","","","","","","","","UGP2013SER-OT03-00033","","","","5","5","1","2","7","1","6","4","5","6","0.288","0.14","0.7","2","3","1","4","3","0.12","0.428","1.128","0.0576","0.023333333","11","2.75","2.2","1.25","1","0.107","0.0856","0.175","0.14","45.45454545","37.94326241","80","0.038909091","1.92","2.853333333","4.666666667","7.52","2.4","3.566666667","5.833333333","9.4"
"","","UGP2013SER-OT03","","","","","","","","","UGP2013SER-OT03-00034","","","","5","3","1","3","5","1","5","2","0","2","0","0.06","0.2","2","1","2","3","9","0.12","0.06","0.26","","0.03","2","1","0.4","0","0","0.03","0.012","0.1","0.04","0","23.07692308","40","0.03","0","0.4","1.333333333","1.733333333","0","1","3.333333333","4.333333333"
"","","UGP2013SER-OT03","","","","","","","","","UGP2013SER-OT03-00035","","","","5","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","","0","0","0","0","","","",""
"","","UGP2013SER-OT03","","","","","","","","","UGP2013SER-OT03-00036","","","","5","5","2","3","7","1","8","4","6","2","0.44","0.04","0.2","2","2","2","5","5","0","0.48","0.68","0.073333333","0.02","8","2","1.6","1.5","1.2","0.12","0.096","0.05","0.04","75","70.58823529","80","0.06","2.933333333","3.2","1.333333333","4.533333333","3.666666667","4","1.666666667","5.666666667"
"","","UGP2013SER-OT03","","","","","","","","","UGP2013SER-OT03-00037","","","","5","3","1","2","9","1","2","3","8","2","2.4","0.8","1.8","2","5","2","5","1","0","3.2","5","0.3","0.4","10","3.333333333","2","2.666666667","1.6","1.066666667","0.64","0.6","0.36","80","64","60","0.32","16","21.33333333","12","33.33333333","26.66666667","35.55555556","20","55.55555556"
"","","UGP2013SER-OT03","","","","","","","","","UGP2013SER-OT03-00038","","","","5","2","1","2","4","1","2","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","","0","0","0","0","","","",""
"","","UGP2013SER-OT03","","","","","","","","","UGP2013SER-OT03-00039","","","","5","4","2","2","8","1","2","4","15","9","2.4","0.24","1.5","2","3","5","5","3","0","2.64","4.14","0.16","0.026666667","24","6","4.8","3.75","3","0.66","0.528","0.375","0.3","62.5","63.76811594","80","0.11","16","17.6","10","27.6","20","22","12.5","34.5"
"","","UGP2013SER-OT03","","","","","","","","","UGP2013SER-OT03-00040","","","","5","4","2","2","6","2","2","3","5","9","1.2","0.12","0.3","6","4","1","4","3","0.12","1.32","1.62","0.24","0.013333333","14","4.666666667","2.8","1.666666667","1","0.44","0.264","0.1","0.06","35.71428571","81.48148148","60","0.094285714","8","8.8","2","10.8","13.33333333","14.66666667","3.333333333","18"
"","","UGP2013SER-OT03","","","","","","","","","UGP2013SER-OT03-00041","","","","5","3","1","2","7","1","3","2","6","4","0.88","0.16","0.9","2","1","4","9","5","0","1.04","1.94","0.146666667","0.04","10","5","2","3","1.2","0.52","0.208","0.45","0.18","60","53.60824742","40","0.104","5.866666667","6.933333333","6","12.93333333","14.66666667","17.33333333","15","32.33333333"
"","","UGP2013SER-OT03","","","","","","","","","UGP2013SER-OT03-00042","","","","5","3","1","","","1","2","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","","0","0","0","0","","","",""
"","","UGP2013SER-OT03","","","","","","","","","UGP2013SER-OT03-00043","","","","5","3","2","2","7","1","2","3","6","4","2.4","0.16","2.26","2","1","1","1","1","0","2.56","4.82","0.4","0.04","10","3.333333333","2","2","1.2","0.853333333","0.512","0.753333333","0.452","60","53.1120332","60","0.256","16","17.06666667","15.06666667","32.13333333","26.66666667","28.44444444","25.11111111","53.55555556"
"","","UGP2013SER-OT03","","","","","","","","","UGP2013SER-OT03-00044","","","","5","5","1","2","8","1","4","4","7","1","1.08","0.02","1","2","2","2","2","3","0.12","1.1","2.1","0.154285714","0.02","8","2","1.6","1.75","1.4","0.275","0.22","0.25","0.2","87.5","52.38095238","80","0.1375","7.2","7.333333333","6.666666667","14","9","9.166666667","8.333333333","17.5"
"","","UGP2013SER-OT03","","","","","","","","","UGP2013SER-OT03-00045","","","","5","4","2","3","8","1","7","3","4","8","1.02","0.28","1.6","2","1","1","6","3","0.02","1.3","2.9","0.255","0.035","12","4","2.4","1.333333333","0.8","0.433333333","0.26","0.533333333","0.32","33.33333333","44.82758621","60","0.108333333","6.8","8.666666667","10.66666667","19.33333333","11.33333333","14.44444444","17.77777778","32.22222222"
"","","UGP2013SER-OT03","","","","","","","","","UGP2013SER-OT03-00046","","","","5","5","1","2","8","1","7","5","9","20","1.08","0.4","1.8","2","1","2","4","3","0.12","1.48","3.28","0.12","0.02","29","5.8","5.8","1.8","1.8","0.296","0.296","0.36","0.36","31.03448276","45.12195122","100","0.051034483","7.2","9.866666667","12","21.86666667","7.2","9.866666667","12","21.86666667"
"","","UGP2013SER-OT03","","","","","","","","","UGP2013SER-OT03-00047","","","","5","3","1","2","","1","2","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","","0","0","0","0","","","",""
"","","UGP2013SER-OT03","","","","","","","","","UGP2013SER-OT03-00048","","","","5","5","2","2","9","1","7","5","7","8","1.18","0.26","1.9","6","1","1","4","3","0.12","1.44","3.34","0.168571429","0.0325","15","3","3","1.4","1.4","0.288","0.288","0.38","0.38","46.66666667","43.11377246","100","0.096","7.866666667","9.6","12.66666667","22.26666667","7.866666667","9.6","12.66666667","22.26666667"
"","","UGP2013SER-OT03","","","","","","","","","UGP2013SER-OT03-00049","","","","5","5","1","4","6","1","8","4","1","3","0.09","0.05","1","5","1","1","2","7","0.15","0.14","1.14","0.09","0.016666667","4","1","0.8","0.25","0.2","0.035","0.028","0.25","0.2","25","12.28070175","80","0.035","0.6","0.933333333","6.666666667","7.6","0.75","1.166666667","8.333333333","9.5"
"","","UGP2013SER-OT03","","","","","","","","","UGP2013SER-OT03-00050","","","","5","4","2","","","2","2","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","","0","0","0","0","","","",""
"","","UGP2013SER-OT03","","","","","","","","","UGP2013SER-OT03-00051","","","","5","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","","0","0","0","0","","","",""
"","","UGP2013SER-OT03","","","","","","","","","UGP2013SER-OT03-00052","","","","5","3","3","2","2","2","9","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","","0","0","0","0","","","",""
"","","UGP2013SER-OT03","","","","","","","","","UGP2013SER-OT03-00053","","","","5","5","1","2","4","1","9","5","1","4","0.06","0.08","0.2","2","1","1","2","7","0","0.14","0.34","0.06","0.02","5","1","1","0.2","0.2","0.028","0.028","0.04","0.04","20","41.17647059","100","0.028","0.4","0.933333333","1.333333333","2.266666667","0.4","0.933333333","1.333333333","2.266666667"
