"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|month 1|after planting|COMP:0000023","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Vine vigor estimating 1-9|CO_331:0000197","Alternaria symptoms estimating 1-9|month 1|before harvest|COMP:0000022","Alternaria symptoms estimating 1-9|month 1|after planting|COMP:0000026","Number of plants harvested per NET plot|CO_331:0000679","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Storage root skin predominant color estimating 1-9 CIP|CO_331:0000175","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Sprouting ability estimating 1-9|CO_331:0000277","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Storage root size estimating 1-9|CO_331:0000184","Content of beta-carotene in fresh weight basis in raw storage roots estimating from RHS color chart in mg per 100g|CO_331:0001023","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Number of storage roots after harvest per NET plot|CO_331:0000233","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Total storage roots yield computation tons per ha|CO_331:0000296","Total foliage yield in tons per ha|CO_331:0000684","Biomass yield in tons per ha|CO_331:0001003","Average total storage root weight computation kg|CO_331:0002040","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","UGP2014SER-PT08","","","","","","","","","UGP2014SER-PT08-00024","","","","5","4","2","2","5","1","2","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-PT08","","","","","","","","","UGP2014SER-PT08-00025","","","","5","2","3","","","1","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-PT08","","","","","","","","","UGP2014SER-PT08-00026","","","","5","1","1","2","4","","2","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-PT08","","","","","","","","","UGP2014SER-PT08-00027","","","","5","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-PT08","","","","","","","","","UGP2014SER-PT08-00028","","","","5","3","2","2","4","1","2","1","2","0","0.4","0","0.2","6","1","1","1","5","0.15","0.4","0.6","0.2","","2","2","0.4","2","0.4","0.4","0.08","0.2","0.04","100","66.66666667","20","2.666666667","2.666666667","1.333333333","4","0.2","13.33333333","13.33333333","6.666666667","20"
"","","UGP2014SER-PT08","","","","","","","","","UGP2014SER-PT08-00029","","","","5","","","","6","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-PT08","","","","","","","","","UGP2014SER-PT08-00030","","","","5","3","2","2","5","1","2","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-PT08","","","","","","","","","UGP2014SER-PT08-00031","","","","5","2","1","2","4","1","2","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-PT08","","","","","","","","","UGP2014SER-PT08-00032","","","","5","2","1","2","4","1","2","1","0","0","0","0","0.08","","","","","","","0","0.08","","","0","0","0","0","0","0","0","0.08","0.016","","0","20","0","0","0.533333333","0.533333333","","0","0","2.666666667","2.666666667"
"","","UGP2014SER-PT08","","","","","","","","","UGP2014SER-PT08-00033","","","","5","3","2","3","5","1","2","1","0","0","0","0","0.1","","","","","","","0","0.1","","","0","0","0","0","0","0","0","0.1","0.02","","0","20","0","0","0.666666667","0.666666667","","0","0","3.333333333","3.333333333"
"","","UGP2014SER-PT08","","","","","","","","","UGP2014SER-PT08-00034","","","","5","3","1","","","1","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-PT08","","","","","","","","","UGP2014SER-PT08-00035","","","","5","3","1","1","4","1","2","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-PT08","","","","","","","","","UGP2014SER-PT08-00036","","","","5","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-PT08","","","","","","","","","UGP2014SER-PT08-00037","","","","5","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-PT08","","","","","","","","","UGP2014SER-PT08-00038","","","","5","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-PT08","","","","","","","","","UGP2014SER-PT08-00039","","","","5","5","2","3","5","1","2","2","2","0","0.16","0","5","2","2","3","1","9","0.12","0.16","5.16","0.08","","2","1","0.4","1","0.4","0.08","0.032","2.5","1","100","3.100775194","40","1.066666667","1.066666667","33.33333333","34.4","0.08","2.666666667","2.666666667","83.33333333","86"
"","","UGP2014SER-PT08","","","","","","","","","UGP2014SER-PT08-00040","","","","5","4","1","2","6","1","2","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-PT08","","","","","","","","","UGP2014SER-PT08-00041","","","","5","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-PT08","","","","","","","","","UGP2014SER-PT08-00042","","","","5","5","1","3","5","1","3","1","0","0","0","0","0.8","","","","","","","0","0.8","","","0","0","0","0","0","0","0","0.8","0.16","","0","20","0","0","5.333333333","5.333333333","","0","0","26.66666667","26.66666667"
"","","UGP2014SER-PT08","","","","","","","","","UGP2014SER-PT08-00043","","","","5","3","2","","","1","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-PT08","","","","","","","","","UGP2014SER-PT08-00044","","","","5","3","1","","","1","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-PT08","","","","","","","","","UGP2014SER-PT08-00045","","","","5","4","1","2","4","1","3","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-PT08","","","","","","","","","UGP2014SER-PT08-00046","","","","5","3","2","6","4","1","2","2","0","0","0","0","0.08","","","","","","","0","0.08","","","0","0","0","0","0","0","0","0.04","0.016","","0","40","0","0","0.533333333","0.533333333","","0","0","1.333333333","1.333333333"
"","","UGP2014SER-PT08","","","","","","","","","UGP2014SER-PT08-00047","","","","5","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-PT08","","","","","","","","","UGP2014SER-PT08-00048","","","","5","2","4","","","2","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-PT08","","","","","","","","","UGP2014SER-PT08-00049","","","","5","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-PT08","","","","","","","","","UGP2014SER-PT08-00050","","","","5","5","4","6","4","1","2","1","0","0","0","0","0.1","","","","","","","0","0.1","","","0","0","0","0","0","0","0","0.1","0.02","","0","20","0","0","0.666666667","0.666666667","","0","0","3.333333333","3.333333333"
"","","UGP2014SER-PT08","","","","","","","","","UGP2014SER-PT08-00051","","","","5","4","3","6","5","2","2","1","0","0","0","0","0.32","","","","","","","0","0.32","","","0","0","0","0","0","0","0","0.32","0.064","","0","20","0","0","2.133333333","2.133333333","","0","0","10.66666667","10.66666667"
"","","UGP2014SER-PT08","","","","","","","","","UGP2014SER-PT08-00052","","","","5","4","4","5","4","2","2","1","0","0","0","0","0.1","","","","","","","0","0.1","","","0","0","0","0","0","0","0","0.1","0.02","","0","20","0","0","0.666666667","0.666666667","","0","0","3.333333333","3.333333333"
"","","UGP2014SER-PT08","","","","","","","","","UGP2014SER-PT08-00053","","","","5","4","2","7","4","2","3","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-PT08","","","","","","","","","UGP2014SER-PT08-00054","","","","5","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-PT08","","","","","","","","","UGP2014SER-PT08-00055","","","","5","2","1","","","1","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-PT08","","","","","","","","","UGP2014SER-PT08-00056","","","","5","5","2","3","5","1","2","2","0","0","0","0","0.6","","","","","","","0","0.6","","","0","0","0","0","0","0","0","0.3","0.12","","0","40","0","0","4","4","","0","0","10","10"
"","","UGP2014SER-PT08","","","","","","","","","UGP2014SER-PT08-00057","","","","5","3","3","2","4","1","2","1","0","0","0","0","0.04","","","","","","","0","0.04","","","0","0","0","0","0","0","0","0.04","0.008","","0","20","0","0","0.266666667","0.266666667","","0","0","1.333333333","1.333333333"
"","","UGP2014SER-PT08","","","","","","","","","UGP2014SER-PT08-00058","","","","5","4","2","5","4","1","3","1","0","0","0","0","0.04","","","","","","","0","0.04","","","0","0","0","0","0","0","0","0.04","0.008","","0","20","0","0","0.266666667","0.266666667","","0","0","1.333333333","1.333333333"
"","","UGP2014SER-PT08","","","","","","","","","UGP2014SER-PT08-00059","","","","5","2","1","2","4","1","2","1","0","0","0","0","0.04","","","","","","","0","0.04","","","0","0","0","0","0","0","0","0.04","0.008","","0","20","0","0","0.266666667","0.266666667","","0","0","1.333333333","1.333333333"
"","","UGP2014SER-PT08","","","","","","","","","UGP2014SER-PT08-00060","","","","5","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-PT08","","","","","","","","","UGP2014SER-PT08-00061","","","","5","4","2","2","6","1","2","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-PT08","","","","","","","","","UGP2014SER-PT08-00062","","","","5","4","3","","","1","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-PT08","","","","","","","","","UGP2014SER-PT08-00063","","","","5","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-PT08","","","","","","","","","UGP2014SER-PT08-00064","","","","5","","1","","","2","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-PT08","","","","","","","","","UGP2014SER-PT08-00065","","","","5","5","2","3","4","2","2","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-PT08","","","","","","","","","UGP2014SER-PT08-00066","","","","5","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-PT08","","","","","","","","","UGP2014SER-PT08-00067","","","","5","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-PT08","","","","","","","","","UGP2014SER-PT08-00068","","","","5","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-PT08","","","","","","","","","UGP2014SER-PT08-00069","","","","5","5","2","2","6","1","2","1","0","0","0","0","3","","","","","","","0","3","","","0","0","0","0","0","0","0","3","0.6","","0","20","0","0","20","20","","0","0","100","100"
"","","UGP2014SER-PT08","","","","","","","","","UGP2014SER-PT08-00070","","","","5","3","2","3","4","2","2","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-PT08","","","","","","","","","UGP2014SER-PT08-00071","","","","5","3","2","","","1","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-PT08","","","","","","","","","UGP2014SER-PT08-00072","","","","5","4","2","2","4","1","3","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-PT08","","","","","","","","","UGP2014SER-PT08-00073","","","","5","5","3","2","4","1","3","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-PT08","","","","","","","","","UGP2014SER-PT08-00074","","","","5","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-PT08","","","","","","","","","UGP2014SER-PT08-00075","","","","5","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-PT08","","","","","","","","","UGP2014SER-PT08-00076","","","","5","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-PT08","","","","","","","","","UGP2014SER-PT08-00077","","","","5","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-PT08","","","","","","","","","UGP2014SER-PT08-00078","","","","5","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-PT08","","","","","","","","","UGP2014SER-PT08-00079","","","","5","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-PT08","","","","","","","","","UGP2014SER-PT08-00080","","","","5","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-PT08","","","","","","","","","UGP2014SER-PT08-00081","","","","5","4","2","2","4","1","2","1","0","1","0","0.06","0.08","5","6","3","2","9","0.15","0.06","0.14","","0.06","1","1","0.2","0","0","0.06","0.012","0.08","0.016","0","42.85714286","20","0","0.4","0.533333333","0.933333333","0.06","0","2","2.666666667","4.666666667"
