"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|month 1|after planting|COMP:0000023","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Vine vigor estimating 1-9|CO_331:0000197","Alternaria symptoms estimating 1-9|month 1|before harvest|COMP:0000022","Alternaria symptoms estimating 1-9|month 1|after planting|COMP:0000026","Number of plants harvested per NET plot|CO_331:0000679","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Storage root skin predominant color estimating 1-9 CIP|CO_331:0000175","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Sprouting ability estimating 1-9|CO_331:0000277","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Storage root size estimating 1-9|CO_331:0000184","Content of beta-carotene in fresh weight basis in raw storage roots estimating from RHS color chart in mg per 100g|CO_331:0001023","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Total storage roots yield computation tons per ha|CO_331:0000296","Total foliage yield in tons per ha|CO_331:0000684","Biomass yield in tons per ha|CO_331:0001003","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","UGP2015NAM-PT07","","","","","","","","","UGP2015NAM-PT07-00001","","","","15","14","1","3","7","1","2","14","29","27","3.6","0.56","2.8","2","7","4","2","3","3.03","4.16","6.96","56","0.124137931","0.020740741","0.074285714","4","3.733333333","2.071428571","1.933333333","0.297142857","0.277333333","0.2","0.186666667","51.78571429","59.77011494","93.33333333","8","9.244444444","6.222222222","15.46666667","8.571428571","9.904761905","6.666666667","16.57142857"
"","","UGP2015NAM-PT07","","","","","","","","","UGP2015NAM-PT07-00002","","","","15","14","2","4","8","1","3","14","10","6","1.2","0.12","1.7","6","3","3","1","5","10.5","1.32","3.02","16","0.12","0.02","0.0825","1.142857143","1.066666667","0.714285714","0.666666667","0.094285714","0.088","0.121428571","0.113333333","62.5","43.70860927","93.33333333","2.666666667","2.933333333","3.777777778","6.711111111","2.857142857","3.142857143","4.047619048","7.19047619"
"","","UGP2015NAM-PT07","","","","","","","","","UGP2015NAM-PT07-00003","","","","15","13","2","4","8","1","4","13","8","12","0.52","0.2","2.5","5","4","6","2","7","1.04","0.72","3.22","20","0.065","0.016666667","0.036","1.538461538","1.333333333","0.615384615","0.533333333","0.055384615","0.048","0.192307692","0.166666667","40","22.36024845","86.66666667","1.155555556","1.6","5.555555556","7.155555556","1.333333333","1.846153846","6.41025641","8.256410256"
"","","UGP2015NAM-PT07","","","","","","","","","UGP2015NAM-PT07-00004","","","","15","14","2","4","8","1","2","14","17","19","1.48","0.32","3.3","5","5","3","3","5","11.03","1.8","5.1","36","0.087058824","0.016842105","0.05","2.571428571","2.4","1.214285714","1.133333333","0.128571429","0.12","0.235714286","0.22","47.22222222","35.29411765","93.33333333","3.288888889","4","7.333333333","11.33333333","3.523809524","4.285714286","7.857142857","12.14285714"
"","","UGP2015NAM-PT07","","","","","","","","","UGP2015NAM-PT07-00005","","","","15","13","1","2","9","1","2","11","3","1","0.4","0.04","20","8","3","1","6","7","0.12","0.44","20.44","4","0.133333333","0.04","0.11","0.363636364","0.266666667","0.272727273","0.2","0.04","0.029333333","1.818181818","1.333333333","75","2.152641879","73.33333333","0.888888889","0.977777778","44.44444444","45.42222222","1.212121212","1.333333333","60.60606061","61.93939394"
"","","UGP2015NAM-PT07","","","","","","","","","UGP2015NAM-PT07-00006","","","","15","14","2","5","8","1","2","13","27","72","2.4","1.9","3","2","3","3","9","5","4.61","4.3","7.3","99","0.088888889","0.026388889","0.043434343","7.615384615","6.6","2.076923077","1.8","0.330769231","0.286666667","0.230769231","0.2","27.27272727","58.90410959","86.66666667","5.333333333","9.555555556","6.666666667","16.22222222","6.153846154","11.02564103","7.692307692","18.71794872"
"","","UGP2015NAM-PT07","","","","","","","","","UGP2015NAM-PT07-00007","","","","15","14","1","4","8","1","2","14","44","54","4","1.5","3.7","5","4","3","9","5","7.23","5.5","9.2","98","0.090909091","0.027777778","0.056122449","7","6.533333333","3.142857143","2.933333333","0.392857143","0.366666667","0.264285714","0.246666667","44.89795918","59.7826087","93.33333333","8.888888889","12.22222222","8.222222222","20.44444444","9.523809524","13.0952381","8.80952381","21.9047619"
"","","UGP2015NAM-PT07","","","","","","","","","UGP2015NAM-PT07-00008","","","","15","14","2","6","7","2","3","14","23","20","2.2","0.36","2.5","5","2","1","2","3","0","2.56","5.06","43","0.095652174","0.018","0.059534884","3.071428571","2.866666667","1.642857143","1.533333333","0.182857143","0.170666667","0.178571429","0.166666667","53.48837209","50.59288538","93.33333333","4.888888889","5.688888889","5.555555556","11.24444444","5.238095238","6.095238095","5.952380952","12.04761905"
"","","UGP2015NAM-PT07","","","","","","","","","UGP2015NAM-PT07-00009","","","","15","6","1","2","5","1","1","1","3","7","0.6","0.12","0.2","8","2","3","6","7","1.04","0.72","0.92","10","0.2","0.017142857","0.072","10","0.666666667","3","0.2","0.72","0.048","0.2","0.013333333","30","78.26086957","6.666666667","1.333333333","1.6","0.444444444","2.044444444","20","24","6.666666667","30.66666667"
"","","UGP2015NAM-PT07","","","","","","","","","UGP2015NAM-PT07-00010","","","","15","15","2","2","9","1","2","14","38","19","6.9","0.44","8.5","8","4","3","8","3","0.02","7.34","15.84","57","0.181578947","0.023157895","0.12877193","4.071428571","3.8","2.714285714","2.533333333","0.524285714","0.489333333","0.607142857","0.566666667","66.66666667","46.33838384","93.33333333","15.33333333","16.31111111","18.88888889","35.2","16.42857143","17.47619048","20.23809524","37.71428571"
