"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Vine vigor estimating 1-9|CO_331:0000197","Virus symptoms estimating 1-9|month 1|after planting|COMP:0000023","Alternaria symptoms estimating 1-9|month 1|before harvest|COMP:0000022","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Alternaria symptoms estimating 1-9|month 1|after planting|COMP:0000026","Number of plants harvested per NET plot|CO_331:0000679","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Storage root skin predominant color estimating 1-9 CIP|CO_331:0000175","Storage root predominant Flesh color estimating 1-9|CO_331:0000178","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Storage root size estimating 1-9|CO_331:0000184","Sprouting ability estimating 1-9|CO_331:0000277","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Total storage roots yield computation tons per ha|CO_331:0000296","Total foliage yield in tons per ha|CO_331:0000684","Biomass yield in tons per ha|CO_331:0001003","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield adjusted in tons per ha|CO_331:0001004 "
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-00896","","","","10","9","6","2","1","2","1","9","14","13","1.15","0.42","1.65","6","3","1","8","7","1","1.57","3.22","27","0.082142857","0.032307692","0.058148148","3","2.7","1.555555556","1.4","0.174444444","0.157","0.183333333","0.165","51.85185185","48.75776398","90","3.833333333","5.233333333","5.5","10.73333333","4.259259259","5.814814815","6.111111111","11.92592593"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-00045","","","","10","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-00348","","","","10","9","6","2","3","2","3","9","5","20","0.4","0.34","1.15","2","5","2","7","6","3","0.74","1.89","25","0.08","0.017","0.0296","2.777777778","2.5","0.555555556","0.5","0.082222222","0.074","0.127777778","0.115","20","39.15343915","90","1.333333333","2.466666667","3.833333333","6.3","1.481481481","2.740740741","4.259259259","7"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-00714","","","","10","9","5","2","1","2","1","9","10","11","0.85","0.3","0.6","8","2","1","7","4","1","1.15","1.75","21","0.085","0.027272727","0.054761905","2.333333333","2.1","1.111111111","1","0.127777778","0.115","0.066666667","0.06","47.61904762","65.71428571","90","2.833333333","3.833333333","2","5.833333333","3.148148148","4.259259259","2.222222222","6.481481481"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-01548","","","","10","9","6","2","4","2","3","9","5","5","0.24","0.09","0.5","2","2","1","6","5","1","0.33","0.83","10","0.048","0.018","0.033","1.111111111","1","0.555555556","0.5","0.036666667","0.033","0.055555556","0.05","50","39.75903614","90","0.8","1.1","1.666666667","2.766666667","0.888888889","1.222222222","1.851851852","3.074074074"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-00131","","","","10","9","7","2","4","2","3","8","0","32","0","0.64","0.2","6","5","1","8","8","1","0.64","0.84","32","","0.02","0.02","4","3.2","0","0","0.08","0.064","0.025","0.02","0","76.19047619","80","0","2.133333333","0.666666667","2.8","0","2.666666667","0.833333333","3.5"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-00840","","","","10","10","9","2","1","3","2","10","15","8","6.7","0.3","5","4","6","1","8","3","1","7","12","23","0.446666667","0.0375","0.304347826","2.3","2.3","1.5","1.5","0.7","0.7","0.5","0.5","65.2173913","58.33333333","100","22.33333333","23.33333333","16.66666667","40","22.33333333","23.33333333","16.66666667","40"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-02027","","","","10","10","6","1","2","2","3","10","8","26","1.08","0.71","2.45","2","3","2","8","5","1","1.79","4.24","34","0.135","0.027307692","0.052647059","3.4","3.4","0.8","0.8","0.179","0.179","0.245","0.245","23.52941176","42.21698113","100","3.6","5.966666667","8.166666667","14.13333333","3.6","5.966666667","8.166666667","14.13333333"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-01073","","","","10","8","6","2","2","3","1","8","31","38","2.45","0.71","1.8","9","4","3","6","6","1","3.16","4.96","69","0.079032258","0.018684211","0.045797101","8.625","6.9","3.875","3.1","0.395","0.316","0.225","0.18","44.92753623","63.70967742","80","8.166666667","10.53333333","6","16.53333333","10.20833333","13.16666667","7.5","20.66666667"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-02065","","","","10","8","6","2","3","2","3","8","10","6","0.68","0.07","1.85","6","6","1","8","5","1","0.75","2.6","16","0.068","0.011666667","0.046875","2","1.6","1.25","1","0.09375","0.075","0.23125","0.185","62.5","28.84615385","80","2.266666667","2.5","6.166666667","8.666666667","2.833333333","3.125","7.708333333","10.83333333"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-02072","","","","10","8","9","2","3","2","2","8","23","6","3.97","0.14","5","2","6","1","8","3","3","4.11","9.11","29","0.172608696","0.023333333","0.141724138","3.625","2.9","2.875","2.3","0.51375","0.411","0.625","0.5","79.31034483","45.11525796","80","13.23333333","13.7","16.66666667","30.36666667","16.54166667","17.125","20.83333333","37.95833333"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-01210","","","","10","9","7","2","2","2","1","9","12","1","0.54","0.02","1.65","2","6","2","3","4","1","0.56","2.21","13","0.045","0.02","0.043076923","1.444444444","1.3","1.333333333","1.2","0.062222222","0.056","0.183333333","0.165","92.30769231","25.33936652","90","1.8","1.866666667","5.5","7.366666667","2","2.074074074","6.111111111","8.185185185"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-00316","","","","10","7","4","2","3","2","2","7","0","2","0","0.03","0.7","5","2","1","9","9","1","0.03","0.73","2","","0.015","0.015","0.285714286","0.2","0","0","0.004285714","0.003","0.1","0.07","0","4.109589041","70","0","0.1","2.333333333","2.433333333","0","0.142857143","3.333333333","3.476190476"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-00915","","","","10","9","3","2","1","2","1","9","2","3","0.23","0.11","1.2","6","2","1","6","5","1","0.34","1.54","5","0.115","0.036666667","0.068","0.555555556","0.5","0.222222222","0.2","0.037777778","0.034","0.133333333","0.12","40","22.07792208","90","0.766666667","1.133333333","4","5.133333333","0.851851852","1.259259259","4.444444444","5.703703704"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-00100","","","","10","10","6","2","3","1","1","10","15","4","0.82","0.07","1.2","6","2","1","2","4","1","0.89","2.09","19","0.054666667","0.0175","0.046842105","1.9","1.9","1.5","1.5","0.089","0.089","0.12","0.12","78.94736842","42.58373206","100","2.733333333","2.966666667","4","6.966666667","2.733333333","2.966666667","4","6.966666667"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-00171","","","","10","10","4","2","3","2","3","4","0","11","0","0.3","0.85","9","3","1","9","7","1","0.3","1.15","11","","0.027272727","0.027272727","2.75","1.1","0","0","0.075","0.03","0.2125","0.085","0","26.08695652","40","0","1","2.833333333","3.833333333","0","2.5","7.083333333","9.583333333"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-01636","","","","10","1","2","2","2","2","3","1","0","0","0","0","1.6","","","","","","","0","1.6","0","","","","0","0","0","0","0","0","1.6","0.16","","0","10","0","0","5.333333333","5.333333333","0","0","53.33333333","53.33333333"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-00844","","","","10","7","5","2","1","2","1","7","1","0","0.07","0","0.395","1","4","1","1","7","1","0.07","0.465","1","0.07","","0.07","0.142857143","0.1","0.142857143","0.1","0.01","0.007","0.056428571","0.0395","100","15.05376344","70","0.233333333","0.233333333","1.316666667","1.55","0.333333333","0.333333333","1.880952381","2.214285714"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-00177","","","","10","9","8","2","3","2","2","9","20","13","1.75","0.31","1","4","7","1","8","5","1","2.06","3.06","33","0.0875","0.023846154","0.062424242","3.666666667","3.3","2.222222222","2","0.228888889","0.206","0.111111111","0.1","60.60606061","67.32026144","90","5.833333333","6.866666667","3.333333333","10.2","6.481481481","7.62962963","3.703703704","11.33333333"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-01165","","","","10","10","9","1","1","2","1","10","0","16","0","0.58","8.15","9","2","1","9","9","3","0.58","8.73","16","","0.03625","0.03625","1.6","1.6","0","0","0.058","0.058","0.815","0.815","0","6.643757159","100","0","1.933333333","27.16666667","29.1","0","1.933333333","27.16666667","29.1"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-01803","","","","10","5","3","2","1","2","1","5","0","0","0","0","0.7","","","","","","","0","0.7","0","","","","0","0","0","0","0","0","0.14","0.07","","0","50","0","0","2.333333333","2.333333333","0","0","4.666666667","4.666666667"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-01563","","","","10","3","1","2","2","2","1","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-00684","","","","10","2","3","1","1","2","1","2","0","0","0","0","0.08","","","","","","","0","0.08","0","","","","0","0","0","0","0","0","0.04","0.008","","0","20","0","0","0.266666667","0.266666667","0","0","1.333333333","1.333333333"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-01431","","","","10","6","6","2","3","3","2","6","0","0","0","0","0.4","","","","","","","0","0.4","0","","","","0","0","0","0","0","0","0.066666667","0.04","","0","60","0","0","1.333333333","1.333333333","0","0","2.222222222","2.222222222"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-01421","","","","10","7","5","3","4","2","2","7","6","6","0.38","0.05","0.7","6","1","1","2","7","1","0.43","1.13","12","0.063333333","0.008333333","0.035833333","1.714285714","1.2","0.857142857","0.6","0.061428571","0.043","0.1","0.07","50","38.05309735","70","1.266666667","1.433333333","2.333333333","3.766666667","1.80952381","2.047619048","3.333333333","5.380952381"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-00992","","","","10","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-01265","","","","10","10","7","2","5","2","5","10","6","7","0.35","0.12","0.3","6","2","1","2","6","1","0.47","0.77","13","0.058333333","0.017142857","0.036153846","1.3","1.3","0.6","0.6","0.047","0.047","0.03","0.03","46.15384615","61.03896104","100","1.166666667","1.566666667","1","2.566666667","1.166666667","1.566666667","1","2.566666667"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-01869","","","","10","7","8","2","2","2","2","7","14","12","6.9","0.48","10.55","5","6","1","7","3","4","7.38","17.93","26","0.492857143","0.04","0.283846154","3.714285714","2.6","2","1.4","1.054285714","0.738","1.507142857","1.055","53.84615385","41.16006693","70","23","24.6","35.16666667","59.76666667","32.85714286","35.14285714","50.23809524","85.38095238"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-01219","","","","10","9","8","2","2","2","2","9","12","6","1.73","0.22","3.9","6","2","1","3","4","1","1.95","5.85","18","0.144166667","0.036666667","0.108333333","2","1.8","1.333333333","1.2","0.216666667","0.195","0.433333333","0.39","66.66666667","33.33333333","90","5.766666667","6.5","13","19.5","6.407407407","7.222222222","14.44444444","21.66666667"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-00288","","","","10","8","7","2","4","3","1","8","0","3","0","0.02","1.9","8","4","1","9","9","1","0.02","1.92","3","","0.006666667","0.006666667","0.375","0.3","0","0","0.0025","0.002","0.2375","0.19","0","1.041666667","80","0","0.066666667","6.333333333","6.4","0","0.083333333","7.916666667","8"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-00807","","","","10","8","9","2","1","3","2","8","28","7","5.5","0.62","4.55","6","2","1","7","3","1","6.12","10.67","35","0.196428571","0.088571429","0.174857143","4.375","3.5","3.5","2.8","0.765","0.612","0.56875","0.455","80","57.35707591","80","18.33333333","20.4","15.16666667","35.56666667","22.91666667","25.5","18.95833333","44.45833333"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-00760","","","","10","6","3","1","1","2","1","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-00390","","","","10","4","4","2","3","2","2","4","3","1","0.3","0.02","2.2","2","2","1","2","4","1","0.32","2.52","4","0.1","0.02","0.08","1","0.4","0.75","0.3","0.08","0.032","0.55","0.22","75","12.6984127","40","1","1.066666667","7.333333333","8.4","2.5","2.666666667","18.33333333","21"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-01656","","","","10","7","5","2","4","3","3","7","0","0","0","0","0.8","","","","","","","0","0.8","0","","","","0","0","0","0","0","0","0.114285714","0.08","","0","70","0","0","2.666666667","2.666666667","0","0","3.80952381","3.80952381"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-01559","","","","10","9","5","1","3","4","2","9","4","5","0.3","0.07","0.7","7","2","1","3","6","1","0.37","1.07","9","0.075","0.014","0.041111111","1","0.9","0.444444444","0.4","0.041111111","0.037","0.077777778","0.07","44.44444444","34.57943925","90","1","1.233333333","2.333333333","3.566666667","1.111111111","1.37037037","2.592592593","3.962962963"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-00469","","","","10","10","6","4","3","3","1","10","14","25","0.58","0.4","1.75","6","2","2","8","5","1","0.98","2.73","39","0.041428571","0.016","0.025128205","3.9","3.9","1.4","1.4","0.098","0.098","0.175","0.175","35.8974359","35.8974359","100","1.933333333","3.266666667","5.833333333","9.1","1.933333333","3.266666667","5.833333333","9.1"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-00164","","","","10","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-00058","","","","10","8","6","4","3","2","3","7","6","7","0.52","0.11","1.5","6","2","1","8","5","1","0.63","2.13","13","0.086666667","0.015714286","0.048461538","1.857142857","1.3","0.857142857","0.6","0.09","0.063","0.214285714","0.15","46.15384615","29.57746479","70","1.733333333","2.1","5","7.1","2.476190476","3","7.142857143","10.14285714"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-00954","","","","10","8","9","2","3","2","4","8","34","14","3.84","0.31","3.35","6","2","1","8","5","3","4.15","7.5","48","0.112941176","0.022142857","0.086458333","6","4.8","4.25","3.4","0.51875","0.415","0.41875","0.335","70.83333333","55.33333333","80","12.8","13.83333333","11.16666667","25","16","17.29166667","13.95833333","31.25"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-01776","","","","10","7","5","2","2","1","1","7","3","6","0.1","0.08","0.8","6","2","1","3","6","3","0.18","0.98","9","0.033333333","0.013333333","0.02","1.285714286","0.9","0.428571429","0.3","0.025714286","0.018","0.114285714","0.08","33.33333333","18.36734694","70","0.333333333","0.6","2.666666667","3.266666667","0.476190476","0.857142857","3.80952381","4.666666667"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-01607","","","","10","1","2","1","1","2","2","1","0","0","0","0","0.45","","","","","","","0","0.45","0","","","","0","0","0","0","0","0","0.45","0.045","","0","10","0","0","1.5","1.5","0","0","15","15"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-01164","","","","10","3","3","1","1","2","1","3","3","0","0.23","0","0.2","6","2","1","3","6","1","0.23","0.43","3","0.076666667","","0.076666667","1","0.3","1","0.3","0.076666667","0.023","0.066666667","0.02","100","53.48837209","30","0.766666667","0.766666667","0.666666667","1.433333333","2.555555556","2.555555556","2.222222222","4.777777778"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-00090","","","","10","9","7","2","3","2","3","7","0","0","0","0","1.6","","","","","","","0","1.6","0","","","","0","0","0","0","0","0","0.228571429","0.16","","0","70","0","0","5.333333333","5.333333333","0","0","7.619047619","7.619047619"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-01634","","","","10","3","2","1","1","2","1","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-01474","","","","10","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-01661","","","","10","8","7","1","1","3","3","8","0","0","0","0","1.4","","","","","","","0","1.4","0","","","","0","0","0","0","0","0","0.175","0.14","","0","80","0","0","4.666666667","4.666666667","0","0","5.833333333","5.833333333"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-01133","","","","10","4","5","2","2","2","2","4","12","21","2.36","0.77","2.7","1","2","1","8","5","1","3.13","5.83","33","0.196666667","0.036666667","0.094848485","8.25","3.3","3","1.2","0.7825","0.313","0.675","0.27","36.36363636","53.68782161","40","7.866666667","10.43333333","9","19.43333333","19.66666667","26.08333333","22.5","48.58333333"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-00781","","","","10","10","9","2","3","2","2","10","9","5","1.22","0.08","8.75","8","2","1","8","3","1","1.3","10.05","14","0.135555556","0.016","0.092857143","1.4","1.4","0.9","0.9","0.13","0.13","0.875","0.875","64.28571429","12.93532338","100","4.066666667","4.333333333","29.16666667","33.5","4.066666667","4.333333333","29.16666667","33.5"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-00053","","","","10","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-01524","","","","10","8","5","1","4","2","3","8","1","1","0.08","0.03","0.6","2","2","3","3","6","1","0.11","0.71","2","0.08","0.03","0.055","0.25","0.2","0.125","0.1","0.01375","0.011","0.075","0.06","50","15.49295775","80","0.266666667","0.366666667","2","2.366666667","0.333333333","0.458333333","2.5","2.958333333"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-01452","","","","10","5","4","3","3","2","1","5","0","2","0","0.02","0.4","6","2","1","3","9","1","0.02","0.42","2","","0.01","0.01","0.4","0.2","0","0","0.004","0.002","0.08","0.04","0","4.761904762","50","0","0.066666667","1.333333333","1.4","0","0.133333333","2.666666667","2.8"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-00362","","","","10","7","5","2","4","2","2","7","10","19","0.63","0.44","0.9","7","3","3","7","6","3","1.07","1.97","29","0.063","0.023157895","0.036896552","4.142857143","2.9","1.428571429","1","0.152857143","0.107","0.128571429","0.09","34.48275862","54.31472081","70","2.1","3.566666667","3","6.566666667","3","5.095238095","4.285714286","9.380952381"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-01589","","","","10","8","5","2","3","2","2","8","2","1","0.1","0.02","0.06","6","3","3","8","6","1","0.12","0.18","3","0.05","0.02","0.04","0.375","0.3","0.25","0.2","0.015","0.012","0.0075","0.006","66.66666667","66.66666667","80","0.333333333","0.4","0.2","0.6","0.416666667","0.5","0.25","0.75"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-01407","","","","10","7","5","3","2","2","1","7","0","0","0","0","0.9","","","","","","","0","0.9","0","","","","0","0","0","0","0","0","0.128571429","0.09","","0","70","0","0","3","3","0","0","4.285714286","4.285714286"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-00766","","","","10","9","9","3","1","2","2","9","17","14","2.85","0.31","7.3","2","3","1","7","4","8","3.16","10.46","31","0.167647059","0.022142857","0.101935484","3.444444444","3.1","1.888888889","1.7","0.351111111","0.316","0.811111111","0.73","54.83870968","30.21032505","90","9.5","10.53333333","24.33333333","34.86666667","10.55555556","11.7037037","27.03703704","38.74074074"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-02110","","","","10","3","4","1","1","2","1","3","8","6","0.61","0.16","0.75","8","7","7","7","6","1","0.77","1.52","14","0.07625","0.026666667","0.055","4.666666667","1.4","2.666666667","0.8","0.256666667","0.077","0.25","0.075","57.14285714","50.65789474","30","2.033333333","2.566666667","2.5","5.066666667","6.777777778","8.555555556","8.333333333","16.88888889"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-00479","","","","10","10","6","2","5","2","2","10","12","5","0.88","0.1","2.4","7","2","1","3","4","1","0.98","3.38","17","0.073333333","0.02","0.057647059","1.7","1.7","1.2","1.2","0.098","0.098","0.24","0.24","70.58823529","28.99408284","100","2.933333333","3.266666667","8","11.26666667","2.933333333","3.266666667","8","11.26666667"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-02194","","","","10","5","2","3","3","2","3","5","0","0","0","0","0.2","","","","","","","0","0.2","0","","","","0","0","0","0","0","0","0.04","0.02","","0","50","0","0","0.666666667","0.666666667","0","0","1.333333333","1.333333333"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-00213","","","","10","2","3","2","3","2","1","2","1","2","0.1","0.01","0.13","6","2","1","7","9","1","0.11","0.24","3","0.1","0.005","0.036666667","1.5","0.3","0.5","0.1","0.055","0.011","0.065","0.013","33.33333333","45.83333333","20","0.333333333","0.366666667","0.433333333","0.8","1.666666667","1.833333333","2.166666667","4"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-00329","","","","10","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-01106","","","","10","10","5","1","1","2","1","8","14","18","1.89","0.6","3.2","2","2","1","6","6","1","2.49","5.69","32","0.135","0.033333333","0.0778125","4","3.2","1.75","1.4","0.31125","0.249","0.4","0.32","43.75","43.76098418","80","6.3","8.3","10.66666667","18.96666667","7.875","10.375","13.33333333","23.70833333"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-01415","","","","10","4","4","2","3","2","2","4","4","11","0.3","0.18","0.22","9","2","1","6","3","4","0.48","0.7","15","0.075","0.016363636","0.032","3.75","1.5","1","0.4","0.12","0.048","0.055","0.022","26.66666667","68.57142857","40","1","1.6","0.733333333","2.333333333","2.5","4","1.833333333","5.833333333"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-00775","","","","10","10","7","1","1","2","1","10","19","10","1.35","0.13","1.3","6","2","1","9","5","1","1.48","2.78","29","0.071052632","0.013","0.051034483","2.9","2.9","1.9","1.9","0.148","0.148","0.13","0.13","65.51724138","53.23741007","100","4.5","4.933333333","4.333333333","9.266666667","4.5","4.933333333","4.333333333","9.266666667"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-00944","","","","10","6","6","2","1","2","1","6","5","0","1.16","0","1.55","2","3","1","7","3","4","1.16","2.71","5","0.232","","0.232","0.833333333","0.5","0.833333333","0.5","0.193333333","0.116","0.258333333","0.155","100","42.80442804","60","3.866666667","3.866666667","5.166666667","9.033333333","6.444444444","6.444444444","8.611111111","15.05555556"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-00037","","","","10","6","4","2","4","2","3","6","2","0","0.2","0","0.6","6","3","1","6","4","1","0.2","0.8","2","0.1","","0.1","0.333333333","0.2","0.333333333","0.2","0.033333333","0.02","0.1","0.06","100","25","60","0.666666667","0.666666667","2","2.666666667","1.111111111","1.111111111","3.333333333","4.444444444"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-02047","","","","10","7","2","2","2","2","1","7","0","0","0","0","0.6","","","","","","","0","0.6","0","","","","0","0","0","0","0","0","0.085714286","0.06","","0","70","0","0","2","2","0","0","2.857142857","2.857142857"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-01281","","","","10","10","6","2","1","2","2","10","1","2","0.15","0.05","0.65","6","2","1","8","5","1","0.2","0.85","3","0.15","0.025","0.066666667","0.3","0.3","0.1","0.1","0.02","0.02","0.065","0.065","33.33333333","23.52941176","100","0.5","0.666666667","2.166666667","2.833333333","0.5","0.666666667","2.166666667","2.833333333"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-00384","","","","10","3","4","2","3","2","2","3","9","3","0.88","0.01","0.4","2","2","1","6","4","1","0.89","1.29","12","0.097777778","0.003333333","0.074166667","4","1.2","3","0.9","0.296666667","0.089","0.133333333","0.04","75","68.99224806","30","2.933333333","2.966666667","1.333333333","4.3","9.777777778","9.888888889","4.444444444","14.33333333"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-00679","","","","10","5","7","2","2","3","2","5","7","4","0.62","0.01","3.1","4","2","1","7","5","1","0.63","3.73","11","0.088571429","0.0025","0.057272727","2.2","1.1","1.4","0.7","0.126","0.063","0.62","0.31","63.63636364","16.89008043","50","2.066666667","2.1","10.33333333","12.43333333","4.133333333","4.2","20.66666667","24.86666667"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-01763","","","","10","2","5","2","3","2","3","2","0","0","0","0","0.52","","","","","","","0","0.52","0","","","","0","0","0","0","0","0","0.26","0.052","","0","20","0","0","1.733333333","1.733333333","0","0","8.666666667","8.666666667"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-00468","","","","10","9","6","3","4","2","2","8","19","7","1.57","0.12","2.2","6","2","1","8","5","1","1.69","3.89","26","0.082631579","0.017142857","0.065","3.25","2.6","2.375","1.9","0.21125","0.169","0.275","0.22","73.07692308","43.44473008","80","5.233333333","5.633333333","7.333333333","12.96666667","6.541666667","7.041666667","9.166666667","16.20833333"
