"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|month 1|after planting|COMP:0000023","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Vine vigor estimating 1-9|CO_331:0000197","Alternaria symptoms estimating 1-9|month 1|before harvest|COMP:0000022","Alternaria symptoms estimating 1-9|month 1|after planting|COMP:0000026","Number of plants harvested per NET plot|CO_331:0000679","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Storage root skin predominant color estimating 1-9 CIP|CO_331:0000175","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Sprouting ability estimating 1-9|CO_331:0000277","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Storage root size estimating 1-9|CO_331:0000184","Content of beta-carotene in fresh weight basis in raw storage roots estimating from RHS color chart in mg per 100g|CO_331:0001023","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Total storage roots yield computation tons per ha|CO_331:0000296","Total foliage yield in tons per ha|CO_331:0000684","Biomass yield in tons per ha|CO_331:0001003","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","UGP2015NAM-OT01","","","","","","","","","UGP2015NAM-OT01-01290","","","","3","3","1","2","8","1","2","3","0","0","0","0","2.4","","","","","","","0","2.4","0","","","","0","0","0","0","0","0","0.8","0.8","","0","100","0","0","26.66666667","26.66666667","0","0","26.66666667","26.66666667"
"","","UGP2015NAM-OT01","","","","","","","","","UGP2015NAM-OT01-02023","","","","3","3","2","2","8","1","2","3","2","4","0.44","0.12","1.9","2","2","1","5","3","0","0.56","2.46","6","0.22","0.03","0.093333333","2","2","0.666666667","0.666666667","0.186666667","0.186666667","0.633333333","0.633333333","33.33333333","22.76422764","100","4.888888889","6.222222222","21.11111111","27.33333333","4.888888889","6.222222222","21.11111111","27.33333333"
"","","UGP2015NAM-OT01","","","","","","","","","UGP2015NAM-OT01-03781","","","","3","3","1","3","8","1","3","3","0","0","0","0","1.8","","","","","","","0","1.8","0","","","","0","0","0","0","0","0","0.6","0.6","","0","100","0","0","20","20","0","0","20","20"
"","","UGP2015NAM-OT01","","","","","","","","","UGP2015NAM-OT01-03787","","","","3","3","1","2","6","1","2","3","0","0","0","0","1.8","","","","","","","0","1.8","0","","","","0","0","0","0","0","0","0.6","0.6","","0","100","0","0","20","20","0","0","20","20"
"","","UGP2015NAM-OT01","","","","","","","","","UGP2015NAM-OT01-03813","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2015NAM-OT01","","","","","","","","","UGP2015NAM-OT01-03819","","","","3","3","1","2","8","1","2","3","0","0","0","0","1.5","","","","","","","0","1.5","0","","","","0","0","0","0","0","0","0.5","0.5","","0","100","0","0","16.66666667","16.66666667","0","0","16.66666667","16.66666667"
"","","UGP2015NAM-OT01","","","","","","","","","UGP2015NAM-OT01-03845","","","","3","3","1","2","7","1","2","3","2","2","","0.08","0.9","2","1","1","4","9","0.12","","","4","","0.04","","1.333333333","1.333333333","0.666666667","0.666666667","","","0.3","0.3","50","","100","","","10","","","","10",""
"","","UGP2015NAM-OT01","","","","","","","","","UGP2015NAM-OT01-03861","","","","3","3","1","3","8","1","2","3","1","2","0.32","0.08","1.6","2","3","3","2","5","0.12","0.4","2","3","0.32","0.04","0.133333333","1","1","0.333333333","0.333333333","0.133333333","0.133333333","0.533333333","0.533333333","33.33333333","20","100","3.555555556","4.444444444","17.77777778","22.22222222","3.555555556","4.444444444","17.77777778","22.22222222"
"","","UGP2015NAM-OT01","","","","","","","","","UGP2015NAM-OT01-03877","","","","3","3","1","3","8","1","2","2","0","0","0","0","2","","","","","","","0","2","0","","","","0","0","0","0","0","0","1","0.666666667","","0","66.66666667","0","0","22.22222222","22.22222222","0","0","33.33333333","33.33333333"
"","","UGP2015NAM-OT01","","","","","","","","","UGP2015NAM-OT01-03892","","","","3","3","1","3","7","1","2","3","0","1","0","0.04","2.8","2","1","3","2","9","0.02","0.04","2.84","1","","0.04","0.04","0.333333333","0.333333333","0","0","0.013333333","0.013333333","0.933333333","0.933333333","0","1.408450704","100","0","0.444444444","31.11111111","31.55555556","0","0.444444444","31.11111111","31.55555556"
"","","UGP2015NAM-OT01","","","","","","","","","UGP2015NAM-OT01-03908","","","","3","3","1","2","8","1","2","3","0","0","0","0","1.4","","","","","","","0","1.4","0","","","","0","0","0","0","0","0","0.466666667","0.466666667","","0","100","0","0","15.55555556","15.55555556","0","0","15.55555556","15.55555556"
"","","UGP2015NAM-OT01","","","","","","","","","UGP2015NAM-OT01-03924","","","","3","3","1","4","8","1","2","3","0","0","0","0","1.7","","","","","","","0","1.7","0","","","","0","0","0","0","0","0","0.566666667","0.566666667","","0","100","0","0","18.88888889","18.88888889","0","0","18.88888889","18.88888889"
"","","UGP2015NAM-OT01","","","","","","","","","UGP2015NAM-OT01-03940","","","","3","3","1","4","7","1","2","3","1","1","0.08","0.01","1.8","2","1","3","4","7","0.12","0.09","1.89","2","0.08","0.01","0.045","0.666666667","0.666666667","0.333333333","0.333333333","0.03","0.03","0.6","0.6","50","4.761904762","100","0.888888889","1","20","21","0.888888889","1","20","21"
"","","UGP2015NAM-OT01","","","","","","","","","UGP2015NAM-OT01-03947","","","","3","3","1","2","8","1","2","3","1","1","0.16","0.04","1.2","2","1","1","5","7","0.12","0.2","1.4","2","0.16","0.04","0.1","0.666666667","0.666666667","0.333333333","0.333333333","0.066666667","0.066666667","0.4","0.4","50","14.28571429","100","1.777777778","2.222222222","13.33333333","15.55555556","1.777777778","2.222222222","13.33333333","15.55555556"
"","","UGP2015NAM-OT01","","","","","","","","","UGP2015NAM-OT01-01288","","","","3","3","1","3","8","1","2","3","6","0","1.8","0","1.2","5","4","3","7","1","10.5","1.8","3","6","0.3","","0.3","2","2","2","2","0.6","0.6","0.4","0.4","100","60","100","20","20","13.33333333","33.33333333","20","20","13.33333333","33.33333333"
"","","UGP2015NAM-OT01","","","","","","","","","UGP2015NAM-OT01-02021","","","","3","3","1","3","8","1","2","2","8","15","1","0.3","1.6","5","2","1","2","3","7.23","1.3","2.9","23","0.125","0.02","0.056521739","11.5","7.666666667","4","2.666666667","0.65","0.433333333","0.8","0.533333333","34.7826087","44.82758621","66.66666667","11.11111111","14.44444444","17.77777778","32.22222222","16.66666667","21.66666667","26.66666667","48.33333333"
"","","UGP2015NAM-OT01","","","","","","","","","UGP2015NAM-OT01-03783","","","","3","3","2","2","8","1","2","","3","0","0.6","0","","5","4","2","7","3","3.76","0.6","","3","0.2","","0.2","","1","","1","","0.2","","","100","","","6.666666667","6.666666667","","","","","",""
"","","UGP2015NAM-OT01","","","","","","","","","UGP2015NAM-OT01-03785","","","","3","3","1","2","8","1","1","2","4","9","1.4","0.4","1.6","5","3","2","9","1","7.23","1.8","3.4","13","0.35","0.044444444","0.138461538","6.5","4.333333333","2","1.333333333","0.9","0.6","0.8","0.533333333","30.76923077","52.94117647","66.66666667","15.55555556","20","17.77777778","37.77777778","23.33333333","30","26.66666667","56.66666667"
"","","UGP2015NAM-OT01","","","","","","","","","UGP2015NAM-OT01-03815","","","","3","3","2","2","7","1","2","3","4","3","0.08","0.01","0.8","5","2","2","5","1","6.12","0.09","0.89","7","0.02","0.003333333","0.012857143","2.333333333","2.333333333","1.333333333","1.333333333","0.03","0.03","0.266666667","0.266666667","57.14285714","10.11235955","100","0.888888889","1","8.888888889","9.888888889","0.888888889","1","8.888888889","9.888888889"
"","","UGP2015NAM-OT01","","","","","","","","","UGP2015NAM-OT01-03817","","","","3","3","1","4","9","1","2","3","6","2","0.96","0.08","0.7","5","3","2","5","1","7.23","1.04","1.74","8","0.16","0.04","0.13","2.666666667","2.666666667","2","2","0.346666667","0.346666667","0.233333333","0.233333333","75","59.77011494","100","10.66666667","11.55555556","7.777777778","19.33333333","10.66666667","11.55555556","7.777777778","19.33333333"
"","","UGP2015NAM-OT01","","","","","","","","","UGP2015NAM-OT01-03847","","","","3","3","1","1","8","1","2","3","6","4","1.16","0.01","0.8","2","4","1","4","3","4.61","1.17","1.97","10","0.193333333","0.0025","0.117","3.333333333","3.333333333","2","2","0.39","0.39","0.266666667","0.266666667","60","59.39086294","100","12.88888889","13","8.888888889","21.88888889","12.88888889","13","8.888888889","21.88888889"
"","","UGP2015NAM-OT01","","","","","","","","","UGP2015NAM-OT01-03863","","","","3","3","1","3","9","1","2","3","1","5","1.7","0.2","1.4","5","3","4","7","1","7.23","1.9","3.3","6","1.7","0.04","0.316666667","2","2","0.333333333","0.333333333","0.633333333","0.633333333","0.466666667","0.466666667","16.66666667","57.57575758","100","18.88888889","21.11111111","15.55555556","36.66666667","18.88888889","21.11111111","15.55555556","36.66666667"
