"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|month 1|after planting|COMP:0000023","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Vine vigor estimating 1-9|CO_331:0000197","Alternaria symptoms estimating 1-9|month 1|before harvest|COMP:0000022","Alternaria symptoms estimating 1-9|month 1|after planting|COMP:0000026","Number of plants harvested per NET plot|CO_331:0000679","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Storage root skin predominant color estimating 1-9 CIP|CO_331:0000175","Storage root size estimating 1-9|CO_331:0000184","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Sprouting ability estimating 1-9|CO_331:0000277","Content of beta-carotene in fresh weight basis in raw storage roots estimating from RHS color chart in mg per 100g|CO_331:0001023","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Number of storage roots after harvest per NET plot|CO_331:0000233","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Average total storage root weight computation kg|CO_331:0002040","Commercial storage root yield tons per ha|CO_331:0000809","Total storage roots yield computation tons per ha|CO_331:0000296","Total foliage yield in tons per ha|CO_331:0000684","Biomass yield in tons per ha|CO_331:0001003","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","UGP2016NAM-PT02","","","","","","","","","UGP2016NAM-PT02-00005","","","","5","5","2","3","8","1","2","3","3","2","0.7","0.04","2","2","3","2","4","1","0","0.74","2.74","0.233333333","0.02","5","1.666666667","1","1","0.6","0.246666667","0.148","0.666666667","0.4","60","27.00729927","60","0.148","4.666666667","4.933333333","13.33333333","18.26666667","7.777777778","8.222222222","22.22222222","30.44444444"
"","","UGP2016NAM-PT02","","","","","","","","","UGP2016NAM-PT02-00012","","","","5","3","1","3","7","1","3","3","2","2","0.1","0.04","0.12","6","7","3","1","1","1.38","0.14","0.26","0.05","0.02","4","1.333333333","0.8","0.666666667","0.4","0.046666667","0.028","0.04","0.024","50","53.84615385","60","0.035","0.666666667","0.933333333","0.8","1.733333333","1.111111111","1.555555556","1.333333333","2.888888889"
"","","UGP2016NAM-PT02","","","","","","","","","UGP2016NAM-PT02-00015","","","","5","3","1","2","6","2","2","3","10","4","2.5","0.06","3.25","2","3","6","1","1","0","2.56","5.81","0.25","0.015","14","4.666666667","2.8","3.333333333","2","0.853333333","0.512","1.083333333","0.65","71.42857143","44.06196213","60","0.182857143","16.66666667","17.06666667","21.66666667","38.73333333","27.77777778","28.44444444","36.11111111","64.55555556"
"","","UGP2016NAM-PT02","","","","","","","","","UGP2016NAM-PT02-00025","","","","5","3","2","7","7","2","2","3","7","4","1","0.1","7.75","9","6","3","1","1","1.38","1.1","8.85","0.142857143","0.025","11","3.666666667","2.2","2.333333333","1.4","0.366666667","0.22","2.583333333","1.55","63.63636364","12.42937853","60","0.1","6.666666667","7.333333333","51.66666667","59","11.11111111","12.22222222","86.11111111","98.33333333"
"","","UGP2016NAM-PT02","","","","","","","","","UGP2016NAM-PT02-00027","","","","5","3","1","2","5","1","3","3","7","3","1.2","0.06","2.5","2","5","3","1","1","0","1.26","3.76","0.171428571","0.02","10","3.333333333","2","2.333333333","1.4","0.42","0.252","0.833333333","0.5","70","33.5106383","60","0.126","8","8.4","16.66666667","25.06666667","13.33333333","14","27.77777778","41.77777778"
"","","UGP2016NAM-PT02","","","","","","","","","UGP2016NAM-PT02-00033","","","","5","","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","","0","0","0","0","","","",""
"","","UGP2016NAM-PT02","","","","","","","","","UGP2016NAM-PT02-00035","","","","5","","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","","0","0","0","0","","","",""
"","","UGP2016NAM-PT02","","","","","","","","","UGP2016NAM-PT02-00043","","","","5","1","1","3","6","1","2","1","0","1","0","0.04","0.02","5","7","2","1","1","0","0.04","0.06","","0.04","1","1","0.2","0","0","0.04","0.008","0.02","0.004","0","66.66666667","20","0.04","0","0.266666667","0.133333333","0.4","0","1.333333333","0.666666667","2"
"","","UGP2016NAM-PT02","","","","","","","","","UGP2016NAM-PT02-00044","","","","5","3","1","2","5","1","1","3","4","1","0.3","0.04","0.2","2","5","4","1","1","1.5","0.34","0.54","0.075","0.04","5","1.666666667","1","1.333333333","0.8","0.113333333","0.068","0.066666667","0.04","80","62.96296296","60","0.068","2","2.266666667","1.333333333","3.6","3.333333333","3.777777778","2.222222222","6"
"","","UGP2016NAM-PT02","","","","","","","","","UGP2016NAM-PT02-00051","","","","5","2","1","2","8","1","2","2","1","1","0.1","0.08","0.75","2","7","2","1","7","3.96","0.18","0.93","0.1","0.08","2","1","0.4","0.5","0.2","0.09","0.036","0.375","0.15","50","19.35483871","40","0.09","0.666666667","1.2","5","6.2","1.666666667","3","12.5","15.5"
"","","UGP2016NAM-PT02","","","","","","","","","UGP2016NAM-PT02-00062","","","","5","4","1","2","7","1","3","2","6","","0.8","0.04","1.75","5","3","2","3","1","1.38","0.84","2.59","0.133333333","","","","","3","1.2","0.42","0.168","0.875","0.35","","32.43243243","40","","5.333333333","5.6","11.66666667","17.26666667","13.33333333","14","29.16666667","43.16666667"
"","","UGP2016NAM-PT02","","","","","","","","","UGP2016NAM-PT02-00004","","","","5","4","2","3","8","1","2","4","6","1","1","0.03","1.5","2","3","6","4","4","0","1.03","2.53","0.166666667","0.03","7","1.75","1.4","1.5","1.2","0.2575","0.206","0.375","0.3","85.71428571","40.71146245","80","0.147142857","6.666666667","6.866666667","10","16.86666667","8.333333333","8.583333333","12.5","21.08333333"
"","","UGP2016NAM-PT02","","","","","","","","","UGP2016NAM-PT02-00021","","","","5","3","2","2","5","1","3","3","0","0","0","0","2.25","","","","","","","0","2.25","","","0","0","0","0","0","0","0","0.75","0.45","","0","60","","0","0","15","15","0","0","25","25"
"","","UGP2016NAM-PT02","","","","","","","","","UGP2016NAM-PT02-00022","","","","5","","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","","0","0","0","0","","","",""
