"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|month 1|after planting|COMP:0000023","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Vine vigor estimating 1-9|CO_331:0000197","Alternaria symptoms estimating 1-9|month 1|before harvest|COMP:0000022","Alternaria symptoms estimating 1-9|month 1|after planting|COMP:0000026","Number of plants harvested per NET plot|CO_331:0000679","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Storage root skin predominant color estimating 1-9 CIP|CO_331:0000175","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Sprouting ability estimating 1-9|CO_331:0000277","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Storage root size estimating 1-9|CO_331:0000184","Content of beta-carotene in fresh weight basis in raw storage roots estimating from RHS color chart in mg per 100g|CO_331:0001023","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Number of storage roots after harvest per NET plot|CO_331:0000233","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Average total storage root weight computation kg|CO_331:0002040","Commercial storage root yield tons per ha|CO_331:0000809","Total storage roots yield computation tons per ha|CO_331:0000296","Total foliage yield in tons per ha|CO_331:0000684","Biomass yield in tons per ha|CO_331:0001003","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","UGP2017KAC-PT01","","","","","","","","","UGP2017KAC-PT01-00001","","","","20","13","2","2","7","1","2","13","2","1","0.16","0.02","2.5","9","2","3","5","5","0","0.18","2.68","0.08","0.02","3","0.230769231","0.15","0.153846154","0.1","0.013846154","0.009","0.192307692","0.125","66.66666667","6.71641791","65","0.06","0.266666667","0.3","4.166666667","4.466666667","0.41025641","0.461538462","6.41025641","6.871794872"
"","","UGP2017KAC-PT01","","","","","","","","","UGP2017KAC-PT01-00002","","","","20","18","1","2","8","1","2","18","15","14","1","0.2","14","3","2","1","5","5","0","1.2","15.2","0.066666667","0.014285714","29","1.611111111","1.45","0.833333333","0.75","0.066666667","0.06","0.777777778","0.7","51.72413793","7.894736842","90","0.04137931","1.666666667","2","23.33333333","25.33333333","1.851851852","2.222222222","25.92592593","28.14814815"
"","","UGP2017KAC-PT01","","","","","","","","","UGP2017KAC-PT01-00003","","","","20","16","1","2","8","1","2","16","16","14","3.5","0.24","6","8","2","3","2","2","7.23","3.74","9.74","0.21875","0.017142857","30","1.875","1.5","1","0.8","0.23375","0.187","0.375","0.3","53.33333333","38.39835729","80","0.124666667","5.833333333","6.233333333","10","16.23333333","7.291666667","7.791666667","12.5","20.29166667"
"","","UGP2017KAC-PT01","","","","","","","","","UGP2017KAC-PT01-00004","","","","20","1","2","3","6","1","2","1","1","0","0.08","0","0.48","3","1","1","6","6","0.12","0.08","0.56","0.08","","1","1","0.05","1","0.05","0.08","0.004","0.48","0.024","100","14.28571429","5","0.08","0.133333333","0.133333333","0.8","0.933333333","2.666666667","2.666666667","16","18.66666667"
"","","UGP2017KAC-PT01","","","","","","","","","UGP2017KAC-PT01-00005","","","","20","8","1","2","8","1","2","8","15","9","0.72","0.12","7","3","1","3","5","5","0.12","0.84","7.84","0.048","0.013333333","24","3","1.2","1.875","0.75","0.105","0.042","0.875","0.35","62.5","10.71428571","40","0.035","1.2","1.4","11.66666667","13.06666667","3","3.5","29.16666667","32.66666667"
"","","UGP2017KAC-PT01","","","","","","","","","UGP2017KAC-PT01-00006","","","","20","8","2","2","6","1","2","8","6","1","0.36","0.03","0.5","3","1","1","6","6","0","0.39","0.89","0.06","0.03","7","0.875","0.35","0.75","0.3","0.04875","0.0195","0.0625","0.025","85.71428571","43.82022472","40","0.055714286","0.6","0.65","0.833333333","1.483333333","1.5","1.625","2.083333333","3.708333333"
"","","UGP2017KAC-PT01","","","","","","","","","UGP2017KAC-PT01-00007","","","","20","9","2","2","6","1","2","9","15","10","1.22","0.16","2","3","2","4","3","3","0.12","1.38","3.38","0.081333333","0.016","25","2.777777778","1.25","1.666666667","0.75","0.153333333","0.069","0.222222222","0.1","60","40.82840237","45","0.0552","2.033333333","2.3","3.333333333","5.633333333","4.518518519","5.111111111","7.407407407","12.51851852"
"","","UGP2017KAC-PT01","","","","","","","","","UGP2017KAC-PT01-00008","","","","20","9","1","2","7","1","2","9","11","6","2.5","0.12","1.5","3","1","3","2","2","0","2.62","4.12","0.227272727","0.02","17","1.888888889","0.85","1.222222222","0.55","0.291111111","0.131","0.166666667","0.075","64.70588235","63.59223301","45","0.154117647","4.166666667","4.366666667","2.5","6.866666667","9.259259259","9.703703704","5.555555556","15.25925926"
"","","UGP2017KAC-PT01","","","","","","","","","UGP2017KAC-PT01-00009","","","","20","5","2","2","6","2","2","5","2","2","0.12","0.04","2","2","1","1","6","6","0","0.16","2.16","0.06","0.02","4","0.8","0.2","0.4","0.1","0.032","0.008","0.4","0.1","50","7.407407407","25","0.04","0.2","0.266666667","3.333333333","3.6","0.8","1.066666667","13.33333333","14.4"
"","","UGP2017KAC-PT01","","","","","","","","","UGP2017KAC-PT01-00010","","","","20","2","2","5","4","2","2","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","","0","0","0","0","","","",""
"","","UGP2017KAC-PT01","","","","","","","","","UGP2017KAC-PT01-00011","","","","20","12","1","2","7","1","2","12","7","16","0.72","0.32","2","3","1","4","6","6","0","1.04","3.04","0.102857143","0.02","23","1.916666667","1.15","0.583333333","0.35","0.086666667","0.052","0.166666667","0.1","30.43478261","34.21052632","60","0.045217391","1.2","1.733333333","3.333333333","5.066666667","2","2.888888889","5.555555556","8.444444444"
"","","UGP2017KAC-PT01","","","","","","","","","UGP2017KAC-PT01-00012","","","","20","16","2","3","8","2","3","16","7","13","0.88","0.2","6.5","2","1","1","5","5","0","1.08","7.58","0.125714286","0.015384615","20","1.25","1","0.4375","0.35","0.0675","0.054","0.40625","0.325","35","14.24802111","80","0.054","1.466666667","1.8","10.83333333","12.63333333","1.833333333","2.25","13.54166667","15.79166667"
