"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|month 1|after planting|COMP:0000023","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Vine vigor estimating 1-9|CO_331:0000197","Alternaria symptoms estimating 1-9|month 1|before harvest|COMP:0000022","Alternaria symptoms estimating 1-9|month 1|after planting|COMP:0000026","Number of plants harvested per NET plot|CO_331:0000679","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Storage root skin predominant color estimating 1-9 CIP|CO_331:0000175","Storage root size estimating 1-9|CO_331:0000184","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Sprouting ability estimating 1-9|CO_331:0000277","Content of beta-carotene in fresh weight basis in raw storage roots estimating from RHS color chart in mg per 100g|CO_331:0001023","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Number of storage roots after harvest per NET plot|CO_331:0000233","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Average total storage root weight computation kg|CO_331:0002040","Commercial storage root yield tons per ha|CO_331:0000809","Total storage roots yield computation tons per ha|CO_331:0000296","Total foliage yield in tons per ha|CO_331:0000684","Biomass yield in tons per ha|CO_331:0001003","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","UGP2016SER-AT01","","","","","","","","","UGP2016SER-AT01-00023","","","","5","5","2","2","7","1","2","4","15","4","3","0.06","2.5","5","2","6","4","1","4.92","3.06","5.56","0.2","0.015","19","4.75","3.8","3.75","3","0.765","0.612","0.625","0.5","78.94736842","55.03597122","80","0.161052632","20","20.4","16.66666667","37.06666667","25","25.5","20.83333333","46.33333333"
"","","UGP2016SER-AT01","","","","","","","","","UGP2016SER-AT01-00024","","","","5","4","1","1","9","1","2","4","2","0","0.2","0","10","2","6","4","1","1","0","0.2","10.2","0.1","","2","0.5","0.4","0.5","0.4","0.05","0.04","2.5","2","100","1.960784314","80","0.1","1.333333333","1.333333333","66.66666667","68","1.666666667","1.666666667","83.33333333","85"
"","","UGP2016SER-AT01","","","","","","","","","UGP2016SER-AT01-00025","","","","5","3","2","2","6","1","2","2","0","0","0","0","0.5","","","","","","","0","0.5","","","0","0","0","0","0","0","0","0.25","0.1","","0","40","","0","0","3.333333333","3.333333333","0","0","8.333333333","8.333333333"
"","","UGP2016SER-AT01","","","","","","","","","UGP2016SER-AT01-00026","","","","5","3","1","1","8","1","2","3","0","0","0","0","9","","","","","","","0","9","","","0","0","0","0","0","0","0","3","1.8","","0","60","","0","0","60","60","0","0","100","100"
"","","UGP2016SER-AT01","","","","","","","","","UGP2016SER-AT01-00027","","","","5","4","1","2","9","1","2","4","0","0","0","0","7","","","","","","","0","7","","","0","0","0","0","0","0","0","1.75","1.4","","0","80","","0","0","46.66666667","46.66666667","0","0","58.33333333","58.33333333"
"","","UGP2016SER-AT01","","","","","","","","","UGP2016SER-AT01-00028","","","","5","1","3","1","4","1","1","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","","0","0","0","0","","","",""
"","","UGP2016SER-AT01","","","","","","","","","UGP2016SER-AT01-00029","","","","5","4","1","2","8","1","3","4","5","10","0.26","0.2","5","3","7","3","1","1","0.12","0.46","5.46","0.052","0.02","15","3.75","3","1.25","1","0.115","0.092","1.25","1","33.33333333","8.424908425","80","0.030666667","1.733333333","3.066666667","33.33333333","36.4","2.166666667","3.833333333","41.66666667","45.5"
"","","UGP2016SER-AT01","","","","","","","","","UGP2016SER-AT01-00030","","","","5","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","","0","0","0","0","","","",""
"","","UGP2016SER-AT01","","","","","","","","","UGP2016SER-AT01-00031","","","","5","5","2","2","9","1","2","5","7","0","1.5","0","6","2","3","4","1","1","0","1.5","7.5","0.214285714","","7","1.4","1.4","1.4","1.4","0.3","0.3","1.2","1.2","100","20","100","0.214285714","10","10","40","50","10","10","40","50"
"","","UGP2016SER-AT01","","","","","","","","","UGP2016SER-AT01-00032","","","","5","5","1","2","9","1","2","4","1","0","0.08","0","18","3","7","2","1","1","0.12","0.08","18.08","0.08","","1","0.25","0.2","0.25","0.2","0.02","0.016","4.5","3.6","100","0.442477876","80","0.08","0.533333333","0.533333333","120","120.5333333","0.666666667","0.666666667","150","150.6666667"
"","","UGP2016SER-AT01","","","","","","","","","UGP2016SER-AT01-00033","","","","5","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","","0","0","0","0","","","",""
"","","UGP2016SER-AT01","","","","","","","","","UGP2016SER-AT01-00034","","","","5","4","1","2","7","1","2","3","5","1","1.5","0.01","4","4","2","4","1","1","0.12","1.51","5.51","0.3","0.01","6","2","1.2","1.666666667","1","0.503333333","0.302","1.333333333","0.8","83.33333333","27.40471869","60","0.251666667","10","10.06666667","26.66666667","36.73333333","16.66666667","16.77777778","44.44444444","61.22222222"
"","","UGP2016SER-AT01","","","","","","","","","UGP2016SER-AT01-00035","","","","5","5","2","3","7","1","2","5","4","6","0.48","0.06","5","6","5","4","3","1","0.15","0.54","5.54","0.12","0.01","10","2","2","0.8","0.8","0.108","0.108","1","1","40","9.747292419","100","0.054","3.2","3.6","33.33333333","36.93333333","3.2","3.6","33.33333333","36.93333333"
"","","UGP2016SER-AT01","","","","","","","","","UGP2016SER-AT01-00036","","","","5","3","1","","","1","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","","0","0","0","0","","","",""
"","","UGP2016SER-AT01","","","","","","","","","UGP2016SER-AT01-00037","","","","5","4","1","2","8","1","2","3","3","2","0.4","0.04","4.9","9","5","3","1","1","0","0.44","5.34","0.133333333","0.02","5","1.666666667","1","1","0.6","0.146666667","0.088","1.633333333","0.98","60","8.239700375","60","0.088","2.666666667","2.933333333","32.66666667","35.6","4.444444444","4.888888889","54.44444444","59.33333333"
"","","UGP2016SER-AT01","","","","","","","","","UGP2016SER-AT01-00038","","","","5","4","2","2","7","1","2","4","2","1","0.4","0.04","3","5","5","3","1","1","0","0.44","3.44","0.2","0.04","3","0.75","0.6","0.5","0.4","0.11","0.088","0.75","0.6","66.66666667","12.79069767","80","0.146666667","2.666666667","2.933333333","20","22.93333333","3.333333333","3.666666667","25","28.66666667"
"","","UGP2016SER-AT01","","","","","","","","","UGP2016SER-AT01-00039","","","","5","4","2","2","6","1","2","4","2","0","0.4","0","3","4","5","4","1","1","0","0.4","3.4","0.2","","2","0.5","0.4","0.5","0.4","0.1","0.08","0.75","0.6","100","11.76470588","80","0.2","2.666666667","2.666666667","20","22.66666667","3.333333333","3.333333333","25","28.33333333"
"","","UGP2016SER-AT01","","","","","","","","","UGP2016SER-AT01-00040","","","","5","4","1","2","7","1","2","3","20","14","2","0.24","4","3","6","7","3","3","0","2.24","6.24","0.1","0.017142857","34","11.33333333","6.8","6.666666667","4","0.746666667","0.448","1.333333333","0.8","58.82352941","35.8974359","60","0.065882353","13.33333333","14.93333333","26.66666667","41.6","22.22222222","24.88888889","44.44444444","69.33333333"
"","","UGP2016SER-AT01","","","","","","","","","UGP2016SER-AT01-00041","","","","5","5","1","2","8","1","2","4","0","0","0","0","2","","","","","","","0","2","","","0","0","0","0","0","0","0","0.5","0.4","","0","80","","0","0","13.33333333","13.33333333","0","0","16.66666667","16.66666667"
"","","UGP2016SER-AT01","","","","","","","","","UGP2016SER-AT01-00042","","","","5","3","2","2","6","1","2","3","0","0","0","0","2.6","","","","","","","0","2.6","","","0","0","0","0","0","0","0","0.866666667","0.52","","0","60","","0","0","17.33333333","17.33333333","0","0","28.88888889","28.88888889"
"","","UGP2016SER-AT01","","","","","","","","","UGP2016SER-AT01-00043","","","","5","3","2","2","5","1","2","1","0","0","0","0","0.1","","","","","","","0","0.1","","","0","0","0","0","0","0","0","0.1","0.02","","0","20","","0","0","0.666666667","0.666666667","0","0","3.333333333","3.333333333"
"","","UGP2016SER-AT01","","","","","","","","","UGP2016SER-AT01-00044","","","","5","4","2","2","6","1","2","4","4","3","0.2","0.06","0.5","5","7","3","1","1","0","0.26","0.76","0.05","0.02","7","1.75","1.4","1","0.8","0.065","0.052","0.125","0.1","57.14285714","34.21052632","80","0.037142857","1.333333333","1.733333333","3.333333333","5.066666667","1.666666667","2.166666667","4.166666667","6.333333333"
"","","UGP2016SER-AT01","","","","","","","","","UGP2016SER-AT01-00045","","","","5","5","2","2","7","1","2","5","6","2","1","0.06","2","5","5","4","1","1","12.39","1.06","3.06","0.166666667","0.03","8","1.6","1.6","1.2","1.2","0.212","0.212","0.4","0.4","75","34.64052288","100","0.1325","6.666666667","7.066666667","13.33333333","20.4","6.666666667","7.066666667","13.33333333","20.4"
"","","UGP2016SER-AT01","","","","","","","","","UGP2016SER-AT01-00046","","","","5","3","1","1","8","1","2","3","5","2","2","0.05","5","3","2","3","1","1","0","2.05","7.05","0.4","0.025","7","2.333333333","1.4","1.666666667","1","0.683333333","0.41","1.666666667","1","71.42857143","29.07801418","60","0.292857143","13.33333333","13.66666667","33.33333333","47","22.22222222","22.77777778","55.55555556","78.33333333"
"","","UGP2016SER-AT01","","","","","","","","","UGP2016SER-AT01-00047","","","","5","4","2","2","7","1","2","4","0","0","0","0","5","","","","","","","0","5","","","0","0","0","0","0","0","0","1.25","1","","0","80","","0","0","33.33333333","33.33333333","0","0","41.66666667","41.66666667"
"","","UGP2016SER-AT01","","","","","","","","","UGP2016SER-AT01-00048","","","","5","5","2","2","6","1","2","4","0","0","0","0","3","","","","","","","0","3","","","0","0","0","0","0","0","0","0.75","0.6","","0","80","","0","0","20","20","0","0","25","25"
"","","UGP2016SER-AT01","","","","","","","","","UGP2016SER-AT01-00049","","","","5","5","2","2","8","1","2","4","1","0","0.08","0","4.5","3","6","7","1","1","0.02","0.08","4.58","0.08","","1","0.25","0.2","0.25","0.2","0.02","0.016","1.125","0.9","100","1.746724891","80","0.08","0.533333333","0.533333333","30","30.53333333","0.666666667","0.666666667","37.5","38.16666667"
"","","UGP2016SER-AT01","","","","","","","","","UGP2016SER-AT01-00050","","","","5","4","1","1","7","1","2","3","0","0","0","0","5","","","","","","","0","5","","","0","0","0","0","0","0","0","1.666666667","1","","0","60","","0","0","33.33333333","33.33333333","0","0","55.55555556","55.55555556"
"","","UGP2016SER-AT01","","","","","","","","","UGP2016SER-AT01-00051","","","","5","5","1","1","8","1","2","5","9","0","2","0","6","4","2","6","1","1","0","2","8","0.222222222","","9","1.8","1.8","1.8","1.8","0.4","0.4","1.2","1.2","100","25","100","0.222222222","13.33333333","13.33333333","40","53.33333333","13.33333333","13.33333333","40","53.33333333"
"","","UGP2016SER-AT01","","","","","","","","","UGP2016SER-AT01-00052","","","","5","5","1","1","8","1","2","4","10","3","2.5","0.06","4.5","4","2","6","1","1","0.15","2.56","7.06","0.25","0.02","13","3.25","2.6","2.5","2","0.64","0.512","1.125","0.9","76.92307692","36.26062323","80","0.196923077","16.66666667","17.06666667","30","47.06666667","20.83333333","21.33333333","37.5","58.83333333"
"","","UGP2016SER-AT01","","","","","","","","","UGP2016SER-AT01-00053","","","","5","5","1","2","7","1","2","4","0","0","0","0","6","","","","","","","0","6","","","0","0","0","0","0","0","0","1.5","1.2","","0","80","","0","0","40","40","0","0","50","50"
"","","UGP2016SER-AT01","","","","","","","","","UGP2016SER-AT01-00054","","","","5","5","2","1","8","1","2","5","0","0","0","0","4","","","","","","","0","4","","","0","0","0","0","0","0","0","0.8","0.8","","0","100","","0","0","26.66666667","26.66666667","0","0","26.66666667","26.66666667"
"","","UGP2016SER-AT01","","","","","","","","","UGP2016SER-AT01-00055","","","","5","5","1","2","7","1","2","3","2","0","0.22","0","3","3","3","6","3","1","0","0.22","3.22","0.11","","2","0.666666667","0.4","0.666666667","0.4","0.073333333","0.044","1","0.6","100","6.832298137","60","0.11","1.466666667","1.466666667","20","21.46666667","2.444444444","2.444444444","33.33333333","35.77777778"
"","","UGP2016SER-AT01","","","","","","","","","UGP2016SER-AT01-00056","","","","5","4","2","2","7","1","2","4","11","0","2.5","0","2.5","6","3","6","3","1","0","2.5","5","0.227272727","","11","2.75","2.2","2.75","2.2","0.625","0.5","0.625","0.5","100","50","80","0.227272727","16.66666667","16.66666667","16.66666667","33.33333333","20.83333333","20.83333333","20.83333333","41.66666667"
"","","UGP2016SER-AT01","","","","","","","","","UGP2016SER-AT01-00057","","","","5","4","2","1","9","1","2","4","5","0","1","0","5","9","5","3","1","1","0","1","6","0.2","","5","1.25","1","1.25","1","0.25","0.2","1.25","1","100","16.66666667","80","0.2","6.666666667","6.666666667","33.33333333","40","8.333333333","8.333333333","41.66666667","50"
"","","UGP2016SER-AT01","","","","","","","","","UGP2016SER-AT01-00058","","","","5","3","2","2","6","1","2","2","0","0","0","0","0.2","","","","","","","0","0.2","","","0","0","0","0","0","0","0","0.1","0.04","","0","40","","0","0","1.333333333","1.333333333","0","0","3.333333333","3.333333333"
"","","UGP2016SER-AT01","","","","","","","","","UGP2016SER-AT01-00059","","","","5","4","1","1","8","1","2","4","0","0","0","0","5","","","","","","","0","5","","","0","0","0","0","0","0","0","1.25","1","","0","80","","0","0","33.33333333","33.33333333","0","0","41.66666667","41.66666667"
"","","UGP2016SER-AT01","","","","","","","","","UGP2016SER-AT01-00060","","","","5","4","1","2","8","1","2","3","5","2","2","5","2","4","3","4","1","1","7.23","7","9","0.4","2.5","7","2.333333333","1.4","1.666666667","1","2.333333333","1.4","0.666666667","0.4","71.42857143","77.77777778","60","1","13.33333333","46.66666667","13.33333333","60","22.22222222","77.77777778","22.22222222","100"
"","","UGP2016SER-AT01","","","","","","","","","UGP2016SER-AT01-00061","","","","5","2","2","2","7","1","2","2","1","","0.1","1","0.5","9","7","4","1","1","0","1.1","1.6","0.1","","","","","0.5","0.2","0.55","0.22","0.25","0.1","","68.75","40","","0.666666667","7.333333333","3.333333333","10.66666667","1.666666667","18.33333333","8.333333333","26.66666667"
"","","UGP2016SER-AT01","","","","","","","","","UGP2016SER-AT01-00062","","","","5","4","2","2","8","1","2","4","0","0","0","0","4.5","","","","","","","0","4.5","","","0","0","0","0","0","0","0","1.125","0.9","","0","80","","0","0","30","30","0","0","37.5","37.5"
"","","UGP2016SER-AT01","","","","","","","","","UGP2016SER-AT01-00063","","","","5","4","1","2","7","2","2","4","5","2","2","5","1","9","3","5","4","1","0","7","8","0.4","2.5","7","1.75","1.4","1.25","1","1.75","1.4","0.25","0.2","71.42857143","87.5","80","1","13.33333333","46.66666667","6.666666667","53.33333333","16.66666667","58.33333333","8.333333333","66.66666667"
"","","UGP2016SER-AT01","","","","","","","","","UGP2016SER-AT01-00064","","","","5","2","2","2","6","1","2","2","0","0","0","0","0.3","","","","","","","0","0.3","","","0","0","0","0","0","0","0","0.15","0.06","","0","40","","0","0","2","2","0","0","5","5"
"","","UGP2016SER-AT01","","","","","","","","","UGP2016SER-AT01-00065","","","","5","5","2","2","5","1","2","2","0","0","0","0","0.1","","","","","","","0","0.1","","","0","0","0","0","0","0","0","0.05","0.02","","0","40","","0","0","0.666666667","0.666666667","0","0","1.666666667","1.666666667"
"","","UGP2016SER-AT01","","","","","","","","","UGP2016SER-AT01-00066","","","","5","5","1","2","8","1","2","3","0","0","0","0","4","","","","","","","0","4","","","0","0","0","0","0","0","0","1.333333333","0.8","","0","60","","0","0","26.66666667","26.66666667","0","0","44.44444444","44.44444444"
"","","UGP2016SER-AT01","","","","","","","","","UGP2016SER-AT01-00067","","","","5","2","1","1","6","1","2","1","0","0","0","0","0.2","","","","","","","0","0.2","","","0","0","0","0","0","0","0","0.2","0.04","","0","20","","0","0","1.333333333","1.333333333","0","0","6.666666667","6.666666667"
"","","UGP2016SER-AT01","","","","","","","","","UGP2016SER-AT01-00068","","","","5","5","1","2","9","1","2","5","1","","0.1","1","5","8","7","3","1","1","0","1.1","6.1","0.1","","","","","0.2","0.2","0.22","0.22","1","1","","18.03278689","100","","0.666666667","7.333333333","33.33333333","40.66666667","0.666666667","7.333333333","33.33333333","40.66666667"
"","","UGP2016SER-AT01","","","","","","","","","UGP2016SER-AT01-00069","","","","5","5","2","2","7","1","2","4","3","","0.2","3","2.3","5","7","3","1","1","0","3.2","5.5","0.066666667","","","","","0.75","0.6","0.8","0.64","0.575","0.46","","58.18181818","80","","1.333333333","21.33333333","15.33333333","36.66666667","1.666666667","26.66666667","19.16666667","45.83333333"
"","","UGP2016SER-AT01","","","","","","","","","UGP2016SER-AT01-00070","","","","5","5","1","2","7","1","2","4","0","0","0","0","3","","","","","","","0","3","","","0","0","0","0","0","0","0","0.75","0.6","","0","80","","0","0","20","20","0","0","25","25"
"","","UGP2016SER-AT01","","","","","","","","","UGP2016SER-AT01-00071","","","","5","4","2","","","1","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","","0","0","0","0","","","",""
