"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|month 1|after planting|COMP:0000023","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Vine vigor estimating 1-9|CO_331:0000197","Alternaria symptoms estimating 1-9|month 1|before harvest|COMP:0000022","Alternaria symptoms estimating 1-9|month 1|after planting|COMP:0000026","Number of plants harvested per NET plot|CO_331:0000679","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Storage root skin predominant color estimating 1-9 CIP|CO_331:0000175","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Sprouting ability estimating 1-9|CO_331:0000277","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Storage root size estimating 1-9|CO_331:0000184","Content of beta-carotene in fresh weight basis in raw storage roots estimating from RHS color chart in mg per 100g|CO_331:0001023","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Number of storage roots after harvest per NET plot|CO_331:0000233","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Total storage roots yield computation tons per ha|CO_331:0000296","Total foliage yield in tons per ha|CO_331:0000684","Biomass yield in tons per ha|CO_331:0001003","Average total storage root weight computation kg|CO_331:0002040","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","UGP2015NAM-PT04","","","","","","","","","UGP2015NAM-PT04-00001","","","","30","30","2","7","8","1","2","28","26","14","2.8","0.39","2.2","4","4","1","3","6","4.41","3.19","5.39","0.107692308","0.027857143","40","1.428571429","1.333333333","0.928571429","0.866666667","0.113928571","0.106333333","0.078571429","0.073333333","65","59.18367347","93.33333333","3.111111111","3.544444444","2.444444444","5.988888889","0.07975","3.333333333","3.797619048","2.619047619","6.416666667"
"","","UGP2015NAM-PT04","","","","","","","","","UGP2015NAM-PT04-00002","","","","30","26","3","6","6","1","6","23","20","18","2.2","0.4","0.7","6","3","4","2","5","4.92","2.6","3.3","0.11","0.022222222","38","1.652173913","1.266666667","0.869565217","0.666666667","0.113043478","0.086666667","0.030434783","0.023333333","52.63157895","78.78787879","76.66666667","2.444444444","2.888888889","0.777777778","3.666666667","0.068421053","3.188405797","3.768115942","1.014492754","4.782608696"
"","","UGP2015NAM-PT04","","","","","","","","","UGP2015NAM-PT04-00003","","","","30","30","3","6","7","1","2","27","23","17","3.4","0.57","2.3","3","4","1","2","6","1.04","3.97","6.27","0.147826087","0.033529412","40","1.481481481","1.333333333","0.851851852","0.766666667","0.147037037","0.132333333","0.085185185","0.076666667","57.5","63.31738437","90","3.777777778","4.411111111","2.555555556","6.966666667","0.09925","4.197530864","4.901234568","2.839506173","7.740740741"
"","","UGP2015NAM-PT04","","","","","","","","","UGP2015NAM-PT04-00004","","","","30","28","4","6","7","1","2","25","17","4","2.2","0.18","2.5","4","1","1","3","5","10.5","2.38","4.88","0.129411765","0.045","21","0.84","0.7","0.68","0.566666667","0.0952","0.079333333","0.1","0.083333333","80.95238095","48.7704918","83.33333333","2.444444444","2.644444444","2.777777778","5.422222222","0.113333333","2.933333333","3.173333333","3.333333333","6.506666667"
"","","UGP2015NAM-PT04","","","","","","","","","UGP2015NAM-PT04-00005","","","","30","30","1","3","9","1","2","23","24","5","8","0.19","6.6","9","1","1","8","2","0","8.19","14.79","0.333333333","0.038","29","1.260869565","0.966666667","1.043478261","0.8","0.356086957","0.273","0.286956522","0.22","82.75862069","55.37525355","76.66666667","8.888888889","9.1","7.333333333","16.43333333","0.282413793","11.5942029","11.86956522","9.565217391","21.43478261"
"","","UGP2015NAM-PT04","","","","","","","","","UGP2015NAM-PT04-00006","","","","30","29","4","4","7","1","2","17","15","20","2.4","0.6","1.1","2","2","1","3","5","10.5","3","4.1","0.16","0.03","35","2.058823529","1.166666667","0.882352941","0.5","0.176470588","0.1","0.064705882","0.036666667","42.85714286","73.17073171","56.66666667","2.666666667","3.333333333","1.222222222","4.555555556","0.085714286","4.705882353","5.882352941","2.156862745","8.039215686"
"","","UGP2015NAM-PT04","","","","","","","","","UGP2015NAM-PT04-00007","","","","30","30","3","5","7","1","2","24","24","43","6.2","1.59","2","2","2","1","3","7","4.61","7.79","9.79","0.258333333","0.036976744","67","2.791666667","2.233333333","1","0.8","0.324583333","0.259666667","0.083333333","0.066666667","35.82089552","79.57099081","80","6.888888889","8.655555556","2.222222222","10.87777778","0.116268657","8.611111111","10.81944444","2.777777778","13.59722222"
"","","UGP2015NAM-PT04","","","","","","","","","UGP2015NAM-PT04-00008","","","","30","27","4","6","6","1","3","25","20","7","2.2","0.2","1","5","2","1","2","5","7.23","2.4","3.4","0.11","0.028571429","27","1.08","0.9","0.8","0.666666667","0.096","0.08","0.04","0.033333333","74.07407407","70.58823529","83.33333333","2.444444444","2.666666667","1.111111111","3.777777778","0.088888889","2.933333333","3.2","1.333333333","4.533333333"
"","","UGP2015NAM-PT04","","","","","","","","","UGP2015NAM-PT04-00009","","","","30","30","4","6","7","1","2","7","9","14","0.78","0.37","9","8","1","1","2","6","5.46","1.15","10.15","0.086666667","0.026428571","23","3.285714286","0.766666667","1.285714286","0.3","0.164285714","0.038333333","1.285714286","0.3","39.13043478","11.33004926","23.33333333","0.866666667","1.277777778","10","11.27777778","0.05","3.714285714","5.476190476","42.85714286","48.33333333"
"","","UGP2015NAM-PT04","","","","","","","","","UGP2015NAM-PT04-00010","","","","30","30","1","3","9","1","2","15","46","6","25","0.35","5","8","1","1","8","1","0","25.35","30.35","0.543478261","0.058333333","52","3.466666667","1.733333333","3.066666667","1.533333333","1.69","0.845","0.333333333","0.166666667","88.46153846","83.52553542","50","27.77777778","28.16666667","5.555555556","33.72222222","0.4875","55.55555556","56.33333333","11.11111111","67.44444444"
