"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|month 1|after planting|COMP:0000023","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Vine vigor estimating 1-9|CO_331:0000197","Alternaria symptoms estimating 1-9|month 1|before harvest|COMP:0000022","Alternaria symptoms estimating 1-9|month 1|after planting|COMP:0000026","Number of plants harvested per NET plot|CO_331:0000679","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Storage root skin predominant color estimating 1-9 CIP|CO_331:0000175","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Sprouting ability estimating 1-9|CO_331:0000277","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Storage root size estimating 1-9|CO_331:0000184","Content of beta-carotene in fresh weight basis in raw storage roots estimating from RHS color chart in mg per 100g|CO_331:0001023","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Number of storage roots after harvest per NET plot|CO_331:0000233","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Average total storage root weight computation kg|CO_331:0002040","Commercial storage root yield tons per ha|CO_331:0000809","Total storage roots yield computation tons per ha|CO_331:0000296","Total foliage yield in tons per ha|CO_331:0000684","Biomass yield in tons per ha|CO_331:0001003","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","UGP2014SER-OT02","","","","","","","","","UGP2014SER-OT02-00001","","","","3","2","1","2","7","1","2","1","2","0","0.16","0","2.4","8","3","2","9","9","0.02","0.16","2.56","0.08","","2","2","0.666666667","2","0.666666667","0.16","0.053333333","2.4","0.8","100","6.25","33.33333333","0.08","1.777777778","1.777777778","26.66666667","28.44444444","5.333333333","5.333333333","80","85.33333333"
"","","UGP2014SER-OT02","","","","","","","","","UGP2014SER-OT02-00002","","","","3","3","2","2","7","1","2","1","2","0","0.24","0","6","2","4","2","2","7","0","0.24","6.24","0.12","","2","2","0.666666667","2","0.666666667","0.24","0.08","6","2","100","3.846153846","33.33333333","0.12","2.666666667","2.666666667","66.66666667","69.33333333","8","8","200","208"
"","","UGP2014SER-OT02","","","","","","","","","UGP2014SER-OT02-00003","","","","3","3","3","2","8","1","2","1","1","0","0.16","0","7","6","2","1","9","9","0","0.16","7.16","0.16","","1","1","0.333333333","1","0.333333333","0.16","0.053333333","7","2.333333333","100","2.234636872","33.33333333","0.16","1.777777778","1.777777778","77.77777778","79.55555556","5.333333333","5.333333333","233.3333333","238.6666667"
"","","UGP2014SER-OT02","","","","","","","","","UGP2014SER-OT02-00004","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","","0","0","0","0","","","",""
"","","UGP2014SER-OT02","","","","","","","","","UGP2014SER-OT02-00005","","","","3","2","2","3","6","1","2","1","4","2","0.68","0.04","0.2","2","5","2","2","3","0.02","0.72","0.92","0.17","0.02","6","6","2","4","1.333333333","0.72","0.24","0.2","0.066666667","66.66666667","78.26086957","33.33333333","0.12","7.555555556","8","2.222222222","10.22222222","22.66666667","24","6.666666667","30.66666667"
"","","UGP2014SER-OT02","","","","","","","","","UGP2014SER-OT02-00006","","","","3","3","3","2","8","1","1","2","6","0","1.6","0","5.8","6","8","2","5","1","1.04","1.6","7.4","0.266666667","","6","3","2","3","2","0.8","0.533333333","2.9","1.933333333","100","21.62162162","66.66666667","0.266666667","17.77777778","17.77777778","64.44444444","82.22222222","26.66666667","26.66666667","96.66666667","123.3333333"
"","","UGP2014SER-OT02","","","","","","","","","UGP2014SER-OT02-00007","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","","0","0","0","0","","","",""
"","","UGP2014SER-OT02","","","","","","","","","UGP2014SER-OT02-00008","","","","3","1","2","3","7","1","2","1","0","0","0","0","4.2","","","","","","","0","4.2","","","0","0","0","0","0","0","0","4.2","1.4","","0","33.33333333","","0","0","46.66666667","46.66666667","0","0","140","140"
"","","UGP2014SER-OT02","","","","","","","","","UGP2014SER-OT02-00009","","","","3","3","2","2","8","1","2","1","5","0","1.8","0","2","2","7","2","1","1","0.12","1.8","3.8","0.36","","5","5","1.666666667","5","1.666666667","1.8","0.6","2","0.666666667","100","47.36842105","33.33333333","0.36","20","20","22.22222222","42.22222222","60","60","66.66666667","126.6666667"
"","","UGP2014SER-OT02","","","","","","","","","UGP2014SER-OT02-00010","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","","0","0","0","0","","","",""
"","","UGP2014SER-OT02","","","","","","","","","UGP2014SER-OT02-00011","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","","0","0","0","0","","","",""
"","","UGP2014SER-OT02","","","","","","","","","UGP2014SER-OT02-00012","","","","3","3","1","1","9","1","1","1","1","0","0.28","0","22","6","1","1","2","5","0.15","0.28","22.28","0.28","","1","1","0.333333333","1","0.333333333","0.28","0.093333333","22","7.333333333","100","1.256732496","33.33333333","0.28","3.111111111","3.111111111","244.4444444","247.5555556","9.333333333","9.333333333","733.3333333","742.6666667"
"","","UGP2014SER-OT02","","","","","","","","","UGP2014SER-OT02-00013","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","","0","0","0","0","","","",""
"","","UGP2014SER-OT02","","","","","","","","","UGP2014SER-OT02-00014","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","","0","0","0","0","","","",""
"","","UGP2014SER-OT02","","","","","","","","","UGP2014SER-OT02-00015","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","","0","0","0","0","","","",""
"","","UGP2014SER-OT02","","","","","","","","","UGP2014SER-OT02-00016","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","","0","0","0","0","","","",""
"","","UGP2014SER-OT02","","","","","","","","","UGP2014SER-OT02-00017","","","","3","1","1","3","5","1","1","1","0","1","0","0.04","2","6","6","2","2","9","0.02","0.04","2.04","","0.04","1","1","0.333333333","0","0","0.04","0.013333333","2","0.666666667","0","1.960784314","33.33333333","0.04","0","0.444444444","22.22222222","22.66666667","0","1.333333333","66.66666667","68"
"","","UGP2014SER-OT02","","","","","","","","","UGP2014SER-OT02-00018","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","","0","0","0","0","","","",""
"","","UGP2014SER-OT02","","","","","","","","","UGP2014SER-OT02-00019","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","","0","0","0","0","","","",""
"","","UGP2014SER-OT02","","","","","","","","","UGP2014SER-OT02-00020","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","","0","0","0","0","","","",""
"","","UGP2014SER-OT02","","","","","","","","","UGP2014SER-OT02-00021","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","","0","0","0","0","","","",""
"","","UGP2014SER-OT02","","","","","","","","","UGP2014SER-OT02-00022","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","","0","0","0","0","","","",""
"","","UGP2014SER-OT02","","","","","","","","","UGP2014SER-OT02-00023","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","","0","0","0","0","","","",""
