"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|month 1|after planting|COMP:0000023","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Vine vigor estimating 1-9|CO_331:0000197","Alternaria symptoms estimating 1-9|month 1|before harvest|COMP:0000022","Alternaria symptoms estimating 1-9|month 1|after planting|COMP:0000026","Number of plants harvested per NET plot|CO_331:0000679","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Storage root skin predominant color estimating 1-9 CIP|CO_331:0000175","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Sprouting ability estimating 1-9|CO_331:0000277","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Storage root size estimating 1-9|CO_331:0000184","Content of beta-carotene in fresh weight basis in raw storage roots estimating from RHS color chart in mg per 100g|CO_331:0001023","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Number of storage roots after harvest per NET plot|CO_331:0000233","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Average total storage root weight computation kg|CO_331:0002040","Commercial storage root yield tons per ha|CO_331:0000809","Total storage roots yield computation tons per ha|CO_331:0000296","Total foliage yield in tons per ha|CO_331:0000684","Biomass yield in tons per ha|CO_331:0001003","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","UGP2014KAC-PT01","","","","","","","","","UGP2014KAC-PT01-00001","","","","30","30","2","2","9","1","2","24","0","0","0","0","13.2","","","","","","","0","13.2","","","0","0","0","0","0","0","0","0.55","0.44","","0","80","","0","0","14.66666667","14.66666667","0","0","18.33333333","18.33333333"
"","","UGP2014KAC-PT01","","","","","","","","","UGP2014KAC-PT01-00002","","","","30","28","3","4","6","1","3","20","0","6","0","0.12","6","2","1","3","8","9","0","0.12","6.12","","0.02","6","0.3","0.2","0","0","0.006","0.004","0.3","0.2","0","1.960784314","66.66666667","0.02","0","0.133333333","6.666666667","6.8","0","0.2","10","10.2"
"","","UGP2014KAC-PT01","","","","","","","","","UGP2014KAC-PT01-00003","","","","30","30","2","2","8","2","7","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","","0","0","0","0","","","",""
"","","UGP2014KAC-PT01","","","","","","","","","UGP2014KAC-PT01-00004","","","","30","25","2","4","6","1","7","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","","0","0","0","0","","","",""
"","","UGP2014KAC-PT01","","","","","","","","","UGP2014KAC-PT01-00005","","","","30","26","3","3","8","2","2","22","0","0","0","0","29","","","","","","","0","29","","","0","0","0","0","0","0","0","1.318181818","0.966666667","","0","73.33333333","","0","0","32.22222222","32.22222222","0","0","43.93939394","43.93939394"
"","","UGP2014KAC-PT01","","","","","","","","","UGP2014KAC-PT01-00006","","","","30","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","","0","0","0","0","","","",""
"","","UGP2014KAC-PT01","","","","","","","","","UGP2014KAC-PT01-00007","","","","30","26","3","2","7","2","2","20","16","6","4.6","0.2","9.4","2","3","1","5","3","0.12","4.8","14.2","0.2875","0.033333333","22","1.1","0.733333333","0.8","0.533333333","0.24","0.16","0.47","0.313333333","72.72727273","33.8028169","66.66666667","0.218181818","5.111111111","5.333333333","10.44444444","15.77777778","7.666666667","8","15.66666667","23.66666667"
"","","UGP2014KAC-PT01","","","","","","","","","UGP2014KAC-PT01-00008","","","","30","25","1","2","6","1","5","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","","0","0","0","0","","","",""
"","","UGP2014KAC-PT01","","","","","","","","","UGP2014KAC-PT01-00009","","","","30","27","3","2","9","2","2","26","15","8","1.1","0.2","24","2","1","1","6","3","0.02","1.3","25.3","0.073333333","0.025","23","0.884615385","0.766666667","0.576923077","0.5","0.05","0.043333333","0.923076923","0.8","65.2173913","5.138339921","86.66666667","0.056521739","1.222222222","1.444444444","26.66666667","28.11111111","1.41025641","1.666666667","30.76923077","32.43589744"
"","","UGP2014KAC-PT01","","","","","","","","","UGP2014KAC-PT01-00010","","","","30","15","1","2","6","1","3","2","12","10","1.5","0.4","11","5","3","1","7","5","0.12","1.9","12.9","0.125","0.04","22","11","0.733333333","6","0.4","0.95","0.063333333","5.5","0.366666667","54.54545455","14.72868217","6.666666667","0.086363636","1.666666667","2.111111111","12.22222222","14.33333333","25","31.66666667","183.3333333","215"
"","","UGP2014KAC-PT01","","","","","","","","","UGP2014KAC-PT01-00011","","","","30","20","2","3","7","1","2","19","0","0","0","0","15","","","","","","","0","15","","","0","0","0","0","0","0","0","0.789473684","0.5","","0","63.33333333","","0","0","16.66666667","16.66666667","0","0","26.31578947","26.31578947"
"","","UGP2014KAC-PT01","","","","","","","","","UGP2014KAC-PT01-00012","","","","30","30","2","3","8","1","2","24","0","9","0","0.2","15","8","1","1","8","9","0.12","0.2","15.2","","0.022222222","9","0.375","0.3","0","0","0.008333333","0.006666667","0.625","0.5","0","1.315789474","80","0.022222222","0","0.222222222","16.66666667","16.88888889","0","0.277777778","20.83333333","21.11111111"
