"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|month 1|after planting|COMP:0000023","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Vine vigor estimating 1-9|CO_331:0000197","Alternaria symptoms estimating 1-9|month 1|before harvest|COMP:0000022","Alternaria symptoms estimating 1-9|month 1|after planting|COMP:0000026","Number of plants harvested per NET plot|CO_331:0000679","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Storage root skin predominant color estimating 1-9 CIP|CO_331:0000175","Storage root size estimating 1-9|CO_331:0000184","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Sprouting ability estimating 1-9|CO_331:0000277","Content of beta-carotene in fresh weight basis in raw storage roots estimating from RHS color chart in mg per 100g|CO_331:0001023","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Total storage roots yield computation tons per ha|CO_331:0000296","Total foliage yield in tons per ha|CO_331:0000684","Biomass yield in tons per ha|CO_331:0001003","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","UGP2016KAC-PT05","","","","","","","","","UGP2016KAC-PT05-00001","","","","16","1","1","","","1","","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2016KAC-PT05","","","","","","","","","UGP2016KAC-PT05-00002","","","","16","4","1","1","5","1","1","3","1","3","0.2","0.05","0.45","8","5","2","1","1","1.65","0.25","0.7","4","0.2","0.016666667","0.0625","1.333333333","0.25","0.333333333","0.0625","0.083333333","0.015625","0.15","0.028125","25","35.71428571","18.75","0.416666667","0.520833333","0.9375","1.458333333","2.222222222","2.777777778","5","7.777777778"
"","","UGP2016KAC-PT05","","","","","","","","","UGP2016KAC-PT05-00003","","","","16","7","1","1","5","1","2","6","3","3","0.4","0.2","1.8","2","6","3","1","2","0","0.6","2.4","6","0.133333333","0.066666667","0.1","1","0.375","0.5","0.1875","0.1","0.0375","0.3","0.1125","50","25","37.5","0.833333333","1.25","3.75","5","2.222222222","3.333333333","10","13.33333333"
"","","UGP2016KAC-PT05","","","","","","","","","UGP2016KAC-PT05-00004","","","","16","9","1","1","5","1","1","8","4","3","0.45","0.05","2","6","6","3","1","1","0","0.5","2.5","7","0.1125","0.016666667","0.071428571","0.875","0.4375","0.5","0.25","0.0625","0.03125","0.25","0.125","57.14285714","20","50","0.9375","1.041666667","4.166666667","5.208333333","1.875","2.083333333","8.333333333","10.41666667"
"","","UGP2016KAC-PT05","","","","","","","","","UGP2016KAC-PT05-00005","","","","16","1","1","1","5","1","1","1","0","2","0","0.05","0.6","8","8","9","1","1","0.12","0.05","0.65","2","","0.025","0.025","2","0.125","0","0","0.05","0.003125","0.6","0.0375","0","7.692307692","6.25","0","0.104166667","1.25","1.354166667","0","1.666666667","20","21.66666667"
"","","UGP2016KAC-PT05","","","","","","","","","UGP2016KAC-PT05-00006","","","","16","9","1","1","7","1","1","6","15","14","3.5","0.6","6.5","8","3","2","1","4","1.65","4.1","10.6","29","0.233333333","0.042857143","0.14137931","4.833333333","1.8125","2.5","0.9375","0.683333333","0.25625","1.083333333","0.40625","51.72413793","38.67924528","37.5","7.291666667","8.541666667","13.54166667","22.08333333","19.44444444","22.77777778","36.11111111","58.88888889"
"","","UGP2016KAC-PT05","","","","","","","","","UGP2016KAC-PT05-00007","","","","16","16","1","1","6","1","1","9","10","23","0.65","0.45","5","2","7","9","1","1","0.12","1.1","6.1","33","0.065","0.019565217","0.033333333","3.666666667","2.0625","1.111111111","0.625","0.122222222","0.06875","0.555555556","0.3125","30.3030303","18.03278689","56.25","1.354166667","2.291666667","10.41666667","12.70833333","2.407407407","4.074074074","18.51851852","22.59259259"
"","","UGP2016KAC-PT05","","","","","","","","","UGP2016KAC-PT05-00008","","","","16","10","1","1","5","1","1","8","9","9","1.4","0.2","1.5","2","4","8","1","1","1.65","1.6","3.1","18","0.155555556","0.022222222","0.088888889","2.25","1.125","1.125","0.5625","0.2","0.1","0.1875","0.09375","50","51.61290323","50","2.916666667","3.333333333","3.125","6.458333333","5.833333333","6.666666667","6.25","12.91666667"
"","","UGP2016KAC-PT05","","","","","","","","","UGP2016KAC-PT05-00009","","","","16","3","1","1","2","1","3","2","0","12","0","0.2","0.05","5","9","8","1","1","7.76","0.2","0.25","12","","0.016666667","0.016666667","6","0.75","0","0","0.1","0.0125","0.025","0.003125","0","80","12.5","0","0.416666667","0.104166667","0.520833333","0","3.333333333","0.833333333","4.166666667"
"","","UGP2016KAC-PT05","","","","","","","","","UGP2016KAC-PT05-00010","","","","16","5","1","1","3","1","1","4","6","3","0.4","0.05","0.2","2","6","6","1","1","0","0.45","0.65","9","0.066666667","0.016666667","0.05","2.25","0.5625","1.5","0.375","0.1125","0.028125","0.05","0.0125","66.66666667","69.23076923","25","0.833333333","0.9375","0.416666667","1.354166667","3.333333333","3.75","1.666666667","5.416666667"
