"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|month 1|after planting|COMP:0000023","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Vine vigor estimating 1-9|CO_331:0000197","Alternaria symptoms estimating 1-9|month 1|before harvest|COMP:0000022","Alternaria symptoms estimating 1-9|month 1|after planting|COMP:0000026","Number of plants harvested per NET plot|CO_331:0000679","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Storage root skin predominant color estimating 1-9 CIP|CO_331:0000175","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Sprouting ability estimating 1-9|CO_331:0000277","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Storage root size estimating 1-9|CO_331:0000184","Content of beta-carotene in dry weight basis in raw storage roots measuring mg per 100g|CO_331:0000289","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Number of storage roots after harvest per NET plot|CO_331:0000233","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Total storage roots yield computation tons per ha|CO_331:0000296","Total foliage yield in tons per ha|CO_331:0000684","Biomass yield in tons per ha|CO_331:0001003","Average total storage root weight computation kg|CO_331:0002040","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield adjusted in tons per ha|CO_331:0001004 "
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-03750","","","","3","3","1","3","8","1","2","1","1","0","0.2","0","11.3","2","7","2","2","7","0","0.2","11.5","0.2","","1","1","0.333333333","1","0.333333333","0.2","0.066666667","11.3","3.766666667","100","1.739130435","33.33333333","2.222222222","2.222222222","125.5555556","127.7777778","0.2","6.666666667","6.666666667","376.6666667","383.3333333"
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-03751","","","","3","1","2","3","6","1","2","1","2","1","0.2","0.05","8","6","6","2","3","7","0.12","0.25","8.25","0.1","0.05","3","3","1","2","0.666666667","0.25","0.083333333","8","2.666666667","66.66666667","3.03030303","33.33333333","2.222222222","2.777777778","88.88888889","91.66666667","0.083333333","6.666666667","8.333333333","266.6666667","275"
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-03752","","","","3","3","2","2","8","1","1","2","2","0","0.28","0","9.2","2","8","6","2","7","0","0.28","9.48","0.14","","2","1","0.666666667","1","0.666666667","0.14","0.093333333","4.6","3.066666667","100","2.953586498","66.66666667","3.111111111","3.111111111","102.2222222","105.3333333","0.14","4.666666667","4.666666667","153.3333333","158"
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-03753","","","","3","3","1","2","7","1","2","1","6","1","0.4","0.05","1.7","8","4","2","2","7","5.46","0.45","2.15","0.066666667","0.05","7","7","2.333333333","6","2","0.45","0.15","1.7","0.566666667","85.71428571","20.93023256","33.33333333","4.444444444","5","18.88888889","23.88888889","0.064285714","13.33333333","15","56.66666667","71.66666667"
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-03754","","","","3","1","1","2","4","1","1","1","1","0","0.08","0","0.8","8","2","2","3","7","0","0.08","0.88","0.08","","1","1","0.333333333","1","0.333333333","0.08","0.026666667","0.8","0.266666667","100","9.090909091","33.33333333","0.888888889","0.888888889","8.888888889","9.777777778","0.08","2.666666667","2.666666667","26.66666667","29.33333333"
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-03755","","","","3","2","1","2","6","1","1","1","1","0","0.2","0","0.7","2","3","2","5","7","0.02","0.2","0.9","0.2","","1","1","0.333333333","1","0.333333333","0.2","0.066666667","0.7","0.233333333","100","22.22222222","33.33333333","2.222222222","2.222222222","7.777777778","10","0.2","6.666666667","6.666666667","23.33333333","30"
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-03756","","","","3","3","3","2","9","1","2","2","1","1","0.12","0.05","11.2","8","4","2","8","7","0.12","0.17","11.37","0.12","0.05","2","1","0.666666667","0.5","0.333333333","0.085","0.056666667","5.6","3.733333333","50","1.495162709","66.66666667","1.333333333","1.888888889","124.4444444","126.3333333","0.085","2","2.833333333","186.6666667","189.5"
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-03757","","","","3","2","2","2","7","1","3","1","1","3","0.2","0.08","3","2","8","7","5","7","0","0.28","3.28","0.2","0.026666667","4","4","1.333333333","1","0.333333333","0.28","0.093333333","3","1","25","8.536585366","33.33333333","2.222222222","3.111111111","33.33333333","36.44444444","0.07","6.666666667","9.333333333","100","109.3333333"
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-03758","","","","3","1","1","3","8","1","2","1","1","0","0.12","0","4","8","8","2","8","7","0.02","0.12","4.12","0.12","","1","1","0.333333333","1","0.333333333","0.12","0.04","4","1.333333333","100","2.912621359","33.33333333","1.333333333","1.333333333","44.44444444","45.77777778","0.12","4","4","133.3333333","137.3333333"
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-03759","","","","3","1","2","3","7","1","2","1","2","0","0.12","0","2","8","7","6","2","7","0.02","0.12","2.12","0.06","","2","2","0.666666667","2","0.666666667","0.12","0.04","2","0.666666667","100","5.660377358","33.33333333","1.333333333","1.333333333","22.22222222","23.55555556","0.06","4","4","66.66666667","70.66666667"
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-03760","","","","3","3","1","2","9","1","2","2","3","3","0.24","0.08","6.4","5","7","6","5","7","0.15","0.32","6.72","0.08","0.026666667","6","3","2","1.5","1","0.16","0.106666667","3.2","2.133333333","50","4.761904762","66.66666667","2.666666667","3.555555556","71.11111111","74.66666667","0.053333333","4","5.333333333","106.6666667","112"
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-03761","","","","3","2","1","2","8","1","2","1","1","0","0.12","0","0.4","2","4","2","4","7","0.02","0.12","0.52","0.12","","1","1","0.333333333","1","0.333333333","0.12","0.04","0.4","0.133333333","100","23.07692308","33.33333333","1.333333333","1.333333333","4.444444444","5.777777778","0.12","4","4","13.33333333","17.33333333"
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-03762","","","","3","2","2","2","9","1","2","1","2","0","0.12","0","2","2","7","2","3","7","0","0.12","2.12","0.06","","2","2","0.666666667","2","0.666666667","0.12","0.04","2","0.666666667","100","5.660377358","33.33333333","1.333333333","1.333333333","22.22222222","23.55555556","0.06","4","4","66.66666667","70.66666667"
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-03763","","","","3","3","1","2","9","1","1","1","1","0","0.12","0","9.2","8","1","1","3","7","0","0.12","9.32","0.12","","1","1","0.333333333","1","0.333333333","0.12","0.04","9.2","3.066666667","100","1.287553648","33.33333333","1.333333333","1.333333333","102.2222222","103.5555556","0.12","4","4","306.6666667","310.6666667"
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-03764","","","","3","3","2","3","7","1","2","1","2","0","0.12","0","0.3","4","7","2","2","7","","0.12","0.42","0.06","","2","2","0.666666667","2","0.666666667","0.12","0.04","0.3","0.1","100","28.57142857","33.33333333","1.333333333","1.333333333","3.333333333","4.666666667","0.06","4","4","10","14"
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-03765","","","","3","3","2","3","9","1","2","1","3","1","0.2","0.05","0.2","2","6","6","2","7","0.12","0.25","0.45","0.066666667","0.05","4","4","1.333333333","3","1","0.25","0.083333333","0.2","0.066666667","75","55.55555556","33.33333333","2.222222222","2.777777778","2.222222222","5","0.0625","6.666666667","8.333333333","6.666666667","15"
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-03767","","","","3","1","","","","","","1","1","0","0.16","0","0.3","6","6","5","2","7","1.38","0.16","0.46","0.16","","1","1","0.333333333","1","0.333333333","0.16","0.053333333","0.3","0.1","100","34.7826087","33.33333333","1.777777778","1.777777778","3.333333333","5.111111111","0.16","5.333333333","5.333333333","10","15.33333333"
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-03768","","","","3","1","1","4","7","1","1","1","2","0","0.18","0","3","6","4","5","2","7","1.38","0.18","3.18","0.09","","2","2","0.666666667","2","0.666666667","0.18","0.06","3","1","100","5.660377358","33.33333333","2","2","33.33333333","35.33333333","0.09","6","6","100","106"
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-03769","","","","3","1","2","3","9","1","3","1","1","0","0.03","0","2","9","6","2","4","7","0.02","0.03","2.03","0.03","","1","1","0.333333333","1","0.333333333","0.03","0.01","2","0.666666667","100","1.477832512","33.33333333","0.333333333","0.333333333","22.22222222","22.55555556","0.03","1","1","66.66666667","67.66666667"
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-03770","","","","3","2","1","2","5","1","2","1","2","0","0.18","0","3.3","2","5","4","2","7","0.02","0.18","3.48","0.09","","2","2","0.666666667","2","0.666666667","0.18","0.06","3.3","1.1","100","5.172413793","33.33333333","2","2","36.66666667","38.66666667","0.09","6","6","110","116"
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-03771","","","","3","2","1","3","7","1","2","1","3","0","0.28","0","0.1","5","5","5","5","7","0.15","0.28","0.38","0.093333333","","3","3","1","3","1","0.28","0.093333333","0.1","0.033333333","100","73.68421053","33.33333333","3.111111111","3.111111111","1.111111111","4.222222222","0.093333333","9.333333333","9.333333333","3.333333333","12.66666667"
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-03772","","","","3","2","2","3","8","1","2","1","1","0","0.18","0","8","5","2","2","1","7","7.76","0.18","8.18","0.18","","1","1","0.333333333","1","0.333333333","0.18","0.06","8","2.666666667","100","2.200488998","33.33333333","2","2","88.88888889","90.88888889","0.18","6","6","266.6666667","272.6666667"
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-03773","","","","3","3","1","2","9","1","1","1","2","3","0.28","0.18","9","5","1","1","3","7","0.02","0.46","9.46","0.14","0.06","5","5","1.666666667","2","0.666666667","0.46","0.153333333","9","3","40","4.862579281","33.33333333","3.111111111","5.111111111","100","105.1111111","0.092","9.333333333","15.33333333","300","315.3333333"
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-03774","","","","3","2","2","2","8","1","1","1","4","5","0.38","0.18","5.1","2","2","7","3","7","0.15","0.56","5.66","0.095","0.036","9","9","3","4","1.333333333","0.56","0.186666667","5.1","1.7","44.44444444","9.893992933","33.33333333","4.222222222","6.222222222","56.66666667","62.88888889","0.062222222","12.66666667","18.66666667","170","188.6666667"
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-03775","","","","3","2","1","3","8","1","2","1","2","0","0.18","0","2.2","2","7","6","6","7","0.02","0.18","2.38","0.09","","2","2","0.666666667","2","0.666666667","0.18","0.06","2.2","0.733333333","100","7.56302521","33.33333333","2","2","24.44444444","26.44444444","0.09","6","6","73.33333333","79.33333333"
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-03776","","","","3","3","2","2","6","2","2","1","1","0","0.2","0","0.7","6","7","6","4","7","0.12","0.2","0.9","0.2","","1","1","0.333333333","1","0.333333333","0.2","0.066666667","0.7","0.233333333","100","22.22222222","33.33333333","2.222222222","2.222222222","7.777777778","10","0.2","6.666666667","6.666666667","23.33333333","30"
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-03777","","","","3","1","","","","","","1","0","1","0","0.05","3.7","6","1","1","3","7","0","0.05","3.75","","0.05","1","1","0.333333333","0","0","0.05","0.016666667","3.7","1.233333333","0","1.333333333","33.33333333","0","0.555555556","41.11111111","41.66666667","0.05","0","1.666666667","123.3333333","125"
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-03778","","","","3","2","1","3","8","1","2","1","2","2","0.18","0.04","4","5","6","3","6","7","0.02","0.22","4.22","0.09","0.02","4","4","1.333333333","2","0.666666667","0.22","0.073333333","4","1.333333333","50","5.213270142","33.33333333","2","2.444444444","44.44444444","46.88888889","0.055","6","7.333333333","133.3333333","140.6666667"
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-03779","","","","3","3","3","2","9","1","1","1","4","0","0.4","0","4.6","2","2","2","3","7","1.04","0.4","5","0.1","","4","4","1.333333333","4","1.333333333","0.4","0.133333333","4.6","1.533333333","100","8","33.33333333","4.444444444","4.444444444","51.11111111","55.55555556","0.1","13.33333333","13.33333333","153.3333333","166.6666667"
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-03780","","","","3","2","2","3","7","1","2","1","3","3","0.4","0.08","2.3","8","5","2","5","7","0.12","0.48","2.78","0.133333333","0.026666667","6","6","2","3","1","0.48","0.16","2.3","0.766666667","50","17.26618705","33.33333333","4.444444444","5.333333333","25.55555556","30.88888889","0.08","13.33333333","16","76.66666667","92.66666667"
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-03781","","","","3","3","2","2","6","1","1","1","2","0","0.2","0","1.5","3","5","2","3","7","0.12","0.2","1.7","0.1","","2","2","0.666666667","2","0.666666667","0.2","0.066666667","1.5","0.5","100","11.76470588","33.33333333","2.222222222","2.222222222","16.66666667","18.88888889","0.1","6.666666667","6.666666667","50","56.66666667"
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-03782","","","","3","1","2","3","6","1","2","1","2","0","0.28","0","0.7","6","8","6","3","7","","0.28","0.98","0.14","","2","2","0.666666667","2","0.666666667","0.28","0.093333333","0.7","0.233333333","100","28.57142857","33.33333333","3.111111111","3.111111111","7.777777778","10.88888889","0.14","9.333333333","9.333333333","23.33333333","32.66666667"
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-03783","","","","3","2","3","2","4","1","2","1","1","0","0.18","0","0.3","3","2","4","2","7","0","0.18","0.48","0.18","","1","1","0.333333333","1","0.333333333","0.18","0.06","0.3","0.1","100","37.5","33.33333333","2","2","3.333333333","5.333333333","0.18","6","6","10","16"
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-03784","","","","3","3","3","5","7","1","2","1","1","0","0.08","0","1","3","7","3","3","7","10.5","0.08","1.08","0.08","","1","1","0.333333333","1","0.333333333","0.08","0.026666667","1","0.333333333","100","7.407407407","33.33333333","0.888888889","0.888888889","11.11111111","12","0.08","2.666666667","2.666666667","33.33333333","36"
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-03785","","","","3","2","2","2","7","1","2","1","1","1","0.18","0.04","2.4","2","6","2","3","7","0.02","0.22","2.62","0.18","0.04","2","2","0.666666667","1","0.333333333","0.22","0.073333333","2.4","0.8","50","8.396946565","33.33333333","2","2.444444444","26.66666667","29.11111111","0.11","6","7.333333333","80","87.33333333"
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-03786","","","","3","2","1","3","7","1","2","1","1","0","0.18","0","4.5","8","1","1","2","7","11.03","0.18","4.68","0.18","","1","1","0.333333333","1","0.333333333","0.18","0.06","4.5","1.5","100","3.846153846","33.33333333","2","2","50","52","0.18","6","6","150","156"
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-03787","","","","3","3","1","3","7","1","2","1","6","2","0.18","0.05","0.6","2","5","4","2","7","0.12","0.23","0.83","0.03","0.025","8","8","2.666666667","6","2","0.23","0.076666667","0.6","0.2","75","27.71084337","33.33333333","2","2.555555556","6.666666667","9.222222222","0.02875","6","7.666666667","20","27.66666667"
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-03788","","","","3","1","3","2","8","1","2","1","2","0","0.32","0","3.2","5","8","3","2","7","0.12","0.32","3.52","0.16","","2","2","0.666666667","2","0.666666667","0.32","0.106666667","3.2","1.066666667","100","9.090909091","33.33333333","3.555555556","3.555555556","35.55555556","39.11111111","0.16","10.66666667","10.66666667","106.6666667","117.3333333"
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-03789","","","","3","1","1","3","7","1","2","1","2","0","0.28","0","0.6","3","6","2","6","7","0.02","0.28","0.88","0.14","","2","2","0.666666667","2","0.666666667","0.28","0.093333333","0.6","0.2","100","31.81818182","33.33333333","3.111111111","3.111111111","6.666666667","9.777777778","0.14","9.333333333","9.333333333","20","29.33333333"
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-03790","","","","3","2","1","2","6","1","1","1","1","1","0.18","0.04","5","2","8","3","5","7","0.12","0.22","5.22","0.18","0.04","2","2","0.666666667","1","0.333333333","0.22","0.073333333","5","1.666666667","50","4.214559387","33.33333333","2","2.444444444","55.55555556","58","0.11","6","7.333333333","166.6666667","174"
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-03791","","","","3","2","1","2","6","1","1","1","1","1","0.12","0.04","3.7","8","3","2","5","7","0","0.16","3.86","0.12","0.04","2","2","0.666666667","1","0.333333333","0.16","0.053333333","3.7","1.233333333","50","4.14507772","33.33333333","1.333333333","1.777777778","41.11111111","42.88888889","0.08","4","5.333333333","123.3333333","128.6666667"
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-03792","","","","3","3","1","2","8","1","2","1","2","0","0.24","0","7","2","7","2","2","7","1.38","0.24","7.24","0.12","","2","2","0.666666667","2","0.666666667","0.24","0.08","7","2.333333333","100","3.314917127","33.33333333","2.666666667","2.666666667","77.77777778","80.44444444","0.12","8","8","233.3333333","241.3333333"
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-03793","","","","3","1","1","2","9","1","3","1","2","0","0.18","0","11","2","6","2","3","7","0.15","0.18","11.18","0.09","","2","2","0.666666667","2","0.666666667","0.18","0.06","11","3.666666667","100","1.610017889","33.33333333","2","2","122.2222222","124.2222222","0.09","6","6","366.6666667","372.6666667"
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-03794","","","","3","2","1","3","7","1","2","1","2","0","0.48","0","5.6","2","5","7","4","7","1.76","0.48","6.08","0.24","","2","2","0.666666667","2","0.666666667","0.48","0.16","5.6","1.866666667","100","7.894736842","33.33333333","5.333333333","5.333333333","62.22222222","67.55555556","0.24","16","16","186.6666667","202.6666667"
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-03795","","","","3","3","1","1","7","1","1","1","2","2","0.2","0.08","1.3","6","8","3","3","7","1.38","0.28","1.58","0.1","0.04","4","4","1.333333333","2","0.666666667","0.28","0.093333333","1.3","0.433333333","50","17.72151899","33.33333333","2.222222222","3.111111111","14.44444444","17.55555556","0.07","6.666666667","9.333333333","43.33333333","52.66666667"
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-03796","","","","3","2","1","3","8","1","2","1","2","1","0.2","0.05","2.3","8","1","1","9","7","0","0.25","2.55","0.1","0.05","3","3","1","2","0.666666667","0.25","0.083333333","2.3","0.766666667","66.66666667","9.803921569","33.33333333","2.222222222","2.777777778","25.55555556","28.33333333","0.083333333","6.666666667","8.333333333","76.66666667","85"
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-03797","","","","3","3","2","3","5","1","2","1","1","2","0.08","0.04","1.3","2","6","4","2","7","0.02","0.12","1.42","0.08","0.02","3","3","1","1","0.333333333","0.12","0.04","1.3","0.433333333","33.33333333","8.450704225","33.33333333","0.888888889","1.333333333","14.44444444","15.77777778","0.04","2.666666667","4","43.33333333","47.33333333"
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-03798","","","","3","3","1","1","8","1","1","1","1","0","0.12","0","10.5","6","1","1","3","7","0","0.12","10.62","0.12","","1","1","0.333333333","1","0.333333333","0.12","0.04","10.5","3.5","100","1.129943503","33.33333333","1.333333333","1.333333333","116.6666667","118","0.12","4","4","350","354"
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-03799","","","","3","2","1","2","7","1","2","1","4","0","0.34","0","6","2","5","3","2","7","0.02","0.34","6.34","0.085","","4","4","1.333333333","4","1.333333333","0.34","0.113333333","6","2","100","5.362776025","33.33333333","3.777777778","3.777777778","66.66666667","70.44444444","0.085","11.33333333","11.33333333","200","211.3333333"
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-03800","","","","3","2","1","3","7","1","2","1","3","0","0.36","0","7","9","7","4","2","7","0","0.36","7.36","0.12","","3","3","1","3","1","0.36","0.12","7","2.333333333","100","4.891304348","33.33333333","4","4","77.77777778","81.77777778","0.12","12","12","233.3333333","245.3333333"
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-03801","","","","3","3","1","1","8","1","1","1","2","0","0.18","0","3.2","2","7","5","4","7","0","0.18","3.38","0.09","","2","2","0.666666667","2","0.666666667","0.18","0.06","3.2","1.066666667","100","5.325443787","33.33333333","2","2","35.55555556","37.55555556","0.09","6","6","106.6666667","112.6666667"
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-03802","","","","3","1","1","2","7","1","2","1","2","0","0.2","0","0.8","5","6","3","4","7","0.12","0.2","1","0.1","","2","2","0.666666667","2","0.666666667","0.2","0.066666667","0.8","0.266666667","100","20","33.33333333","2.222222222","2.222222222","8.888888889","11.11111111","0.1","6.666666667","6.666666667","26.66666667","33.33333333"
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-03803","","","","3","2","1","2","7","1","2","1","1","0","0.18","0","4","5","2","1","2","7","5.46","0.18","4.18","0.18","","1","1","0.333333333","1","0.333333333","0.18","0.06","4","1.333333333","100","4.306220096","33.33333333","2","2","44.44444444","46.44444444","0.18","6","6","133.3333333","139.3333333"
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-03804","","","","3","3","2","3","8","1","2","1","1","0","0.12","0","5","9","1","1","2","7","7.76","0.12","5.12","0.12","","1","1","0.333333333","1","0.333333333","0.12","0.04","5","1.666666667","100","2.34375","33.33333333","1.333333333","1.333333333","55.55555556","56.88888889","0.12","4","4","166.6666667","170.6666667"
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-03805","","","","3","2","1","3","8","1","2","1","1","0","0.12","0","6.2","3","6","2","4","7","0.02","0.12","6.32","0.12","","1","1","0.333333333","1","0.333333333","0.12","0.04","6.2","2.066666667","100","1.898734177","33.33333333","1.333333333","1.333333333","68.88888889","70.22222222","0.12","4","4","206.6666667","210.6666667"
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-03806","","","","3","3","1","2","8","1","2","1","2","2","0.24","0.04","4","6","5","2","2","7","1.04","0.28","4.28","0.12","0.02","4","4","1.333333333","2","0.666666667","0.28","0.093333333","4","1.333333333","50","6.542056075","33.33333333","2.666666667","3.111111111","44.44444444","47.55555556","0.07","8","9.333333333","133.3333333","142.6666667"
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-03807","","","","3","2","1","3","7","1","2","1","3","0","0.2","0","0.8","2","3","1","3","7","11.03","0.2","1","0.066666667","","3","3","1","3","1","0.2","0.066666667","0.8","0.266666667","100","20","33.33333333","2.222222222","2.222222222","8.888888889","11.11111111","0.066666667","6.666666667","6.666666667","26.66666667","33.33333333"
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-03808","","","","3","2","1","3","8","1","2","1","2","0","0.2","0","1.1","8","5","5","7","7","5.46","0.2","1.3","0.1","","2","2","0.666666667","2","0.666666667","0.2","0.066666667","1.1","0.366666667","100","15.38461538","33.33333333","2.222222222","2.222222222","12.22222222","14.44444444","0.1","6.666666667","6.666666667","36.66666667","43.33333333"
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-03809","","","","3","1","1","2","1","1","2","1","2","0","0.2","0","1.6","2","7","5","2","7","1.38","0.2","1.8","0.1","","2","2","0.666666667","2","0.666666667","0.2","0.066666667","1.6","0.533333333","100","11.11111111","33.33333333","2.222222222","2.222222222","17.77777778","20","0.1","6.666666667","6.666666667","53.33333333","60"
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-03810","","","","3","3","1","2","9","1","2","1","3","0","0.28","0","5","6","2","7","3","7","10.5","0.28","5.28","0.093333333","","3","3","1","3","1","0.28","0.093333333","5","1.666666667","100","5.303030303","33.33333333","3.111111111","3.111111111","55.55555556","58.66666667","0.093333333","9.333333333","9.333333333","166.6666667","176"
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-03811","","","","3","2","1","1","9","1","1","1","1","0","0.08","0","2","2","3","2","2","7","0.02","0.08","2.08","0.08","","1","1","0.333333333","1","0.333333333","0.08","0.026666667","2","0.666666667","100","3.846153846","33.33333333","0.888888889","0.888888889","22.22222222","23.11111111","0.08","2.666666667","2.666666667","66.66666667","69.33333333"
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-03812","","","","3","3","1","1","8","1","1","2","1","0","0.08","0","1.6","9","3","2","1","7","0.02","0.08","1.68","0.08","","1","0.5","0.333333333","0.5","0.333333333","0.04","0.026666667","0.8","0.533333333","100","4.761904762","66.66666667","0.888888889","0.888888889","17.77777778","18.66666667","0.08","1.333333333","1.333333333","26.66666667","28"
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-03813","","","","3","2","1","2","7","1","1","1","0","2","0","0.04","1.2","2","4","2","3","7","0.02","0.04","1.24","","0.02","2","2","0.666666667","0","0","0.04","0.013333333","1.2","0.4","0","3.225806452","33.33333333","0","0.444444444","13.33333333","13.77777778","0.02","0","1.333333333","40","41.33333333"
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-03814","","","","3","1","2","2","6","1","1","1","14","0","0.28","0","5","2","7","4","2","7","0.12","0.28","5.28","0.02","","14","14","4.666666667","14","4.666666667","0.28","0.093333333","5","1.666666667","100","5.303030303","33.33333333","3.111111111","3.111111111","55.55555556","58.66666667","0.02","9.333333333","9.333333333","166.6666667","176"
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-03815","","","","3","2","1","2","7","1","2","1","1","0","0.18","0","3.2","2","4","5","2","7","1.38","0.18","3.38","0.18","","1","1","0.333333333","1","0.333333333","0.18","0.06","3.2","1.066666667","100","5.325443787","33.33333333","2","2","35.55555556","37.55555556","0.18","6","6","106.6666667","112.6666667"
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-03816","","","","3","1","2","2","7","1","1","1","2","0","0.2","0","6.2","2","7","6","2","7","0","0.2","6.4","0.1","","2","2","0.666666667","2","0.666666667","0.2","0.066666667","6.2","2.066666667","100","3.125","33.33333333","2.222222222","2.222222222","68.88888889","71.11111111","0.1","6.666666667","6.666666667","206.6666667","213.3333333"
