"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|month 1|after planting|COMP:0000023","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Vine vigor estimating 1-9|CO_331:0000197","Alternaria symptoms estimating 1-9|month 1|before harvest|COMP:0000022","Alternaria symptoms estimating 1-9|month 1|after planting|COMP:0000026","Number of plants harvested per NET plot|CO_331:0000679","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Storage root skin predominant color estimating 1-9 CIP|CO_331:0000175","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Sprouting ability estimating 1-9|CO_331:0000277","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Storage root size estimating 1-9|CO_331:0000184","Content of beta-carotene in fresh weight basis in raw storage roots estimating from RHS color chart in mg per 100g|CO_331:0001023","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Number of storage roots after harvest per NET plot|CO_331:0000233","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Average total storage root weight computation kg|CO_331:0002040","Commercial storage root yield tons per ha|CO_331:0000809","Total storage roots yield computation tons per ha|CO_331:0000296","Total foliage yield in tons per ha|CO_331:0000684","Biomass yield in tons per ha|CO_331:0001003","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","UGP2014KAC-PT03","","","","","","","","","UGP2014KAC-PT03-00001","","","","30","22","4","","","2","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","","0","0","0","0","","","",""
"","","UGP2014KAC-PT03","","","","","","","","","UGP2014KAC-PT03-00002","","","","30","18","1","2","7","1","2","7","1","13","0.08","0.2","3","6","3","1","9","1","0.12","0.28","3.28","0.08","0.015384615","14","2","0.466666667","0.142857143","0.033333333","0.04","0.009333333","0.428571429","0.1","7.142857143","8.536585366","23.33333333","0.02","0.088888889","0.311111111","3.333333333","3.644444444","0.380952381","1.333333333","14.28571429","15.61904762"
"","","UGP2014KAC-PT03","","","","","","","","","UGP2014KAC-PT03-00003","","","","30","23","3","2","6","2","2","10","3","0","0.12","0","2","5","1","1","9","9","1.04","0.12","2.12","0.04","","3","0.3","0.1","0.3","0.1","0.012","0.004","0.2","0.066666667","100","5.660377358","33.33333333","0.04","0.133333333","0.133333333","2.222222222","2.355555556","0.4","0.4","6.666666667","7.066666667"
"","","UGP2014KAC-PT03","","","","","","","","","UGP2014KAC-PT03-00004","","","","30","24","2","2","8","1","2","14","6","7","1.7","0.36","7.3","9","3","4","5","3","0.02","2.06","9.36","0.283333333","0.051428571","13","0.928571429","0.433333333","0.428571429","0.2","0.147142857","0.068666667","0.521428571","0.243333333","46.15384615","22.00854701","46.66666667","0.158461538","1.888888889","2.288888889","8.111111111","10.4","4.047619048","4.904761905","17.38095238","22.28571429"
"","","UGP2014KAC-PT03","","","","","","","","","UGP2014KAC-PT03-00005","","","","30","22","2","3","8","1","2","18","7","12","0.64","0.12","6.5","2","3","4","7","7","0.15","0.76","7.26","0.091428571","0.01","19","1.055555556","0.633333333","0.388888889","0.233333333","0.042222222","0.025333333","0.361111111","0.216666667","36.84210526","10.46831956","60","0.04","0.711111111","0.844444444","7.222222222","8.066666667","1.185185185","1.407407407","12.03703704","13.44444444"
"","","UGP2014KAC-PT03","","","","","","","","","UGP2014KAC-PT03-00006","","","","30","26","2","2","8","1","2","16","0","0","0","0","3.5","","","","","","","0","3.5","","","0","0","0","0","0","0","0","0.21875","0.116666667","","0","53.33333333","","0","0","3.888888889","3.888888889","0","0","7.291666667","7.291666667"
"","","UGP2014KAC-PT03","","","","","","","","","UGP2014KAC-PT03-00007","","","","30","22","2","2","8","1","2","12","0","0","0","0","2","","","","","","","0","2","","","0","0","0","0","0","0","0","0.166666667","0.066666667","","0","40","","0","0","2.222222222","2.222222222","0","0","5.555555556","5.555555556"
"","","UGP2014KAC-PT03","","","","","","","","","UGP2014KAC-PT03-00008","","","","30","14","1","2","5","1","2","6","0","0","0","0","1.4","","","","","","","0","1.4","","","0","0","0","0","0","0","0","0.233333333","0.046666667","","0","20","","0","0","1.555555556","1.555555556","0","0","7.777777778","7.777777778"
"","","UGP2014KAC-PT03","","","","","","","","","UGP2014KAC-PT03-00009","","","","30","26","5","3","9","2","4","17","12","4","5.4","0.04","4.5","5","6","1","5","3","0.12","5.44","9.94","0.45","0.01","16","0.941176471","0.533333333","0.705882353","0.4","0.32","0.181333333","0.264705882","0.15","75","54.72837022","56.66666667","0.34","6","6.044444444","5","11.04444444","10.58823529","10.66666667","8.823529412","19.49019608"
"","","UGP2014KAC-PT03","","","","","","","","","UGP2014KAC-PT03-00010","","","","30","28","2","","","1","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","","0","0","0","0","","","",""
