"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|month 1|after planting|COMP:0000023","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Vine vigor estimating 1-9|CO_331:0000197","Alternaria symptoms estimating 1-9|month 1|before harvest|COMP:0000022","Alternaria symptoms estimating 1-9|month 1|after planting|COMP:0000026","Number of plants harvested per NET plot|CO_331:0000679","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Storage root skin predominant color estimating 1-9 CIP|CO_331:0000175","Storage root size estimating 1-9|CO_331:0000184","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Sprouting ability estimating 1-9|CO_331:0000277","Content of beta-carotene in fresh weight basis in raw storage roots estimating from RHS color chart in mg per 100g|CO_331:0001023","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Total storage roots yield computation tons per ha|CO_331:0000296","Total foliage yield in tons per ha|CO_331:0000684","Biomass yield in tons per ha|CO_331:0001003","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","UGP2015KAC-ST01","","","","","","","","","UGP2015KAC-ST01-00011","","","","20","15","2","3","9","1","2","15","18","6","1.62","0.09","7.3","9","1","1","4","6","0","1.71","9.01","24","0.09","0.015","0.07125","1.6","1.2","1.2","0.9","0.114","0.0855","0.486666667","0.365","75","18.97891232","75","2.7","2.85","12.16666667","15.01666667","3.6","3.8","16.22222222","20.02222222"
"","","UGP2015KAC-ST01","","","","","","","","","UGP2015KAC-ST01-00012","","","","20","12","2","2","7","1","1","12","12","15","1.22","0.6","5","4","2","1","3","5","0.12","1.82","6.82","27","0.101666667","0.04","0.067407407","2.25","1.35","1","0.6","0.151666667","0.091","0.416666667","0.25","44.44444444","26.68621701","60","2.033333333","3.033333333","8.333333333","11.36666667","3.388888889","5.055555556","13.88888889","18.94444444"
"","","UGP2015KAC-ST01","","","","","","","","","UGP2015KAC-ST01-00013","","","","20","20","1","","1","","","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2015KAC-ST01","","","","","","","","","UGP2015KAC-ST01-00014","","","","20","20","1","2","8","1","2","18","39","16","9","1.5","25","3","5","6","1","1","","10.5","35.5","55","0.230769231","0.09375","0.190909091","3.055555556","2.75","2.166666667","1.95","0.583333333","0.525","1.388888889","1.25","70.90909091","29.57746479","90","15","17.5","41.66666667","59.16666667","16.66666667","19.44444444","46.2962963","65.74074074"
"","","UGP2015KAC-ST01","","","","","","","","","UGP2015KAC-ST01-00015","","","","20","6","3","2","6","1","2","6","2","4","0.18","0.06","1","3","1","1","4","7","0.12","0.24","1.24","6","0.09","0.015","0.04","1","0.3","0.333333333","0.1","0.04","0.012","0.166666667","0.05","33.33333333","19.35483871","30","0.3","0.4","1.666666667","2.066666667","1","1.333333333","5.555555556","6.888888889"
"","","UGP2015KAC-ST01","","","","","","","","","UGP2015KAC-ST01-00016","","","","20","7","2","2","6","1","1","7","7","3","1.23","0.05","1.2","9","2","1","3","5","0","1.28","2.48","10","0.175714286","0.016666667","0.128","1.428571429","0.5","1","0.35","0.182857143","0.064","0.171428571","0.06","70","51.61290323","35","2.05","2.133333333","2","4.133333333","5.857142857","6.095238095","5.714285714","11.80952381"
"","","UGP2015KAC-ST01","","","","","","","","","UGP2015KAC-ST01-00017","","","","20","11","2","3","8","1","2","11","14","13","0.84","0.37","3.6","9","1","1","3","6","0","1.21","4.81","27","0.06","0.028461538","0.044814815","2.454545455","1.35","1.272727273","0.7","0.11","0.0605","0.327272727","0.18","51.85185185","25.15592516","55","1.4","2.016666667","6","8.016666667","2.545454545","3.666666667","10.90909091","14.57575758"
"","","UGP2015KAC-ST01","","","","","","","","","UGP2015KAC-ST01-00018","","","","20","14","1","1","8","1","2","14","18","18","1.3","0.24","3.2","3","1","3","3","7","1.5","1.54","4.74","36","0.072222222","0.013333333","0.042777778","2.571428571","1.8","1.285714286","0.9","0.11","0.077","0.228571429","0.16","50","32.48945148","70","2.166666667","2.566666667","5.333333333","7.9","3.095238095","3.666666667","7.619047619","11.28571429"
"","","UGP2015KAC-ST01","","","","","","","","","UGP2015KAC-ST01-00019","","","","20","20","1","2","6","2","3","20","12","4","12","0.9","12.1","","2","1","2","1","0.03","12.9","25","16","1","0.225","0.80625","0.8","0.8","0.6","0.6","0.645","0.645","0.605","0.605","75","51.6","100","20","21.5","20.16666667","41.66666667","20","21.5","20.16666667","41.66666667"
"","","UGP2015KAC-ST01","","","","","","","","","UGP2015KAC-ST01-00020","","","","20","20","1","1","7","2","2","20","14","4","10.1","","12.3","3","1","1","","","3.76","","","18","0.721428571","","","0.9","0.9","0.7","0.7","","","0.615","0.615","77.77777778","","100","16.83333333","","20.5","","16.83333333","","20.5",""
"","","UGP2015KAC-ST01","","","","","","","","","UGP2015KAC-ST01-00021","","","","20","15","1","1","7","1","1","15","10","45","0.6","0.6","6.2","3","4","1","4","6","0.02","1.2","7.4","55","0.06","0.013333333","0.021818182","3.666666667","2.75","0.666666667","0.5","0.08","0.06","0.413333333","0.31","18.18181818","16.21621622","75","1","2","10.33333333","12.33333333","1.333333333","2.666666667","13.77777778","16.44444444"
"","","UGP2015KAC-ST01","","","","","","","","","UGP2015KAC-ST01-00022","","","","20","20","1","1","8","1","2","17","43","8","16","0.6","18","8","4","6","2","1","","16.6","34.6","51","0.372093023","0.075","0.325490196","3","2.55","2.529411765","2.15","0.976470588","0.83","1.058823529","0.9","84.31372549","47.97687861","85","26.66666667","27.66666667","30","57.66666667","31.37254902","32.54901961","35.29411765","67.84313725"
"","","UGP2015KAC-ST01","","","","","","","","","UGP2015KAC-ST01-00023","","","","20","18","1","1","4","2","3","18","12","6","7","1.4","7.6","6","","","1","1","0.03","8.4","16","18","0.583333333","0.233333333","0.466666667","1","0.9","0.666666667","0.6","0.466666667","0.42","0.422222222","0.38","66.66666667","52.5","90","11.66666667","14","12.66666667","26.66666667","12.96296296","15.55555556","14.07407407","29.62962963"
"","","UGP2015KAC-ST01","","","","","","","","","UGP2015KAC-ST01-00024","","","","20","20","1","2","5","2","3","20","13","2","12","0.8","10.1","","2","1","2","1","0.12","12.8","22.9","15","0.923076923","0.4","0.853333333","0.75","0.75","0.65","0.65","0.64","0.64","0.505","0.505","86.66666667","55.89519651","100","20","21.33333333","16.83333333","38.16666667","20","21.33333333","16.83333333","38.16666667"
"","","UGP2015KAC-ST01","","","","","","","","","UGP2015KAC-ST01-00025","","","","20","19","1","2","6","2","2","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2015KAC-ST01","","","","","","","","","UGP2015KAC-ST01-00026","","","","20","1","2","2","5","1","1","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2015KAC-ST01","","","","","","","","","UGP2015KAC-ST01-00027","","","","20","16","1","2","7","1","2","16","41","12","11","0.9","16","8","3","3","1","1","3.96","11.9","27.9","53","0.268292683","0.075","0.224528302","3.3125","2.65","2.5625","2.05","0.74375","0.595","1","0.8","77.35849057","42.65232975","80","18.33333333","19.83333333","26.66666667","46.5","22.91666667","24.79166667","33.33333333","58.125"
"","","UGP2015KAC-ST01","","","","","","","","","UGP2015KAC-ST01-00028","","","","20","20","1","2","7","2","2","20","13","2","12.4","0.8","9.7","","2","1","1","1","1.65","13.2","22.9","15","0.953846154","0.4","0.88","0.75","0.75","0.65","0.65","0.66","0.66","0.485","0.485","86.66666667","57.6419214","100","20.66666667","22","16.16666667","38.16666667","20.66666667","22","16.16666667","38.16666667"
"","","UGP2015KAC-ST01","","","","","","","","","UGP2015KAC-ST01-00029","","","","20","13","1","2","8","1","2","13","12","32","4","0.42","6","8","2","1","4","5","0.02","4.42","10.42","44","0.333333333","0.013125","0.100454545","3.384615385","2.2","0.923076923","0.6","0.34","0.221","0.461538462","0.3","27.27272727","42.4184261","65","6.666666667","7.366666667","10","17.36666667","10.25641026","11.33333333","15.38461538","26.71794872"
"","","UGP2015KAC-ST01","","","","","","","","","UGP2015KAC-ST01-00030","","","","20","14","2","2","7","1","1","14","15","2","0.96","0.27","2.8","2","1","1","3","7","0","1.23","4.03","17","0.064","0.135","0.072352941","1.214285714","0.85","1.071428571","0.75","0.087857143","0.0615","0.2","0.14","88.23529412","30.52109181","70","1.6","2.05","4.666666667","6.716666667","2.285714286","2.928571429","6.666666667","9.595238095"
"","","UGP2015KAC-ST01","","","","","","","","","UGP2015KAC-ST01-00031","","","","20","15","1","3","7","1","1","15","16","8","6","1","15","4","8","7","1","1","","7","22","24","0.375","0.125","0.291666667","1.6","1.2","1.066666667","0.8","0.466666667","0.35","1","0.75","66.66666667","31.81818182","75","10","11.66666667","25","36.66666667","13.33333333","15.55555556","33.33333333","48.88888889"
"","","UGP2015KAC-ST01","","","","","","","","","UGP2015KAC-ST01-00032","","","","20","10","3","2","7","2","2","10","10","13","0.74","0.23","1","2","2","1","4","6","10.5","0.97","1.97","23","0.074","0.017692308","0.042173913","2.3","1.15","1","0.5","0.097","0.0485","0.1","0.05","43.47826087","49.23857868","50","1.233333333","1.616666667","1.666666667","3.283333333","2.466666667","3.233333333","3.333333333","6.566666667"
"","","UGP2015KAC-ST01","","","","","","","","","UGP2015KAC-ST01-00033","","","","20","13","2","2","8","1","1","13","16","18","1.19","0.24","1.8","3","2","1","3","6","1.76","1.43","3.23","34","0.074375","0.013333333","0.042058824","2.615384615","1.7","1.230769231","0.8","0.11","0.0715","0.138461538","0.09","47.05882353","44.27244582","65","1.983333333","2.383333333","3","5.383333333","3.051282051","3.666666667","4.615384615","8.282051282"
"","","UGP2015KAC-ST01","","","","","","","","","UGP2015KAC-ST01-00034","","","","20","18","2","2","8","2","2","18","34","10","16","1","7.1","7","3","3","1","1","4.61","17","24.1","44","0.470588235","0.1","0.386363636","2.444444444","2.2","1.888888889","1.7","0.944444444","0.85","0.394444444","0.355","77.27272727","70.53941909","90","26.66666667","28.33333333","11.83333333","40.16666667","29.62962963","31.48148148","13.14814815","44.62962963"
"","","UGP2015KAC-ST01","","","","","","","","","UGP2015KAC-ST01-00035","","","","20","7","1","1","8","1","1","7","2","6","0.24","0.07","1.8","5","1","1","3","5","10.5","0.31","2.11","8","0.12","0.011666667","0.03875","1.142857143","0.4","0.285714286","0.1","0.044285714","0.0155","0.257142857","0.09","25","14.69194313","35","0.4","0.516666667","3","3.516666667","1.142857143","1.476190476","8.571428571","10.04761905"
"","","UGP2015KAC-ST01","","","","","","","","","UGP2015KAC-ST01-00036","","","","20","4","1","1","7","1","1","4","0","0","0","0","1.5","","","","","","","0","1.5","0","","","","0","0","0","0","0","0","0.375","0.075","","0","20","0","0","2.5","2.5","0","0","12.5","12.5"
"","","UGP2015KAC-ST01","","","","","","","","","UGP2015KAC-ST01-00037","","","","20","20","1","2","8","1","2","18","32","13","12","0.9","22","3","5","5","1","1","","12.9","34.9","45","0.375","0.069230769","0.286666667","2.5","2.25","1.777777778","1.6","0.716666667","0.645","1.222222222","1.1","71.11111111","36.96275072","90","20","21.5","36.66666667","58.16666667","22.22222222","23.88888889","40.74074074","64.62962963"
"","","UGP2015KAC-ST01","","","","","","","","","UGP2015KAC-ST01-00038","","","","20","20","1","2","7","2","3","20","9","5","9.3","0.6","12.9","3","2","1","1","1","7.23","9.9","22.8","14","1.033333333","0.12","0.707142857","0.7","0.7","0.45","0.45","0.495","0.495","0.645","0.645","64.28571429","43.42105263","100","15.5","16.5","21.5","38","15.5","16.5","21.5","38"
"","","UGP2015KAC-ST01","","","","","","","","","UGP2015KAC-ST01-00039","","","","20","12","1","1","7","1","1","12","9","7","0.78","0.22","1","8","1","1","3","6","0","1","2","16","0.086666667","0.031428571","0.0625","1.333333333","0.8","0.75","0.45","0.083333333","0.05","0.083333333","0.05","56.25","50","60","1.3","1.666666667","1.666666667","3.333333333","2.166666667","2.777777778","2.777777778","5.555555556"
"","","UGP2015KAC-ST01","","","","","","","","","UGP2015KAC-ST01-00040","","","","20","20","1","1","8","1","2","18","38","10","18.7","1","21","8","3","6","3","1","","19.7","40.7","48","0.492105263","0.1","0.410416667","2.666666667","2.4","2.111111111","1.9","1.094444444","0.985","1.166666667","1.05","79.16666667","48.4029484","90","31.16666667","32.83333333","35","67.83333333","34.62962963","36.48148148","38.88888889","75.37037037"
"","","UGP2015KAC-ST01","","","","","","","","","UGP2015KAC-ST01-00041","","","","20","19","1","2","5","1","2","19","12","5","5","2.5","10","8","","","1","2","0.03","7.5","17.5","17","0.416666667","0.5","0.441176471","0.894736842","0.85","0.631578947","0.6","0.394736842","0.375","0.526315789","0.5","70.58823529","42.85714286","95","8.333333333","12.5","16.66666667","29.16666667","8.771929825","13.15789474","17.54385965","30.70175439"
"","","UGP2015KAC-ST01","","","","","","","","","UGP2015KAC-ST01-00042","","","","20","15","2","3","9","1","2","15","15","11","1.3","0.23","3.6","6","1","1","3","6","1.38","1.53","5.13","26","0.086666667","0.020909091","0.058846154","1.733333333","1.3","1","0.75","0.102","0.0765","0.24","0.18","57.69230769","29.8245614","75","2.166666667","2.55","6","8.55","2.888888889","3.4","8","11.4"
"","","UGP2015KAC-ST01","","","","","","","","","UGP2015KAC-ST01-00043","","","","20","20","1","2","7","2","2","20","11","6","14","0.4","13.8","","1","1","2","1","1.17","14.4","28.2","17","1.272727273","0.066666667","0.847058824","0.85","0.85","0.55","0.55","0.72","0.72","0.69","0.69","64.70588235","51.06382979","100","23.33333333","24","23","47","23.33333333","24","23","47"
"","","UGP2015KAC-ST01","","","","","","","","","UGP2015KAC-ST01-00044","","","","20","14","2","2","8","2","1","14","7","12","1","0.23","6.8","9","1","1","3","5","0","1.23","8.03","19","0.142857143","0.019166667","0.064736842","1.357142857","0.95","0.5","0.35","0.087857143","0.0615","0.485714286","0.34","36.84210526","15.31755915","70","1.666666667","2.05","11.33333333","13.38333333","2.380952381","2.928571429","16.19047619","19.11904762"
"","","UGP2015KAC-ST01","","","","","","","","","UGP2015KAC-ST01-00045","","","","20","20","2","2","6","2","2","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2015KAC-ST01","","","","","","","","","UGP2015KAC-ST01-00046","","","","20","14","2","2","6","2","1","14","6","5","0.8","0.07","6.2","5","1","1","3","5","0","0.87","7.07","11","0.133333333","0.014","0.079090909","0.785714286","0.55","0.428571429","0.3","0.062142857","0.0435","0.442857143","0.31","54.54545455","12.30551627","70","1.333333333","1.45","10.33333333","11.78333333","1.904761905","2.071428571","14.76190476","16.83333333"
"","","UGP2015KAC-ST01","","","","","","","","","UGP2015KAC-ST01-00047","","","","20","13","1","1","8","1","2","13","11","7","1.3","0.08","6","9","1","1","3","4","0","1.38","7.38","18","0.118181818","0.011428571","0.076666667","1.384615385","0.9","0.846153846","0.55","0.106153846","0.069","0.461538462","0.3","61.11111111","18.69918699","65","2.166666667","2.3","10","12.3","3.333333333","3.538461538","15.38461538","18.92307692"
"","","UGP2015KAC-ST01","","","","","","","","","UGP2015KAC-ST01-00048","","","","20","20","1","2","7","2","3","20","11","2","13.4","0.4","13","","2","1","2","1","0","13.8","26.8","13","1.218181818","0.2","1.061538462","0.65","0.65","0.55","0.55","0.69","0.69","0.65","0.65","84.61538462","51.49253731","100","22.33333333","23","21.66666667","44.66666667","22.33333333","23","21.66666667","44.66666667"
"","","UGP2015KAC-ST01","","","","","","","","","UGP2015KAC-ST01-00049","","","","20","14","1","2","8","1","2","14","20","12","2.16","0.07","3.8","4","3","1","3","4","0","2.23","6.03","32","0.108","0.005833333","0.0696875","2.285714286","1.6","1.428571429","1","0.159285714","0.1115","0.271428571","0.19","62.5","36.98175788","70","3.6","3.716666667","6.333333333","10.05","5.142857143","5.30952381","9.047619048","14.35714286"
"","","UGP2015KAC-ST01","","","","","","","","","UGP2015KAC-ST01-00050","","","","20","20","1","2","7","2","2","20","12","3","11","0.6","11.3","","2","1","1","1","0.02","11.6","22.9","15","0.916666667","0.2","0.773333333","0.75","0.75","0.6","0.6","0.58","0.58","0.565","0.565","80","50.65502183","100","18.33333333","19.33333333","18.83333333","38.16666667","18.33333333","19.33333333","18.83333333","38.16666667"
"","","UGP2015KAC-ST01","","","","","","","","","UGP2015KAC-ST01-00051","","","","20","20","1","2","5","2","2","20","10","3","13.8","0.4","8.8","","2","1","2","1","1.65","14.2","23","13","1.38","0.133333333","1.092307692","0.65","0.65","0.5","0.5","0.71","0.71","0.44","0.44","76.92307692","61.73913043","100","23","23.66666667","14.66666667","38.33333333","23","23.66666667","14.66666667","38.33333333"
"","","UGP2015KAC-ST01","","","","","","","","","UGP2015KAC-ST01-00052","","","","20","20","1","2","5","1","2","20","18","6","12","1.2","18","3","7","8","1","2","","13.2","31.2","24","0.666666667","0.2","0.55","1.2","1.2","0.9","0.9","0.66","0.66","0.9","0.9","75","42.30769231","100","20","22","30","52","20","22","30","52"
"","","UGP2015KAC-ST01","","","","","","","","","UGP2015KAC-ST01-00053","","","","20","13","3","2","8","1","1","13","11","20","1.04","0.26","2","3","1","1","4","5","1.17","1.3","3.3","31","0.094545455","0.013","0.041935484","2.384615385","1.55","0.846153846","0.55","0.1","0.065","0.153846154","0.1","35.48387097","39.39393939","65","1.733333333","2.166666667","3.333333333","5.5","2.666666667","3.333333333","5.128205128","8.461538462"
"","","UGP2015KAC-ST01","","","","","","","","","UGP2015KAC-ST01-00054","","","","20","12","3","3","6","1","2","12","3","4","0.28","0.04","3.6","3","1","1","3","6","0","0.32","3.92","7","0.093333333","0.01","0.045714286","0.583333333","0.35","0.25","0.15","0.026666667","0.016","0.3","0.18","42.85714286","8.163265306","60","0.466666667","0.533333333","6","6.533333333","0.777777778","0.888888889","10","10.88888889"
"","","UGP2015KAC-ST01","","","","","","","","","UGP2015KAC-ST01-00055","","","","20","20","2","2","8","2","2","20","30","12","12","0.4","12.9","8","3","6","1","1","","12.4","25.3","42","0.4","0.033333333","0.295238095","2.1","2.1","1.5","1.5","0.62","0.62","0.645","0.645","71.42857143","49.01185771","100","20","20.66666667","21.5","42.16666667","20","20.66666667","21.5","42.16666667"
"","","UGP2015KAC-ST01","","","","","","","","","UGP2015KAC-ST01-00056","","","","20","18","2","2","6","2","2","18","10","","9.9","0.5","9.8","7","","","","","11.03","10.4","20.2","","0.99","","","","","0.555555556","0.5","0.577777778","0.52","0.544444444","0.49","","51.48514851","90","16.5","17.33333333","16.33333333","33.66666667","18.33333333","19.25925926","18.14814815","37.40740741"
"","","UGP2015KAC-ST01","","","","","","","","","UGP2015KAC-ST01-00057","","","","20","20","1","2","5","2","2","20","13","5","13.8","0.6","11.5","","1","1","2","1","0","14.4","25.9","18","1.061538462","0.12","0.8","0.9","0.9","0.65","0.65","0.72","0.72","0.575","0.575","72.22222222","55.5984556","100","23","24","19.16666667","43.16666667","23","24","19.16666667","43.16666667"
"","","UGP2015KAC-ST01","","","","","","","","","UGP2015KAC-ST01-00058","","","","20","14","2","2","8","2","2","14","36","16","14.4","1.2","22","8","6","4","1","1","3.03","15.6","37.6","52","0.4","0.075","0.3","3.714285714","2.6","2.571428571","1.8","1.114285714","0.78","1.571428571","1.1","69.23076923","41.4893617","70","24","26","36.66666667","62.66666667","34.28571429","37.14285714","52.38095238","89.52380952"
"","","UGP2015KAC-ST01","","","","","","","","","UGP2015KAC-ST01-00059","","","","20","12","2","2","7","1","2","12","12","17","0.26","0.42","2.1","2","2","1","4","5","1.76","0.68","2.78","29","0.021666667","0.024705882","0.023448276","2.416666667","1.45","1","0.6","0.056666667","0.034","0.175","0.105","41.37931034","24.46043165","60","0.433333333","1.133333333","3.5","4.633333333","0.722222222","1.888888889","5.833333333","7.722222222"
