"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|month 1|after planting|COMP:0000023","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Vine vigor estimating 1-9|CO_331:0000197","Alternaria symptoms estimating 1-9|month 1|before harvest|COMP:0000022","Alternaria symptoms estimating 1-9|month 1|after planting|COMP:0000026","Number of plants harvested per NET plot|CO_331:0000679","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Storage root skin predominant color estimating 1-9 CIP|CO_331:0000175","Storage root size estimating 1-9|CO_331:0000184","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Sprouting ability estimating 1-9|CO_331:0000277","Content of beta-carotene in fresh weight basis in raw storage roots estimating from RHS color chart in mg per 100g|CO_331:0001023","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Number of storage roots after harvest per NET plot|CO_331:0000233","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Total storage roots yield computation tons per ha|CO_331:0000296","Total foliage yield in tons per ha|CO_331:0000684","Biomass yield in tons per ha|CO_331:0001003","Average total storage root weight computation kg|CO_331:0002040","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","UGP2016KAC-ST01","","","","","","","","","UGP2016KAC-ST01-00052","","","","20","8","1","1","9","1","1","8","16","14","2","","22","5","3","3","1","1","0","","","0.125","","30","3.75","1.5","2","0.8","","","2.75","1.1","53.33333333","","40","3.333333333","","36.66666667","","","8.333333333","","91.66666667",""
"","","UGP2016KAC-ST01","","","","","","","","","UGP2016KAC-ST01-00053","","","","20","","1","2","7","1","3","","17","9","23.6","1.2","16","7","7","3","1","1","1.04","24.8","40.8","1.388235294","0.133333333","26","","1.3","","0.85","","1.24","","0.8","65.38461538","60.78431373","","39.33333333","41.33333333","26.66666667","68","0.953846154","","","",""
"","","UGP2016KAC-ST01","","","","","","","","","UGP2016KAC-ST01-00054","","","","20","8","1","2","8","1","2","8","12","5","8.4","1.4","16.5","3","3","4","1","1","7.76","9.8","26.3","0.7","0.28","17","2.125","0.85","1.5","0.6","1.225","0.49","2.0625","0.825","70.58823529","37.26235741","40","14","16.33333333","27.5","43.83333333","0.576470588","35","40.83333333","68.75","109.5833333"
"","","UGP2016KAC-ST01","","","","","","","","","UGP2016KAC-ST01-00055","","","","20","8","2","1","8","1","1","8","4","0","0.6","0","6","3","4","8","1","1","0","0.6","6.6","0.15","","4","0.5","0.2","0.5","0.2","0.075","0.03","0.75","0.3","100","9.090909091","40","1","1","10","11","0.15","2.5","2.5","25","27.5"
"","","UGP2016KAC-ST01","","","","","","","","","UGP2016KAC-ST01-00056","","","","6","4","2","8","2","2","3","2","0","4","0","1","6","","","","","1","","1","7","","0.25","4","2","0.666666667","0","0","0.5","0.166666667","3","1","0","14.28571429","33.33333333","0","5.555555556","33.33333333","38.88888889","0.25","0","16.66666667","100","116.6666667"
"","","UGP2016KAC-ST01","","","","","","","","","UGP2016KAC-ST01-00057","","","","20","8","1","1","9","1","1","8","2","0","1.8","0","6","3","5","4","1","1","10.5","1.8","7.8","0.9","","2","0.25","0.1","0.25","0.1","0.225","0.09","0.75","0.3","100","23.07692308","40","3","3","10","13","0.9","7.5","7.5","25","32.5"
"","","UGP2016KAC-ST01","","","","","","","","","UGP2016KAC-ST01-00058","","","","20","10","1","1","8","1","1","10","22","14","1.62","0.4","8","3","6","7","1","1","0","2.02","10.02","0.073636364","0.028571429","36","3.6","1.8","2.2","1.1","0.202","0.101","0.8","0.4","61.11111111","20.15968064","50","2.7","3.366666667","13.33333333","16.7","0.056111111","5.4","6.733333333","26.66666667","33.4"
"","","UGP2016KAC-ST01","","","","","","","","","UGP2016KAC-ST01-00059","","","","20","4","2","2","9","1","2","4","4","12","1.6","0.04","","8","3","6","1","1","3.96","1.64","","0.4","0.003333333","16","4","0.8","1","0.2","0.41","0.082","","","25","","20","2.666666667","2.733333333","","","0.1025","13.33333333","13.66666667","",""
"","","UGP2016KAC-ST01","","","","","","","","","UGP2016KAC-ST01-00060","","","","20","4","1","2","4","1","2","4","11","17","13.5","2","12.3","4","4","6","1","1","0.12","15.5","27.8","1.227272727","0.117647059","28","7","1.4","2.75","0.55","3.875","0.775","3.075","0.615","39.28571429","55.75539568","20","22.5","25.83333333","20.5","46.33333333","0.553571429","112.5","129.1666667","102.5","231.6666667"
"","","UGP2016KAC-ST01","","","","","","","","","UGP2016KAC-ST01-00061","","","","20","6","2","1","9","1","1","6","0","0","0","0","8","","","","","","","0","8","","","0","0","0","0","0","0","0","1.333333333","0.4","","0","30","0","0","13.33333333","13.33333333","","0","0","44.44444444","44.44444444"
"","","UGP2016KAC-ST01","","","","","","","","","UGP2016KAC-ST01-00062","","","","20","10","2","2","8","1","2","10","0","0","0","0","4","","","","","","","0","4","","","0","0","0","0","0","0","0","0.4","0.2","","0","50","0","0","6.666666667","6.666666667","","0","0","13.33333333","13.33333333"
"","","UGP2016KAC-ST01","","","","","","","","","UGP2016KAC-ST01-00063","","","","20","10","1","2","7","1","3","10","14","7","11.6","0.8","15","3","4","5","1","1","11.03","12.4","27.4","0.828571429","0.114285714","21","2.1","1.05","1.4","0.7","1.24","0.62","1.5","0.75","66.66666667","45.25547445","50","19.33333333","20.66666667","25","45.66666667","0.59047619","38.66666667","41.33333333","50","91.33333333"
"","","UGP2016KAC-ST01","","","","","","","","","UGP2016KAC-ST01-00064","","","","20","10","1","2","7","1","1","10","10","12","1","0.4","4","9","5","3","1","1","7.76","1.4","5.4","0.1","0.033333333","22","2.2","1.1","1","0.5","0.14","0.07","0.4","0.2","45.45454545","25.92592593","50","1.666666667","2.333333333","6.666666667","9","0.063636364","3.333333333","4.666666667","13.33333333","18"
"","","UGP2016KAC-ST01","","","","","","","","","UGP2016KAC-ST01-00065","","","","20","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2016KAC-ST01","","","","","","","","","UGP2016KAC-ST01-00066","","","","20","8","2","2","9","1","2","8","2","0","2","0","10","8","2","3","1","3","0","2","12","1","","2","0.25","0.1","0.25","0.1","0.25","0.1","1.25","0.5","100","16.66666667","40","3.333333333","3.333333333","16.66666667","20","1","8.333333333","8.333333333","41.66666667","50"
"","","UGP2016KAC-ST01","","","","","","","","","UGP2016KAC-ST01-00067","","","","20","6","2","2","8","1","2","6","14","0","2","0","4","8","4","6","1","1","0.02","2","6","0.142857143","","14","2.333333333","0.7","2.333333333","0.7","0.333333333","0.1","0.666666667","0.2","100","33.33333333","30","3.333333333","3.333333333","6.666666667","10","0.142857143","11.11111111","11.11111111","22.22222222","33.33333333"
"","","UGP2016KAC-ST01","","","","","","","","","UGP2016KAC-ST01-00068","","","","20","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2016KAC-ST01","","","","","","","","","UGP2016KAC-ST01-00069","","","","20","10","2","2","8","1","2","10","0","0","0","0","4","","","","","","","0","4","","","0","0","0","0","0","0","0","0.4","0.2","","0","50","0","0","6.666666667","6.666666667","","0","0","13.33333333","13.33333333"
"","","UGP2016KAC-ST01","","","","","","","","","UGP2016KAC-ST01-00070","","","","20","2","1","1","7","1","1","2","0","0","0","0","1.8","","","","","","","0","1.8","","","0","0","0","0","0","0","0","0.9","0.09","","0","10","0","0","3","3","","0","0","30","30"
"","","UGP2016KAC-ST01","","","","","","","","","UGP2016KAC-ST01-00071","","","","20","2","","2","5","","2","2","0","0","0","0","6","","","","","","","0","6","","","0","0","0","0","0","0","0","3","0.3","","0","10","0","0","10","10","","0","0","100","100"
"","","UGP2016KAC-ST01","","","","","","","","","UGP2016KAC-ST01-00072","","","","20","8","1","1","9","1","1","8","2","0","1.8","0","6","3","5","4","1","1","0.12","1.8","7.8","0.9","","2","0.25","0.1","0.25","0.1","0.225","0.09","0.75","0.3","100","23.07692308","40","3","3","10","13","0.9","7.5","7.5","25","32.5"
"","","UGP2016KAC-ST01","","","","","","","","","UGP2016KAC-ST01-00073","","","","8","4","2","8","1","2","4","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2016KAC-ST01","","","","","","","","","UGP2016KAC-ST01-00074","","","","20","8","1","1","9","1","1","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2016KAC-ST01","","","","","","","","","UGP2016KAC-ST01-00075","","","","20","2","2","2","8","2","","2","4","2","0.4","0.02","4","3","6","3","1","1","0","0.42","4.42","0.1","0.01","6","3","0.3","2","0.2","0.21","0.021","2","0.2","66.66666667","9.502262443","10","0.666666667","0.7","6.666666667","7.366666667","0.07","6.666666667","7","66.66666667","73.66666667"
"","","UGP2016KAC-ST01","","","","","","","","","UGP2016KAC-ST01-00076","","","","20","14","2","2","8","1","2","14","14","0","2.8","0","8","2","2","3","1","1","0.12","2.8","10.8","0.2","","14","1","0.7","1","0.7","0.2","0.14","0.571428571","0.4","100","25.92592593","70","4.666666667","4.666666667","13.33333333","18","0.2","6.666666667","6.666666667","19.04761905","25.71428571"
"","","UGP2016KAC-ST01","","","","","","","","","UGP2016KAC-ST01-00077","","","","20","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2016KAC-ST01","","","","","","","","","UGP2016KAC-ST01-00078","","","","20","8","1","1","8","1","1","8","0","0","0","0","4","","","","","","","0","4","","","0","0","0","0","0","0","0","0.5","0.2","","0","40","0","0","6.666666667","6.666666667","","0","0","16.66666667","16.66666667"
"","","UGP2016KAC-ST01","","","","","","","","","UGP2016KAC-ST01-00079","","","","20","","1","2","8","1","1","","12","8","19","2.5","15.4","7","4","4","1","1","4.41","21.5","36.9","1.583333333","0.3125","20","","1","","0.6","","1.075","","0.77","60","58.26558266","","31.66666667","35.83333333","25.66666667","61.5","1.075","","","",""
"","","UGP2016KAC-ST01","","","","","","","","","UGP2016KAC-ST01-00080","","","","20","18","1","2","6","1","1","18","14","12","9.8","1.2","12","6","4","4","1","1","1.65","11","23","0.7","0.1","26","1.444444444","1.3","0.777777778","0.7","0.611111111","0.55","0.666666667","0.6","53.84615385","47.82608696","90","16.33333333","18.33333333","20","38.33333333","0.423076923","18.14814815","20.37037037","22.22222222","42.59259259"
"","","UGP2016KAC-ST01","","","","","","","","","UGP2016KAC-ST01-00081","","","","20","12","1","1","9","1","1","12","4","16","2.2","0.8","34","3","2","6","1","1","0.12","3","37","0.55","0.05","20","1.666666667","1","0.333333333","0.2","0.25","0.15","2.833333333","1.7","20","8.108108108","60","3.666666667","5","56.66666667","61.66666667","0.15","6.111111111","8.333333333","94.44444444","102.7777778"
"","","UGP2016KAC-ST01","","","","","","","","","UGP2016KAC-ST01-00082","","","","20","10","1","2","6","1","3","10","18","13","15","0.6","9.8","5","2","4","1","1","0","15.6","25.4","0.833333333","0.046153846","31","3.1","1.55","1.8","0.9","1.56","0.78","0.98","0.49","58.06451613","61.41732283","50","25","26","16.33333333","42.33333333","0.503225806","50","52","32.66666667","84.66666667"
"","","UGP2016KAC-ST01","","","","","","","","","UGP2016KAC-ST01-00083","","","","20","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2016KAC-ST01","","","","","","","","","UGP2016KAC-ST01-00084","","","","20","6","2","2","7","1","2","6","8","8","0.6","0.2","10","6","6","3","1","1","0.12","0.8","10.8","0.075","0.025","16","2.666666667","0.8","1.333333333","0.4","0.133333333","0.04","1.666666667","0.5","50","7.407407407","30","1","1.333333333","16.66666667","18","0.05","3.333333333","4.444444444","55.55555556","60"
