"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|month 1|after planting|COMP:0000023","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Vine vigor estimating 1-9|CO_331:0000197","Alternaria symptoms estimating 1-9|month 1|before harvest|COMP:0000022","Alternaria symptoms estimating 1-9|month 1|after planting|COMP:0000026","Number of plants harvested per NET plot|CO_331:0000679","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Storage root skin predominant color estimating 1-9 CIP|CO_331:0000175","Storage root size estimating 1-9|CO_331:0000184","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Sprouting ability estimating 1-9|CO_331:0000277","Content of beta-carotene in fresh weight basis in raw storage roots estimating from RHS color chart in mg per 100g|CO_331:0001023","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Number of storage roots after harvest per NET plot|CO_331:0000233","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Average total storage root weight computation kg|CO_331:0002040","Commercial storage root yield tons per ha|CO_331:0000809","Total storage roots yield computation tons per ha|CO_331:0000296","Total foliage yield in tons per ha|CO_331:0000684","Biomass yield in tons per ha|CO_331:0001003","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","UGP2016NAM-AT01","","","","","","","","","UGP2016NAM-AT01-00001","","","","5","4","1","2","8","1","2","4","9","1","2.1","0.01","6.5","2","3","6","1","1","0.12","2.11","8.61","0.233333333","0.01","10","2.5","2","2.25","1.8","0.5275","0.422","1.625","1.3","90","24.50638792","80","0.211","14","14.06666667","43.33333333","57.4","17.5","17.58333333","54.16666667","71.75"
"","","UGP2016NAM-AT01","","","","","","","","","UGP2016NAM-AT01-00002","","","","5","1","1","2","6","1","2","1","0","2","0","0.02","0.2","4","7","3","1","3","11.03","0.02","0.22","","0.01","2","2","0.4","0","0","0.02","0.004","0.2","0.04","0","9.090909091","20","0.01","0","0.133333333","1.333333333","1.466666667","0","0.666666667","6.666666667","7.333333333"
"","","UGP2016NAM-AT01","","","","","","","","","UGP2016NAM-AT01-00003","","","","5","5","1","2","8","1","2","5","4","2","0.5","0.07","9.5","8","5","6","1","1","0","0.57","10.07","0.125","0.035","6","1.2","1.2","0.8","0.8","0.114","0.114","1.9","1.9","66.66666667","5.660377358","100","0.095","3.333333333","3.8","63.33333333","67.13333333","3.333333333","3.8","63.33333333","67.13333333"
"","","UGP2016NAM-AT01","","","","","","","","","UGP2016NAM-AT01-00004","","","","5","4","2","2","7","1","2","4","2","1","0.5","0.02","1.5","8","3","8","1","1","0.12","0.52","2.02","0.25","0.02","3","0.75","0.6","0.5","0.4","0.13","0.104","0.375","0.3","66.66666667","25.74257426","80","0.173333333","3.333333333","3.466666667","10","13.46666667","4.166666667","4.333333333","12.5","16.83333333"
"","","UGP2016NAM-AT01","","","","","","","","","UGP2016NAM-AT01-00005","","","","5","5","2","3","8","1","2","5","5","0","1.1","0","4.5","2","3","2","1","1","0.12","1.1","5.6","0.22","","5","1","1","1","1","0.22","0.22","0.9","0.9","100","19.64285714","100","0.22","7.333333333","7.333333333","30","37.33333333","7.333333333","7.333333333","30","37.33333333"
"","","UGP2016NAM-AT01","","","","","","","","","UGP2016NAM-AT01-00006","","","","5","2","2","3","7","1","1","2","1","0","","0","0.6","2","7","3","1","1","0.12","","","","","1","0.5","0.2","0.5","0.2","","","0.3","0.12","100","","40","","","","4","","","","10",""
"","","UGP2016NAM-AT01","","","","","","","","","UGP2016NAM-AT01-00007","","","","5","4","2","2","8","2","2","4","7","2","1.5","0.05","5.6","5","3","6","1","1","0.12","1.55","7.15","0.214285714","0.025","9","2.25","1.8","1.75","1.4","0.3875","0.31","1.4","1.12","77.77777778","21.67832168","80","0.172222222","10","10.33333333","37.33333333","47.66666667","12.5","12.91666667","46.66666667","59.58333333"
"","","UGP2016NAM-AT01","","","","","","","","","UGP2016NAM-AT01-00008","","","","5","5","1","2","6","2","2","5","6","1","1","0.03","1.5","8","5","3","1","1","0","1.03","2.53","0.166666667","0.03","7","1.4","1.4","1.2","1.2","0.206","0.206","0.3","0.3","85.71428571","40.71146245","100","0.147142857","6.666666667","6.866666667","10","16.86666667","6.666666667","6.866666667","10","16.86666667"
"","","UGP2016NAM-AT01","","","","","","","","","UGP2016NAM-AT01-00009","","","","5","5","2","3","7","1","2","4","5","1","1.1","0.02","1.5","8","3","8","1","1","1.76","1.12","2.62","0.22","0.02","6","1.5","1.2","1.25","1","0.28","0.224","0.375","0.3","83.33333333","42.7480916","80","0.186666667","7.333333333","7.466666667","10","17.46666667","9.166666667","9.333333333","12.5","21.83333333"
"","","UGP2016NAM-AT01","","","","","","","","","UGP2016NAM-AT01-00010","","","","5","4","2","3","7","1","2","4","4","0","1.2","0","1.7","9","1","6","1","1","0","1.2","2.9","0.3","","4","1","0.8","1","0.8","0.3","0.24","0.425","0.34","100","41.37931034","80","0.3","8","8","11.33333333","19.33333333","10","10","14.16666667","24.16666667"
"","","UGP2016NAM-AT01","","","","","","","","","UGP2016NAM-AT01-00011","","","","5","5","1","2","7","1","2","5","5","1","1.4","0.02","2.1","8","3","4","1","1","0.12","1.42","3.52","0.28","0.02","6","1.2","1.2","1","1","0.284","0.284","0.42","0.42","83.33333333","40.34090909","100","0.236666667","9.333333333","9.466666667","14","23.46666667","9.333333333","9.466666667","14","23.46666667"
"","","UGP2016NAM-AT01","","","","","","","","","UGP2016NAM-AT01-00012","","","","5","4","2","3","6","1","2","4","8","3","1.2","0.07","2","2","3","8","1","1","0","1.27","3.27","0.15","0.023333333","11","2.75","2.2","2","1.6","0.3175","0.254","0.5","0.4","72.72727273","38.83792049","80","0.115454545","8","8.466666667","13.33333333","21.8","10","10.58333333","16.66666667","27.25"
"","","UGP2016NAM-AT01","","","","","","","","","UGP2016NAM-AT01-00013","","","","5","4","2","2","7","2","2","4","11","4","1.2","0.08","2.5","9","5","8","1","1","0.12","1.28","3.78","0.109090909","0.02","15","3.75","3","2.75","2.2","0.32","0.256","0.625","0.5","73.33333333","33.86243386","80","0.085333333","8","8.533333333","16.66666667","25.2","10","10.66666667","20.83333333","31.5"
"","","UGP2016NAM-AT01","","","","","","","","","UGP2016NAM-AT01-00014","","","","5","4","1","2","9","1","2","4","5","0","","0","7.5","","","","","","","","","","","5","1.25","1","1.25","1","","","1.875","1.5","100","","80","","","","50","","","","62.5",""
"","","UGP2016NAM-AT01","","","","","","","","","UGP2016NAM-AT01-00015","","","","5","5","1","2","7","1","2","4","8","1","1.7","0.01","3.6","9","3","8","1","1","0","1.71","5.31","0.2125","0.01","9","2.25","1.8","2","1.6","0.4275","0.342","0.9","0.72","88.88888889","32.20338983","80","0.19","11.33333333","11.4","24","35.4","14.16666667","14.25","30","44.25"
"","","UGP2016NAM-AT01","","","","","","","","","UGP2016NAM-AT01-00016","","","","5","4","2","3","7","1","2","3","2","0","0.2","0","4.6","2","3","2","1","1","0.12","0.2","4.8","0.1","","2","0.666666667","0.4","0.666666667","0.4","0.066666667","0.04","1.533333333","0.92","100","4.166666667","60","0.1","1.333333333","1.333333333","30.66666667","32","2.222222222","2.222222222","51.11111111","53.33333333"
"","","UGP2016NAM-AT01","","","","","","","","","UGP2016NAM-AT01-00017","","","","5","5","2","3","7","1","2","5","12","2","1.8","0.05","3.5","2","3","8","1","1","0","1.85","5.35","0.15","0.025","14","2.8","2.8","2.4","2.4","0.37","0.37","0.7","0.7","85.71428571","34.57943925","100","0.132142857","12","12.33333333","23.33333333","35.66666667","12","12.33333333","23.33333333","35.66666667"
"","","UGP2016NAM-AT01","","","","","","","","","UGP2016NAM-AT01-00018","","","","5","5","1","2","8","2","2","5","4","0","0.5","0","2.5","2","5","2","1","1","0","0.5","3","0.125","","4","0.8","0.8","0.8","0.8","0.1","0.1","0.5","0.5","100","16.66666667","100","0.125","3.333333333","3.333333333","16.66666667","20","3.333333333","3.333333333","16.66666667","20"
"","","UGP2016NAM-AT01","","","","","","","","","UGP2016NAM-AT01-00019","","","","5","3","2","4","5","1","2","3","2","1","0.2","0.01","0.5","9","5","6","1","1","0.12","0.21","0.71","0.1","0.01","3","1","0.6","0.666666667","0.4","0.07","0.042","0.166666667","0.1","66.66666667","29.57746479","60","0.07","1.333333333","1.4","3.333333333","4.733333333","2.222222222","2.333333333","5.555555556","7.888888889"
"","","UGP2016NAM-AT01","","","","","","","","","UGP2016NAM-AT01-00020","","","","5","4","2","2","7","2","4","4","7","0","1","0","2.6","8","3","8","1","1","0.12","1","3.6","0.142857143","","7","1.75","1.4","1.75","1.4","0.25","0.2","0.65","0.52","100","27.77777778","80","0.142857143","6.666666667","6.666666667","17.33333333","24","8.333333333","8.333333333","21.66666667","30"
"","","UGP2016NAM-AT01","","","","","","","","","UGP2016NAM-AT01-00021","","","","5","5","1","2","7","1","2","4","4","4","0.5","0.04","2.5","2","5","8","1","1","0.12","0.54","3.04","0.125","0.01","8","2","1.6","1","0.8","0.135","0.108","0.625","0.5","50","17.76315789","80","0.0675","3.333333333","3.6","16.66666667","20.26666667","4.166666667","4.5","20.83333333","25.33333333"
"","","UGP2016NAM-AT01","","","","","","","","","UGP2016NAM-AT01-00022","","","","5","5","2","3","9","2","2","5","2","0","0.3","0","5.5","2","3","6","1","1","0","0.3","5.8","0.15","","2","0.4","0.4","0.4","0.4","0.06","0.06","1.1","1.1","100","5.172413793","100","0.15","2","2","36.66666667","38.66666667","2","2","36.66666667","38.66666667"
