"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|month 1|after planting|COMP:0000023","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Vine vigor estimating 1-9|CO_331:0000197","Alternaria symptoms estimating 1-9|month 1|before harvest|COMP:0000022","Alternaria symptoms estimating 1-9|month 1|after planting|COMP:0000026","Number of plants harvested per NET plot|CO_331:0000679","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Storage root skin predominant color estimating 1-9 CIP|CO_331:0000175","Storage root size estimating 1-9|CO_331:0000184","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Sprouting ability estimating 1-9|CO_331:0000277","Content of beta-carotene in fresh weight basis in raw storage roots estimating from RHS color chart in mg per 100g|CO_331:0001023","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Number of storage roots after harvest per NET plot|CO_331:0000233","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Total storage roots yield computation tons per ha|CO_331:0000296","Total foliage yield in tons per ha|CO_331:0000684","Biomass yield in tons per ha|CO_331:0001003","Average total storage root weight computation kg|CO_331:0002040","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","UGP2015NGE-ST01","","","","","","","","","UGP2015NGE-ST01-00011","","","","20","14","2","2","6","2","2","4","0","2","0","0.02","10","9","7","7","2","1","1.04","0.02","10.02","","0.01","2","0.5","0.1","0","0","0.005","0.001","2.5","0.5","0","0.199600798","20","0","0.033333333","16.66666667","16.7","0.01","0","0.166666667","83.33333333","83.5"
"","","UGP2015NGE-ST01","","","","","","","","","UGP2015NGE-ST01-00012","","","","20","4","2","","","2","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2015NGE-ST01","","","","","","","","","UGP2015NGE-ST01-00013","","","","20","8","2","3","6","2","2","8","28","26","3.4","0.2","3","3","5","3","2","1","0","3.6","6.6","0.121428571","0.007692308","54","6.75","2.7","3.5","1.4","0.45","0.18","0.375","0.15","51.85185185","54.54545455","40","5.666666667","6","5","11","0.066666667","14.16666667","15","12.5","27.5"
"","","UGP2015NGE-ST01","","","","","","","","","UGP2015NGE-ST01-00014","","","","20","12","2","2","8","2","2","12","42","18","8","0.4","4.2","4","4","3","2","1","0","8.4","12.6","0.19047619","0.022222222","60","5","3","3.5","2.1","0.7","0.42","0.35","0.21","70","66.66666667","60","13.33333333","14","7","21","0.14","22.22222222","23.33333333","11.66666667","35"
"","","UGP2015NGE-ST01","","","","","","","","","UGP2015NGE-ST01-00015","","","","20","14","2","2","9","2","2","14","0","8","0","0.2","9.4","4","7","3","2","1","0.02","0.2","9.6","","0.025","8","0.571428571","0.4","0","0","0.014285714","0.01","0.671428571","0.47","0","2.083333333","70","0","0.333333333","15.66666667","16","0.025","0","0.476190476","22.38095238","22.85714286"
"","","UGP2015NGE-ST01","","","","","","","","","UGP2015NGE-ST01-00016","","","","20","17","1","2","7","1","1","17","12","11","12","0.4","12.8","7","3","3","1","1","3.76","12.4","25.2","1","0.036363636","23","1.352941176","1.15","0.705882353","0.6","0.729411765","0.62","0.752941176","0.64","52.17391304","49.20634921","85","20","20.66666667","21.33333333","42","0.539130435","23.52941176","24.31372549","25.09803922","49.41176471"
"","","UGP2015NGE-ST01","","","","","","","","","UGP2015NGE-ST01-00017","","","","20","15","1","2","7","1","1","15","7","13","9.8","0.004","10.5","3","2","3","1","1","7.76","9.804","20.304","1.4","0.000307692","20","1.333333333","1","0.466666667","0.35","0.6536","0.4902","0.7","0.525","35","48.28605201","75","16.33333333","16.34","17.5","33.84","0.4902","21.77777778","21.78666667","23.33333333","45.12"
"","","UGP2015NGE-ST01","","","","","","","","","UGP2015NGE-ST01-00018","","","","20","14","1","2","8","1","2","14","52","16","18","1.02","3.2","4","2","8","2","1","1.38","19.02","22.22","0.346153846","0.06375","68","4.857142857","3.4","3.714285714","2.6","1.358571429","0.951","0.228571429","0.16","76.47058824","85.59855986","70","30","31.7","5.333333333","37.03333333","0.279705882","42.85714286","45.28571429","7.619047619","52.9047619"
"","","UGP2015NGE-ST01","","","","","","","","","UGP2015NGE-ST01-00019","","","","20","20","4","3","7","2","2","14","4","10","1.4","0.06","20","3","3","3","1","1","0","1.46","21.46","0.35","0.006","14","1","0.7","0.285714286","0.2","0.104285714","0.073","1.428571429","1","28.57142857","6.803355079","70","2.333333333","2.433333333","33.33333333","35.76666667","0.104285714","3.333333333","3.476190476","47.61904762","51.0952381"
"","","UGP2015NGE-ST01","","","","","","","","","UGP2015NGE-ST01-00020","","","","20","16","1","2","6","1","1","16","7","7","18","0.28","16.8","8","6","3","1","1","1.65","18.28","35.08","2.571428571","0.04","14","0.875","0.7","0.4375","0.35","1.1425","0.914","1.05","0.84","50","52.10946408","80","30","30.46666667","28","58.46666667","1.305714286","37.5","38.08333333","35","73.08333333"
"","","UGP2015NGE-ST01","","","","","","","","","UGP2015NGE-ST01-00021","","","","20","16","3","3","8","2","2","10","0","8","0","1","12","3","7","3","2","1","0","1","13","","0.125","8","0.8","0.4","0","0","0.1","0.05","1.2","0.6","0","7.692307692","50","0","1.666666667","20","21.66666667","0.125","0","3.333333333","40","43.33333333"
"","","UGP2015NGE-ST01","","","","","","","","","UGP2015NGE-ST01-00022","","","","20","16","2","2","8","2","2","12","6","22","1.6","0.12","3.2","5","4","3","1","1","1.38","1.72","4.92","0.266666667","0.005454545","28","2.333333333","1.4","0.5","0.3","0.143333333","0.086","0.266666667","0.16","21.42857143","34.95934959","60","2.666666667","2.866666667","5.333333333","8.2","0.061428571","4.444444444","4.777777778","8.888888889","13.66666667"
"","","UGP2015NGE-ST01","","","","","","","","","UGP2015NGE-ST01-00023","","","","20","20","1","3","8","1","1","20","8","5","12.3","0.6","12.3","5","4","2","2","1","0","12.9","25.2","1.5375","0.12","13","0.65","0.65","0.4","0.4","0.645","0.645","0.615","0.615","61.53846154","51.19047619","100","20.5","21.5","20.5","42","0.992307692","20.5","21.5","20.5","42"
"","","UGP2015NGE-ST01","","","","","","","","","UGP2015NGE-ST01-00024","","","","20","17","1","2","6","1","1","17","14","14","16","0.08","13.3","5","3","4","1","1","0.03","16.08","29.38","1.142857143","0.005714286","28","1.647058824","1.4","0.823529412","0.7","0.945882353","0.804","0.782352941","0.665","50","54.7311096","85","26.66666667","26.8","22.16666667","48.96666667","0.574285714","31.37254902","31.52941176","26.07843137","57.60784314"
"","","UGP2015NGE-ST01","","","","","","","","","UGP2015NGE-ST01-00025","","","","20","12","3","3","7","2","2","12","0","4","0","0.04","16","4","7","3","1","1","3.96","0.04","16.04","","0.01","4","0.333333333","0.2","0","0","0.003333333","0.002","1.333333333","0.8","0","0.249376559","60","0","0.066666667","26.66666667","26.73333333","0.01","0","0.111111111","44.44444444","44.55555556"
"","","UGP2015NGE-ST01","","","","","","","","","UGP2015NGE-ST01-00026","","","","20","10","3","3","6","2","2","10","8","6","1","0.02","3","5","6","3","1","1","10.5","1.02","4.02","0.125","0.003333333","14","1.4","0.7","0.8","0.4","0.102","0.051","0.3","0.15","57.14285714","25.37313433","50","1.666666667","1.7","5","6.7","0.072857143","3.333333333","3.4","10","13.4"
"","","UGP2015NGE-ST01","","","","","","","","","UGP2015NGE-ST01-00027","","","","20","14","2","2","9","1","2","14","8","0","6.2","0","3.2","8","2","4","2","1","6.12","6.2","9.4","0.775","","8","0.571428571","0.4","0.571428571","0.4","0.442857143","0.31","0.228571429","0.16","100","65.95744681","70","10.33333333","10.33333333","5.333333333","15.66666667","0.775","14.76190476","14.76190476","7.619047619","22.38095238"
"","","UGP2015NGE-ST01","","","","","","","","","UGP2015NGE-ST01-00028","","","","20","18","2","2","8","2","2","14","28","8","16","0.6","4.6","8","2","4","2","1","4.41","16.6","21.2","0.571428571","0.075","36","2.571428571","1.8","2","1.4","1.185714286","0.83","0.328571429","0.23","77.77777778","78.30188679","70","26.66666667","27.66666667","7.666666667","35.33333333","0.461111111","38.0952381","39.52380952","10.95238095","50.47619048"
"","","UGP2015NGE-ST01","","","","","","","","","UGP2015NGE-ST01-00029","","","","20","20","2","2","8","2","2","12","30","36","4","0.16","6.2","4","6","7","2","1","7.23","4.16","10.36","0.133333333","0.004444444","66","5.5","3.3","2.5","1.5","0.346666667","0.208","0.516666667","0.31","45.45454545","40.15444015","60","6.666666667","6.933333333","10.33333333","17.26666667","0.063030303","11.11111111","11.55555556","17.22222222","28.77777778"
"","","UGP2015NGE-ST01","","","","","","","","","UGP2015NGE-ST01-00030","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","UGP2015NGE-ST01","","","","","","","","","UGP2015NGE-ST01-00031","","","","20","14","2","3","7","2","2","10","32","22","12","1","20","3","2","7","2","1","1.17","13","33","0.375","0.045454545","54","5.4","2.7","3.2","1.6","1.3","0.65","2","1","59.25925926","39.39393939","50","20","21.66666667","33.33333333","55","0.240740741","40","43.33333333","66.66666667","110"
"","","UGP2015NGE-ST01","","","","","","","","","UGP2015NGE-ST01-00032","","","","20","20","1","2","6","1","1","20","10","10","14.3","0.8","18","7","2","3","1","1","3.03","15.1","33.1","1.43","0.08","20","1","1","0.5","0.5","0.755","0.755","0.9","0.9","50","45.61933535","100","23.83333333","25.16666667","30","55.16666667","0.755","23.83333333","25.16666667","30","55.16666667"
"","","UGP2015NGE-ST01","","","","","","","","","UGP2015NGE-ST01-00033","","","","20","20","3","3","9","2","2","18","4","2","0.8","0.02","11.8","3","7","3","1","1","0","0.82","12.62","0.2","0.01","6","0.333333333","0.3","0.222222222","0.2","0.045555556","0.041","0.655555556","0.59","66.66666667","6.497622821","90","1.333333333","1.366666667","19.66666667","21.03333333","0.136666667","1.481481481","1.518518519","21.85185185","23.37037037"
"","","UGP2015NGE-ST01","","","","","","","","","UGP2015NGE-ST01-00034","","","","20","17","1","3","6","1","2","17","8","9","14.1","0.09","14.1","7","3","2","2","1","0","14.19","28.29","1.7625","0.01","17","1","0.85","0.470588235","0.4","0.834705882","0.7095","0.829411765","0.705","47.05882353","50.15906681","85","23.5","23.65","23.5","47.15","0.834705882","27.64705882","27.82352941","27.64705882","55.47058824"
"","","UGP2015NGE-ST01","","","","","","","","","UGP2015NGE-ST01-00035","","","","20","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2015NGE-ST01","","","","","","","","","UGP2015NGE-ST01-00036","","","","20","18","3","2","8","2","2","10","0","0","0","0","14","","","","","","","0","14","","","0","0","0","0","0","0","0","1.4","0.7","","0","50","0","0","23.33333333","23.33333333","","0","0","46.66666667","46.66666667"
"","","UGP2015NGE-ST01","","","","","","","","","UGP2015NGE-ST01-00037","","","","20","14","2","2","8","2","2","14","18","4","6","0.04","8","8","3","4","1","1","1.04","6.04","14.04","0.333333333","0.01","22","1.571428571","1.1","1.285714286","0.9","0.431428571","0.302","0.571428571","0.4","81.81818182","43.01994302","70","10","10.06666667","13.33333333","23.4","0.274545455","14.28571429","14.38095238","19.04761905","33.42857143"
"","","UGP2015NGE-ST01","","","","","","","","","UGP2015NGE-ST01-00038","","","","20","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2015NGE-ST01","","","","","","","","","UGP2015NGE-ST01-00039","","","","20","16","2","2","8","2","2","16","74","10","12","0.08","7.6","3","3","3","1","1","0","12.08","19.68","0.162162162","0.008","84","5.25","4.2","4.625","3.7","0.755","0.604","0.475","0.38","88.0952381","61.38211382","80","20","20.13333333","12.66666667","32.8","0.143809524","25","25.16666667","15.83333333","41"
"","","UGP2015NGE-ST01","","","","","","","","","UGP2015NGE-ST01-00040","","","","20","12","3","3","7","2","2","8","6","0","1.2","0","12","8","5","4","1","1","0","1.2","13.2","0.2","","6","0.75","0.3","0.75","0.3","0.15","0.06","1.5","0.6","100","9.090909091","40","2","2","20","22","0.2","5","5","50","55"
"","","UGP2015NGE-ST01","","","","","","","","","UGP2015NGE-ST01-00041","","","","20","17","1","3","6","1","1","17","9","12","15.6","0.4","17.6","7","4","3","1","1","0","16","33.6","1.733333333","0.033333333","21","1.235294118","1.05","0.529411765","0.45","0.941176471","0.8","1.035294118","0.88","42.85714286","47.61904762","85","26","26.66666667","29.33333333","56","0.761904762","30.58823529","31.37254902","34.50980392","65.88235294"
"","","UGP2015NGE-ST01","","","","","","","","","UGP2015NGE-ST01-00042","","","","20","16","2","2","6","2","2","12","0","6","0","0.04","7.2","3","7","3","1","1","6.12","0.04","7.24","","0.006666667","6","0.5","0.3","0","0","0.003333333","0.002","0.6","0.36","0","0.552486188","60","0","0.066666667","12","12.06666667","0.006666667","0","0.111111111","20","20.11111111"
"","","UGP2015NGE-ST01","","","","","","","","","UGP2015NGE-ST01-00043","","","","20","6","3","3","7","2","2","6","0","0","0","0","8","","","","","","","0","8","","","0","0","0","0","0","0","0","1.333333333","0.4","","0","30","0","0","13.33333333","13.33333333","","0","0","44.44444444","44.44444444"
"","","UGP2015NGE-ST01","","","","","","","","","UGP2015NGE-ST01-00044","","","","20","14","2","2","8","2","2","6","12","4","3","0.04","12","4","3","3","1","1","7.23","3.04","15.04","0.25","0.01","16","2.666666667","0.8","2","0.6","0.506666667","0.152","2","0.6","75","20.21276596","30","5","5.066666667","20","25.06666667","0.19","16.66666667","16.88888889","66.66666667","83.55555556"
"","","UGP2015NGE-ST01","","","","","","","","","UGP2015NGE-ST01-00045","","","","20","12","3","3","6","2","2","8","0","0","0","0","4","","","","","","","0","4","","","0","0","0","0","0","0","0","0.5","0.2","","0","40","0","0","6.666666667","6.666666667","","0","0","16.66666667","16.66666667"
"","","UGP2015NGE-ST01","","","","","","","","","UGP2015NGE-ST01-00046","","","","20","14","4","3","8","2","2","8","18","6","6","0.04","12","9","2","4","1","1","0","6.04","18.04","0.333333333","0.006666667","24","3","1.2","2.25","0.9","0.755","0.302","1.5","0.6","75","33.48115299","40","10","10.06666667","20","30.06666667","0.251666667","25","25.16666667","50","75.16666667"
"","","UGP2015NGE-ST01","","","","","","","","","UGP2015NGE-ST01-00047","","","","20","15","1","2","6","1","1","15","8","7","17","0.85","21.2","8","5","3","1","1","1.5","17.85","39.05","2.125","0.121428571","15","1","0.75","0.533333333","0.4","1.19","0.8925","1.413333333","1.06","53.33333333","45.7106274","75","28.33333333","29.75","35.33333333","65.08333333","1.19","37.77777778","39.66666667","47.11111111","86.77777778"
"","","UGP2015NGE-ST01","","","","","","","","","UGP2015NGE-ST01-00048","","","","20","16","3","2","9","2","2","14","30","22","8","0.8","26","3","2","2","2","1","0","8.8","34.8","0.266666667","0.036363636","52","3.714285714","2.6","2.142857143","1.5","0.628571429","0.44","1.857142857","1.3","57.69230769","25.28735632","70","13.33333333","14.66666667","43.33333333","58","0.169230769","19.04761905","20.95238095","61.9047619","82.85714286"
"","","UGP2015NGE-ST01","","","","","","","","","UGP2015NGE-ST01-00049","","","","20","6","3","3","7","2","2","4","10","12","4","1","16","4","2","4","2","1","7.23","5","21","0.4","0.083333333","22","5.5","1.1","2.5","0.5","1.25","0.25","4","0.8","45.45454545","23.80952381","20","6.666666667","8.333333333","26.66666667","35","0.227272727","33.33333333","41.66666667","133.3333333","175"
"","","UGP2015NGE-ST01","","","","","","","","","UGP2015NGE-ST01-00050","","","","20","16","3","2","8","2","2","14","0","4","0","0.02","5.2","4","8","3","1","1","0","0.02","5.22","","0.005","4","0.285714286","0.2","0","0","0.001428571","0.001","0.371428571","0.26","0","0.383141762","70","0","0.033333333","8.666666667","8.7","0.005","0","0.047619048","12.38095238","12.42857143"
"","","UGP2015NGE-ST01","","","","","","","","","UGP2015NGE-ST01-00051","","","","20","18","1","2","7","1","1","18","8","8","16","0.9","11","6","6","5","1","1","0.15","16.9","27.9","2","0.1125","16","0.888888889","0.8","0.444444444","0.4","0.938888889","0.845","0.611111111","0.55","50","60.5734767","90","26.66666667","28.16666667","18.33333333","46.5","1.05625","29.62962963","31.2962963","20.37037037","51.66666667"
"","","UGP2015NGE-ST01","","","","","","","","","UGP2015NGE-ST01-00052","","","","20","18","2","2","8","2","2","14","16","6","4.8","0.2","4.8","8","2","4","1","1","1.04","5","9.8","0.3","0.033333333","22","1.571428571","1.1","1.142857143","0.8","0.357142857","0.25","0.342857143","0.24","72.72727273","51.02040816","70","8","8.333333333","8","16.33333333","0.227272727","11.42857143","11.9047619","11.42857143","23.33333333"
"","","UGP2015NGE-ST01","","","","","","","","","UGP2015NGE-ST01-00053","","","","20","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2015NGE-ST01","","","","","","","","","UGP2015NGE-ST01-00054","","","","20","16","2","2","9","2","2","14","40","28","24","3","11.2","4","1","6","2","1","0","27","38.2","0.6","0.107142857","68","4.857142857","3.4","2.857142857","2","1.928571429","1.35","0.8","0.56","58.82352941","70.68062827","70","40","45","18.66666667","63.66666667","0.397058824","57.14285714","64.28571429","26.66666667","90.95238095"
"","","UGP2015NGE-ST01","","","","","","","","","UGP2015NGE-ST01-00055","","","","20","16","4","3","8","2","2","10","16","10","2.2","0.06","6.6","5","5","2","1","1","11.03","2.26","8.86","0.1375","0.006","26","2.6","1.3","1.6","0.8","0.226","0.113","0.66","0.33","61.53846154","25.50790068","50","3.666666667","3.766666667","11","14.76666667","0.086923077","7.333333333","7.533333333","22","29.53333333"
"","","UGP2015NGE-ST01","","","","","","","","","UGP2015NGE-ST01-00056","","","","20","15","1","3","9","1","1","15","10","11","11","0.8","15.2","3","6","4","1","1","10.5","11.8","27","1.1","0.072727273","21","1.4","1.05","0.666666667","0.5","0.786666667","0.59","1.013333333","0.76","47.61904762","43.7037037","75","18.33333333","19.66666667","25.33333333","45","0.561904762","24.44444444","26.22222222","33.77777778","60"
"","","UGP2015NGE-ST01","","","","","","","","","UGP2015NGE-ST01-00057","","","","20","18","3","3","8","2","2","16","18","10","18","0.08","3.6","3","1","8","2","1","1.17","18.08","21.68","1","0.008","28","1.75","1.4","1.125","0.9","1.13","0.904","0.225","0.18","64.28571429","83.39483395","80","30","30.13333333","6","36.13333333","0.645714286","37.5","37.66666667","7.5","45.16666667"
"","","UGP2015NGE-ST01","","","","","","","","","UGP2015NGE-ST01-00058","","","","20","14","2","2","7","2","2","10","0","4","0","2.2","8","4","7","3","1","1","1.04","2.2","10.2","","0.55","4","0.4","0.2","0","0","0.22","0.11","0.8","0.4","0","21.56862745","50","0","3.666666667","13.33333333","17","0.55","0","7.333333333","26.66666667","34"
"","","UGP2015NGE-ST01","","","","","","","","","UGP2015NGE-ST01-00059","","","","14","4","2","8","2","2","5","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2015NGE-ST01","","","","","","","","","UGP2015NGE-ST01-00060","","","","20","14","3","3","9","2","2","8","6","0","11.2","0","10","6","2","6","2","1","3.03","11.2","21.2","1.866666667","","6","0.75","0.3","0.75","0.3","1.4","0.56","1.25","0.5","100","52.83018868","40","18.66666667","18.66666667","16.66666667","35.33333333","1.866666667","46.66666667","46.66666667","41.66666667","88.33333333"
"","","UGP2015NGE-ST01","","","","","","","","","UGP2015NGE-ST01-00061","","","","20","16","2","2","9","2","2","14","22","6","12","0.1","12.4","8","1","4","2","1","0","12.1","24.5","0.545454545","0.016666667","28","2","1.4","1.571428571","1.1","0.864285714","0.605","0.885714286","0.62","78.57142857","49.3877551","70","20","20.16666667","20.66666667","40.83333333","0.432142857","28.57142857","28.80952381","29.52380952","58.33333333"
"","","UGP2015NGE-ST01","","","","","","","","","UGP2015NGE-ST01-00062","","","","20","16","3","3","8","2","2","14","0","6","0","0.2","5.2","3","7","3","1","1","0.12","0.2","5.4","","0.033333333","6","0.428571429","0.3","0","0","0.014285714","0.01","0.371428571","0.26","0","3.703703704","70","0","0.333333333","8.666666667","9","0.033333333","0","0.476190476","12.38095238","12.85714286"
