"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|month 1|after planting|COMP:0000023","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Vine vigor estimating 1-9|CO_331:0000197","Alternaria symptoms estimating 1-9|month 1|before harvest|COMP:0000022","Alternaria symptoms estimating 1-9|month 1|after planting|COMP:0000026","Number of plants harvested per NET plot|CO_331:0000679","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Storage root skin predominant color estimating 1-9 CIP|CO_331:0000175","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Sprouting ability estimating 1-9|CO_331:0000277","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Storage root size estimating 1-9|CO_331:0000184","Content of beta-carotene in fresh weight basis in raw storage roots estimating from RHS color chart in mg per 100g|CO_331:0001023","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Number of storage roots after harvest per NET plot|CO_331:0000233","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Total storage roots yield computation tons per ha|CO_331:0000296","Total foliage yield in tons per ha|CO_331:0000684","Biomass yield in tons per ha|CO_331:0001003","Average total storage root weight computation kg|CO_331:0002040","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","UGP2015SER-PT01","","","","","","","","","UGP2015SER-PT01-00001","","","","20","20","2","4","6","1","2","16","10","5","2","0.03","1.5","5","5","3","3","5","3.03","2.03","3.53","0.2","0.006","15","0.9375","0.75","0.625","0.5","0.126875","0.1015","0.09375","0.075","66.66666667","57.50708215","80","3.333333333","3.383333333","2.5","5.883333333","0.135333333","4.166666667","4.229166667","3.125","7.354166667"
"","","UGP2015SER-PT01","","","","","","","","","UGP2015SER-PT01-00002","","","","20","20","1","6","6","1","2","15","11","5","0.5","0.03","0.5","8","4","1","3","6","6.12","0.53","1.03","0.045454545","0.006","16","1.066666667","0.8","0.733333333","0.55","0.035333333","0.0265","0.033333333","0.025","68.75","51.45631068","75","0.833333333","0.883333333","0.833333333","1.716666667","0.033125","1.111111111","1.177777778","1.111111111","2.288888889"
"","","UGP2015SER-PT01","","","","","","","","","UGP2015SER-PT01-00003","","","","20","20","3","2","8","1","2","19","51","18","9.1","0.5","6","5","3","1","4","4","0.12","9.6","15.6","0.178431373","0.027777778","69","3.631578947","3.45","2.684210526","2.55","0.505263158","0.48","0.315789474","0.3","73.91304348","61.53846154","95","15.16666667","16","10","26","0.139130435","15.96491228","16.84210526","10.52631579","27.36842105"
"","","UGP2015SER-PT01","","","","","","","","","UGP2015SER-PT01-00004","","","","20","20","2","2","6","","2","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2015SER-PT01","","","","","","","","","UGP2015SER-PT01-00005","","","","20","20","1","3","7","1","2","16","4","2","0.4","0.02","8","2","2","1","3","6","0","0.42","8.42","0.1","0.01","6","0.375","0.3","0.25","0.2","0.02625","0.021","0.5","0.4","66.66666667","4.988123515","80","0.666666667","0.7","13.33333333","14.03333333","0.07","0.833333333","0.875","16.66666667","17.54166667"
"","","UGP2015SER-PT01","","","","","","","","","UGP2015SER-PT01-00006","","","","20","20","1","1","7","1","2","18","51","21","3","1","4.2","5","5","1","3","5","0.12","4","8.2","0.058823529","0.047619048","72","4","3.6","2.833333333","2.55","0.222222222","0.2","0.233333333","0.21","70.83333333","48.7804878","90","5","6.666666667","7","13.66666667","0.055555556","5.555555556","7.407407407","7.777777778","15.18518519"
"","","UGP2015SER-PT01","","","","","","","","","UGP2015SER-PT01-00007","","","","20","18","1","4","7","1","2","16","0","7","0","0.04","4","2","2","1","3","8","0.12","0.04","4.04","","0.005714286","7","0.4375","0.35","0","0","0.0025","0.002","0.25","0.2","0","0.99009901","80","0","0.066666667","6.666666667","6.733333333","0.005714286","0","0.083333333","8.333333333","8.416666667"
"","","UGP2015SER-PT01","","","","","","","","","UGP2015SER-PT01-00008","","","","20","19","1","3","7","1","2","19","10","6","1.5","0.09","8.5","6","2","1","2","5","0","1.59","10.09","0.15","0.015","16","0.842105263","0.8","0.526315789","0.5","0.083684211","0.0795","0.447368421","0.425","62.5","15.75817641","95","2.5","2.65","14.16666667","16.81666667","0.099375","2.631578947","2.789473684","14.9122807","17.70175439"
"","","UGP2015SER-PT01","","","","","","","","","UGP2015SER-PT01-00009","","","","20","17","2","4","7","1","2","16","12","9","1","0.1","6","5","3","1","3","5","14.37","1.1","7.1","0.083333333","0.011111111","21","1.3125","1.05","0.75","0.6","0.06875","0.055","0.375","0.3","57.14285714","15.49295775","80","1.666666667","1.833333333","10","11.83333333","0.052380952","2.083333333","2.291666667","12.5","14.79166667"
"","","UGP2015SER-PT01","","","","","","","","","UGP2015SER-PT01-00010","","","","20","16","1","1","7","1","1","16","15","6","3.2","0.07","4","2","5","1","4","4","0","3.27","7.27","0.213333333","0.011666667","21","1.3125","1.05","0.9375","0.75","0.204375","0.1635","0.25","0.2","71.42857143","44.97936726","80","5.333333333","5.45","6.666666667","12.11666667","0.155714286","6.666666667","6.8125","8.333333333","15.14583333"
"","","UGP2015SER-PT01","","","","","","","","","UGP2015SER-PT01-00011","","","","20","20","1","1","8","1","2","18","4","22","0.9","0.5","20","2","2","1","3","7","0","1.4","21.4","0.225","0.022727273","26","1.444444444","1.3","0.222222222","0.2","0.077777778","0.07","1.111111111","1","15.38461538","6.542056075","90","1.5","2.333333333","33.33333333","35.66666667","0.053846154","1.666666667","2.592592593","37.03703704","39.62962963"
"","","UGP2015SER-PT01","","","","","","","","","UGP2015SER-PT01-00012","","","","20","18","2","3","6","1","2","17","8","9","2","0.03","6","6","3","1","3","4","0.12","2.03","8.03","0.25","0.003333333","17","1","0.85","0.470588235","0.4","0.119411765","0.1015","0.352941176","0.3","47.05882353","25.28019925","85","3.333333333","3.383333333","10","13.38333333","0.119411765","3.921568627","3.980392157","11.76470588","15.74509804"
"","","UGP2015SER-PT01","","","","","","","","","UGP2015SER-PT01-00013","","","","20","20","2","2","6","1","2","18","16","25","1.5","0.5","1.5","2","4","4","7","6","0","2","3.5","0.09375","0.02","41","2.277777778","2.05","0.888888889","0.8","0.111111111","0.1","0.083333333","0.075","39.02439024","57.14285714","90","2.5","3.333333333","2.5","5.833333333","0.048780488","2.777777778","3.703703704","2.777777778","6.481481481"
"","","UGP2015SER-PT01","","","","","","","","","UGP2015SER-PT01-00014","","","","20","20","1","2","8","3","2","16","50","29","9.5","0.62","4","9","4","1","3","3","0.12","10.12","14.12","0.19","0.02137931","79","4.9375","3.95","3.125","2.5","0.6325","0.506","0.25","0.2","63.29113924","71.6713881","80","15.83333333","16.86666667","6.666666667","23.53333333","0.128101266","19.79166667","21.08333333","8.333333333","29.41666667"
