"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|month 1|after planting|COMP:0000023","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Vine vigor estimating 1-9|CO_331:0000197","Alternaria symptoms estimating 1-9|month 1|before harvest|COMP:0000022","Alternaria symptoms estimating 1-9|month 1|after planting|COMP:0000026","Number of plants harvested per NET plot|CO_331:0000679","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Storage root skin predominant color estimating 1-9 CIP|CO_331:0000175","Storage root size estimating 1-9|CO_331:0000184","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Sprouting ability estimating 1-9|CO_331:0000277","Content of beta-carotene in fresh weight basis in raw storage roots estimating from RHS color chart in mg per 100g|CO_331:0001023","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Total storage roots yield computation tons per ha|CO_331:0000296","Total foliage yield in tons per ha|CO_331:0000684","Biomass yield in tons per ha|CO_331:0001003","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","UGP2016KAC-PT04","","","","","","","","","UGP2016KAC-PT04-00011","","","","30","26","1","1","7","1","1","26","45","15","8","0.5","6","3","2","8","1","1","0","8.5","14.5","60","0.177777778","0.033333333","0.141666667","2.307692308","2","1.730769231","1.5","0.326923077","0.283333333","0.230769231","0.2","75","58.62068966","86.66666667","8.888888889","9.444444444","6.666666667","16.11111111","10.25641026","10.8974359","7.692307692","18.58974359"
"","","UGP2016KAC-PT04","","","","","","","","","UGP2016KAC-PT04-00012","","","","30","18","2","2","6","1","2","15","16","5","3.2","0.2","5.2","9","2","8","1","1","0.12","3.4","8.6","21","0.2","0.04","0.161904762","1.4","0.7","1.066666667","0.533333333","0.226666667","0.113333333","0.346666667","0.173333333","76.19047619","39.53488372","50","3.555555556","3.777777778","5.777777778","9.555555556","7.111111111","7.555555556","11.55555556","19.11111111"
"","","UGP2016KAC-PT04","","","","","","","","","UGP2016KAC-PT04-00013","","","","30","26","3","3","7","1","3","25","61","10","2.9","0.24","13.6","9","3","8","1","1","0.12","3.14","16.74","71","0.047540984","0.024","0.044225352","2.84","2.366666667","2.44","2.033333333","0.1256","0.104666667","0.544","0.453333333","85.91549296","18.75746714","83.33333333","3.222222222","3.488888889","15.11111111","18.6","3.866666667","4.186666667","18.13333333","22.32"
"","","UGP2016KAC-PT04","","","","","","","","","UGP2016KAC-PT04-00014","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","UGP2016KAC-PT04","","","","","","","","","UGP2016KAC-PT04-00015","","","","30","25","2","2","7","1","1","25","27","12","4","0.3","18.9","2","3","8","1","1","0","4.3","23.2","39","0.148148148","0.025","0.11025641","1.56","1.3","1.08","0.9","0.172","0.143333333","0.756","0.63","69.23076923","18.53448276","83.33333333","4.444444444","4.777777778","21","25.77777778","5.333333333","5.733333333","25.2","30.93333333"
"","","UGP2016KAC-PT04","","","","","","","","","UGP2016KAC-PT04-00016","","","","30","16","1","1","8","1","1","16","23","6","5","0.18","25.5","9","2","8","1","1","0.02","5.18","30.68","29","0.217391304","0.03","0.17862069","1.8125","0.966666667","1.4375","0.766666667","0.32375","0.172666667","1.59375","0.85","79.31034483","16.88396349","53.33333333","5.555555556","5.755555556","28.33333333","34.08888889","10.41666667","10.79166667","53.125","63.91666667"
"","","UGP2016KAC-PT04","","","","","","","","","UGP2016KAC-PT04-00017","","","","30","27","1","2","8","1","2","27","36","23","6.2","0.58","20.2","8","2","6","1","3","0.02","6.78","26.98","59","0.172222222","0.025217391","0.114915254","2.185185185","1.966666667","1.333333333","1.2","0.251111111","0.226","0.748148148","0.673333333","61.01694915","25.12972572","90","6.888888889","7.533333333","22.44444444","29.97777778","7.654320988","8.37037037","24.9382716","33.30864198"
"","","UGP2016KAC-PT04","","","","","","","","","UGP2016KAC-PT04-00018","","","","30","25","2","2","8","1","2","19","23","25","3.2","0.54","17.2","9","2","3","1","1","0","3.74","20.94","48","0.139130435","0.0216","0.077916667","2.526315789","1.6","1.210526316","0.766666667","0.196842105","0.124666667","0.905263158","0.573333333","47.91666667","17.86055396","63.33333333","3.555555556","4.155555556","19.11111111","23.26666667","5.614035088","6.561403509","30.1754386","36.73684211"
"","","UGP2016KAC-PT04","","","","","","","","","UGP2016KAC-PT04-00019","","","","30","25","1","2","8","1","1","25","25","7","5.4","0.19","15","2","1","4","1","3","0","5.59","20.59","32","0.216","0.027142857","0.1746875","1.28","1.066666667","1","0.833333333","0.2236","0.186333333","0.6","0.5","78.125","27.14910151","83.33333333","6","6.211111111","16.66666667","22.87777778","7.2","7.453333333","20","27.45333333"
"","","UGP2016KAC-PT04","","","","","","","","","UGP2016KAC-PT04-00020","","","","30","26","1","1","6","1","2","26","24","20","4.4","0.9","2.4","2","3","4","1","1","0","5.3","7.7","44","0.183333333","0.045","0.120454545","1.692307692","1.466666667","0.923076923","0.8","0.203846154","0.176666667","0.092307692","0.08","54.54545455","68.83116883","86.66666667","4.888888889","5.888888889","2.666666667","8.555555556","5.641025641","6.794871795","3.076923077","9.871794872"
"","","UGP2016KAC-PT04","","","","","","","","","UGP2016KAC-PT04-00021","","","","30","27","2","3","7","2","3","27","6","2","0.6","0.05","3.4","9","4","8","1","1","0.12","0.65","4.05","8","0.1","0.025","0.08125","0.296296296","0.266666667","0.222222222","0.2","0.024074074","0.021666667","0.125925926","0.113333333","75","16.04938272","90","0.666666667","0.722222222","3.777777778","4.5","0.740740741","0.802469136","4.197530864","5"
"","","UGP2016KAC-PT04","","","","","","","","","UGP2016KAC-PT04-00022","","","","30","23","2","2","6","3","4","21","16","15","1","0.4","2.8","5","5","3","1","3","10.5","1.4","4.2","31","0.0625","0.026666667","0.04516129","1.476190476","1.033333333","0.761904762","0.533333333","0.066666667","0.046666667","0.133333333","0.093333333","51.61290323","33.33333333","70","1.111111111","1.555555556","3.111111111","4.666666667","1.587301587","2.222222222","4.444444444","6.666666667"
"","","UGP2016KAC-PT04","","","","","","","","","UGP2016KAC-PT04-00023","","","","30","24","3","3","7","1","1","20","9","14","0.2","0.2","12.5","9","6","8","1","1","0","0.4","12.9","23","0.022222222","0.014285714","0.017391304","1.15","0.766666667","0.45","0.3","0.02","0.013333333","0.625","0.416666667","39.13043478","3.100775194","66.66666667","0.222222222","0.444444444","13.88888889","14.33333333","0.333333333","0.666666667","20.83333333","21.5"
"","","UGP2016KAC-PT04","","","","","","","","","UGP2016KAC-PT04-00024","","","","30","28","2","2","8","1","4","26","2","4","0.38","0.04","4","8","3","6","1","1","0","0.42","4.42","6","0.19","0.01","0.07","0.230769231","0.2","0.076923077","0.066666667","0.016153846","0.014","0.153846154","0.133333333","33.33333333","9.502262443","86.66666667","0.422222222","0.466666667","4.444444444","4.911111111","0.487179487","0.538461538","5.128205128","5.666666667"
"","","UGP2016KAC-PT04","","","","","","","","","UGP2016KAC-PT04-00025","","","","30","22","2","2","8","2","2","21","7","6","0.62","0.19","20.9","8","3","8","1","3","0","0.81","21.71","13","0.088571429","0.031666667","0.062307692","0.619047619","0.433333333","0.333333333","0.233333333","0.038571429","0.027","0.995238095","0.696666667","53.84615385","3.730999539","70","0.688888889","0.9","23.22222222","24.12222222","0.984126984","1.285714286","33.17460317","34.46031746"
"","","UGP2016KAC-PT04","","","","","","","","","UGP2016KAC-PT04-00026","","","","30","26","2","2","8","3","3","23","0","2","0","0.05","19","2","7","3","1","1","0","0.05","19.05","2","","0.025","0.025","0.086956522","0.066666667","0","0","0.002173913","0.001666667","0.826086957","0.633333333","0","0.262467192","76.66666667","0","0.055555556","21.11111111","21.16666667","0","0.072463768","27.53623188","27.60869565"
"","","UGP2016KAC-PT04","","","","","","","","","UGP2016KAC-PT04-00027","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","UGP2016KAC-PT04","","","","","","","","","UGP2016KAC-PT04-00028","","","","30","18","2","3","8","2","2","10","16","16","2.2","0.38","11","2","2","8","1","1","0.15","2.58","13.58","32","0.1375","0.02375","0.080625","3.2","1.066666667","1.6","0.533333333","0.258","0.086","1.1","0.366666667","50","18.99852725","33.33333333","2.444444444","2.866666667","12.22222222","15.08888889","7.333333333","8.6","36.66666667","45.26666667"
"","","UGP2016KAC-PT04","","","","","","","","","UGP2016KAC-PT04-00029","","","","30","22","2","3","5","1","2","22","29","16","2.8","0.58","0.82","5","3","2","1","1","1.04","3.38","4.2","45","0.096551724","0.03625","0.075111111","2.045454545","1.5","1.318181818","0.966666667","0.153636364","0.112666667","0.037272727","0.027333333","64.44444444","80.47619048","73.33333333","3.111111111","3.755555556","0.911111111","4.666666667","4.242424242","5.121212121","1.242424242","6.363636364"
"","","UGP2016KAC-PT04","","","","","","","","","UGP2016KAC-PT04-00030","","","","30","26","3","2","7","1","1","21","25","28","3.4","0.8","23","2","2","8","1","1","0","4.2","27.2","53","0.136","0.028571429","0.079245283","2.523809524","1.766666667","1.19047619","0.833333333","0.2","0.14","1.095238095","0.766666667","47.16981132","15.44117647","70","3.777777778","4.666666667","25.55555556","30.22222222","5.396825397","6.666666667","36.50793651","43.17460317"
"","","UGP2016KAC-PT04","","","","","","","","","UGP2016KAC-PT04-00031","","","","30","25","1","2","6","1","2","25","38","15","5.4","0.48","13","8","3","6","1","1","0.12","5.88","18.88","53","0.142105263","0.032","0.110943396","2.12","1.766666667","1.52","1.266666667","0.2352","0.196","0.52","0.433333333","71.69811321","31.1440678","83.33333333","6","6.533333333","14.44444444","20.97777778","7.2","7.84","17.33333333","25.17333333"
"","","UGP2016KAC-PT04","","","","","","","","","UGP2016KAC-PT04-00032","","","","30","26","2","2","8","1","4","25","18","12","3.4","0.42","4","2","2","6","1","1","0","3.82","7.82","30","0.188888889","0.035","0.127333333","1.2","1","0.72","0.6","0.1528","0.127333333","0.16","0.133333333","60","48.84910486","83.33333333","3.777777778","4.244444444","4.444444444","8.688888889","4.533333333","5.093333333","5.333333333","10.42666667"
"","","UGP2016KAC-PT04","","","","","","","","","UGP2016KAC-PT04-00033","","","","30","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2016KAC-PT04","","","","","","","","","UGP2016KAC-PT04-00034","","","","30","20","2","2","9","1","2","20","3","4","1.5","0.07","19.5","8","2","4","1","1","0","1.57","21.07","7","0.5","0.0175","0.224285714","0.35","0.233333333","0.15","0.1","0.0785","0.052333333","0.975","0.65","42.85714286","7.451352634","66.66666667","1.666666667","1.744444444","21.66666667","23.41111111","2.5","2.616666667","32.5","35.11666667"
"","","UGP2016KAC-PT04","","","","","","","","","UGP2016KAC-PT04-00035","","","","30","2","1","2","5","1","2","2","2","1","0.3","0.04","0.18","5","4","2","1","1","1.04","0.34","0.52","3","0.15","0.04","0.113333333","1.5","0.1","1","0.066666667","0.17","0.011333333","0.09","0.006","66.66666667","65.38461538","6.666666667","0.333333333","0.377777778","0.2","0.577777778","5","5.666666667","3","8.666666667"
"","","UGP2016KAC-PT04","","","","","","","","","UGP2016KAC-PT04-00036","","","","30","27","2","2","8","1","2","27","9","9","2","0.25","18.2","9","2","7","1","1","0","2.25","20.45","18","0.222222222","0.027777778","0.125","0.666666667","0.6","0.333333333","0.3","0.083333333","0.075","0.674074074","0.606666667","50","11.00244499","90","2.222222222","2.5","20.22222222","22.72222222","2.469135802","2.777777778","22.4691358","25.24691358"
"","","UGP2016KAC-PT04","","","","","","","","","UGP2016KAC-PT04-00037","","","","30","28","2","2","7","1","2","25","21","15","3.2","0.32","10.2","2","2","8","1","1","0.12","3.52","13.72","36","0.152380952","0.021333333","0.097777778","1.44","1.2","0.84","0.7","0.1408","0.117333333","0.408","0.34","58.33333333","25.65597668","83.33333333","3.555555556","3.911111111","11.33333333","15.24444444","4.266666667","4.693333333","13.6","18.29333333"
"","","UGP2016KAC-PT04","","","","","","","","","UGP2016KAC-PT04-00038","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","UGP2016KAC-PT04","","","","","","","","","UGP2016KAC-PT04-00039","","","","30","22","2","3","7","1","3","20","17","12","2.5","0.3","12.9","9","3","3","1","1","0","2.8","15.7","29","0.147058824","0.025","0.096551724","1.45","0.966666667","0.85","0.566666667","0.14","0.093333333","0.645","0.43","58.62068966","17.8343949","66.66666667","2.777777778","3.111111111","14.33333333","17.44444444","4.166666667","4.666666667","21.5","26.16666667"
"","","UGP2016KAC-PT04","","","","","","","","","UGP2016KAC-PT04-00040","","","","30","24","2","2","7","1","2","23","5","2","0.67","0.05","16","2","5","3","1","1","0","0.72","16.72","7","0.134","0.025","0.102857143","0.304347826","0.233333333","0.217391304","0.166666667","0.031304348","0.024","0.695652174","0.533333333","71.42857143","4.306220096","76.66666667","0.744444444","0.8","17.77777778","18.57777778","0.971014493","1.043478261","23.1884058","24.23188406"
"","","UGP2016KAC-PT04","","","","","","","","","UGP2016KAC-PT04-00041","","","","30","23","2","2","8","1","3","20","0","3","0","0.2","5.4","9","7","7","1","1","0","0.2","5.6","3","","0.066666667","0.066666667","0.15","0.1","0","0","0.01","0.006666667","0.27","0.18","0","3.571428571","66.66666667","0","0.222222222","6","6.222222222","0","0.333333333","9","9.333333333"
"","","UGP2016KAC-PT04","","","","","","","","","UGP2016KAC-PT04-00042","","","","30","14","1","2","9","1","1","10","12","14","1.6","0.32","19.4","2","3","4","1","1","0","1.92","21.32","26","0.133333333","0.022857143","0.073846154","2.6","0.866666667","1.2","0.4","0.192","0.064","1.94","0.646666667","46.15384615","9.005628518","33.33333333","1.777777778","2.133333333","21.55555556","23.68888889","5.333333333","6.4","64.66666667","71.06666667"
"","","UGP2016KAC-PT04","","","","","","","","","UGP2016KAC-PT04-00043","","","","30","18","1","1","7","1","1","12","12","6","3.2","0.2","8.8","9","2","8","1","1","0","3.4","12.2","18","0.266666667","0.033333333","0.188888889","1.5","0.6","1","0.4","0.283333333","0.113333333","0.733333333","0.293333333","66.66666667","27.86885246","40","3.555555556","3.777777778","9.777777778","13.55555556","8.888888889","9.444444444","24.44444444","33.88888889"
"","","UGP2016KAC-PT04","","","","","","","","","UGP2016KAC-PT04-00044","","","","30","26","2","2","8","1","1","21","11","2","1.9","0.01","8","9","3","8","1","1","0","1.91","9.91","13","0.172727273","0.005","0.146923077","0.619047619","0.433333333","0.523809524","0.366666667","0.090952381","0.063666667","0.380952381","0.266666667","84.61538462","19.27346115","70","2.111111111","2.122222222","8.888888889","11.01111111","3.015873016","3.031746032","12.6984127","15.73015873"
"","","UGP2016KAC-PT04","","","","","","","","","UGP2016KAC-PT04-00045","","","","30","25","2","2","5","3","4","25","17","11","1","0.24","1.46","5","5","3","1","1","1.04","1.24","2.7","28","0.058823529","0.021818182","0.044285714","1.12","0.933333333","0.68","0.566666667","0.0496","0.041333333","0.0584","0.048666667","60.71428571","45.92592593","83.33333333","1.111111111","1.377777778","1.622222222","3","1.333333333","1.653333333","1.946666667","3.6"
