"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants harvested per NET plot|CO_331:0000679","Weight of vines per NET plot in kg|CO_331:0000227","Number of commercial storage roots per NET plot|CO_331:0000214","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Average commercial storage root weight computation kg|CO_331:0000680","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004","Content of protein in dry weight basis in raw storage roots measuring percentage|CO_331:0000278","Content of beta-carotene in dry weight basis in raw storage roots measuring mg per 100g|CO_331:0000289","Content of iron in dry weight basis measuring mg per 100g by NIRS|CO_331:0001016","Content of zinc in dry weight basis measuring mg per 100g by NIRS|CO_331:0001017","Content of calcium in dry weight basis measuring mg per 100g by NIRS|CO_331:0001029","Content of magnesium in dry weight basis measuring mg per 100g by NIRS|CO_331:0001030","Content of starch in dry weight basis in raw storage roots measuring percentage|CO_331:0000291","Content of fructose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001045","Content of glucose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001047","Content of sucrose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001049","Content of maltose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001051","Fresh weight of storage root samples measuring g|CO_331:0000243","Dry weight of storage root samples measuring g|CO_331:0000247","Storage root dry matter content computing percent|CO_331:0000297","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Storage root dry matter yield adjusted per NET plot in tons per ha|CO_331:0001001","treatment_dap90"
"","","PEP2019ICA-ST02","","","","","","","","","PEP2019ICA-ST02-00026","","","","120","81","30.18","34","4.28","6.59","10.87","41.05","0.125882353","0.419753086","0.283333333","0.134197531","0.090583333","0.372592593","0.2515","26.47990256","67.5","1.585185185","2.348422497","4.025925926","5.964334705","11.17777778","16.55967078","15.2037037","22.52400549","4.7053852","31.4478455","1.4538827","1.171556","208.4324341","101.7472382","61.190239","3.1098547","5.5407872","14.9998617","0.3532658","51.6","12.9","25","2.7175","1.006481481","1.491083676","1"
"","","PEP2019ICA-ST02","","","","","","","","","PEP2019ICA-ST02-00029","","","","120","76","35.74","30","4.7","1.62","6.32","42.06","0.156666667","0.394736842","0.25","0.083157895","0.052666667","0.470263158","0.297833333","15.02615311","63.33333333","1.740740741","2.748538012","2.340740741","3.695906433","13.23703704","20.9005848","15.57777778","24.59649123","3.0804424","","0.9577794","0.7270026","76.3242188","85.3298798","62.803215","5.4135075","8.1842251","9.1546736","0.1299858","52.9","12.7","24.00756144","1.517277883","0.561954771","0.887297007","1"
"","","PEP2019ICA-ST02","","","","","","","","","PEP2019ICA-ST02-00008","","","","120","87","44.41","22","5.23","3.87","9.1","53.51","0.237727273","0.252873563","0.183333333","0.104597701","0.075833333","0.51045977","0.370083333","17.00616707","72.5","1.937037037","2.671775223","3.37037037","4.648786718","16.44814815","22.68710089","19.81851852","27.33588761","5.7053909","62.6953125","1.6348686","1.2208085","144.7233887","114.0361938","51.81744","6.4930334","10.2027235","19.8338928","0.5094213","51.4","8.7","16.92607004","1.540272374","0.570471249","0.786856896","1"
"","","PEP2019ICA-ST02","","","","","","","","","PEP2019ICA-ST02-00039","","","","120","59","23.65","35","5.53","1.95","7.48","31.13","0.158","0.593220339","0.291666667","0.126779661","0.062333333","0.400847458","0.197083333","24.02826855","49.16666667","2.048148148","4.165725047","2.77037037","5.634651601","8.759259259","17.81544256","11.52962963","23.45009416","3.5430641","0","0.9833283","0.9578915","161.7020264","97.3610382","65.2152481","4.028307","6.5888295","11.0809536","0.1296682","50.9","12.3","24.16502947","1.807544204","0.669460816","1.36161522","1"
"","","PEP2019ICA-ST02","","","","","","","","","PEP2019ICA-ST02-00005","","","","120","93","15.16","45","6.5","2.24","8.74","23.9","0.144444444","0.483870968","0.375","0.093978495","0.072833333","0.163010753","0.126333333","36.56903766","77.5","2.407407407","3.106332139","3.237037037","4.176821983","5.614814815","7.244922342","8.851851852","11.42174432","3.6856194","0","0.9016204","1.087141","108.8361816","84.5437469","71.6949081","2.0253534","3.8793311","7.337616","0.2195444","51.4","14.5","28.21011673","2.465564202","0.913171927","1.178286357","1"
"","","PEP2019ICA-ST02","","","","","","","","","PEP2019ICA-ST02-00013","","","","120","97","28.53","49","7.79","2.91","10.7","39.23","0.158979592","0.505154639","0.408333333","0.110309278","0.089166667","0.294123711","0.23775","27.27504461","80.83333333","2.885185185","3.56930126","3.962962963","4.902634593","10.56666667","13.07216495","14.52962963","17.97479954","3.3270493","0","0.7873487","0.8320041","85.8374023","65.2828674","70.7627563","2.0947876","3.9342532","10.4267082","0.0180206","52.1","15.6","29.94241843","3.203838772","1.186606952","1.467967364","1"
"","","PEP2019ICA-ST02","","","","","","","","","PEP2019ICA-ST02-00030","","","","120","49","17.91","39","11.78","0.85","12.63","30.54","0.302051282","0.795918367","0.325","0.257755102","0.10525","0.365510204","0.14925","41.35559921","40.83333333","4.362962963","10.68480726","4.677777778","11.45578231","6.633333333","16.24489796","11.31111111","27.70068027","3.9921341","","1.1541247","0.7809973","33.7001953","97.202774","55.9936752","6.755271","10.4344616","13.1470423","0.5370502","50.7","10.2","20.1183432","2.540946746","0.941091387","2.304713601","1"
"","","PEP2019ICA-ST02","","","","","","","","","PEP2019ICA-ST02-00004","","","","120","73","29.69","50","12.03","7.13","19.16","48.85","0.2406","0.684931507","0.416666667","0.262465753","0.159666667","0.406712329","0.247416667","39.2221085","60.83333333","4.455555556","7.324200913","7.096296296","11.6651446","10.9962963","18.0761035","18.09259259","29.7412481","4.4340954","0","1.0433192","1.0718827","141.9510498","103.1563873","67.9888992","3.3198509","5.5908751","7.1940632","0.2068567","51.6","14.2","27.51937984","5.272713178","1.952856733","3.210175451","1"
"","","PEP2019ICA-ST02","","","","","","","","","PEP2019ICA-ST02-00012","","","","120","57","25.66","61","12.46","4.46","16.92","42.58","0.204262295","1.070175439","0.508333333","0.296842105","0.141","0.450175439","0.213833333","39.73696571","47.5","4.614814815","9.71539961","6.266666667","13.19298246","9.503703704","20.00779727","15.77037037","33.20077973","5.529356","55.8307495","1.6607876","1.1698079","217.399292","115.5182037","40.7491264","9.9001341","15.0180387","20.5294876","0.7437696","51","8.4","16.47058824","2.786823529","1.032156863","2.172961816","1"
"","","PEP2019ICA-ST02","","","","","","","","","PEP2019ICA-ST02-00011","","","","120","94","19.45","120","12.68","13.21","25.89","45.34","0.105666667","1.276595745","1","0.275425532","0.21575","0.206914894","0.162083333","57.10189678","78.33333333","4.696296296","5.995271868","9.588888889","12.24113475","7.203703704","9.196217494","16.79259259","21.43735225","4.8191357","48.1514282","1.4007902","1.0664606","203.5414429","97.4755096","40.4967422","8.8811064","13.7083101","23.2854996","0","51.9","9.1","17.53371869","4.539479769","1.681288803","2.146326132","1"
"","","PEP2019ICA-ST02","","","","","","","","","PEP2019ICA-ST02-00007","","","","120","87","14.88","121","13.86","8.43","22.29","37.17","0.114545455","1.390804598","1.008333333","0.256206897","0.18575","0.171034483","0.124","59.9677159","72.5","5.133333333","7.08045977","8.255555556","11.38697318","5.511111111","7.601532567","13.76666667","18.98850575","5.2116299","56.7018127","1.4868484","1.1553354","164.6865234","92.0784912","51.6729622","5.9049253","9.0176277","19.8725128","0.4003601","51.5","9.5","18.44660194","4.111747573","1.522869471","2.100509616","1"
"","","PEP2019ICA-ST02","","","","","","","","","PEP2019ICA-ST02-00019","","","","120","80","20.38","97","15","3.31","18.31","38.69","0.154639175","1.2125","0.808333333","0.228875","0.152583333","0.25475","0.169833333","47.32489015","66.66666667","5.555555556","8.333333333","6.781481481","10.17222222","7.548148148","11.32222222","14.32962963","21.49444444","3.3323784","0","0.8804531","0.9118223","104.4163818","75.1520844","66.0667496","3.0081158","4.9144158","12.8423595","0","51.3","13.1","25.53606238","4.675653021","1.731723341","2.597585012","1"
"","","PEP2019ICA-ST02","","","","","","","","","PEP2019ICA-ST02-00018","","","","120","113","46.47","113","16.21","15.42","31.63","78.1","0.143451327","1","0.941666667","0.279911504","0.263583333","0.411238938","0.38725","40.4993598","94.16666667","6.003703704","6.375614553","11.71481481","12.44051131","17.21111111","18.27728614","28.92592593","30.71779744","4.2117805","7.3638306","0.988174","1.2424707","125.0594482","99.0956726","63.0888977","3.9144402","6.713882","14.18818","0.2231932","51.1","11.8","23.09197652","7.303992172","2.705182286","2.87275995","1"
"","","PEP2019ICA-ST02","","","","","","","","","PEP2019ICA-ST02-00023","","","","120","88","31","91","16.41","2.93","19.34","50.34","0.18032967","1.034090909","0.758333333","0.219772727","0.161166667","0.352272727","0.258333333","38.41875248","73.33333333","6.077777778","8.287878788","7.162962963","9.767676768","11.48148148","15.65656566","18.64444444","25.42424242","3.9122295","40.7964172","1.1946926","0.8216872","80.5007324","81.7844696","42.6221542","11.4466524","16.7159576","16.533884","0","51","9","17.64705882","3.412941176","1.264052288","1.723707665","1"
"","","PEP2019ICA-ST02","","","","","","","","","PEP2019ICA-ST02-00035","","","","120","92","26.97","138","16.74","9.31","26.05","53.02","0.121304348","1.5","1.15","0.283152174","0.217083333","0.293152174","0.22475","49.13240287","76.66666667","6.2","8.086956522","9.648148148","12.58454106","9.988888889","13.02898551","19.63703704","25.61352657","4.4973221","59.4993896","1.2883353","1.0154824","134.8387451","83.5520935","58.3005791","4.1165838","6.5695233","16.9668713","0.5191717","51.3","12.3","23.97660819","6.245906433","2.313298679","3.017346103","1"
"","","PEP2019ICA-ST02","","","","","","","","","PEP2019ICA-ST02-00024","","","","120","85","33.62","74","16.92","3.71","20.63","54.25","0.228648649","0.870588235","0.616666667","0.242705882","0.171916667","0.395529412","0.280166667","38.02764977","70.83333333","6.266666667","8.847058824","7.640740741","10.7869281","12.45185185","17.57908497","20.09259259","28.36601307","3.7345295","38.0279236","1.0758414","0.7066231","67.1333008","77.9527588","40.7569275","12.0611506","17.5783863","18.398016","0.073638","51","8.6","16.8627451","3.478784314","1.288438635","1.81897219","1"
"","","PEP2019ICA-ST02","","","","","","","","","PEP2019ICA-ST02-00022","","","","120","69","22.98","61","17.19","4.47","21.66","44.64","0.281803279","0.884057971","0.508333333","0.313913043","0.1805","0.333043478","0.1915","48.52150538","57.5","6.366666667","11.07246377","8.022222222","13.95169082","8.511111111","14.80193237","16.53333333","28.75362319","5.8289585","","1.4763584","1.1669989","130.7199707","109.1762238","69.5825577","1.4398232","3.2721128","8.5562935","0.0844116","52","15","28.84615385","6.248076923","2.314102564","4.024526198","1"
"","","PEP2019ICA-ST02","","","","","","","","","PEP2019ICA-ST02-00001","","","","120","88","41.99","133","18.6","8.69","27.29","69.28","0.139849624","1.511363636","1.108333333","0.310113636","0.227416667","0.477159091","0.349916667","39.3908776","73.33333333","6.888888889","9.393939394","10.10740741","13.78282828","15.55185185","21.20707071","25.65925926","34.98989899","3.64501","42.9493408","1.1479149","0.9246955","167.4953613","91.2028046","63.5797729","3.0613403","4.8417497","15.7829657","0.2665482","51.3","13.3","25.92592593","7.075185185","2.620438957","3.573325851","1"
"","","PEP2019ICA-ST02","","","","","","","","","PEP2019ICA-ST02-00032","","","","120","98","20.15","87","18.82","7.52","26.34","46.49","0.216321839","0.887755102","0.725","0.26877551","0.2195","0.205612245","0.167916667","56.65734567","81.66666667","6.97037037","8.535147392","9.755555556","11.94557823","7.462962963","9.138321995","17.21851852","21.08390023","5.9668522","","1.795506","1.3455243","286.4302368","143.5900421","59.6798096","3.7532454","6.420752","11.5211601","0.5661945","52.4","11.2","21.3740458","5.629923664","2.085156913","2.553253362","1"
"","","PEP2019ICA-ST02","","","","","","","","","PEP2019ICA-ST02-00006","","","","120","83","13.48","125","20.39","10.42","30.81","44.29","0.16312","1.506024096","1.041666667","0.371204819","0.25675","0.162409639","0.112333333","69.56423572","69.16666667","7.551851852","10.91834003","11.41111111","16.49799197","4.992592593","7.218206158","16.4037037","23.71619813","4.5367107","0","1.2109184","1.259572","122.8745117","110.7633514","67.685936","2.56668","5.2051549","9.8267879","0.4507732","52.1","12.5","23.99232246","7.392034549","2.737790574","3.958251432","1"
"","","PEP2019ICA-ST02","","","","","","","","","PEP2019ICA-ST02-00020","","","","120","101","38.05","99","21.21","7.72","28.93","66.98","0.214242424","0.98019802","0.825","0.286435644","0.241083333","0.376732673","0.317083333","43.19199761","84.16666667","7.855555556","9.333333333","10.71481481","12.73047305","14.09259259","16.74367437","24.80740741","29.47414741","4.2666893","5.0986328","1.3523431","1.1270337","102.5114746","107.3079681","64.2318573","3.8298922","6.5335822","11.9767427","0.1878262","51.9","11.3","21.77263969","6.298824663","2.332898023","2.771760028","1"
"","","PEP2019ICA-ST02","","","","","","","","","PEP2019ICA-ST02-00010","","","","120","81","34.82","95","27.3","6.02","33.32","68.14","0.287368421","1.172839506","0.791666667","0.411358025","0.277666667","0.429876543","0.290166667","48.89932492","67.5","10.11111111","14.97942387","12.34074074","18.28257888","12.8962963","19.10562414","25.23703704","37.38820302","4.1458073","0","0.9887791","0.974988","135.8554688","94.4056244","68.5116501","2.8645315","5.1290007","10.3053465","0","51.3","13.3","25.92592593","8.638518519","3.199451303","4.739927857","1"
"","","PEP2019ICA-ST02","","","","","","","","","PEP2019ICA-ST02-00038","","","","120","87","28.77","115","31.24","3.95","35.19","63.96","0.271652174","1.32183908","0.958333333","0.404482759","0.29325","0.330689655","0.23975","55.01876173","72.5","11.57037037","15.95913155","13.03333333","17.97701149","10.65555556","14.69731801","23.68888889","32.6743295","4.4588699","0","1.2095203","0.9894958","87.201416","99.4858551","65.3194809","3.6501007","6.1314807","10.2363472","0.1357012","50.9","11.2","22.00392927","7.743182711","2.867845449","3.955648895","1"
"","","PEP2019ICA-ST02","","","","","","","","","PEP2019ICA-ST02-00034","","","","120","65","39.79","80","35.35","4.44","39.79","79.58","0.441875","1.230769231","0.666666667","0.612153846","0.331583333","0.612153846","0.331583333","50","54.16666667","13.09259259","24.17094017","14.73703704","27.20683761","14.73703704","27.20683761","29.47407407","54.41367521","4.144598","","0.7708311","0.895618","171.215332","107.8062592","64.6306915","3.2388477","5.31356","13.7222176","0.4890079","50.7","12.5","24.65483235","9.810157791","3.633391774","6.707800199","1"
"","","PEP2019ICA-ST02","","","","","","","","","PEP2019ICA-ST02-00040","","","","120","94","25.56","166","36.59","14.68","51.27","76.83","0.220421687","1.765957447","1.383333333","0.545425532","0.42725","0.271914894","0.213","66.73174541","78.33333333","13.55185185","17.30023641","18.98888889","24.24113475","9.466666667","12.08510638","28.45555556","36.32624113","3.8728142","0.9398193","1.0495515","1.077364","148.6446533","97.7205963","65.5978851","3.8636026","6.5446239","11.605649","0.2653418","51.1","12.2","23.87475538","12.24058708","4.533550772","5.787511624","1"
"","","PEP2019ICA-ST02","","","","","","","","","PEP2019ICA-ST02-00002","","","","120","92","18.75","213","38.27","17.52","55.79","74.54","0.179671362","2.315217391","1.775","0.606413043","0.464916667","0.203804348","0.15625","74.84572042","76.66666667","14.17407407","18.48792271","20.66296296","26.95169082","6.944444444","9.057971014","27.60740741","36.00966184","3.8964844","36.7223206","1.2757883","1.007134","113.9959717","83.8025665","63.6227531","3.8636951","6.2542753","13.1607399","0.0852947","52.2","12.7","24.32950192","13.57342912","5.02719597","6.557212135","1"
"","","PEP2019ICA-ST02","","","","","","","","","PEP2019ICA-ST02-00014","","","","120","70","30.51","134","41.37","3.36","44.73","75.24","0.308731343","1.914285714","1.116666667","0.639","0.37275","0.435857143","0.25425","59.44976077","58.33333333","15.32222222","26.26666667","16.56666667","28.4","11.3","19.37142857","27.86666667","47.77142857","3.7001896","0","0.9708471","0.8634725","49.6882324","77.6326294","69.1864319","2.9628973","5.2267299","10.0961828","0.4030399","51.9","13.3","25.62620424","11.46260116","4.245407836","7.277842004","1"
"","","PEP2019ICA-ST02","","","","","","","","","PEP2019ICA-ST02-00028","","","","120","73","42.19","140","42.79","4.45","47.24","89.43","0.305642857","1.917808219","1.166666667","0.647123288","0.393666667","0.577945205","0.351583333","52.82343733","60.83333333","15.84814815","26.05175038","17.4962963","28.76103501","15.62592593","25.68645358","33.12222222","54.44748858","4.2050686","21.662384","1.3193011","0.9826727","82.2767334","107.4010925","56.0220337","4.9165516","7.8651795","16.6237698","0.4098749","51.6","10.4","20.15503876","9.52124031","3.5263853","5.796797753","1"
"","","PEP2019ICA-ST02","","","","","","","","","PEP2019ICA-ST02-00016","","","","120","94","27.71","226","46.9","11.62","58.52","86.23","0.207522124","2.404255319","1.883333333","0.622553191","0.487666667","0.294787234","0.230916667","67.86501218","78.33333333","17.37037037","22.1749409","21.67407407","27.66903073","10.26296296","13.10165485","31.93703704","40.77068558","3.5502796","","1.2000337","0.882566","150.9453125","94.0830994","50.299984","7.2812071","11.0361443","18.4630432","0.5299349","51.6","10","19.37984496","11.34108527","4.200401952","5.362215258","1"
"","","PEP2019ICA-ST02","","","","","","","","","PEP2019ICA-ST02-00036","","","","120","100","24.76","214","59.09","7.52","66.61","91.37","0.276121495","2.14","1.783333333","0.6661","0.555083333","0.2476","0.206333333","72.90138995","83.33333333","21.88518519","26.26222222","24.67037037","29.60444444","9.17037037","11.00444444","33.84074074","40.60888889","4.7514172","60.0295715","1.3723049","1.0286756","173.4492188","99.5062408","58.569973","5.1765575","8.0782175","14.6609125","0.7163658","51.7","11.6","22.43713733","14.94537718","5.53532488","6.642389856","1"
