"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants harvested per NET plot|CO_331:0000679","Weight of vines per NET plot in kg|CO_331:0000227","Number of commercial storage roots per NET plot|CO_331:0000214","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Fresh weight of storage root samples measuring g|CO_331:0000243","Dry weight of storage root samples measuring g|CO_331:0000247","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Average commercial storage root weight computation kg|CO_331:0000680","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Storage root dry matter content computing percent|CO_331:0000297","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Storage root dry matter yield adjusted per NET plot in tons per ha|CO_331:0001001","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","PEP2019CSR-PT02","","","","","","","","","PEP2019CSR-PT02-00061","","","","30","23","6.94","41","4.88","0.97","6","158.01","47.32","5.85","12.79","0.11902439","1.782608696","1.366666667","0.254347826","0.195","0.30173913","0.231333333","45.73885848","76.66666667","29.94747168","1.751927093","7.22962963","9.429951691","8.666666667","11.30434783","10.28148148","13.41062802","2.595447546","3.385366364","18.94814815","24.71497585"
"","","PEP2019CSR-PT02","","","","","","","","","PEP2019CSR-PT02-00062","","","","30","28","7.82","77","27.65","1.52","2","158.94","30.99","29.17","36.99","0.359090909","2.75","2.566666667","1.041785714","0.972333333","0.279285714","0.260666667","78.85915112","93.33333333","19.49792374","5.687544356","40.96296296","43.88888889","43.21481481","46.3015873","11.58518519","12.41269841","8.425991639","9.027848185","54.8","58.71428571"
"","","PEP2019CSR-PT02","","","","","","","","","PEP2019CSR-PT02-00063","","","","30","27","5.4","21","2.06","0.51","6","159.11","59.62","2.57","7.97","0.098095238","0.777777778","0.7","0.095185185","0.085666667","0.2","0.18","32.24592221","90","37.47093206","0.963002954","3.051851852","3.390946502","3.807407407","4.230452675","8","8.888888889","1.426671043","1.585190048","11.80740741","13.11934156"
"","","PEP2019CSR-PT02","","","","","","","","","PEP2019CSR-PT02-00064","","","","30","23","7.85","36","4.34","0.86","6","157.12","37.77","5.2","13.05","0.120555556","1.565217391","1.2","0.226086957","0.173333333","0.341304348","0.261666667","39.8467433","76.66666667","24.03895112","1.250025458","6.42962963","8.38647343","7.703703704","10.04830918","11.62962963","15.16908213","1.851889568","2.415508132","19.33333333","25.2173913"
"","","PEP2019CSR-PT02","","","","","","","","","PEP2019CSR-PT02-00065","","","","30","29","10.69","99","14.39","3.53","4","161.42","30.06","17.92","28.61","0.145353535","3.413793103","3.3","0.617931034","0.597333333","0.36862069","0.356333333","62.63544215","96.66666667","18.62222773","3.337103209","21.31851852","22.05363985","26.54814815","27.46360153","15.83703704","16.38314176","4.943856606","5.11433442","42.38518519","43.8467433"
"","","PEP2019CSR-PT02","","","","","","","","","PEP2019CSR-PT02-00066","","","","30","29","19.86","51","5.8","2","6","159.16","47.75","7.8","27.66","0.11372549","1.75862069","1.7","0.268965517","0.26","0.684827586","0.662","28.19956616","96.66666667","30.0012566","2.340098015","8.592592593","8.888888889","11.55555556","11.95402299","29.42222222","30.43678161","3.466811873","3.58635711","40.97777778","42.3908046"
"","","PEP2019CSR-PT02","","","","","","","","","PEP2019CSR-PT02-00067","","","","30","22","5.44","43","5.45","0.61","6","159.74","42.84","6.06","11.5","0.126744186","1.954545455","1.433333333","0.275454545","0.202","0.247272727","0.181333333","52.69565217","73.33333333","26.81858019","1.62520596","8.074074074","11.01010101","8.977777778","12.24242424","8.059259259","10.98989899","2.407712533","3.283244363","17.03703704","23.23232323"
"","","PEP2019CSR-PT02","","","","","","","","","PEP2019CSR-PT02-00068","","","","30","26","9.14","38","5.29","0.52","6","157.04","42.77","5.81","14.95","0.139210526","1.461538462","1.266666667","0.223461538","0.193666667","0.351538462","0.304666667","38.86287625","86.66666667","27.23509934","1.582359272","7.837037037","9.042735043","8.607407407","9.931623932","13.54074074","15.62393162","2.344235958","2.704887644","22.14814815","25.55555556"
"","","PEP2019CSR-PT02","","","","","","","","","PEP2019CSR-PT02-00069","","","","30","25","12.76","85","13.63","2.24","5","158.05","37.73","15.87","28.63","0.160352941","3.4","2.833333333","0.6348","0.529","0.5104","0.425333333","55.4313657","83.33333333","23.87219234","3.788516925","20.19259259","24.23111111","23.51111111","28.21333333","18.9037037","22.68444444","5.612617667","6.7351412","42.41481481","50.89777778"
"","","PEP2019CSR-PT02","","","","","","","","","PEP2019CSR-PT02-00070","","","","30","17","7.31","37","9.3","1.36","6","158.33","31.88","10.66","17.97","0.251351351","2.176470588","1.233333333","0.627058824","0.355333333","0.43","0.243666667","59.32109071","56.66666667","20.13516074","2.146408135","13.77777778","24.31372549","15.79259259","27.86928105","10.82962963","19.11111111","3.179863904","5.611524536","26.62222222","46.98039216"
"","","PEP2019CSR-PT02","","","","","","","","","PEP2019CSR-PT02-00071","","","","30","25","9.62","33","8.08","0.72","6","162.59","47.1","8.8","18.42","0.244848485","1.32","1.1","0.352","0.293333333","0.3848","0.320666667","47.77415852","83.33333333","28.96857125","2.54923427","11.97037037","14.36444444","13.03703704","15.64444444","14.25185185","17.10222222","3.776643363","4.531972036","27.28888889","32.74666667"
"","","PEP2019CSR-PT02","","","","","","","","","PEP2019CSR-PT02-00072","","","","30","28","7.16","80","13.84","1.83","3","157.29","49.89","15.67","22.83","0.173","2.857142857","2.666666667","0.559642857","0.522333333","0.255714286","0.238666667","68.63775734","93.33333333","31.71848179","4.970286096","20.5037037","21.96825397","23.21481481","24.87301587","10.60740741","11.36507937","7.363386809","7.889343009","33.82222222","36.23809524"
"","","PEP2019CSR-PT02","","","","","","","","","PEP2019CSR-PT02-00073","","","","30","29","1.63","71","10.12","1.11","4","157.45","44.45","11.23","12.86","0.142535211","2.448275862","2.366666667","0.387241379","0.374333333","0.056206897","0.054333333","87.32503888","96.66666667","28.2311845","3.17036202","14.99259259","15.50957854","16.63703704","17.21072797","2.414814815","2.498084291","4.696832622","4.858792367","19.05185185","19.70881226"
"","","PEP2019CSR-PT02","","","","","","","","","PEP2019CSR-PT02-00074","","","","30","25","4.67","31","2.81","0.67","6","161.4","44.36","3.48","8.15","0.090645161","1.24","1.033333333","0.1392","0.116","0.1868","0.155666667","42.6993865","83.33333333","27.48451053","0.956460967","4.162962963","4.995555556","5.155555556","6.186666667","6.918518519","8.302222222","1.41697921","1.700375052","12.07407407","14.48888889"
"","","PEP2019CSR-PT02","","","","","","","","","PEP2019CSR-PT02-00075","","","","30","30","4.78","92","15.35","2.32","4","160.3","34.72","17.67","22.45","0.166847826","3.066666667","3.066666667","0.589","0.589","0.159333333","0.159333333","78.70824053","100","21.65938865","3.827213974","22.74074074","22.74074074","26.17777778","26.17777778","7.081481481","7.081481481","5.669946628","5.669946628","33.25925926","33.25925926"
"","","PEP2019CSR-PT02","","","","","","","","","PEP2019CSR-PT02-00076","","","","30","21","2.95","26","4.54","0.76","6","161.45","44.32","5.3","8.25","0.174615385","1.238095238","0.866666667","0.252380952","0.176666667","0.14047619","0.098333333","64.24242424","70","27.45122329","1.454914834","6.725925926","9.608465608","7.851851852","11.21693122","4.37037037","6.243386243","2.155429384","3.079184835","12.22222222","17.46031746"
"","","PEP2019CSR-PT02","","","","","","","","","PEP2019CSR-PT02-00077","","","","30","29","9.79","117","19.22","2.98","5","159.01","49.2","22.2","31.99","0.164273504","4.034482759","3.9","0.765517241","0.74","0.337586207","0.326333333","69.39668646","96.66666667","30.94145022","6.86900195","28.47407407","29.4559387","32.88888889","34.02298851","14.5037037","15.00383142","10.17629918","10.52720605","47.39259259","49.02681992"
"","","PEP2019CSR-PT02","","","","","","","","","PEP2019CSR-PT02-00078","","","","30","21","7.71","50","10.68","1.11","6","160.65","39.75","11.79","19.5","0.2136","2.380952381","1.666666667","0.561428571","0.393","0.367142857","0.257","60.46153846","70","24.74323063","2.917226891","15.82222222","22.6031746","17.46666667","24.95238095","11.42222222","16.31746032","4.321817616","6.174025166","28.88888889","41.26984127"
"","","PEP2019CSR-PT02","","","","","","","","","PEP2019CSR-PT02-00079","","","","30","21","6.34","37","6.41","0.59","6","160.56","43.76","7","13.34","0.173243243","1.761904762","1.233333333","0.333333333","0.233333333","0.301904762","0.211333333","52.47376312","70","27.25460887","1.907822621","9.496296296","13.56613757","10.37037037","14.81481481","9.392592593","13.41798942","2.826403883","4.037719832","19.76296296","28.23280423"
"","","PEP2019CSR-PT02","","","","","","","","","PEP2019CSR-PT02-00080","","","","30","24","3.89","36","6.46","0.27","6","154.18","29.93","6.73","10.62","0.179444444","1.5","1.2","0.280416667","0.224333333","0.162083333","0.129666667","63.37099812","80","19.41237515","1.306452847","9.57037037","11.96296296","9.97037037","12.46296296","5.762962963","7.203703704","1.9354857","2.419357125","15.73333333","19.66666667"
"","","PEP2019CSR-PT02","","","","","","","","","PEP2019CSR-PT02-00081","","","","30","26","4.52","41","9.87","1.67","6","158.22","41.31","11.54","16.06","0.240731707","1.576923077","1.366666667","0.443846154","0.384666667","0.173846154","0.150666667","71.85554172","86.66666667","26.10921502","3.013003413","14.62222222","16.87179487","17.0962963","19.72649573","6.696296296","7.726495726","4.46370876","5.150433185","23.79259259","27.45299145"
"","","PEP2019CSR-PT02","","","","","","","","","PEP2019CSR-PT02-00082","","","","30","30","11.75","68","11.54","2.51","4","160.21","43.12","14.05","25.8","0.169705882","2.266666667","2.266666667","0.468333333","0.468333333","0.391666667","0.391666667","54.45736434","100","26.91467449","3.781511766","17.0962963","17.0962963","20.81481481","20.81481481","17.40740741","17.40740741","5.602239653","5.602239653","38.22222222","38.22222222"
"","","PEP2019CSR-PT02","","","","","","","","","PEP2019CSR-PT02-00083","","","","30","24","3.07","30","3.29","1.18","6","162.15","48.36","4.47","7.54","0.109666667","1.25","1","0.18625","0.149","0.127916667","0.102333333","59.28381963","80","29.82423682","1.333143386","4.874074074","6.092592593","6.622222222","8.277777778","4.548148148","5.685185185","1.975027238","2.468784048","11.17037037","13.96296296"
"","","PEP2019CSR-PT02","","","","","","","","","PEP2019CSR-PT02-00084","","","","30","27","6.94","101","16.03","2","5","162.25","31.46","18.03","24.97","0.158712871","3.740740741","3.366666667","0.667777778","0.601","0.257037037","0.231333333","72.20664798","90","19.38983051","3.495986441","23.74814815","26.38683128","26.71111111","29.67901235","10.28148148","11.42386831","5.179239171","5.75471019","36.99259259","41.10288066"
"","","PEP2019CSR-PT02","","","","","","","","","PEP2019CSR-PT02-00085","","","","30","20","3.92","24","2.54","1","6","160.33","49.45","3.54","7.46","0.105833333","1.2","0.8","0.177","0.118","0.196","0.130666667","47.45308311","66.66666667","30.84263706","1.091829352","3.762962963","5.644444444","5.244444444","7.866666667","5.807407407","8.711111111","1.617524966","2.426287449","11.05185185","16.57777778"
"","","PEP2019CSR-PT02","","","","","","","","","PEP2019CSR-PT02-00086","","","","30","14","3.97","4","0.41","0.28","7","152.62","37.14","0.69","4.66","0.1025","0.285714286","0.133333333","0.049285714","0.023","0.283571429","0.132333333","14.80686695","46.66666667","24.33494955","0.167911152","0.607407407","1.301587302","1.022222222","2.19047619","5.881481481","12.6031746","0.248757262","0.533051276","6.903703704","14.79365079"
"","","PEP2019CSR-PT02","","","","","","","","","PEP2019CSR-PT02-00087","","","","30","25","9.15","109","18.63","3.51","5","158.42","32.59","22.14","31.29","0.170917431","4.36","3.633333333","0.8856","0.738","0.366","0.305","70.75743049","83.33333333","20.57189749","4.554618104","27.6","33.12","32.8","39.36","13.55555556","16.26666667","6.747582376","8.097098851","46.35555556","55.62666667"
"","","PEP2019CSR-PT02","","","","","","","","","PEP2019CSR-PT02-00088","","","","30","13","2.6","5","0.48","0.33","6","157.42","38.14","0.81","3.41","0.096","0.384615385","0.166666667","0.062307692","0.027","0.2","0.086666667","23.75366569","43.33333333","24.22817939","0.196248253","0.711111111","1.641025641","1.2","2.769230769","3.851851852","8.888888889","0.290738153","0.670934199","5.051851852","11.65811966"
"","","PEP2019CSR-PT02","","","","","","","","","PEP2019CSR-PT02-00089","","","","30","29","10.38","34","6.32","1.03","6","157.82","45.88","7.35","17.73","0.185882353","1.172413793","1.133333333","0.253448276","0.245","0.357931034","0.346","41.45516074","96.66666667","29.07109365","2.136725383","9.362962963","9.685823755","10.88888889","11.26436782","15.37777778","15.90804598","3.165519086","3.274674917","26.26666667","27.17241379"
"","","PEP2019CSR-PT02","","","","","","","","","PEP2019CSR-PT02-00090","","","","30","30","3.91","85","12.3","1.44","3","159","28.82","13.74","17.65","0.144705882","2.833333333","2.833333333","0.458","0.458","0.130333333","0.130333333","77.8470255","100","18.12578616","2.490483019","18.22222222","18.22222222","20.35555556","20.35555556","5.792592593","5.792592593","3.689604472","3.689604472","26.14814815","26.14814815"
"","","PEP2019CSR-PT02","","","","","","","","","PEP2019CSR-PT02-00091","","","","30","25","10.84","45","9.27","1.41","4","160.28","42.38","10.68","21.52","0.206","1.8","1.5","0.4272","0.356","0.4336","0.361333333","49.62825279","83.33333333","26.44122785","2.823923135","13.73333333","16.48","15.82222222","18.98666667","16.05925926","19.27111111","4.183589829","5.020307795","31.88148148","38.25777778"
"","","PEP2019CSR-PT02","","","","","","","","","PEP2019CSR-PT02-00092","","","","30","22","5.02","24","5.37","1.42","6","161.06","40.89","6.79","11.81","0.22375","1.090909091","0.8","0.308636364","0.226333333","0.228181818","0.167333333","57.49364945","73.33333333","25.38805414","1.723848876","7.955555556","10.84848485","10.05925926","13.71717172","7.437037037","10.14141414","2.553850187","3.482522982","17.4962963","23.85858586"
"","","PEP2019CSR-PT02","","","","","","","","","PEP2019CSR-PT02-00093","","","","30","21","1.66","10","2.1","0.73","6","160.87","44.7","2.83","4.49","0.21","0.476190476","0.333333333","0.134761905","0.094333333","0.079047619","0.055333333","63.02895323","70","27.78641139","0.786355442","3.111111111","4.444444444","4.192592593","5.989417989","2.459259259","3.513227513","1.164971026","1.664244322","6.651851852","9.502645503"
"","","PEP2019CSR-PT02","","","","","","","","","PEP2019CSR-PT02-00094","","","","30","15","2.28","13","1.87","1.1","6","161.77","41.29","2.97","5.25","0.143846154","0.866666667","0.433333333","0.198","0.099","0.152","0.076","56.57142857","50","25.52389195","0.758059591","2.77037037","5.540740741","4.4","8.8","3.377777778","6.755555556","1.123051246","2.246102491","7.777777778","15.55555556"
"","","PEP2019CSR-PT02","","","","","","","","","PEP2019CSR-PT02-00095","","","","30","29","3.54","108","13.16","4.84","3","160.42","35.01","18","21.54","0.121851852","3.724137931","3.6","0.620689655","0.6","0.122068966","0.118","83.56545961","96.66666667","21.8239621","3.928313178","19.4962963","20.16858238","26.66666667","27.5862069","5.244444444","5.425287356","5.819723227","6.020403338","31.91111111","33.01149425"
"","","PEP2019CSR-PT02","","","","","","","","","PEP2019CSR-PT02-00096","","","","30","27","8.67","62","12.84","1.22","4","157.88","43.53","14.06","22.73","0.207096774","2.296296296","2.066666667","0.520740741","0.468666667","0.321111111","0.289","61.85657721","90","27.57157335","3.876563213","19.02222222","21.13580247","20.82962963","23.14403292","12.84444444","14.27160494","5.743056611","6.381174012","33.67407407","37.41563786"
"","","PEP2019CSR-PT02","","","","","","","","","PEP2019CSR-PT02-00097","","","","30","26","3.25","56","8.91","2.38","5","160.42","43.08","11.29","14.54","0.159107143","2.153846154","1.866666667","0.434230769","0.376333333","0.125","0.108333333","77.64786795","86.66666667","26.85450692","3.031873831","13.2","15.23076923","16.72592593","19.2991453","4.814814815","5.555555556","4.491664935","5.18269031","21.54074074","24.85470085"
"","","PEP2019CSR-PT02","","","","","","","","","PEP2019CSR-PT02-00098","","","","30","21","5.82","58","8.82","2.86","4","160.25","35.75","11.68","17.5","0.152068966","2.761904762","1.933333333","0.556190476","0.389333333","0.277142857","0.194","66.74285714","70","22.30889236","2.605678627","13.06666667","18.66666667","17.3037037","24.71957672","8.622222222","12.31746032","3.860264633","5.514663761","25.92592593","37.03703704"
"","","PEP2019CSR-PT02","","","","","","","","","PEP2019CSR-PT02-00099","","","","30","27","6.13","68","10.24","2.74","5","159.53","33.94","12.98","19.11","0.150588235","2.518518519","2.266666667","0.480740741","0.432666667","0.227037037","0.204333333","67.92255364","90","21.2749953","2.76149439","15.17037037","16.85596708","19.22962963","21.36625514","9.081481481","10.09053498","4.0911028","4.545669777","28.31111111","31.45679012"
"","","PEP2019CSR-PT02","","","","","","","","","PEP2019CSR-PT02-00100","","","","30","30","12.03","92","14.44","3.73","4","160.32","33.29","18.17","30.2","0.156956522","3.066666667","3.066666667","0.605666667","0.605666667","0.401","0.401","60.16556291","100","20.76472056","3.772949726","21.39259259","21.39259259","26.91851852","26.91851852","17.82222222","17.82222222","5.589555149","5.589555149","44.74074074","44.74074074"
"","","PEP2019CSR-PT02","","","","","","","","","PEP2019CSR-PT02-00101","","","","30","28","5.78","73","13.44","2.19","6","158.54","35.63","15.63","21.41","0.184109589","2.607142857","2.433333333","0.558214286","0.521","0.206428571","0.192666667","73.0032695","93.33333333","22.47382364","3.512658635","19.91111111","21.33333333","23.15555556","24.80952381","8.562962963","9.174603175","5.203938719","5.575648627","31.71851852","33.98412698"
"","","PEP2019CSR-PT02","","","","","","","","","PEP2019CSR-PT02-00102","","","","30","28","6.99","110","18.09","1.39","4","161.19","33.3","19.48","26.47","0.164454545","3.928571429","3.666666667","0.695714286","0.649333333","0.249642857","0.233","73.59274651","93.33333333","20.6588498","4.024343942","26.8","28.71428571","28.85925926","30.92063492","10.35555556","11.0952381","5.961991025","6.387847527","39.21481481","42.01587302"
"","","PEP2019CSR-PT02","","","","","","","","","PEP2019CSR-PT02-00103","","","","30","30","6.67","106","20.29","2.41","4","160.18","48.06","22.7","29.37","0.191415094","3.533333333","3.533333333","0.756666667","0.756666667","0.222333333","0.222333333","77.28975145","100","30.00374579","6.810850293","30.05925926","30.05925926","33.62962963","33.62962963","9.881481481","9.881481481","10.09014858","10.09014858","43.51111111","43.51111111"
"","","PEP2019CSR-PT02","","","","","","","","","PEP2019CSR-PT02-00104","","","","30","28","8.99","66","10.11","2.79","5","158.42","43.66","12.9","21.89","0.153181818","2.357142857","2.2","0.460714286","0.43","0.321071429","0.299666667","58.93101873","93.33333333","27.55965156","3.555195051","14.97777778","16.04761905","19.11111111","20.47619048","13.31851852","14.26984127","5.266955631","5.643166748","32.42962963","34.74603175"
"","","PEP2019CSR-PT02","","","","","","","","","PEP2019CSR-PT02-00105","","","","30","20","6.8","37","11.65","1.14","4","158.47","39.42","12.79","19.59","0.314864865","1.85","1.233333333","0.6395","0.426333333","0.34","0.226666667","65.28841246","66.66666667","24.87537073","3.181559917","17.25925926","25.88888889","18.94814815","28.42222222","10.07407407","15.11111111","4.713422099","7.070133148","29.02222222","43.53333333"
"","","PEP2019CSR-PT02","","","","","","","","","PEP2019CSR-PT02-00106","","","","30","29","5.86","72","14.75","2.95","3","161.51","43.95","17.7","23.56","0.204861111","2.482758621","2.4","0.610344828","0.59","0.202068966","0.195333333","75.12733447","96.66666667","27.21193734","4.816512909","21.85185185","22.60536398","26.22222222","27.12643678","8.681481481","8.980842912","7.135574681","7.38162898","34.9037037","36.10727969"
"","","PEP2019CSR-PT02","","","","","","","","","PEP2019CSR-PT02-00107","","","","30","29","7.31","59","10.74","2.14","5","160.08","43.2","12.88","20.19","0.182033898","2.034482759","1.966666667","0.444137931","0.429333333","0.252068966","0.243666667","63.7939574","96.66666667","26.98650675","3.475862069","15.91111111","16.45977011","19.08148148","19.7394636","10.82962963","11.20306513","5.149425287","5.326991677","29.91111111","30.94252874"
"","","PEP2019CSR-PT02","","","","","","","","","PEP2019CSR-PT02-00108","","","","30","24","4.74","40","7.35","1.96","6","162.22","37.71","9.31","14.05","0.18375","1.666666667","1.333333333","0.387916667","0.310333333","0.1975","0.158","66.2633452","80","23.24620885","2.164222044","10.88888889","13.61111111","13.79259259","17.24074074","7.022222222","8.777777778","3.20625488","4.0078186","20.81481481","26.01851852"
"","","PEP2019CSR-PT02","","","","","","","","","PEP2019CSR-PT02-00109","","","","30","28","5.1","95","14.6","3.04","4","158.64","40.7","17.64","22.74","0.153684211","3.392857143","3.166666667","0.63","0.588","0.182142857","0.17","77.57255937","93.33333333","25.65557237","4.525642965","21.62962963","23.17460317","26.13333333","28","7.555555556","8.095238095","6.704656245","7.183560262","33.68888889","36.0952381"
"","","PEP2019CSR-PT02","","","","","","","","","PEP2019CSR-PT02-00110","","","","30","26","3.87","44","8.36","1.97","5","158.4","33.42","10.33","14.2","0.19","1.692307692","1.466666667","0.397307692","0.344333333","0.148846154","0.129","72.74647887","86.66666667","21.09848485","2.179473485","12.38518519","14.29059829","15.3037037","17.65811966","5.733333333","6.615384615","3.228849607","3.725595701","21.03703704","24.27350427"
"","","PEP2019CSR-PT02","","","","","","","","","PEP2019CSR-PT02-00111","","","","30","20","4.23","55","6.3","1.88","4","158.7","41.16","8.18","12.41","0.114545455","2.75","1.833333333","0.409","0.272666667","0.2115","0.141","65.91458501","66.66666667","25.93572779","2.121542533","9.333333333","14","12.11851852","18.17777778","6.266666667","9.4","3.143025975","4.714538962","18.38518519","27.57777778"
"","","PEP2019CSR-PT02","","","","","","","","","PEP2019CSR-PT02-00112","","","","30","29","11.58","119","18.69","3.27","4","158.86","34.82","21.96","33.54","0.157058824","4.103448276","3.966666667","0.757241379","0.732","0.399310345","0.386","65.47406082","96.66666667","21.91867053","4.813340048","27.68888889","28.64367816","32.53333333","33.65517241","17.15555556","17.74712644","7.130874145","7.376766357","49.68888889","51.40229885"
"","","PEP2019CSR-PT02","","","","","","","","","PEP2019CSR-PT02-00113","","","","30","25","7.14","45","12.76","1.38","5","158.74","34.72","14.14","21.28","0.283555556","1.8","1.5","0.5656","0.471333333","0.2856","0.238","66.44736842","83.33333333","21.87224392","3.09273529","18.9037037","22.68444444","20.94814815","25.13777778","10.57777778","12.69333333","4.58183006","5.498196072","31.52592593","37.83111111"
"","","PEP2019CSR-PT02","","","","","","","","","PEP2019CSR-PT02-00114","","","","30","27","17.24","78","13.28","2.61","6","160.09","38.78","15.89","33.13","0.17025641","2.888888889","2.6","0.588518519","0.529666667","0.638518519","0.574666667","47.96257169","90","24.22387407","3.84917359","19.67407407","21.8600823","23.54074074","26.1563786","25.54074074","28.37860082","5.702479392","6.336088214","49.08148148","54.53497942"
"","","PEP2019CSR-PT02","","","","","","","","","PEP2019CSR-PT02-00115","","","","30","29","7.52","106","24.82","3.83","3","160.58","29.69","28.65","36.17","0.234150943","3.655172414","3.533333333","0.987931034","0.955","0.259310345","0.250666667","79.20928947","96.66666667","18.48922655","5.297163408","36.77037037","38.03831418","42.44444444","43.90804598","11.14074074","11.52490421","7.847649493","8.118258096","53.58518519","55.43295019"
"","","PEP2019CSR-PT02","","","","","","","","","PEP2019CSR-PT02-00116","","","","30","0","0","0","0","0","","","","0","0","","","0","","0","","0","","0","","","0","","0","","0","","","","0",""
"","","PEP2019CSR-PT02","","","","","","","","","PEP2019CSR-PT02-00117","","","","30","13","3.25","20","3.46","1.04","6","152.63","41.05","4.5","7.75","0.173","1.538461538","0.666666667","0.346153846","0.15","0.25","0.108333333","58.06451613","43.33333333","26.89510581","1.210279762","5.125925926","11.82905983","6.666666667","15.38461538","4.814814815","11.11111111","1.793007054","4.137708586","11.48148148","26.4957265"
"","","PEP2019CSR-PT02","","","","","","","","","PEP2019CSR-PT02-00118","","","","30","24","5.57","56","13.18","1.4","5","156.93","49.18","14.58","20.15","0.235357143","2.333333333","1.866666667","0.6075","0.486","0.232083333","0.185666667","72.3573201","80","31.33881348","4.569199006","19.52592593","24.40740741","21.6","27","8.251851852","10.31481481","6.769183712","8.461479641","29.85185185","37.31481481"
"","","PEP2019CSR-PT02","","","","","","","","","PEP2019CSR-PT02-00119","","","","30","21","10.63","58","14.36","0.9","4","160.01","54.66","15.26","25.89","0.247586207","2.761904762","1.933333333","0.726666667","0.508666667","0.506190476","0.354333333","58.94167632","70","34.16036498","5.212871696","21.27407407","30.39153439","22.60740741","32.2962963","15.74814815","22.4973545","7.722772882","11.03253269","38.35555556","54.79365079"
"","","PEP2019CSR-PT02","","","","","","","","","PEP2019CSR-PT02-00120","","","","30","21","16.79","48","13.9","1.43","5","160.98","40.5","15.33","32.12","0.289583333","2.285714286","1.6","0.73","0.511","0.79952381","0.559666667","47.72727273","70","25.15840477","3.856783451","20.59259259","29.41798942","22.71111111","32.44444444","24.87407407","35.53439153","5.713753261","8.162504659","47.58518519","67.97883598"
"","","PEP2019CSR-PT02","","","","","","","","","PEP2019CSR-PT02-00121","","","","30","25","5.35","60","8.09","0.86","6","158.51","39.84","8.95","14.3","0.134833333","2.4","2","0.358","0.298333333","0.214","0.178333333","62.58741259","83.33333333","25.13406094","2.249498454","11.98518519","14.38222222","13.25925926","15.91111111","7.925925926","9.511111111","3.332590303","3.999108363","21.18518519","25.42222222"
"","","PEP2019CSR-PT02","","","","","","","","","PEP2019CSR-PT02-00122","","","","30","29","8.84","51","9.62","1.07","5","160.27","47.39","10.69","19.53","0.188627451","1.75862069","1.7","0.36862069","0.356333333","0.304827586","0.294666667","54.73630312","96.66666667","29.56885256","3.160910339","14.25185185","14.74329502","15.83703704","16.38314176","13.0962963","13.54789272","4.682830132","4.844307033","28.93333333","29.93103448"
"","","PEP2019CSR-PT02","","","","","","","","","PEP2019CSR-PT02-00123","","","","30","27","9.37","68","18.31","1.81","6","160.48","40.05","20.12","29.49","0.269264706","2.518518519","2.266666667","0.745185185","0.670666667","0.347037037","0.312333333","68.22651746","90","24.95638086","5.021223829","27.12592593","30.1399177","29.80740741","33.11934156","13.88148148","15.42386831","7.438850116","8.265389018","43.68888889","48.54320988"
"","","PEP2019CSR-PT02","","","","","","","","","PEP2019CSR-PT02-00124","","","","30","17","4.7","19","3.65","1.45","6","160.95","30.74","5.1","9.8","0.192105263","1.117647059","0.633333333","0.3","0.17","0.276470588","0.156666667","52.04081633","56.66666667","19.0990991","0.974054054","5.407407407","9.54248366","7.555555556","13.33333333","6.962962963","12.2875817","1.443043043","2.546546547","14.51851852","25.62091503"
"","","PEP2019CSR-PT02","","","","","","","","","PEP2019CSR-PT02-00125","","","","30","26","6.79","54","12.71","2.1","3","160.16","41.88","14.81","21.6","0.23537037","2.076923077","1.8","0.569615385","0.493666667","0.261153846","0.226333333","68.56481481","86.66666667","26.14885115","3.872644855","18.82962963","21.72649573","21.94074074","25.31623932","10.05925926","11.60683761","5.737251637","6.619905735","32","36.92307692"
