"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants harvested per NET plot|CO_331:0000679","Weight of vines per NET plot in kg|CO_331:0000227","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Storage root skin predominant color estimating 1-9 CIP|CO_331:0000175","Storage root predominant Flesh color estimating 1-9|CO_331:0000178","Storage root flesh secondary color estimating 0-9|CO_331:0000179","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of commercial storage roots per plant harvested|CO_331:2000036","Storage roots yield in kg per plant harvested|CO_331:0000681","Vine weight in kg per plant harvested|CO_331:0000990","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield adjusted in tons per ha|CO_331:0001004","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant planted|CO_331:0000991","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Total storage roots yield computation tons per ha|CO_331:0000296","Total foliage yield in tons per ha|CO_331:0000684","Biomass yield in tons per ha|CO_331:0001003 "
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-00534","","","","3","3","1.68","12","2","3.07","0.25","7","4","","6","3.32","5","14","0.255833333","0.125","0.237142857","4.666666667","4","1.106666667","0.56","85.71428571","66.4","45.48148148","49.18518519","24.88888889","74.07407407","4.666666667","4","1.106666667","0.56","100","45.48148148","49.18518519","24.88888889","74.07407407"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-00535","","","","3","3","4.17","18","7","4.62","0.41","7","4","","6","5.03","9.2","25","0.256666667","0.058571429","0.2012","8.333333333","6","1.676666667","1.39","72","54.67391304","68.44444444","74.51851852","61.77777778","136.2962963","8.333333333","6","1.676666667","1.39","100","68.44444444","74.51851852","61.77777778","136.2962963"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-00536","","","","3","2","1.13","6","2","3.24","0.21","4","7","","6","3.45","4.58","8","0.54","0.105","0.43125","4","3","1.725","0.565","75","75.32751092","72","76.66666667","25.11111111","101.7777778","2.666666667","2","1.15","0.376666667","66.66666667","48","51.11111111","16.74074074","67.85185185"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-00537","","","","3","3","6.43","8","0","5.04","0","2","3","","6","5.04","11.47","8","0.63","","0.63","2.666666667","2.666666667","1.68","2.143333333","100","43.94071491","74.66666667","74.66666667","95.25925926","169.9259259","2.666666667","2.666666667","1.68","2.143333333","100","74.66666667","74.66666667","95.25925926","169.9259259"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-00538","","","","3","3","3.68","10","2","3.94","0.25","2","3","","6","4.19","7.87","12","0.394","0.125","0.349166667","4","3.333333333","1.396666667","1.226666667","83.33333333","53.24015248","58.37037037","62.07407407","54.51851852","116.5925926","4","3.333333333","1.396666667","1.226666667","100","58.37037037","62.07407407","54.51851852","116.5925926"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-00539","","","","3","3","4","24","4","6.69","0.2","6","7","","6","6.89","10.89","28","0.27875","0.05","0.246071429","9.333333333","8","2.296666667","1.333333333","85.71428571","63.26905418","99.11111111","102.0740741","59.25925926","161.3333333","9.333333333","8","2.296666667","1.333333333","100","99.11111111","102.0740741","59.25925926","161.3333333"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-00540","","","","3","3","4.35","15","5","2.38","0.35","7","4","","6","2.73","7.08","20","0.158666667","0.07","0.1365","6.666666667","5","0.91","1.45","75","38.55932203","35.25925926","40.44444444","64.44444444","104.8888889","6.666666667","5","0.91","1.45","100","35.25925926","40.44444444","64.44444444","104.8888889"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-00541","","","","3","3","2.89","11","5","4.27","0.34","6","3","","6","4.61","7.5","16","0.388181818","0.068","0.288125","5.333333333","3.666666667","1.536666667","0.963333333","68.75","61.46666667","63.25925926","68.2962963","42.81481481","111.1111111","5.333333333","3.666666667","1.536666667","0.963333333","100","63.25925926","68.2962963","42.81481481","111.1111111"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-00542","","","","3","3","2.29","12","2","1.75","0.23","2","3","","6","1.98","4.27","14","0.145833333","0.115","0.141428571","4.666666667","4","0.66","0.763333333","85.71428571","46.37002342","25.92592593","29.33333333","33.92592593","63.25925926","4.666666667","4","0.66","0.763333333","100","25.92592593","29.33333333","33.92592593","63.25925926"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-00543","","","","3","3","1.65","9","3","3.02","0.2","6","1","","6","3.22","4.87","12","0.335555556","0.066666667","0.268333333","4","3","1.073333333","0.55","75","66.11909651","44.74074074","47.7037037","24.44444444","72.14814815","4","3","1.073333333","0.55","100","44.74074074","47.7037037","24.44444444","72.14814815"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-00544","","","","3","3","2.39","21","4","4.34","0.22","6","6","","6","4.56","6.95","25","0.206666667","0.055","0.1824","8.333333333","7","1.52","0.796666667","84","65.61151079","64.2962963","67.55555556","35.40740741","102.962963","8.333333333","7","1.52","0.796666667","100","64.2962963","67.55555556","35.40740741","102.962963"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-00545","","","","3","3","2.68","21","13","3.67","0.49","2","6","","6","4.16","6.84","34","0.174761905","0.037692308","0.122352941","11.33333333","7","1.386666667","0.893333333","61.76470588","60.81871345","54.37037037","61.62962963","39.7037037","101.3333333","11.33333333","7","1.386666667","0.893333333","100","54.37037037","61.62962963","39.7037037","101.3333333"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-00546","","","","3","3","3.8","10","2","4.56","0.24","1","1","","5","4.8","8.6","12","0.456","0.12","0.4","4","3.333333333","1.6","1.266666667","83.33333333","55.81395349","67.55555556","71.11111111","56.2962963","127.4074074","4","3.333333333","1.6","1.266666667","100","67.55555556","71.11111111","56.2962963","127.4074074"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-00547","","","","3","3","2.04","12","5","2.7","0.25","6","4","","5","2.95","4.99","17","0.225","0.05","0.173529412","5.666666667","4","0.983333333","0.68","70.58823529","59.11823647","40","43.7037037","30.22222222","73.92592593","5.666666667","4","0.983333333","0.68","100","40","43.7037037","30.22222222","73.92592593"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-00548","","","","3","2","2.53","11","2","3.46","0.24","2","6","","6","3.7","6.23","13","0.314545455","0.12","0.284615385","6.5","5.5","1.85","1.265","84.61538462","59.39004815","76.88888889","82.22222222","56.22222222","138.4444444","4.333333333","3.666666667","1.233333333","0.843333333","66.66666667","51.25925926","54.81481481","37.48148148","92.2962963"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-00549","","","","3","3","2.65","19","2","6.11","0.04","4","6","","6","6.15","8.8","21","0.321578947","0.02","0.292857143","7","6.333333333","2.05","0.883333333","90.47619048","69.88636364","90.51851852","91.11111111","39.25925926","130.3703704","7","6.333333333","2.05","0.883333333","100","90.51851852","91.11111111","39.25925926","130.3703704"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-00550","","","","3","2","1.65","5","5","0.92","0.3","2","6","","6","1.22","2.87","10","0.184","0.06","0.122","5","2.5","0.61","0.825","50","42.5087108","20.44444444","27.11111111","36.66666667","63.77777778","3.333333333","1.666666667","0.406666667","0.55","66.66666667","13.62962963","18.07407407","24.44444444","42.51851852"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-00551","","","","3","3","3.4","23","5","5.03","0.44","7","6","","5","5.47","8.87","28","0.218695652","0.088","0.195357143","9.333333333","7.666666667","1.823333333","1.133333333","82.14285714","61.66854566","74.51851852","81.03703704","50.37037037","131.4074074","9.333333333","7.666666667","1.823333333","1.133333333","100","74.51851852","81.03703704","50.37037037","131.4074074"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-00552","","","","3","3","3.09","19","4","3.22","0.27","8","8","","6","3.49","6.58","23","0.169473684","0.0675","0.15173913","7.666666667","6.333333333","1.163333333","1.03","82.60869565","53.03951368","47.7037037","51.7037037","45.77777778","97.48148148","7.666666667","6.333333333","1.163333333","1.03","100","47.7037037","51.7037037","45.77777778","97.48148148"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-00553","","","","3","3","2.34","10","5","3.92","0.27","4","6","","6","4.19","6.53","15","0.392","0.054","0.279333333","5","3.333333333","1.396666667","0.78","66.66666667","64.16539051","58.07407407","62.07407407","34.66666667","96.74074074","5","3.333333333","1.396666667","0.78","100","58.07407407","62.07407407","34.66666667","96.74074074"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-00554","","","","3","3","2.09","19","3","4.21","0.18","7","6","","6","4.39","6.48","22","0.221578947","0.06","0.199545455","7.333333333","6.333333333","1.463333333","0.696666667","86.36363636","67.74691358","62.37037037","65.03703704","30.96296296","96","7.333333333","6.333333333","1.463333333","0.696666667","100","62.37037037","65.03703704","30.96296296","96"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-00555","","","","3","3","2.11","6","1","2.45","0.06","2","6","","5","2.51","4.62","7","0.408333333","0.06","0.358571429","2.333333333","2","0.836666667","0.703333333","85.71428571","54.32900433","36.2962963","37.18518519","31.25925926","68.44444444","2.333333333","2","0.836666667","0.703333333","100","36.2962963","37.18518519","31.25925926","68.44444444"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-00556","","","","3","3","3.57","6","4","0.76","0.16","7","7","","6","0.92","4.49","10","0.126666667","0.04","0.092","3.333333333","2","0.306666667","1.19","60","20.48997773","11.25925926","13.62962963","52.88888889","66.51851852","3.333333333","2","0.306666667","1.19","100","11.25925926","13.62962963","52.88888889","66.51851852"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-00557","","","","3","3","3.19","19","3","2.44","0.12","7","7","","6","2.56","5.75","22","0.128421053","0.04","0.116363636","7.333333333","6.333333333","0.853333333","1.063333333","86.36363636","44.52173913","36.14814815","37.92592593","47.25925926","85.18518519","7.333333333","6.333333333","0.853333333","1.063333333","100","36.14814815","37.92592593","47.25925926","85.18518519"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-00558","","","","3","3","1.56","19","10","2.43","0.35","7","7","","6","2.78","4.34","29","0.127894737","0.035","0.095862069","9.666666667","6.333333333","0.926666667","0.52","65.51724138","64.05529954","36","41.18518519","23.11111111","64.2962963","9.666666667","6.333333333","0.926666667","0.52","100","36","41.18518519","23.11111111","64.2962963"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-00559","","","","3","3","3.07","30","8","3.96","0.47","3","6","","5","4.43","7.5","38","0.132","0.05875","0.116578947","12.66666667","10","1.476666667","1.023333333","78.94736842","59.06666667","58.66666667","65.62962963","45.48148148","111.1111111","12.66666667","10","1.476666667","1.023333333","100","58.66666667","65.62962963","45.48148148","111.1111111"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-00560","","","","3","3","1.66","3","3","1.64","0.18","6","3","","6","1.82","3.48","6","0.546666667","0.06","0.303333333","2","1","0.606666667","0.553333333","50","52.29885057","24.2962963","26.96296296","24.59259259","51.55555556","2","1","0.606666667","0.553333333","100","24.2962963","26.96296296","24.59259259","51.55555556"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-00561","","","","3","3","4.05","24","13","3.73","0.64","7","7","","6","4.37","8.42","37","0.155416667","0.049230769","0.118108108","12.33333333","8","1.456666667","1.35","64.86486486","51.90023753","55.25925926","64.74074074","60","124.7407407","12.33333333","8","1.456666667","1.35","100","55.25925926","64.74074074","60","124.7407407"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-00562","","","","3","3","2.19","17","5","3.6","0.3","7","7","","5","3.9","6.09","22","0.211764706","0.06","0.177272727","7.333333333","5.666666667","1.3","0.73","77.27272727","64.03940887","53.33333333","57.77777778","32.44444444","90.22222222","7.333333333","5.666666667","1.3","0.73","100","53.33333333","57.77777778","32.44444444","90.22222222"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-00563","","","","3","3","2.86","5","7","0.8","0.32","8","7","","6","1.12","3.98","12","0.16","0.045714286","0.093333333","4","1.666666667","0.373333333","0.953333333","41.66666667","28.14070352","11.85185185","16.59259259","42.37037037","58.96296296","4","1.666666667","0.373333333","0.953333333","100","11.85185185","16.59259259","42.37037037","58.96296296"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-00564","","","","3","3","3.09","12","11","4.06","0.05","8","7","","6","4.11","7.2","23","0.338333333","0.004545455","0.178695652","7.666666667","4","1.37","1.03","52.17391304","57.08333333","60.14814815","60.88888889","45.77777778","106.6666667","7.666666667","4","1.37","1.03","100","60.14814815","60.88888889","45.77777778","106.6666667"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-00565","","","","3","3","11.7","15","7","3.58","0.37","8","6","","5","3.95","15.65","22","0.238666667","0.052857143","0.179545455","7.333333333","5","1.316666667","3.9","68.18181818","25.23961661","53.03703704","58.51851852","173.3333333","231.8518519","7.333333333","5","1.316666667","3.9","100","53.03703704","58.51851852","173.3333333","231.8518519"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-00566","","","","3","3","1.75","32","9","4.21","0.31","7","7","","5","4.52","6.27","41","0.1315625","0.034444444","0.110243902","13.66666667","10.66666667","1.506666667","0.583333333","78.04878049","72.08931419","62.37037037","66.96296296","25.92592593","92.88888889","13.66666667","10.66666667","1.506666667","0.583333333","100","62.37037037","66.96296296","25.92592593","92.88888889"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-00567","","","","3","3","2.24","1","5","0.17","0.18","6","6","","7","0.35","2.59","6","0.17","0.036","0.058333333","2","0.333333333","0.116666667","0.746666667","16.66666667","13.51351351","2.518518519","5.185185185","33.18518519","38.37037037","2","0.333333333","0.116666667","0.746666667","100","2.518518519","5.185185185","33.18518519","38.37037037"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-00568","","","","3","3","3.09","19","9","3.38","0.23","6","4","","6","3.61","6.7","28","0.177894737","0.025555556","0.128928571","9.333333333","6.333333333","1.203333333","1.03","67.85714286","53.88059701","50.07407407","53.48148148","45.77777778","99.25925926","9.333333333","6.333333333","1.203333333","1.03","100","50.07407407","53.48148148","45.77777778","99.25925926"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-00569","","","","3","3","1.94","13","9","1.46","0.21","2","7","","6","1.67","3.61","22","0.112307692","0.023333333","0.075909091","7.333333333","4.333333333","0.556666667","0.646666667","59.09090909","46.26038781","21.62962963","24.74074074","28.74074074","53.48148148","7.333333333","4.333333333","0.556666667","0.646666667","100","21.62962963","24.74074074","28.74074074","53.48148148"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-00570","","","","3","3","1.92","19","4","3.69","0.2","2","7","","5","3.89","5.81","23","0.194210526","0.05","0.169130435","7.666666667","6.333333333","1.296666667","0.64","82.60869565","66.9535284","54.66666667","57.62962963","28.44444444","86.07407407","7.666666667","6.333333333","1.296666667","0.64","100","54.66666667","57.62962963","28.44444444","86.07407407"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-00571","","","","3","3","2.4","10","2","3.44","0.12","7","7","","5","3.56","5.96","12","0.344","0.06","0.296666667","4","3.333333333","1.186666667","0.8","83.33333333","59.73154362","50.96296296","52.74074074","35.55555556","88.2962963","4","3.333333333","1.186666667","0.8","100","50.96296296","52.74074074","35.55555556","88.2962963"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-00572","","","","3","3","1.79","14","11","3.4","0.36","6","7","","5","3.76","5.55","25","0.242857143","0.032727273","0.1504","8.333333333","4.666666667","1.253333333","0.596666667","56","67.74774775","50.37037037","55.7037037","26.51851852","82.22222222","8.333333333","4.666666667","1.253333333","0.596666667","100","50.37037037","55.7037037","26.51851852","82.22222222"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-00573","","","","3","3","2.29","18","2","4.01","0.13","7","7","","5","4.14","6.43","20","0.222777778","0.065","0.207","6.666666667","6","1.38","0.763333333","90","64.38569207","59.40740741","61.33333333","33.92592593","95.25925926","6.666666667","6","1.38","0.763333333","100","59.40740741","61.33333333","33.92592593","95.25925926"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-00574","","","","3","3","2.49","12","0","2.78","0","2","7","","5","2.78","5.27","12","0.231666667","","0.231666667","4","4","0.926666667","0.83","100","52.75142315","41.18518519","41.18518519","36.88888889","78.07407407","4","4","0.926666667","0.83","100","41.18518519","41.18518519","36.88888889","78.07407407"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-00575","","","","3","3","2.33","16","4","3.47","0.14","8","6","","5","3.61","5.94","20","0.216875","0.035","0.1805","6.666666667","5.333333333","1.203333333","0.776666667","80","60.77441077","51.40740741","53.48148148","34.51851852","88","6.666666667","5.333333333","1.203333333","0.776666667","100","51.40740741","53.48148148","34.51851852","88"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-00576","","","","3","3","2.47","8","5","1.42","0.33","8","3","","6","1.75","4.22","13","0.1775","0.066","0.134615385","4.333333333","2.666666667","0.583333333","0.823333333","61.53846154","41.46919431","21.03703704","25.92592593","36.59259259","62.51851852","4.333333333","2.666666667","0.583333333","0.823333333","100","21.03703704","25.92592593","36.59259259","62.51851852"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-00577","","","","3","3","2.43","8","1","1.89","0.09","6","7","","5","1.98","4.41","9","0.23625","0.09","0.22","3","2.666666667","0.66","0.81","88.88888889","44.89795918","28","29.33333333","36","65.33333333","3","2.666666667","0.66","0.81","100","28","29.33333333","36","65.33333333"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-00578","","","","3","3","4.08","15","1","2.82","0.06","3","7","","6","2.88","6.96","16","0.188","0.06","0.18","5.333333333","5","0.96","1.36","93.75","41.37931034","41.77777778","42.66666667","60.44444444","103.1111111","5.333333333","5","0.96","1.36","100","41.77777778","42.66666667","60.44444444","103.1111111"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-00579","","","","3","3","2.76","9","5","2.01","0.08","7","7","","6","2.09","4.85","14","0.223333333","0.016","0.149285714","4.666666667","3","0.696666667","0.92","64.28571429","43.09278351","29.77777778","30.96296296","40.88888889","71.85185185","4.666666667","3","0.696666667","0.92","100","29.77777778","30.96296296","40.88888889","71.85185185"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-00580","","","","3","3","4.87","9","2","4.54","0.08","6","6","","6","4.62","9.49","11","0.504444444","0.04","0.42","3.666666667","3","1.54","1.623333333","81.81818182","48.68282403","67.25925926","68.44444444","72.14814815","140.5925926","3.666666667","3","1.54","1.623333333","100","67.25925926","68.44444444","72.14814815","140.5925926"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-00581","","","","3","3","4.52","18","5","3.64","0.21","8","4","","5","3.85","8.37","23","0.202222222","0.042","0.167391304","7.666666667","6","1.283333333","1.506666667","78.26086957","45.99761051","53.92592593","57.03703704","66.96296296","124","7.666666667","6","1.283333333","1.506666667","100","53.92592593","57.03703704","66.96296296","124"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-00582","","","","3","3","2.13","10","4","2.81","0.14","6","6","","5","2.95","5.08","14","0.281","0.035","0.210714286","4.666666667","3.333333333","0.983333333","0.71","71.42857143","58.07086614","41.62962963","43.7037037","31.55555556","75.25925926","4.666666667","3.333333333","0.983333333","0.71","100","41.62962963","43.7037037","31.55555556","75.25925926"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-00583","","","","3","2","3.01","5","4","2.21","0.35","4","6","","6","2.56","5.57","9","0.442","0.0875","0.284444444","4.5","2.5","1.28","1.505","55.55555556","45.96050269","49.11111111","56.88888889","66.88888889","123.7777778","3","1.666666667","0.853333333","1.003333333","66.66666667","32.74074074","37.92592593","44.59259259","82.51851852"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-00584","","","","3","3","2.59","13","3","2.42","0.09","7","7","","5","2.51","5.1","16","0.186153846","0.03","0.156875","5.333333333","4.333333333","0.836666667","0.863333333","81.25","49.21568627","35.85185185","37.18518519","38.37037037","75.55555556","5.333333333","4.333333333","0.836666667","0.863333333","100","35.85185185","37.18518519","38.37037037","75.55555556"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-00585","","","","3","3","2.01","10","2","2.82","0.06","8","8","","5","2.88","4.89","12","0.282","0.03","0.24","4","3.333333333","0.96","0.67","83.33333333","58.89570552","41.77777778","42.66666667","29.77777778","72.44444444","4","3.333333333","0.96","0.67","100","41.77777778","42.66666667","29.77777778","72.44444444"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-00586","","","","3","2","1.48","4","1","1.37","0.06","7","6","","6","1.43","2.91","5","0.3425","0.06","0.286","2.5","2","0.715","0.74","80","49.14089347","30.44444444","31.77777778","32.88888889","64.66666667","1.666666667","1.333333333","0.476666667","0.493333333","66.66666667","20.2962963","21.18518519","21.92592593","43.11111111"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-00587","","","","3","3","2.22","14","4","2.94","0.21","7","7","","5","3.15","5.37","18","0.21","0.0525","0.175","6","4.666666667","1.05","0.74","77.77777778","58.65921788","43.55555556","46.66666667","32.88888889","79.55555556","6","4.666666667","1.05","0.74","100","43.55555556","46.66666667","32.88888889","79.55555556"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-00588","","","","3","3","2.43","15","6","2.78","0.23","8","7","","5","3.01","5.44","21","0.185333333","0.038333333","0.143333333","7","5","1.003333333","0.81","71.42857143","55.33088235","41.18518519","44.59259259","36","80.59259259","7","5","1.003333333","0.81","100","41.18518519","44.59259259","36","80.59259259"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-00589","","","","3","3","3.64","11","4","2.76","0.1","7","6","","5","2.86","6.5","15","0.250909091","0.025","0.190666667","5","3.666666667","0.953333333","1.213333333","73.33333333","44","40.88888889","42.37037037","53.92592593","96.2962963","5","3.666666667","0.953333333","1.213333333","100","40.88888889","42.37037037","53.92592593","96.2962963"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-00590","","","","3","3","2.91","8","7","4.47","0.12","7","6","","6","4.59","7.5","15","0.55875","0.017142857","0.306","5","2.666666667","1.53","0.97","53.33333333","61.2","66.22222222","68","43.11111111","111.1111111","5","2.666666667","1.53","0.97","100","66.22222222","68","43.11111111","111.1111111"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-00591","","","","3","3","5.02","10","5","2.78","0.15","4","7","","6","2.93","7.95","15","0.278","0.03","0.195333333","5","3.333333333","0.976666667","1.673333333","66.66666667","36.85534591","41.18518519","43.40740741","74.37037037","117.7777778","5","3.333333333","0.976666667","1.673333333","100","41.18518519","43.40740741","74.37037037","117.7777778"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-00592","","","","3","3","3.89","7","1","2.51","0.03","7","7","","6","2.54","6.43","8","0.358571429","0.03","0.3175","2.666666667","2.333333333","0.846666667","1.296666667","87.5","39.50233281","37.18518519","37.62962963","57.62962963","95.25925926","2.666666667","2.333333333","0.846666667","1.296666667","100","37.18518519","37.62962963","57.62962963","95.25925926"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-00593","","","","3","3","3.84","21","17","3.05","0.17","6","6","","6","3.22","7.06","38","0.145238095","0.01","0.084736842","12.66666667","7","1.073333333","1.28","55.26315789","45.60906516","45.18518519","47.7037037","56.88888889","104.5925926","12.66666667","7","1.073333333","1.28","100","45.18518519","47.7037037","56.88888889","104.5925926"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-00594","","","","3","2","3.06","12","8","3.01","0.09","6","7","","5","3.1","6.16","20","0.250833333","0.01125","0.155","10","6","1.55","1.53","60","50.32467532","66.88888889","68.88888889","68","136.8888889","6.666666667","4","1.033333333","1.02","66.66666667","44.59259259","45.92592593","45.33333333","91.25925926"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-00595","","","","3","3","3.45","13","7","2.39","0.13","7","7","","6","2.52","5.97","20","0.183846154","0.018571429","0.126","6.666666667","4.333333333","0.84","1.15","65","42.21105528","35.40740741","37.33333333","51.11111111","88.44444444","6.666666667","4.333333333","0.84","1.15","100","35.40740741","37.33333333","51.11111111","88.44444444"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-00596","","","","3","3","1.89","14","3","2.32","0.16","2","7","","6","2.48","4.37","17","0.165714286","0.053333333","0.145882353","5.666666667","4.666666667","0.826666667","0.63","82.35294118","56.75057208","34.37037037","36.74074074","28","64.74074074","5.666666667","4.666666667","0.826666667","0.63","100","34.37037037","36.74074074","28","64.74074074"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-00597","","","","3","3","3.38","14","4","3.81","0.08","6","7","","6","3.89","7.27","18","0.272142857","0.02","0.216111111","6","4.666666667","1.296666667","1.126666667","77.77777778","53.50756534","56.44444444","57.62962963","50.07407407","107.7037037","6","4.666666667","1.296666667","1.126666667","100","56.44444444","57.62962963","50.07407407","107.7037037"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-00598","","","","3","3","5.09","17","5","3.93","0.17","7","7","","6","4.1","9.19","22","0.231176471","0.034","0.186363636","7.333333333","5.666666667","1.366666667","1.696666667","77.27272727","44.61371055","58.22222222","60.74074074","75.40740741","136.1481481","7.333333333","5.666666667","1.366666667","1.696666667","100","58.22222222","60.74074074","75.40740741","136.1481481"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-00599","","","","3","2","4.6","12","6","1.59","0.15","3","6","","6","1.74","6.34","18","0.1325","0.025","0.096666667","9","6","0.87","2.3","66.66666667","27.44479495","35.33333333","38.66666667","102.2222222","140.8888889","6","4","0.58","1.533333333","66.66666667","23.55555556","25.77777778","68.14814815","93.92592593"
