"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants harvested per NET plot|CO_331:0000679","Weight of vines per NET plot in kg|CO_331:0000227","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Storage root skin predominant color estimating 1-9 CIP|CO_331:0000175","Storage root predominant Flesh color estimating 1-9|CO_331:0000178","Storage root flesh secondary color estimating 0-9|CO_331:0000179","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of commercial storage roots per plant harvested|CO_331:2000036","Storage roots yield in kg per plant harvested|CO_331:0000681","Vine weight in kg per plant harvested|CO_331:0000990","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield adjusted in tons per ha|CO_331:0001004","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant planted|CO_331:0000991","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Total storage roots yield computation tons per ha|CO_331:0000296","Total foliage yield in tons per ha|CO_331:0000684","Biomass yield in tons per ha|CO_331:0001003 "
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-01974","","","","3","3","3.13","17","4","3.9","0.18","7","7","","5","4.08","7.21","21","0.229411765","0.045","0.194285714","7","5.666666667","1.36","1.043333333","80.95238095","56.58807212","57.77777778","60.44444444","46.37037037","106.8148148","7","5.666666667","1.36","1.043333333","100","57.77777778","60.44444444","46.37037037","106.8148148"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-01975","","","","3","2","2.14","4","1","0.44","0.06","7","7","","5","0.5","2.64","5","0.11","0.06","0.1","2.5","2","0.25","1.07","80","18.93939394","9.777777778","11.11111111","47.55555556","58.66666667","1.666666667","1.333333333","0.166666667","0.713333333","66.66666667","6.518518519","7.407407407","31.7037037","39.11111111"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-01976","","","","3","3","1.66","15","11","3.32","0.44","6","7","","5","3.76","5.42","26","0.221333333","0.04","0.144615385","8.666666667","5","1.253333333","0.553333333","57.69230769","69.37269373","49.18518519","55.7037037","24.59259259","80.2962963","8.666666667","5","1.253333333","0.553333333","100","49.18518519","55.7037037","24.59259259","80.2962963"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-01977","","","","3","3","4.15","16","17","3.33","0.5","3","6","","6","3.83","7.98","33","0.208125","0.029411765","0.116060606","11","5.333333333","1.276666667","1.383333333","48.48484848","47.99498747","49.33333333","56.74074074","61.48148148","118.2222222","11","5.333333333","1.276666667","1.383333333","100","49.33333333","56.74074074","61.48148148","118.2222222"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-01978","","","","3","3","0.41","20","7","4.14","0.18","6","7","","6","4.32","4.73","27","0.207","0.025714286","0.16","9","6.666666667","1.44","0.136666667","74.07407407","91.33192389","61.33333333","64","6.074074074","70.07407407","9","6.666666667","1.44","0.136666667","100","61.33333333","64","6.074074074","70.07407407"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-01979","","","","3","2","3.34","10","10","2.73","0.43","4","7","","5","3.16","6.5","20","0.273","0.043","0.158","10","5","1.58","1.67","50","48.61538462","60.66666667","70.22222222","74.22222222","144.4444444","6.666666667","3.333333333","1.053333333","1.113333333","66.66666667","40.44444444","46.81481481","49.48148148","96.2962963"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-01980","","","","3","3","2.48","12","5","4.2","0.21","7","7","","5","4.41","6.89","17","0.35","0.042","0.259411765","5.666666667","4","1.47","0.826666667","70.58823529","64.00580552","62.22222222","65.33333333","36.74074074","102.0740741","5.666666667","4","1.47","0.826666667","100","62.22222222","65.33333333","36.74074074","102.0740741"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-01981","","","","3","2","2.96","9","0","1.99","0","4","7","","5","1.99","4.95","9","0.221111111","","0.221111111","4.5","4.5","0.995","1.48","100","40.2020202","44.22222222","44.22222222","65.77777778","110","3","3","0.663333333","0.986666667","66.66666667","29.48148148","29.48148148","43.85185185","73.33333333"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-01982","","","","3","2","2.56","18","7","3.54","0.2","4","8","","6","3.74","6.3","25","0.196666667","0.028571429","0.1496","12.5","9","1.87","1.28","72","59.36507937","78.66666667","83.11111111","56.88888889","140","8.333333333","6","1.246666667","0.853333333","66.66666667","52.44444444","55.40740741","37.92592593","93.33333333"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-01983","","","","3","3","3.32","17","5","2.9","0.25","6","4","","5","3.15","6.47","22","0.170588235","0.05","0.143181818","7.333333333","5.666666667","1.05","1.106666667","77.27272727","48.6862442","42.96296296","46.66666667","49.18518519","95.85185185","7.333333333","5.666666667","1.05","1.106666667","100","42.96296296","46.66666667","49.18518519","95.85185185"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-01984","","","","3","3","3.39","9","3","3.84","0.12","6","6","","6","3.96","7.35","12","0.426666667","0.04","0.33","4","3","1.32","1.13","75","53.87755102","56.88888889","58.66666667","50.22222222","108.8888889","4","3","1.32","1.13","100","56.88888889","58.66666667","50.22222222","108.8888889"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-01985","","","","3","2","1.95","7","2","1.8","0.05","6","8","","5","1.85","3.8","9","0.257142857","0.025","0.205555556","4.5","3.5","0.925","0.975","77.77777778","48.68421053","40","41.11111111","43.33333333","84.44444444","3","2.333333333","0.616666667","0.65","66.66666667","26.66666667","27.40740741","28.88888889","56.2962963"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-01986","","","","3","3","3.96","8","2","2.18","0.06","4","7","","5","2.24","6.2","10","0.2725","0.03","0.224","3.333333333","2.666666667","0.746666667","1.32","80","36.12903226","32.2962963","33.18518519","58.66666667","91.85185185","3.333333333","2.666666667","0.746666667","1.32","100","32.2962963","33.18518519","58.66666667","91.85185185"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-01987","","","","3","3","3.14","10","3","2.53","0.11","6","6","","5","2.64","5.78","13","0.253","0.036666667","0.203076923","4.333333333","3.333333333","0.88","1.046666667","76.92307692","45.67474048","37.48148148","39.11111111","46.51851852","85.62962963","4.333333333","3.333333333","0.88","1.046666667","100","37.48148148","39.11111111","46.51851852","85.62962963"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-01988","","","","3","3","2.65","7","6","2.32","0.26","3","8","","6","2.58","5.23","13","0.331428571","0.043333333","0.198461538","4.333333333","2.333333333","0.86","0.883333333","53.84615385","49.33078394","34.37037037","38.22222222","39.25925926","77.48148148","4.333333333","2.333333333","0.86","0.883333333","100","34.37037037","38.22222222","39.25925926","77.48148148"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-01989","","","","3","3","3.35","19","7","3.37","0.37","4","8","","5","3.74","7.09","26","0.177368421","0.052857143","0.143846154","8.666666667","6.333333333","1.246666667","1.116666667","73.07692308","52.75035261","49.92592593","55.40740741","49.62962963","105.037037","8.666666667","6.333333333","1.246666667","1.116666667","100","49.92592593","55.40740741","49.62962963","105.037037"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-01990","","","","3","2","3.01","13","3","2.62","0.16","4","7","","5","2.78","5.79","16","0.201538462","0.053333333","0.17375","8","6.5","1.39","1.505","81.25","48.01381693","58.22222222","61.77777778","66.88888889","128.6666667","5.333333333","4.333333333","0.926666667","1.003333333","66.66666667","38.81481481","41.18518519","44.59259259","85.77777778"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-01991","","","","3","3","3.37","13","7","2.36","0.15","2","4","","6","2.51","5.88","20","0.181538462","0.021428571","0.1255","6.666666667","4.333333333","0.836666667","1.123333333","65","42.68707483","34.96296296","37.18518519","49.92592593","87.11111111","6.666666667","4.333333333","0.836666667","1.123333333","100","34.96296296","37.18518519","49.92592593","87.11111111"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-01992","","","","3","1","3.55","7","0","3.11","0","4","7","","6","3.11","6.66","7","0.444285714","","0.444285714","7","7","3.11","3.55","100","46.6966967","138.2222222","138.2222222","157.7777778","296","2.333333333","2.333333333","1.036666667","1.183333333","33.33333333","46.07407407","46.07407407","52.59259259","98.66666667"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-01993","","","","3","3","1.6","6","4","1.7","0.19","6","7","","6","1.89","3.49","10","0.283333333","0.0475","0.189","3.333333333","2","0.63","0.533333333","60","54.15472779","25.18518519","28","23.7037037","51.7037037","3.333333333","2","0.63","0.533333333","100","25.18518519","28","23.7037037","51.7037037"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-01994","","","","3","3","6.12","25","5","4.97","0.18","4","7","","6","5.15","11.27","30","0.1988","0.036","0.171666667","10","8.333333333","1.716666667","2.04","83.33333333","45.69653949","73.62962963","76.2962963","90.66666667","166.962963","10","8.333333333","1.716666667","2.04","100","73.62962963","76.2962963","90.66666667","166.962963"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-01995","","","","3","3","2.18","17","11","2.99","0.47","4","7","","5","3.46","5.64","28","0.175882353","0.042727273","0.123571429","9.333333333","5.666666667","1.153333333","0.726666667","60.71428571","61.34751773","44.2962963","51.25925926","32.2962963","83.55555556","9.333333333","5.666666667","1.153333333","0.726666667","100","44.2962963","51.25925926","32.2962963","83.55555556"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-01996","","","","3","3","1.98","21","8","4.12","0.19","6","7","","6","4.31","6.29","29","0.196190476","0.02375","0.14862069","9.666666667","7","1.436666667","0.66","72.4137931","68.52146264","61.03703704","63.85185185","29.33333333","93.18518519","9.666666667","7","1.436666667","0.66","100","61.03703704","63.85185185","29.33333333","93.18518519"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-01997","","","","3","3","4.21","20","9","4.59","0.27","3","6","","6","4.86","9.07","29","0.2295","0.03","0.167586207","9.666666667","6.666666667","1.62","1.403333333","68.96551724","53.58324146","68","72","62.37037037","134.3703704","9.666666667","6.666666667","1.62","1.403333333","100","68","72","62.37037037","134.3703704"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-01998","","","","3","3","1.76","11","9","2.5","0.14","6","6","","6","2.64","4.4","20","0.227272727","0.015555556","0.132","6.666666667","3.666666667","0.88","0.586666667","55","60","37.03703704","39.11111111","26.07407407","65.18518519","6.666666667","3.666666667","0.88","0.586666667","100","37.03703704","39.11111111","26.07407407","65.18518519"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-01999","","","","3","2","2.35","17","8","2.9","0.26","6","7","","5","3.16","5.51","25","0.170588235","0.0325","0.1264","12.5","8.5","1.58","1.175","68","57.35027223","64.44444444","70.22222222","52.22222222","122.4444444","8.333333333","5.666666667","1.053333333","0.783333333","66.66666667","42.96296296","46.81481481","34.81481481","81.62962963"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-02000","","","","3","3","2.6","8","7","1.34","0.27","6","3","","6","1.61","4.21","15","0.1675","0.038571429","0.107333333","5","2.666666667","0.536666667","0.866666667","53.33333333","38.24228029","19.85185185","23.85185185","38.51851852","62.37037037","5","2.666666667","0.536666667","0.866666667","100","19.85185185","23.85185185","38.51851852","62.37037037"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-02001","","","","3","3","4.21","15","14","3.8","0.11","6","6","","6","3.91","8.12","29","0.253333333","0.007857143","0.134827586","9.666666667","5","1.303333333","1.403333333","51.72413793","48.15270936","56.2962963","57.92592593","62.37037037","120.2962963","9.666666667","5","1.303333333","1.403333333","100","56.2962963","57.92592593","62.37037037","120.2962963"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-02002","","","","3","3","2.31","16","4","2.79","0.15","6","4","","6","2.94","5.25","20","0.174375","0.0375","0.147","6.666666667","5.333333333","0.98","0.77","80","56","41.33333333","43.55555556","34.22222222","77.77777778","6.666666667","5.333333333","0.98","0.77","100","41.33333333","43.55555556","34.22222222","77.77777778"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-02003","","","","3","2","6.06","8","0","1.68","0","2","6","","6","1.68","7.74","8","0.21","","0.21","4","4","0.84","3.03","100","21.70542636","37.33333333","37.33333333","134.6666667","172","2.666666667","2.666666667","0.56","2.02","66.66666667","24.88888889","24.88888889","89.77777778","114.6666667"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-02004","","","","3","3","4.16","14","4","5.13","0.17","1","3","","6","5.3","9.46","18","0.366428571","0.0425","0.294444444","6","4.666666667","1.766666667","1.386666667","77.77777778","56.02536998","76","78.51851852","61.62962963","140.1481481","6","4.666666667","1.766666667","1.386666667","100","76","78.51851852","61.62962963","140.1481481"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-02005","","","","3","3","4.06","11","4","1.39","0.19","6","3","","6","1.58","5.64","15","0.126363636","0.0475","0.105333333","5","3.666666667","0.526666667","1.353333333","73.33333333","28.0141844","20.59259259","23.40740741","60.14814815","83.55555556","5","3.666666667","0.526666667","1.353333333","100","20.59259259","23.40740741","60.14814815","83.55555556"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-02006","","","","3","3","7.18","11","8","2.73","0.38","2","3","","6","3.11","10.29","19","0.248181818","0.0475","0.163684211","6.333333333","3.666666667","1.036666667","2.393333333","57.89473684","30.22351798","40.44444444","46.07407407","106.3703704","152.4444444","6.333333333","3.666666667","1.036666667","2.393333333","100","40.44444444","46.07407407","106.3703704","152.4444444"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-02007","","","","3","3","1.37","7","0","3.01","0","2","6","","6","3.01","4.38","7","0.43","","0.43","2.333333333","2.333333333","1.003333333","0.456666667","100","68.72146119","44.59259259","44.59259259","20.2962963","64.88888889","2.333333333","2.333333333","1.003333333","0.456666667","100","44.59259259","44.59259259","20.2962963","64.88888889"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-02008","","","","3","3","13.28","7","4","4.32","0.16","6","6","","6","4.48","17.76","11","0.617142857","0.04","0.407272727","3.666666667","2.333333333","1.493333333","4.426666667","63.63636364","25.22522523","64","66.37037037","196.7407407","263.1111111","3.666666667","2.333333333","1.493333333","4.426666667","100","64","66.37037037","196.7407407","263.1111111"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-02009","","","","3","3","7.99","18","6","8.14","0.21","4","6","","3","8.35","16.34","24","0.452222222","0.035","0.347916667","8","6","2.783333333","2.663333333","75","51.10159119","120.5925926","123.7037037","118.3703704","242.0740741","8","6","2.783333333","2.663333333","100","120.5925926","123.7037037","118.3703704","242.0740741"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-02010","","","","3","3","8.23","23","10","5.34","0.45","2","3","","6","5.79","14.02","33","0.232173913","0.045","0.175454545","11","7.666666667","1.93","2.743333333","69.6969697","41.29814551","79.11111111","85.77777778","121.9259259","207.7037037","11","7.666666667","1.93","2.743333333","100","79.11111111","85.77777778","121.9259259","207.7037037"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-02011","","","","3","3","8.77","20","7","4.65","0.26","4","7","","6","4.91","13.68","27","0.2325","0.037142857","0.181851852","9","6.666666667","1.636666667","2.923333333","74.07407407","35.89181287","68.88888889","72.74074074","129.9259259","202.6666667","9","6.666666667","1.636666667","2.923333333","100","68.88888889","72.74074074","129.9259259","202.6666667"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-02012","","","","3","3","4.06","25","30","2.71","0.99","6","6","","5","3.7","7.76","55","0.1084","0.033","0.067272727","18.33333333","8.333333333","1.233333333","1.353333333","45.45454545","47.68041237","40.14814815","54.81481481","60.14814815","114.962963","18.33333333","8.333333333","1.233333333","1.353333333","100","40.14814815","54.81481481","60.14814815","114.962963"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-02013","","","","3","3","4.93","19","6","4.56","0.19","7","6","","6","4.75","9.68","25","0.24","0.031666667","0.19","8.333333333","6.333333333","1.583333333","1.643333333","76","49.07024793","67.55555556","70.37037037","73.03703704","143.4074074","8.333333333","6.333333333","1.583333333","1.643333333","100","67.55555556","70.37037037","73.03703704","143.4074074"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-02014","","","","3","3","5.14","27","8","8.89","0.35","3","6","","6","9.24","14.38","35","0.329259259","0.04375","0.264","11.66666667","9","3.08","1.713333333","77.14285714","64.25591099","131.7037037","136.8888889","76.14814815","213.037037","11.66666667","9","3.08","1.713333333","100","131.7037037","136.8888889","76.14814815","213.037037"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-02015","","","","3","2","2.02","9","19","1.56","0.91","6","4","","6","2.47","4.49","28","0.173333333","0.047894737","0.088214286","14","4.5","1.235","1.01","32.14285714","55.01113586","34.66666667","54.88888889","44.88888889","99.77777778","9.333333333","3","0.823333333","0.673333333","66.66666667","23.11111111","36.59259259","29.92592593","66.51851852"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-02016","","","","3","1","0.3","1","2","0.44","0.11","6","3","","6","0.55","0.85","3","0.44","0.055","0.183333333","3","1","0.55","0.3","33.33333333","64.70588235","19.55555556","24.44444444","13.33333333","37.77777778","1","0.333333333","0.183333333","0.1","33.33333333","6.518518519","8.148148148","4.444444444","12.59259259"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-02017","","","","3","3","4.61","17","8","6.54","0.41","2","6","","6","6.95","11.56","25","0.384705882","0.05125","0.278","8.333333333","5.666666667","2.316666667","1.536666667","68","60.12110727","96.88888889","102.962963","68.2962963","171.2592593","8.333333333","5.666666667","2.316666667","1.536666667","100","96.88888889","102.962963","68.2962963","171.2592593"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-02018","","","","3","3","3.38","14","8","4.1","0.39","6","6","","6","4.49","7.87","22","0.292857143","0.04875","0.204090909","7.333333333","4.666666667","1.496666667","1.126666667","63.63636364","57.05209657","60.74074074","66.51851852","50.07407407","116.5925926","7.333333333","4.666666667","1.496666667","1.126666667","100","60.74074074","66.51851852","50.07407407","116.5925926"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-02019","","","","3","3","3.4","8","9","3.07","0.18","6","4","","6","3.25","6.65","17","0.38375","0.02","0.191176471","5.666666667","2.666666667","1.083333333","1.133333333","47.05882353","48.87218045","45.48148148","48.14814815","50.37037037","98.51851852","5.666666667","2.666666667","1.083333333","1.133333333","100","45.48148148","48.14814815","50.37037037","98.51851852"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-02020","","","","3","3","3.51","21","7","4.34","0.21","6","6","","5","4.55","8.06","28","0.206666667","0.03","0.1625","9.333333333","7","1.516666667","1.17","75","56.4516129","64.2962963","67.40740741","52","119.4074074","9.333333333","7","1.516666667","1.17","100","64.2962963","67.40740741","52","119.4074074"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-02021","","","","3","3","2.95","16","9","3.57","0.37","1","3","","6","3.94","6.89","25","0.223125","0.041111111","0.1576","8.333333333","5.333333333","1.313333333","0.983333333","64","57.18432511","52.88888889","58.37037037","43.7037037","102.0740741","8.333333333","5.333333333","1.313333333","0.983333333","100","52.88888889","58.37037037","43.7037037","102.0740741"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-02022","","","","3","3","3.43","19","11","2.77","0.33","2","7","","6","3.1","6.53","30","0.145789474","0.03","0.103333333","10","6.333333333","1.033333333","1.143333333","63.33333333","47.47320061","41.03703704","45.92592593","50.81481481","96.74074074","10","6.333333333","1.033333333","1.143333333","100","41.03703704","45.92592593","50.81481481","96.74074074"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-02023","","","","3","3","5.48","14","12","4.61","0.3","3","6","","6","4.91","10.39","26","0.329285714","0.025","0.188846154","8.666666667","4.666666667","1.636666667","1.826666667","53.84615385","47.25697786","68.2962963","72.74074074","81.18518519","153.9259259","8.666666667","4.666666667","1.636666667","1.826666667","100","68.2962963","72.74074074","81.18518519","153.9259259"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-02024","","","","3","3","7.89","18","15","4.36","0.55","6","3","","6","4.91","12.8","33","0.242222222","0.036666667","0.148787879","11","6","1.636666667","2.63","54.54545455","38.359375","64.59259259","72.74074074","116.8888889","189.6296296","11","6","1.636666667","2.63","100","64.59259259","72.74074074","116.8888889","189.6296296"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-02025","","","","3","3","5.43","11","2","4.87","0.13","6","2","","6","5","10.43","13","0.442727273","0.065","0.384615385","4.333333333","3.666666667","1.666666667","1.81","84.61538462","47.93863854","72.14814815","74.07407407","80.44444444","154.5185185","4.333333333","3.666666667","1.666666667","1.81","100","72.14814815","74.07407407","80.44444444","154.5185185"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-02026","","","","3","3","4.81","16","16","2.85","0.71","6","6","","6","3.56","8.37","32","0.178125","0.044375","0.11125","10.66666667","5.333333333","1.186666667","1.603333333","50","42.53285544","42.22222222","52.74074074","71.25925926","124","10.66666667","5.333333333","1.186666667","1.603333333","100","42.22222222","52.74074074","71.25925926","124"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-02027","","","","3","3","4.88","17","8","4.28","0.32","6","3","","6","4.6","9.48","25","0.251764706","0.04","0.184","8.333333333","5.666666667","1.533333333","1.626666667","68","48.52320675","63.40740741","68.14814815","72.2962963","140.4444444","8.333333333","5.666666667","1.533333333","1.626666667","100","63.40740741","68.14814815","72.2962963","140.4444444"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-02028","","","","3","3","3.93","12","11","5.29","0.49","4","6","","5","5.78","9.71","23","0.440833333","0.044545455","0.251304348","7.666666667","4","1.926666667","1.31","52.17391304","59.52626159","78.37037037","85.62962963","58.22222222","143.8518519","7.666666667","4","1.926666667","1.31","100","78.37037037","85.62962963","58.22222222","143.8518519"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-02029","","","","3","3","3.94","8","4","3.37","0.22","1","1","","6","3.59","7.53","12","0.42125","0.055","0.299166667","4","2.666666667","1.196666667","1.313333333","66.66666667","47.67596282","49.92592593","53.18518519","58.37037037","111.5555556","4","2.666666667","1.196666667","1.313333333","100","49.92592593","53.18518519","58.37037037","111.5555556"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-02030","","","","3","3","6.27","19","2","7.32","0.19","2","6","","6","7.51","13.78","21","0.385263158","0.095","0.357619048","7","6.333333333","2.503333333","2.09","90.47619048","54.49927431","108.4444444","111.2592593","92.88888889","204.1481481","7","6.333333333","2.503333333","2.09","100","108.4444444","111.2592593","92.88888889","204.1481481"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-02031","","","","3","3","5.5","15","6","5.33","0.36","6","6","","6","5.69","11.19","21","0.355333333","0.06","0.270952381","7","5","1.896666667","1.833333333","71.42857143","50.8489723","78.96296296","84.2962963","81.48148148","165.7777778","7","5","1.896666667","1.833333333","100","78.96296296","84.2962963","81.48148148","165.7777778"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-02032","","","","3","3","5.3","14","8","5.01","0.39","4","6","","6","5.4","10.7","22","0.357857143","0.04875","0.245454545","7.333333333","4.666666667","1.8","1.766666667","63.63636364","50.46728972","74.22222222","80","78.51851852","158.5185185","7.333333333","4.666666667","1.8","1.766666667","100","74.22222222","80","78.51851852","158.5185185"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-02033","","","","3","3","6.51","9","14","1.98","0.53","6","2","","6","2.51","9.02","23","0.22","0.037857143","0.109130435","7.666666667","3","0.836666667","2.17","39.13043478","27.827051","29.33333333","37.18518519","96.44444444","133.6296296","7.666666667","3","0.836666667","2.17","100","29.33333333","37.18518519","96.44444444","133.6296296"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-02034","","","","3","3","6.36","12","6","6.13","0.44","3","6","","6","6.57","12.93","18","0.510833333","0.073333333","0.365","6","4","2.19","2.12","66.66666667","50.81206497","90.81481481","97.33333333","94.22222222","191.5555556","6","4","2.19","2.12","100","90.81481481","97.33333333","94.22222222","191.5555556"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-02035","","","","3","3","4.52","8","5","1.89","0.31","2","4","6","6","2.2","6.72","13","0.23625","0.062","0.169230769","4.333333333","2.666666667","0.733333333","1.506666667","61.53846154","32.73809524","28","32.59259259","66.96296296","99.55555556","4.333333333","2.666666667","0.733333333","1.506666667","100","28","32.59259259","66.96296296","99.55555556"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-02036","","","","3","3","6.61","14","11","5.43","0.65","3","6","","6","6.08","12.69","25","0.387857143","0.059090909","0.2432","8.333333333","4.666666667","2.026666667","2.203333333","56","47.91174153","80.44444444","90.07407407","97.92592593","188","8.333333333","4.666666667","2.026666667","2.203333333","100","80.44444444","90.07407407","97.92592593","188"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-02037","","","","3","3","1.92","13","9","2.17","0.33","6","6","","6","2.5","4.42","22","0.166923077","0.036666667","0.113636364","7.333333333","4.333333333","0.833333333","0.64","59.09090909","56.56108597","32.14814815","37.03703704","28.44444444","65.48148148","7.333333333","4.333333333","0.833333333","0.64","100","32.14814815","37.03703704","28.44444444","65.48148148"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-02038","","","","3","3","5.1","19","13","6.25","0.44","6","7","","6","6.69","11.79","32","0.328947368","0.033846154","0.2090625","10.66666667","6.333333333","2.23","1.7","59.375","56.74300254","92.59259259","99.11111111","75.55555556","174.6666667","10.66666667","6.333333333","2.23","1.7","100","92.59259259","99.11111111","75.55555556","174.6666667"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-02039","","","","3","3","6.63","19","10","4.08","0.29","4","7","","6","4.37","11","29","0.214736842","0.029","0.150689655","9.666666667","6.333333333","1.456666667","2.21","65.51724138","39.72727273","60.44444444","64.74074074","98.22222222","162.962963","9.666666667","6.333333333","1.456666667","2.21","100","60.44444444","64.74074074","98.22222222","162.962963"
