"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants harvested per NET plot|CO_331:0000679","Weight of vines per NET plot in kg|CO_331:0000227","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Fresh weight of storage root samples measuring g|CO_331:0000243","Dry weight of storage root samples measuring g|CO_331:0000247","Content of protein in dry weight basis in raw storage roots measuring percentage|CO_331:0000278","Content of beta-carotene in dry weight basis in raw storage roots measuring mg per 100g|CO_331:0000289","Content of iron in dry weight basis measuring mg per 100g by NIRS|CO_331:0001016","Content of zinc in dry weight basis measuring mg per 100g by NIRS|CO_331:0001017","Content of calcium in dry weight basis measuring mg per 100g by NIRS|CO_331:0001029","Content of magnesium in dry weight basis measuring mg per 100g by NIRS|CO_331:0001030","Content of starch in dry weight basis in raw storage roots measuring percentage|CO_331:0000291","Content of fructose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001045","Content of glucose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001047","Content of sucrose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001049","Content of maltose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001051","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Storage root dry matter content computing percent|CO_331:0000297","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Storage root dry matter yield adjusted per NET plot in tons per ha|CO_331:0001001","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004","treatment_dap90"
"","","PEP2018SAT-ST02","","","","","","","","","PEP2018SAT-ST02-00012","","","","120","100","22.43","120","485","20.79","11.96","50.3","12.5","6.69","42.54","1.95","1.41","133.99","105.3","47.21","3.86","6.78","21.94","0.6","32.75","55.18","605","0.17325","0.024659794","0.054132231","6.05","5.041666667","1.2","1","0.3275","0.272916667","0.2243","0.186916667","19.83471074","59.35121421","83.33333333","24.85089463","8.138667992","7.7","9.24","12.12962963","14.55555556","8.307407407","9.968888889","3.014321479","3.617185774","20.43703704","24.52444444","1"
"","","PEP2018SAT-ST02","","","","","","","","","PEP2018SAT-ST02-00013","","","","120","71","55.95","22","52","3.39","1.55","50.7","19.6","5.11","","1.37","1.09","66.57","88.18","66.92","1.41","3.17","12.83","0.55","4.94","60.89","74","0.154090909","0.029807692","0.066756757","1.042253521","0.616666667","0.309859155","0.183333333","0.069577465","0.041166667","0.788028169","0.46625","29.72972973","8.112990639","59.16666667","38.65877712","1.90974359","1.255555556","2.122065728","1.82962963","3.092331768","20.72222222","35.02347418","0.707312441","1.195457646","22.55185185","38.11580595","1"
"","","PEP2018SAT-ST02","","","","","","","","","PEP2018SAT-ST02-00014","","","","120","69","52.84","8","38","0.69","0.84","50.2","20.9","7.45","","1.92","1.43","66.71","108.07","71.87","0","1.53","7.71","0.2","1.53","54.37","46","0.08625","0.022105263","0.03326087","0.666666667","0.383333333","0.115942029","0.066666667","0.022173913","0.01275","0.765797101","0.440333333","17.39130435","2.814051867","57.5","41.63346614","0.636992032","0.255555556","0.444444444","0.566666667","0.985507246","19.57037037","34.03542673","0.235922975","0.410300826","20.13703704","35.02093398","1"
"","","PEP2018SAT-ST02","","","","","","","","","PEP2018SAT-ST02-00015","","","","120","74","48.31","69","82","13.57","3.25","50.2","16.7","4.88","0","1.23","1.26","98.69","115.68","67.12","1.56","3.65","11.31","0.41","16.82","65.13","151","0.196666667","0.039634146","0.111390728","2.040540541","1.258333333","0.932432432","0.575","0.227297297","0.140166667","0.652837838","0.402583333","45.69536424","25.82527253","61.66666667","33.26693227","5.595498008","5.025925926","8.15015015","6.22962963","10.1021021","17.89259259","29.01501502","2.07240667","3.360659464","24.12222222","39.11711712","1"
"","","PEP2018SAT-ST02","","","","","","","","","PEP2018SAT-ST02-00016","","","","120","82","50.35","77","82","15.76","3.51","50.4","16.1","6.18","0","1.54","1.39","106.63","115.82","65.1","1.3","3.26","13.11","0.48","19.27","69.62","159","0.204675325","0.042804878","0.121194969","1.93902439","1.325","0.93902439","0.641666667","0.235","0.160583333","0.61402439","0.419583333","48.42767296","27.67882792","68.33333333","31.94444444","6.155694444","5.837037037","8.54200542","7.137037037","10.44444444","18.64814815","27.2899729","2.279886831","3.336419753","25.78518519","37.73441734","1"
"","","PEP2018SAT-ST02","","","","","","","","","PEP2018SAT-ST02-00017","","","","120","88","42.68","89","163","15.89","5.49","50.7","13.7","6.82","","1.8","1.3","103.56","91.93","50.87","3.78","6.55","20.46","0.7","21.38","64.06","252","0.178539326","0.033680982","0.08484127","2.863636364","2.1","1.011363636","0.741666667","0.242954545","0.178166667","0.485","0.355666667","35.31746032","33.37496097","73.33333333","27.02169625","5.777238659","5.885185185","8.025252525","7.918518519","10.7979798","15.80740741","21.55555556","2.139718022","2.917797302","23.72592593","32.35353535","1"
"","","PEP2018SAT-ST02","","","","","","","","","PEP2018SAT-ST02-00018","","","","120","92","46.36","47","140","8.24","3.78","50.4","14.1","6.54","","1.69","1.2","76.38","75.11","51.26","3.79","6.34","19.92","0.54","12.02","58.38","187","0.175319149","0.027","0.064278075","2.032608696","1.558333333","0.510869565","0.391666667","0.130652174","0.100166667","0.503913043","0.386333333","25.13368984","20.58924289","76.66666667","27.97619048","3.362738095","3.051851852","3.980676329","4.451851852","5.806763285","17.17037037","22.39613527","1.245458554","1.624511157","21.62222222","28.20289855","1"
"","","PEP2018SAT-ST02","","","","","","","","","PEP2018SAT-ST02-00019","","","","120","105","52.36","229","264","41.9","9.68","50.9","13.4","5.55","0","1.6","1.1","115.98","97.6","52.16","5.16","8.45","17.15","1.08","51.58","103.94","493","0.182969432","0.036666667","0.104624746","4.695238095","4.108333333","2.180952381","1.908333333","0.491238095","0.429833333","0.498666667","0.436333333","46.45030426","49.62478353","87.5","26.32612967","13.57901768","15.51851852","17.73544974","19.1037037","21.83280423","19.39259259","22.16296296","5.029265808","5.747732352","38.4962963","43.9957672","1"
"","","PEP2018SAT-ST02","","","","","","","","","PEP2018SAT-ST02-00020","","","","120","94","38.33","127","223","27.72","9.77","50.1","15.1","5.33","0","1.56","1.28","64.4","98.17","65.67","1.06","3.06","12.4","0.15","37.49","75.82","350","0.218267717","0.043811659","0.107114286","3.723404255","2.916666667","1.35106383","1.058333333","0.398829787","0.312416667","0.407765957","0.319416667","36.28571429","49.44605645","78.33333333","30.13972056","11.29938124","10.26666667","13.10638298","13.88518519","17.72576832","14.1962963","18.12293144","4.184956014","5.342497039","28.08148148","35.84869976","1"
"","","PEP2018SAT-ST02","","","","","","","","","PEP2018SAT-ST02-00021","","","","120","101","54.48","1","108","0.15","1.39","50.2","17.3","10.17","1.37","2.38","1.73","0","93.55","63.7","0.05","1.24","10.69","0.25","1.54","56.02","109","0.15","0.01287037","0.01412844","1.079207921","0.908333333","0.00990099","0.008333333","0.015247525","0.012833333","0.539405941","0.454","0.917431193","2.749018208","84.16666667","34.46215139","0.530717131","0.055555556","0.066006601","0.57037037","0.677667767","20.17777778","23.97359736","0.196561901","0.233538892","20.74814815","24.65126513","1"
"","","PEP2018SAT-ST02","","","","","","","","","PEP2018SAT-ST02-00022","","","","120","98","42.94","0","41","0","0.78","50.1","16.6","12.25","2.72","2.81","2.08","0","101.7","62.08","0.03","1.31","11.18","0.45","0.78","43.72","41","","0.01902439","0.01902439","0.418367347","0.341666667","0","0","0.007959184","0.0065","0.438163265","0.357833333","0","1.784080512","81.66666667","33.13373253","0.258443114","0","0","0.288888889","0.353741497","15.9037037","19.4739229","0.095719672","0.117207761","16.19259259","19.8276644","1"
"","","PEP2018SAT-ST02","","","","","","","","","PEP2018SAT-ST02-00023","","","","120","93","41.45","28","263","3.57","6.15","50.1","13.2","7.29","34.08","1.91","1.34","122.29","98.5","53.09","4.42","7.15","14.13","0.48","9.72","51.17","291","0.1275","0.02338403","0.033402062","3.129032258","2.425","0.301075269","0.233333333","0.104516129","0.081","0.445698925","0.345416667","9.621993127","18.99550518","77.5","26.34730539","2.560958084","1.322222222","1.70609319","3.6","4.64516129","15.35185185","19.8088411","0.948502994","1.223874831","18.95185185","24.45400239","1"
"","","PEP2018SAT-ST02","","","","","","","","","PEP2018SAT-ST02-00024","","","","120","78","36.12","18","136","2.27","1.9","50.6","14.1","7.9","27.67","1.94","1.32","129.77","97.14","53.04","4.12","6.34","14.77","0.53","4.17","40.29","154","0.126111111","0.013970588","0.027077922","1.974358974","1.283333333","0.230769231","0.15","0.053461538","0.03475","0.463076923","0.301","11.68831169","10.34996277","65","27.86561265","1.161996047","0.840740741","1.293447293","1.544444444","2.376068376","13.37777778","20.58119658","0.430368906","0.66210601","14.92222222","22.95726496","1"
"","","PEP2018SAT-ST02","","","","","","","","","PEP2018SAT-ST02-00025","","","","120","91","47.71","47","195","6.64","4.76","50.3","15.3","6.78","23.09","1.87","1.26","152.52","109.35","57.72","3.19","5.77","13.58","0.67","11.4","59.11","242","0.141276596","0.024410256","0.047107438","2.659340659","2.016666667","0.516483516","0.391666667","0.125274725","0.095","0.524285714","0.397583333","19.4214876","19.28607681","75.83333333","30.41749503","3.467594433","2.459259259","3.242979243","4.222222222","5.567765568","17.67037037","23.3015873","1.284294235","1.693574815","21.89259259","28.86935287","1"
"","","PEP2018SAT-ST02","","","","","","","","","PEP2018SAT-ST02-00026","","","","120","85","48.83","62","134","9.73","3.03","50.9","15.2","7.89","30.68","2.13","1.56","129.47","112.17","58.99","0.81","2.77","16.73","0.34","12.76","61.59","196","0.156935484","0.02261194","0.065102041","2.305882353","1.633333333","0.729411765","0.516666667","0.150117647","0.106333333","0.574470588","0.406916667","31.63265306","20.71764897","70.83333333","29.86247544","3.810451866","3.603703704","5.087581699","4.725925926","6.671895425","18.08518519","25.53202614","1.411278469","1.992393133","22.81111111","32.20392157","1"
"","","PEP2018SAT-ST02","","","","","","","","","PEP2018SAT-ST02-00027","","","","120","81","48.63","28","131","5.25","3.86","50.3","16.9","6.45","13.29","1.59","1.23","56.4","90.67","63.86","0.87","2.67","13.25","0.18","9.11","57.74","159","0.1875","0.029465649","0.057295597","1.962962963","1.325","0.345679012","0.233333333","0.112469136","0.075916667","0.60037037","0.40525","17.61006289","15.77762383","67.5","33.59840954","3.060815109","1.944444444","2.880658436","3.374074074","4.998628258","18.01111111","26.68312757","1.133635226","1.679459594","21.38518519","31.68175583","1"
"","","PEP2018SAT-ST02","","","","","","","","","PEP2018SAT-ST02-00028","","","","120","86","44.83","35","146","6","3.93","50.2","14.7","6.64","9.59","1.64","1.19","69.69","91.18","60.74","1.66","3.48","14.14","0.1","9.93","54.76","181","0.171428571","0.026917808","0.054861878","2.104651163","1.508333333","0.406976744","0.291666667","0.115465116","0.08275","0.52127907","0.373583333","19.33701657","18.13367421","71.66666667","29.28286853","2.907788845","2.222222222","3.100775194","3.677777778","5.131782946","16.6037037","23.16795866","1.076958831","1.502733253","20.28148148","28.2997416","1"
"","","PEP2018SAT-ST02","","","","","","","","","PEP2018SAT-ST02-00029","","","","120","93","66.24","42","365","5.04","7.74","50.6","16.3","7.09","5.23","1.63","1.23","45.51","103.51","62.24","2.35","4.9","11.13","0.62","12.78","79.02","407","0.12","0.021205479","0.031400491","4.376344086","3.391666667","0.451612903","0.35","0.137419355","0.1065","0.712258065","0.552","10.31941032","16.17312073","77.5","32.21343874","4.11687747","1.866666667","2.408602151","4.733333333","6.107526882","24.53333333","31.65591398","1.524769433","1.96744443","29.26666667","37.76344086","1"
"","","PEP2018SAT-ST02","","","","","","","","","PEP2018SAT-ST02-00030","","","","120","89","43.31","35","337","4.1","7.18","50.1","17.3","6.21","0","1.42","1.14","49.49","83.88","67.61","1.34","3.18","7.57","0","11.28","54.59","372","0.117142857","0.021305638","0.030322581","4.179775281","3.1","0.393258427","0.291666667","0.126741573","0.094","0.486629213","0.360916667","9.408602151","20.66312511","74.16666667","34.53093812","3.89508982","1.518518519","2.047440699","4.177777778","5.632958801","16.04074074","21.62796504","1.442625859","1.945113518","20.21851852","27.26092385","1"
"","","PEP2018SAT-ST02","","","","","","","","","PEP2018SAT-ST02-00031","","","","120","115","47.9","30","707","2.93","14.49","50","13.8","6.9","30.76","1.95","1.3","142.13","100.21","55.15","5.07","8.45","11.01","0.91","17.42","65.32","737","0.097666667","0.02049505","0.023636364","6.408695652","6.141666667","0.260869565","0.25","0.151478261","0.145166667","0.416521739","0.399166667","4.070556309","26.6687079","95.83333333","27.6","4.80792","1.085185185","1.13236715","6.451851852","6.73236715","17.74074074","18.51207729","1.780711111","1.858133333","24.19259259","25.24444444","1"
"","","PEP2018SAT-ST02","","","","","","","","","PEP2018SAT-ST02-00032","","","","120","112","34.15","21","513","2.77","9.71","50","15.1","6.62","28.58","1.84","1.28","156.52","104.66","62.62","1.31","3.22","11","0.14","12.48","46.63","534","0.131904762","0.018927875","0.023370787","4.767857143","4.45","0.1875","0.175","0.111428571","0.104","0.304910714","0.284583333","3.93258427","26.76388591","93.33333333","30.2","3.76896","1.025925926","1.099206349","4.622222222","4.952380952","12.64814815","13.5515873","1.395911111","1.495619048","17.27037037","18.50396825","1"
"","","PEP2018SAT-ST02","","","","","","","","","PEP2018SAT-ST02-00033","","","","120","54","43.93","26","84","4.85","2.61","50","16.2","6","5.92","1.51","1.21","225.63","110.08","63.07","1.47","3.2","13.12","0.23","7.46","51.39","110","0.186538462","0.031071429","0.067818182","2.037037037","0.916666667","0.481481481","0.216666667","0.138148148","0.062166667","0.813518519","0.366083333","23.63636364","14.51644289","45","32.4","2.41704","1.796296296","3.991769547","2.762962963","6.139917695","16.27037037","36.1563786","0.8952","1.989333333","19.03333333","42.2962963","1"
"","","PEP2018SAT-ST02","","","","","","","","","PEP2018SAT-ST02-00034","","","","120","76","55.09","40","127","5.84","4.17","50.2","16.8","5.72","9.32","1.47","1.25","161.35","98.67","64.21","1.08","3.05","13.38","0.21","10.01","65.1","167","0.146","0.032834646","0.05994012","2.197368421","1.391666667","0.526315789","0.333333333","0.131710526","0.083416667","0.724868421","0.459083333","23.95209581","15.37634409","63.33333333","33.46613546","3.349960159","2.162962963","3.415204678","3.707407407","5.85380117","20.4037037","32.21637427","1.240725985","1.959041029","24.11111111","38.07017544","1"
"","","PEP2018SAT-ST02","","","","","","","","","PEP2018SAT-ST02-00035","","","","120","115","43.9","74","353","9.16","10.66","50.5","15.9","5.55","40.98","1.58","1.12","127.42","85.74","62.99","2.17","3.98","13.05","0.54","19.82","63.72","427","0.123783784","0.0301983","0.046416862","3.713043478","3.558333333","0.643478261","0.616666667","0.172347826","0.165166667","0.38173913","0.365833333","17.33021077","31.10483365","95.83333333","31.48514851","6.240356436","3.392592593","3.540096618","7.340740741","7.659903382","16.25925926","16.96618357","2.311243124","2.411731956","23.6","24.62608696","1"
"","","PEP2018SAT-ST02","","","","","","","","","PEP2018SAT-ST02-00036","","","","120","105","40.55","77","315","11.39","8.54","50.5","14.9","6.13","39.98","1.73","1.28","106.41","93.89","60.61","2.17","4.28","14.69","0.54","19.93","60.48","392","0.147922078","0.027111111","0.050841837","3.733333333","3.266666667","0.733333333","0.641666667","0.189809524","0.166083333","0.386190476","0.337916667","19.64285714","32.95304233","87.5","29.5049505","5.880336634","4.218518519","4.821164021","7.381481481","8.435978836","15.01851852","17.16402116","2.177902457","2.489031379","22.4","25.6","1"
"","","PEP2018SAT-ST02","","","","","","","","","PEP2018SAT-ST02-00037","","","","120","75","50.42","9","92","1.37","2.51","50.2","16.3","6.59","0","1.59","1.34","55.25","91.14","67.49","1.26","2.9","10.28","0.26","3.88","54.3","101","0.152222222","0.027282609","0.038415842","1.346666667","0.841666667","0.12","0.075","0.051733333","0.032333333","0.672266667","0.420166667","8.910891089","7.145488029","62.5","32.47011952","1.259840637","0.507407407","0.811851852","1.437037037","2.299259259","18.67407407","29.87851852","0.466607644","0.74657223","20.11111111","32.17777778","1"
"","","PEP2018SAT-ST02","","","","","","","","","PEP2018SAT-ST02-00038","","","","120","71","32.68","7","53","0.94","1.9","49.9","15","5.97","0","1.48","1.17","113.93","101.59","65.21","2.45","4.33","9.49","0.16","2.84","35.52","60","0.134285714","0.035849057","0.047333333","0.845070423","0.5","0.098591549","0.058333333","0.04","0.023666667","0.46028169","0.272333333","11.66666667","7.995495495","59.16666667","30.06012024","0.853707415","0.348148148","0.588419405","1.051851852","1.777777778","12.1037037","20.45696401","0.316187931","0.534402138","13.15555556","22.23474178","1"
"","","PEP2018SAT-ST02","","","","","","","","","PEP2018SAT-ST02-00039","","","","120","115","35.15","126","420","20.17","11.25","50.3","16.7","4.76","0","1.29","1.15","109.89","103.24","67.54","1.4","3.47","10.06","0.23","31.42","66.57","546","0.160079365","0.026785714","0.057545788","4.747826087","4.55","1.095652174","1.05","0.273217391","0.261833333","0.305652174","0.292916667","23.07692308","47.19843773","95.83333333","33.20079523","10.43168986","7.47037037","7.795169082","11.63703704","12.14299517","13.01851852","13.58454106","3.863588837","4.031570961","24.65555556","25.72753623","1"
