"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants harvested per NET plot|CO_331:0000679","Weight of vines per NET plot in kg|CO_331:0000227","Number of commercial storage roots per NET plot|CO_331:0000214","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Average commercial storage root weight computation kg|CO_331:0000680","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004","Content of protein in dry weight basis in raw storage roots measuring percentage|CO_331:0000278","Content of beta-carotene in dry weight basis in raw storage roots measuring mg per 100g|CO_331:0000289","Content of iron in dry weight basis measuring mg per 100g by NIRS|CO_331:0001016","Content of zinc in dry weight basis measuring mg per 100g by NIRS|CO_331:0001017","Content of calcium in dry weight basis measuring mg per 100g by NIRS|CO_331:0001029","Content of magnesium in dry weight basis measuring mg per 100g by NIRS|CO_331:0001030","Content of starch in dry weight basis in raw storage roots measuring percentage|CO_331:0000291","Content of fructose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001045","Content of glucose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001047","Content of sucrose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001049","Content of maltose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001051","Fresh weight of storage root samples measuring g|CO_331:0000243","Dry weight of storage root samples measuring g|CO_331:0000247","Storage root dry matter content computing percent|CO_331:0000297","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Storage root dry matter yield adjusted per NET plot in tons per ha|CO_331:0001001","treatment_dap120"
"","","PEP2019HUA-ST02","","","","","","","","","PEP2019HUA-ST01-00003","","","","120","64","13.7","64","9.54","4.61","14.15","27.85","0.1490625","1","0.533333333","0.22109375","0.117916667","0.2140625","0.114166667","50.80789946","53.33333333","3.533333333","6.625","5.240740741","9.826388889","5.074074074","9.513888889","10.31481481","19.34027778","4.1102219","30.705658","1.3973703","1.2208195","172.2275391","105.5870361","56.1806488","3.121048","6.0514941","21.2227039","0.6586256","51.4","15.3","29.76653696","4.211964981","1.55998703","2.924975681","1"
"","","PEP2019HUA-ST02","","","","","","","","","PEP2019HUA-ST01-00004","","","","120","63","16.26","77","15.42","4.72","20.14","36.4","0.20025974","1.222222222","0.641666667","0.31968254","0.167833333","0.258095238","0.1355","55.32967033","52.5","5.711111111","10.87830688","7.459259259","14.20811287","6.022222222","11.47089947","13.48148148","25.67901235","3.1214848","26.1757813","1.1892805","0.953054","176.2653809","101.4557037","54.4472923","4.8056183","7.901629","19.5766373","0.5660439","51.8","14.6","28.18532819","5.676525097","2.102416702","4.004603243","1"
"","","PEP2019HUA-ST02","","","","","","","","","PEP2019HUA-ST01-00007","","","","120","50","26.47","73","13.87","3.8","17.67","44.14","0.19","1.46","0.608333333","0.3534","0.14725","0.5294","0.220583333","40.03171726","41.66666667","5.137037037","12.32888889","6.544444444","15.70666667","9.803703704","23.52888889","16.34814815","39.23555556","5.3350868","0","1.2083216","1.3301325","279.8720703","123.6791534","58.0915718","1.7949581","3.9185271","21.2099075","0.8214436","51.8","19.2","37.06563707","6.549498069","2.425740026","5.821776062","1"
"","","PEP2019HUA-ST02","","","","","","","","","PEP2019HUA-ST01-00008","","","","120","101","34.61","114","23.2","8.14","31.34","65.95","0.203508772","1.128712871","0.95","0.31029703","0.261166667","0.342673267","0.288416667","47.52084913","84.16666667","8.592592593","10.2090209","11.60740741","13.7909791","12.81851852","15.22992299","24.42592593","29.02090209","4.1232548","0","0.9342556","1.2015724","169.918457","97.9037933","61.3134117","1.6527596","3.7713289","20.4066887","0.6048861","50.2","17.7","35.25896414","11.05015936","4.092651616","4.862556375","1"
"","","PEP2019HUA-ST02","","","","","","","","","PEP2019HUA-ST01-00011","","","","120","98","22.39","165","26.77","7.88","34.65","57.04","0.162242424","1.683673469","1.375","0.353571429","0.28875","0.228469388","0.186583333","60.74684432","81.66666667","9.914814815","12.14058957","12.83333333","15.71428571","8.292592593","10.15419501","21.12592593","25.86848073","4.024622","0","1.0869961","1.1903453","192.6749268","118.6880798","60.6986656","1.9313316","4.2466226","21.0322323","0.9327135","50.9","16.8","33.00589391","11.43654224","4.235756385","5.186640472","1"
"","","PEP2019HUA-ST02","","","","","","","","","PEP2019HUA-ST01-00012","","","","120","56","19.93","81","24.32","3.58","27.9","47.83","0.300246914","1.446428571","0.675","0.498214286","0.2325","0.355892857","0.166083333","58.33159105","46.66666667","9.007407407","19.3015873","10.33333333","22.14285714","7.381481481","15.81746032","17.71481481","37.96031746","4.3727417","0","1.0819273","1.2066212","234.7107544","119.7279968","58.8297882","1.7286205","4.3489547","24.0742512","0.8890963","51.5","16.8","32.62135922","9.101359223","3.370873786","7.223300971","1"
"","","PEP2019HUA-ST02","","","","","","","","","PEP2019HUA-ST01-00015","","","","120","50","13.19","54","7.48","2.25","9.73","22.92","0.138518519","1.08","0.45","0.1946","0.081083333","0.2638","0.109916667","42.45200698","41.66666667","2.77037037","6.648888889","3.603703704","8.648888889","4.885185185","11.72444444","8.488888889","20.37333333","4.652586","43.201355","1.6014619","1.3041039","198.9407959","126.853775","49.8957138","4.0551596","7.3191228","25.0669918","0.4653549","49.8","12.1","24.29718876","2.364116466","0.875598691","2.101436859","1"
"","","PEP2019HUA-ST02","","","","","","","","","PEP2019HUA-ST01-00016","","","","120","62","11.04","50","7.52","2.64","10.16","21.2","0.1504","0.806451613","0.416666667","0.163870968","0.084666667","0.178064516","0.092","47.9245283","51.66666667","2.785185185","5.390681004","3.762962963","7.283154122","4.088888889","7.913978495","7.851851852","15.19713262","4.8428497","49.3664246","1.4946251","1.2439404","181.8931885","120.3572693","50.2165146","4.5493765","7.992393","25.8525429","0.6672487","50.6","12.5","24.70355731","2.509881423","0.929585712","1.799198153","1"
"","","PEP2019HUA-ST02","","","","","","","","","PEP2019HUA-ST01-00019","","","","120","55","11.14","8","1.2","0.81","2.01","13.15","0.15","0.145454545","0.066666667","0.036545455","0.01675","0.202545455","0.092833333","15.2851711","45.83333333","0.444444444","0.96969697","0.744444444","1.624242424","4.125925926","9.002020202","4.87037037","10.62626263","4.2287426","0","1.2496428","1.1794252","279.3374023","135.6136932","58.5738297","2.7818146","5.3017774","20.3274384","0.8614311","46.1","15.2","32.97180043","0.662733189","0.245456737","0.535541971","1"
"","","PEP2019HUA-ST02","","","","","","","","","PEP2019HUA-ST01-00020","","","","120","94","25.63","88","17.08","3.56","20.64","46.27","0.194090909","0.936170213","0.733333333","0.219574468","0.172","0.272659574","0.213583333","44.60773719","78.33333333","6.325925926","8.075650118","7.644444444","9.758865248","9.492592593","12.11820331","17.13703704","21.87706856","4.1983242","0","0.9940362","1.0931053","116.345459","91.4898529","67.8910828","2.0983353","4.0213652","13.8621054","0.8746347","51.7","18.4","35.58994197","7.345764023","2.720653342","3.473174479","1"
