"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants harvested per NET plot|CO_331:0000679","Weight of vines per NET plot in kg|CO_331:0000227","Number of commercial storage roots per NET plot|CO_331:0000214","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Average commercial storage root weight computation kg|CO_331:0000680","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004","Content of protein in dry weight basis in raw storage roots measuring percentage|CO_331:0000278","Content of beta-carotene in dry weight basis in raw storage roots measuring mg per 100g|CO_331:0000289","Content of iron in dry weight basis measuring mg per 100g by NIRS|CO_331:0001016","Content of zinc in dry weight basis measuring mg per 100g by NIRS|CO_331:0001017","Content of calcium in dry weight basis measuring mg per 100g by NIRS|CO_331:0001029","Content of magnesium in dry weight basis measuring mg per 100g by NIRS|CO_331:0001030","Content of starch in dry weight basis in raw storage roots measuring percentage|CO_331:0000291","Content of fructose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001045","Content of glucose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001047","Content of sucrose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001049","Content of maltose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001051","Fresh weight of storage root samples measuring g|CO_331:0000243","Dry weight of storage root samples measuring g|CO_331:0000247","Storage root dry matter content computing percent|CO_331:0000297","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Storage root dry matter yield adjusted per NET plot in tons per ha|CO_331:0001001","treatment_dap90"
"","","PEP2019HUA-ST01","","","","","","","","","PEP2019HUA-ST01-00021","","","","120","102","93.77","326","81.72","11.05","92.77","186.54","0.250674847","3.196078431","2.716666667","0.909509804","0.773083333","0.919313725","0.781416667","49.73196097","85","30.26666667","35.60784314","34.35925926","40.42265795","34.72962963","40.8583878","69.08888889","81.28104575","5.0371914","53.09729","1.7699137","1.1690125","241.1409302","140.387558","51.0420914","8.2655611","13.08391","11.3218651","0.7326794","50.2","9.9","19.72111554","18.29527888","6.776029216","7.971799078","1"
"","","PEP2019HUA-ST01","","","","","","","","","PEP2019HUA-ST01-00023","","","","120","114","104.15","233","60.12","19.8","79.92","184.07","0.258025751","2.043859649","1.941666667","0.701052632","0.666","0.913596491","0.867916667","43.41826479","95","22.26666667","23.43859649","29.6","31.15789474","38.57407407","40.6042885","68.17407407","71.76218324","6.3432474","53.0726624","1.9037585","1.1146612","230.5723267","132.5754242","53.6719475","6.5533552","10.1786661","10.9347029","0.5777388","50.3","10.3","20.47713718","16.36532803","6.061232604","6.380244847","1"
"","","PEP2019HUA-ST01","","","","","","","","","PEP2019HUA-ST01-00025","","","","120","93","124.65","20","2.57","2.08","4.65","129.3","0.1285","0.215053763","0.166666667","0.05","0.03875","1.340322581","1.03875","3.596287703","77.5","0.951851852","1.228195938","1.722222222","2.222222222","46.16666667","59.56989247","47.88888889","61.7921147","3.7805481","0","1.2221789","0.8852668","97.1998291","92.3381042","74.134819","1.211606","3.1080174","7.8747206","0.5225916","50.5","17.3","34.25742574","1.592970297","0.589988999","0.761276128","1"
"","","PEP2019HUA-ST01","","","","","","","","","PEP2019HUA-ST01-00027","","","","120","83","97.84","10","1.53","2.33","3.86","101.7","0.153","0.120481928","0.083333333","0.046506024","0.032166667","1.178795181","0.815333333","3.795476893","69.16666667","0.566666667","0.819277108","1.42962963","2.066934404","36.23703704","52.39089692","37.66666667","54.45783133","5.6553593","2.3787842","1.5879784","1.0945606","61.5661621","86.2970276","73.4603195","1.23841","2.8011904","6.289609","0.3857069","50.4","16","31.74603175","1.225396825","0.453850676","0.656169652","1"
"","","PEP2019HUA-ST01","","","","","","","","","PEP2019HUA-ST01-00029","","","","120","105","104.88","333","71.7","4.68","76.38","181.26","0.215315315","3.171428571","2.775","0.727428571","0.6365","0.998857143","0.874","42.13836478","87.5","26.55555556","30.34920635","28.28888889","32.33015873","38.84444444","44.39365079","67.13333333","76.72380952","3.889349","3.9588318","1.0364399","1.024755","131.4899902","98.4369507","75.0793304","1.134079","2.7537684","4.9220009","0.3070965","50.3","14.4","28.62823062","21.86624254","8.09860835","9.2555524","1"
"","","PEP2019HUA-ST01","","","","","","","","","PEP2019HUA-ST01-00031","","","","120","104","108.21","182","39.93","12.54","52.47","160.68","0.219395604","1.75","1.516666667","0.504519231","0.43725","1.040480769","0.90175","32.65496639","86.66666667","14.78888889","17.06410256","19.43333333","22.42307692","40.07777778","46.24358974","59.51111111","68.66666667","4.8032074","1.1619263","1.210608","1.1278882","111.9847412","90.8254547","77.5820389","0.7585316","2.465404","3.3004713","0.4171486","50.2","16","31.87250996","16.72350598","6.193891102","7.146797426","1"
"","","PEP2019HUA-ST01","","","","","","","","","PEP2019HUA-ST01-00033","","","","120","112","131.56","81","16.23","7.09","23.32","154.88","0.20037037","0.723214286","0.675","0.208214286","0.194333333","1.174642857","1.096333333","15.05681818","93.33333333","6.011111111","6.44047619","8.637037037","9.253968254","48.72592593","52.20634921","57.36296296","61.46031746","4.8314514","28.4804382","1.7480307","1.1895251","177.6297607","129.8636475","53.9416924","4.4071102","7.4543109","17.8329792","1.0342932","50.1","10.9","21.75648703","5.073612774","1.879115842","2.013338403","1"
"","","PEP2019HUA-ST01","","","","","","","","","PEP2019HUA-ST01-00035","","","","120","104","159.2","40","10.07","5.28","15.35","174.55","0.25175","0.384615385","0.333333333","0.147596154","0.127916667","1.530769231","1.326666667","8.794041822","86.66666667","3.72962963","4.303418803","5.685185185","6.55982906","58.96296296","68.03418803","64.64814815","74.59401709","5.6363373","26.5414124","1.8114071","1.2183704","272.496582","142.4869385","57.3852997","3.760808","6.7973084","16.0000267","0.7630882","50.5","11.5","22.77227723","3.495544554","1.294646131","1.493822459","1"
"","","PEP2019HUA-ST01","","","","","","","","","PEP2019HUA-ST01-00037","","","","120","94","102.02","248","78.26","6.01","84.27","186.29","0.315564516","2.638297872","2.066666667","0.896489362","0.70225","1.085319149","0.850166667","45.23592249","78.33333333","28.98518519","37.00236407","31.21111111","39.84397163","37.78518519","48.23640662","68.9962963","88.08037825","4.1206436","2.5196838","1.3861065","1.03227","87.4973145","104.2921448","70.0767517","2.0003452","4.20753","8.6127501","0.443738","50.1","13.6","27.14570858","22.87568862","8.472477268","10.81592843","1"
"","","PEP2019HUA-ST01","","","","","","","","","PEP2019HUA-ST01-00039","","","","120","102","126.2","213","58.48","10.96","69.44","195.64","0.274553991","2.088235294","1.775","0.680784314","0.578666667","1.237254902","1.051666667","35.49376406","85","21.65925926","25.48148148","25.71851852","30.25708061","46.74074074","54.98910675","72.45925926","85.24618736","5.3279057","0","1.6614943","1.1600924","82.013916","100.0026703","72.5117188","1.3843613","3.5297403","6.0561695","0.2951984","50.5","13.9","27.52475248","19.11318812","7.078958563","8.328186544","1"
"","","PEP2019HUA-ST01","","","","","","","","","PEP2019HUA-ST01-00041","","","","120","107","167.28","","","","","","","","","","","1.563364486","1.394","","89.16666667","","","","","61.95555556","69.48286604","","","7.3970432","28.1828003","1.894424","1.3054819","68.6513672","111.0141296","61.3792","2.4668999","4.654654","12.9900026","0.7294188","50.8","13.2","25.98425197","","","","1"
"","","PEP2019HUA-ST01","","","","","","","","","PEP2019HUA-ST01-00043","","","","120","107","127.53","1","0.12","1.26","1.38","128.91","0.12","0.009345794","0.008333333","0.012897196","0.0115","1.191869159","1.06275","1.070514312","89.16666667","0.044444444","0.049844237","0.511111111","0.573208723","47.23333333","52.97196262","47.74444444","53.54517134","7.4348497","","1.8476505","1.239759","151.7624512","125.3470459","68.560585","1.5155945","3.2509675","6.5686312","0.5898037","50.4","14.7","29.16666667","0.4025","0.149074074","0.167185877","1"
"","","PEP2019HUA-ST01","","","","","","","","","PEP2019HUA-ST01-00045","","","","120","116","99.25","78","13.06","7.36","20.42","119.67","0.167435897","0.672413793","0.65","0.176034483","0.170166667","0.855603448","0.827083333","17.06359154","96.66666667","4.837037037","5.003831418","7.562962963","7.823754789","36.75925926","38.02681992","44.32222222","45.85057471","3.9768314","","1.4369779","0.9610109","142.6873779","104.031662","59.9598846","5.4376011","8.6657238","10.663085","0.5202122","51","12.6","24.70588235","5.044941176","1.868496732","1.932927654","1"
"","","PEP2019HUA-ST01","","","","","","","","","PEP2019HUA-ST01-00047","","","","120","114","83.63","84","11.78","3.92","15.7","99.33","0.140238095","0.736842105","0.7","0.137719298","0.130833333","0.733596491","0.696916667","15.80589953","95","4.362962963","4.592592593","5.814814815","6.1208577","30.97407407","32.6042885","36.78888889","38.7251462","4.8386993","37.4298096","1.5235357","0.90762","156.522583","104.1662598","57.2528572","5.697319","8.4310446","12.290885","0.4622488","50.9","11.3","22.20039293","3.48546169","1.290911737","1.35885446","1"
"","","PEP2019HUA-ST01","","","","","","","","","PEP2019HUA-ST01-00049","","","","120","115","90.97","175","31.63","7.84","39.47","130.44","0.180742857","1.52173913","1.458333333","0.343217391","0.328916667","0.791043478","0.758083333","30.25912297","95.83333333","11.71481481","12.22415459","14.61851852","15.25410628","33.69259259","35.15748792","48.31111111","50.4115942","4.2219143","36.9041748","1.6490698","1.12854","171.3956299","113.2198486","64.8081589","2.7959118","5.1583591","10.2840424","0.6645927","50.3","13","25.84493042","10.20099404","3.778145939","3.942413154","1"
"","","PEP2019HUA-ST01","","","","","","","","","PEP2019HUA-ST01-00051","","","","120","115","106.2","130","20.81","6.87","27.68","133.88","0.160076923","1.130434783","1.083333333","0.240695652","0.230666667","0.923478261","0.885","20.67523155","95.83333333","7.707407407","8.042512077","10.25185185","10.69758454","39.33333333","41.04347826","49.58518519","51.7410628","5.3421593","29.9841919","1.749094","1.194654","139.342041","103.7604218","67.3833923","1.724575","3.8990674","9.6274099","0.2541161","50.7","13.8","27.21893491","7.534201183","2.790444883","2.911768573","1"
"","","PEP2019HUA-ST01","","","","","","","","","PEP2019HUA-ST01-00053","","","","120","111","151.07","73","15.32","2.93","18.25","169.32","0.209863014","0.657657658","0.608333333","0.164414414","0.152083333","1.360990991","1.258916667","10.77840775","92.5","5.674074074","6.134134134","6.759259259","7.307307307","55.95185185","60.48848849","62.71111111","67.7957958","6.5256996","12.2439575","1.6695504","1.1253414","111.6212158","100.526535","66.683609","1.5408649","3.352273","9.8907366","0.5030689","50.4","14.2","28.17460317","5.141865079","1.904394474","2.058804837","1"
"","","PEP2019HUA-ST01","","","","","","","","","PEP2019HUA-ST01-00055","","","","120","73","70.76","50","10.43","3.72","14.15","84.91","0.2086","0.684931507","0.416666667","0.193835616","0.117916667","0.969315068","0.589666667","16.6647038","60.83333333","3.862962963","6.350076104","5.240740741","8.614916286","26.20740741","43.08066971","31.44814815","51.695586","5.8628635","11.6527405","1.4909835","0.9977446","120.1536865","89.971756","68.0001068","1.7027912","3.3010359","8.7468939","0.1420536","50.4","14.5","28.76984127","4.07093254","1.507752792","2.478497741","1"
"","","PEP2019HUA-ST01","","","","","","","","","PEP2019HUA-ST01-00057","","","","120","117","93.16","35","5.34","16.1","21.44","114.6","0.152571429","0.299145299","0.291666667","0.183247863","0.178666667","0.796239316","0.776333333","18.70855148","97.5","1.977777778","2.028490028","7.940740741","8.144349478","34.5037037","35.38841406","42.44444444","43.53276353","3.0333405","","1.0604835","0.7057118","78.2573242","80.7001648","65.5133514","4.1109495","6.2728968","7.8601294","0.7025347","51","13.8","27.05882353","5.801411765","2.148671024","2.203765153","1"
"","","PEP2019HUA-ST01","","","","","","","","","PEP2019HUA-ST01-00059","","","","120","112","201.64","8","1.03","10.45","11.48","213.12","0.12875","0.071428571","0.066666667","0.1025","0.095666667","1.800357143","1.680333333","5.386636637","93.33333333","0.381481481","0.408730159","4.251851852","4.555555556","74.68148148","80.01587302","78.93333333","84.57142857","4.7085819","","1.353693","0.9014764","80.7756348","95.6268616","69.8936005","1.9723558","4.1320262","6.7173595","0.3400421","51","15.8","30.98039216","3.55654902","1.317240378","1.411328976","1"
"","","PEP2019HUA-ST01","","","","","","","","","PEP2019HUA-ST01-00061","","","","120","112","91.1","148","22.75","17.26","40.01","131.11","0.153716216","1.321428571","1.233333333","0.357232143","0.333416667","0.813392857","0.759166667","30.51636031","93.33333333","8.425925926","9.027777778","14.81851852","15.87698413","33.74074074","36.15079365","48.55925926","52.02777778","4.0376835","55.855011","1.5590887","1.0596747","178.5428467","117.3931122","66.7274475","1.9481363","3.9735069","9.1155987","0.2187929","51.2","13","25.390625","10.15878906","3.762514468","4.031265501","1"
"","","PEP2019HUA-ST01","","","","","","","","","PEP2019HUA-ST01-00063","","","","120","90","86.78","15","2.35","2.81","5.16","91.94","0.156666667","0.166666667","0.125","0.057333333","0.043","0.964222222","0.723166667","5.612355884","75","0.87037037","1.160493827","1.911111111","2.548148148","32.14074074","42.85432099","34.05185185","45.40246914","5.6283035","45.3430481","1.8046355","1.1663609","118.7452393","107.9362183","67.9867477","1.5410995","3.6251497","7.618453","0.3242235","50","13.4","26.8","1.38288","0.512177778","0.682903704","1"
"","","PEP2019HUA-ST01","","","","","","","","","PEP2019HUA-ST01-00065","","","","120","109","129.46","71","13.39","5.25","18.64","148.1","0.188591549","0.651376147","0.591666667","0.171009174","0.155333333","1.187706422","1.078833333","12.58609048","90.83333333","4.959259259","5.459734964","6.903703704","7.600407747","47.94814815","52.78695209","54.85185185","60.38735984","3.0829849","","1.1460452","0.9354434","161.102417","97.6435394","68.095192","1.8820124","3.3425493","10.4725876","0.6236","51","14.3","28.03921569","5.226509804","1.935744372","2.131094721","1"
"","","PEP2019HUA-ST01","","","","","","","","","PEP2019HUA-ST01-00067","","","","120","81","114.23","16","3.78","2.21","5.99","120.22","0.23625","0.197530864","0.133333333","0.073950617","0.049916667","1.410246914","0.951916667","4.982532025","67.5","1.4","2.074074074","2.218518519","3.286694102","42.30740741","62.6776406","44.52592593","65.96433471","5.4707203","","1.5936899","1.1735773","140.6062012","98.2079468","69.0888443","1.1943769","2.8906412","8.915699","0.5704794","50.8","15.8","31.1023622","1.863031496","0.690011665","1.022239504","1"
"","","PEP2019HUA-ST01","","","","","","","","","PEP2019HUA-ST01-00069","","","","120","117","137.37","138","24.93","17.28","42.21","179.58","0.180652174","1.179487179","1.15","0.360769231","0.35175","1.174102564","1.14475","23.50484464","97.5","9.233333333","9.47008547","15.63333333","16.03418803","50.87777778","52.18233618","66.51111111","68.21652422","3.7488327","48.5631714","1.3705492","0.9314356","109.7963867","91.0445557","69.1347427","2.1778212","4.1367984","9.0997686","0.4279728","51","14.6","28.62745098","12.08364706","4.475424837","4.59017932","1"
"","","PEP2019HUA-ST01","","","","","","","","","PEP2019HUA-ST01-00071","","","","120","112","116.83","104","20.09","21.12","41.21","158.04","0.193173077","0.928571429","0.866666667","0.367946429","0.343416667","1.043125","0.973583333","26.07567704","93.33333333","7.440740741","7.972222222","15.26296296","16.3531746","43.27037037","46.36111111","58.53333333","62.71428571","5.5585918","46.118042","1.5742116","1.0301056","133.8823242","92.4091187","69.6415253","1.613472","3.0659738","8.8579521","0.5146332","50.4","14.9","29.56349206","12.18311508","4.512264844","4.834569476","1"
"","","PEP2019HUA-ST01","","","","","","","","","PEP2019HUA-ST01-00073","","","","120","106","77.07","83","11.06","6.41","17.47","94.54","0.133253012","0.783018868","0.691666667","0.164811321","0.145583333","0.727075472","0.64225","18.47895071","88.33333333","4.096296296","4.637316562","6.47037037","7.324947589","28.54444444","32.31446541","35.01481481","39.639413","2.6617298","0","1.1271486","0.8994389","71.9902344","93.8383331","70.5524673","2.8703842","5.010035","6.2551222","0.3595171","50.3","13.8","27.43538767","4.792962227","1.775171195","2.009627768","1"
"","","PEP2019HUA-ST01","","","","","","","","","PEP2019HUA-ST01-00075","","","","120","104","99.43","75","9.92","5.93","15.85","115.28","0.132266667","0.721153846","0.625","0.152403846","0.132083333","0.956057692","0.828583333","13.74913255","86.66666667","3.674074074","4.239316239","5.87037037","6.773504274","36.82592593","42.49145299","42.6962963","49.26495726","4.8651466","0","1.4862938","1.0732269","153.3648682","115.6647186","71.7156219","2.0126791","4.1256967","5.8874893","0.2367258","51.9","15.4","29.67244701","4.703082852","1.741882538","2.009864467","1"
"","","PEP2019HUA-ST01","","","","","","","","","PEP2019HUA-ST01-00077","","","","120","107","133.82","196","36.91","7.59","44.5","178.32","0.188316327","1.831775701","1.633333333","0.41588785","0.370833333","1.250654206","1.115166667","24.95513683","89.16666667","13.67037037","15.33125649","16.48148148","18.48390447","49.56296296","55.58463136","66.04444444","74.06853583","5.7384186","9.161438","1.5069695","1.1874518","149.9676514","120.8951874","69.5110397","1.156312","3.3028345","8.6777802","0.6392212","50.6","15","29.64426877","13.1916996","4.885814668","5.47941832","1"
"","","PEP2019HUA-ST01","","","","","","","","","PEP2019HUA-ST01-00079","","","","120","101","78.47","160","35.77","6.4","42.17","120.64","0.2235625","1.584158416","1.333333333","0.417524752","0.351416667","0.776930693","0.653916667","34.95523873","84.16666667","13.24814815","15.74037404","15.61851852","18.55665567","29.06296296","34.53025303","44.68148148","53.08690869","4.7093487","6.0998535","1.3668504","1.0763049","91.5405273","98.2142639","71.0993118","1.592598","3.6759038","7.8946438","0.2235546","50.2","14.6","29.08366534","12.26458167","4.542437657","5.396955632","1"
