"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants harvested per NET plot|CO_331:0000679","Weight of vines per NET plot in kg|CO_331:0000227","Number of commercial storage roots per NET plot|CO_331:0000214","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Fresh weight of storage root samples measuring g|CO_331:0000243","Dry weight of storage root samples measuring g|CO_331:0000247","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Average commercial storage root weight computation kg|CO_331:0000680","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Storage root dry matter content computing percent|CO_331:0000297","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Storage root dry matter yield adjusted per NET plot in tons per ha|CO_331:0001001","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","PEP2019SAT-PT03","","","","","","","","","PEP2019SAT-PT03-00026","","","","30","17","6.17","22","3.8","1.96","5","158.95","35.36","5.76","11.93","0.172727273","1.294117647","0.733333333","0.338823529","0.192","0.362941176","0.205666667","48.28164292","56.66666667","22.2459893","1.281368984","5.62962963","9.934640523","8.533333333","15.05882353","9.140740741","16.13071895","1.898324421","3.349984272","17.67407407","31.18954248"
"","","PEP2019SAT-PT03","","","","","","","","","PEP2019SAT-PT03-00027","","","","30","4","1.04","1","0.12","0.05","5","79.27","18.18","0.17","1.21","0.12","0.25","0.033333333","0.0425","0.005666667","0.26","0.034666667","14.04958678","13.33333333","22.93427526","0.038988268","0.177777778","1.333333333","0.251851852","1.888888889","1.540740741","11.55555556","0.057760397","0.433202977","1.792592593","13.44444444"
"","","PEP2019SAT-PT03","","","","","","","","","PEP2019SAT-PT03-00028","","","","30","12","4.05","7","0.92","0.84","6","157.15","37.55","1.76","5.81","0.131428571","0.583333333","0.233333333","0.146666667","0.058666667","0.3375","0.135","30.29259897","40","23.89436844","0.420540885","1.362962963","3.407407407","2.607407407","6.518518519","6","15","0.623023533","1.557558832","8.607407407","21.51851852"
"","","PEP2019SAT-PT03","","","","","","","","","PEP2019SAT-PT03-00029","","","","30","17","6.78","15","2.75","0.76","5","150.01","43.13","3.51","10.29","0.183333333","0.882352941","0.5","0.206470588","0.117","0.398823529","0.226","34.11078717","56.66666667","28.75141657","1.009174722","4.074074074","7.189542484","5.2","9.176470588","10.04444444","17.7254902","1.495073662","2.638365285","15.24444444","26.90196078"
"","","PEP2019SAT-PT03","","","","","","","","","PEP2019SAT-PT03-00030","","","","30","21","3.81","23","3.92","2.62","4","159.63","35.37","6.54","10.35","0.170434783","1.095238095","0.766666667","0.311428571","0.218","0.181428571","0.127","63.1884058","70","22.15748919","1.449099793","5.807407407","8.296296296","9.688888889","13.84126984","5.644444444","8.063492063","2.146814509","3.066877869","15.33333333","21.9047619"
"","","PEP2019SAT-PT03","","","","","","","","","PEP2019SAT-PT03-00031","","","","30","14","3.74","4","0.53","0.31","6","151.7","40.52","0.84","4.58","0.1325","0.285714286","0.133333333","0.06","0.028","0.267142857","0.124666667","18.34061135","46.66666667","26.71061305","0.22436915","0.785185185","1.682539683","1.244444444","2.666666667","5.540740741","11.87301587","0.33239874","0.712283015","6.785185185","14.53968254"
"","","PEP2019SAT-PT03","","","","","","","","","PEP2019SAT-PT03-00032","","","","30","3","3.81","8","2.48","0.12","5","154.99","32.45","2.6","6.41","0.31","2.666666667","0.266666667","0.866666667","0.086666667","1.27","0.127","40.56162246","10","20.93683463","0.5443577","3.674074074","36.74074074","3.851851852","38.51851852","5.644444444","56.44444444","0.806455853","8.064558526","9.496296296","94.96296296"
"","","PEP2019SAT-PT03","","","","","","","","","PEP2019SAT-PT03-00033","","","","30","12","8.81","8","1.68","0.51","5","155.42","39.24","2.19","11","0.21","0.666666667","0.266666667","0.1825","0.073","0.734166667","0.293666667","19.90909091","40","25.24771587","0.552924977","2.488888889","6.222222222","3.244444444","8.111111111","13.05185185","32.62962963","0.819148115","2.047870287","16.2962963","40.74074074"
"","","PEP2019SAT-PT03","","","","","","","","","PEP2019SAT-PT03-00034","","","","30","7","3.69","11","2.14","1.07","5","159.32","25.47","3.21","6.9","0.194545455","1.571428571","0.366666667","0.458571429","0.107","0.527142857","0.123","46.52173913","23.33333333","15.98669345","0.51317286","3.17037037","13.58730159","4.755555556","20.38095238","5.466666667","23.42857143","0.760256088","3.258240379","10.22222222","43.80952381"
"","","PEP2019SAT-PT03","","","","","","","","","PEP2019SAT-PT03-00035","","","","30","17","5.92","28","7.48","1.37","6","157.52","28.58","8.85","14.77","0.267142857","1.647058824","0.933333333","0.520588235","0.295","0.348235294","0.197333333","59.91875423","56.66666667","18.14372778","1.605719909","11.08148148","19.55555556","13.11111111","23.1372549","8.77037037","15.47712418","2.378844309","4.197960545","21.88148148","38.61437908"
"","","PEP2019SAT-PT03","","","","","","","","","PEP2019SAT-PT03-00036","","","","30","11","2.42","7","0.91","0.46","5","159.05","30.47","1.37","3.79","0.13","0.636363636","0.233333333","0.124545455","0.045666667","0.22","0.080666667","36.14775726","36.66666667","19.15749764","0.262457718","1.348148148","3.676767677","2.02962963","5.535353535","3.585185185","9.777777778","0.388826248","1.060435223","5.614814815","15.31313131"
"","","PEP2019SAT-PT03","","","","","","","","","PEP2019SAT-PT03-00037","","","","30","5","1.25","5","0.63","0.2","","152.43","31.15","0.83","2.08","0.126","1","0.166666667","0.166","0.027666667","0.25","0.041666667","39.90384615","16.66666667","20.43560979","0.169615561","0.933333333","5.6","1.22962963","7.377777778","1.851851852","11.11111111","0.251282313","1.507693878","3.081481481","18.48888889"
"","","PEP2019SAT-PT03","","","","","","","","","PEP2019SAT-PT03-00038","","","","30","10","12.54","21","5.69","1.16","4","156.86","38","6.85","19.39","0.270952381","2.1","0.7","0.685","0.228333333","1.254","0.418","35.3274884","33.33333333","24.22542394","1.65944154","8.42962963","25.28888889","10.14814815","30.44444444","18.57777778","55.73333333","2.458431911","7.375295734","28.72592593","86.17777778"
"","","PEP2019SAT-PT03","","","","","","","","","PEP2019SAT-PT03-00039","","","","30","12","6.76","4","0.51","0.62","6","153.27","35.98","1.13","7.89","0.1275","0.333333333","0.133333333","0.094166667","0.037666667","0.563333333","0.225333333","14.32192649","40","23.47491355","0.265266523","0.755555556","1.888888889","1.674074074","4.185185185","10.01481481","25.03703704","0.392987442","0.982468604","11.68888889","29.22222222"
"","","PEP2019SAT-PT03","","","","","","","","","PEP2019SAT-PT03-00040","","","","30","19","6.52","21","3.55","1.08","3","154.16","35","4.63","11.15","0.169047619","1.105263158","0.7","0.243684211","0.154333333","0.343157895","0.217333333","41.52466368","63.33333333","22.70368448","1.051180592","5.259259259","8.304093567","6.859259259","10.83040936","9.659259259","15.25146199","1.55730458","2.458901969","16.51851852","26.08187135"
"","","PEP2019SAT-PT03","","","","","","","","","PEP2019SAT-PT03-00041","","","","30","16","12.96","15","2.68","1.39","5","157.74","39.05","4.07","17.03","0.178666667","0.9375","0.5","0.254375","0.135666667","0.81","0.432","23.89900176","53.33333333","24.75592748","1.007566248","3.97037037","7.444444444","6.02962963","11.30555556","19.2","36","1.492690738","2.798795134","25.22962963","47.30555556"
"","","PEP2019SAT-PT03","","","","","","","","","PEP2019SAT-PT03-00042","","","","30","15","4.49","7","1.19","0.29","5","161.1","46.8","1.48","5.97","0.17","0.466666667","0.233333333","0.098666667","0.049333333","0.299333333","0.149666667","24.79061977","50","29.05027933","0.429944134","1.762962963","3.525925926","2.192592593","4.385185185","6.651851852","13.3037037","0.636954273","1.273908545","8.844444444","17.68888889"
"","","PEP2019SAT-PT03","","","","","","","","","PEP2019SAT-PT03-00043","","","","30","27","16.14","31","6.26","1.59","5","153.04","33.45","7.85","23.99","0.201935484","1.148148148","1.033333333","0.290740741","0.261666667","0.597777778","0.538","32.72196749","90","21.85703084","1.715776921","9.274074074","10.30452675","11.62962963","12.9218107","23.91111111","26.56790123","2.541891735","2.82432415","35.54074074","39.48971193"
"","","PEP2019SAT-PT03","","","","","","","","","PEP2019SAT-PT03-00044","","","","30","17","8.76","12","1.68","1.16","5","157","38.99","2.84","11.6","0.14","0.705882353","0.4","0.167058824","0.094666667","0.515294118","0.292","24.48275862","56.66666667","24.8343949","0.705296815","2.488888889","4.392156863","4.207407407","7.424836601","12.97777778","22.90196078","1.044884171","1.843913243","17.18518519","30.32679739"
"","","PEP2019SAT-PT03","","","","","","","","","PEP2019SAT-PT03-00045","","","","30","5","0.26","0","0","0.15","7","","","0.15","0.41","","0","0","0.03","0.005","0.052","0.008666667","36.58536585","16.66666667","","","0","0","0.222222222","1.333333333","0.385185185","2.311111111","","","0.607407407","3.644444444"
"","","PEP2019SAT-PT03","","","","","","","","","PEP2019SAT-PT03-00046","","","","30","12","4.96","14","1.96","0.37","4","151.74","39.38","2.33","7.29","0.14","1.166666667","0.466666667","0.194166667","0.077666667","0.413333333","0.165333333","31.96159122","40","25.95228681","0.604688283","2.903703704","7.259259259","3.451851852","8.62962963","7.348148148","18.37037037","0.895834493","2.239586232","10.8","27"
"","","PEP2019SAT-PT03","","","","","","","","","PEP2019SAT-PT03-00047","","","","30","1","0.1","0","0","0.08","8","","","0.08","0.18","","0","0","0.08","0.002666667","0.1","0.003333333","44.44444444","3.333333333","","","0","0","0.118518519","3.555555556","0.148148148","4.444444444","","","0.266666667","8"
"","","PEP2019SAT-PT03","","","","","","","","","PEP2019SAT-PT03-00048","","","","30","5","1.54","6","1.15","0.46","6","155.5","24.02","1.61","3.15","0.191666667","1.2","0.2","0.322","0.053666667","0.308","0.051333333","51.11111111","16.66666667","15.44694534","0.24869582","1.703703704","10.22222222","2.385185185","14.31111111","2.281481481","13.68888889","0.368438252","2.210629511","4.666666667","28"
"","","PEP2019SAT-PT03","","","","","","","","","PEP2019SAT-PT03-00049","","","","30","20","11.41","31","6.58","1.94","4","154.83","50.65","8.52","19.93","0.212258065","1.55","1.033333333","0.426","0.284","0.5705","0.380333333","42.74962368","66.66666667","32.71329846","2.787173028","9.748148148","14.62222222","12.62222222","18.93333333","16.9037037","25.35555556","4.129145227","6.193717841","29.52592593","44.28888889"
"","","PEP2019SAT-PT03","","","","","","","","","PEP2019SAT-PT03-00050","","","","30","17","13.74","27","9.53","1.16","5","153.74","36.58","10.69","24.43","0.352962963","1.588235294","0.9","0.628823529","0.356333333","0.808235294","0.458","43.75767499","56.66666667","23.79341746","2.543516326","14.11851852","24.91503268","15.83703704","27.94771242","20.35555556","35.92156863","3.768172335","6.649715886","36.19259259","63.86928105"
"","","PEP2019SAT-PT03","","","","","","","","","PEP2019SAT-PT03-00051","","","","30","12","3.45","14","2.29","0.78","6","153.52","40.41","3.07","6.52","0.163571429","1.166666667","0.466666667","0.255833333","0.102333333","0.2875","0.115","47.08588957","40","26.32230328","0.808094711","3.392592593","8.481481481","4.548148148","11.37037037","5.111111111","12.77777778","1.197177349","2.992943373","9.659259259","24.14814815"
"","","PEP2019SAT-PT03","","","","","","","","","PEP2019SAT-PT03-00052","","","","30","4","5.76","6","0.61","0.19","6","160.79","39.13","0.8","6.56","0.101666667","1.5","0.2","0.2","0.026666667","1.44","0.192","12.19512195","13.33333333","24.33609055","0.194688724","0.903703704","6.777777778","1.185185185","8.888888889","8.533333333","64","0.28842774","2.163208049","9.718518519","72.88888889"
"","","PEP2019SAT-PT03","","","","","","","","","PEP2019SAT-PT03-00053","","","","30","19","8.14","20","3.41","1.17","6","158.37","43.58","4.58","12.72","0.1705","1.052631579","0.666666667","0.241052632","0.152666667","0.428421053","0.271333333","36.00628931","63.33333333","27.51783797","1.260316979","5.051851852","7.976608187","6.785185185","10.71345029","12.05925926","19.04093567","1.867136266","2.948109893","18.84444444","29.75438596"
"","","PEP2019SAT-PT03","","","","","","","","","PEP2019SAT-PT03-00054","","","","30","23","5.35","13","1.77","0.87","6","151.95","26.95","2.64","7.99","0.136153846","0.565217391","0.433333333","0.114782609","0.088","0.232608696","0.178333333","33.04130163","76.66666667","17.7360974","0.468232971","2.622222222","3.420289855","3.911111111","5.101449275","7.925925926","10.33816425","0.693678476","0.904798012","11.83703704","15.43961353"
"","","PEP2019SAT-PT03","","","","","","","","","PEP2019SAT-PT03-00055","","","","30","11","15.68","7","1.66","0.46","5","155.21","40.04","2.12","17.8","0.237142857","0.636363636","0.233333333","0.192727273","0.070666667","1.425454545","0.522666667","11.91011236","36.66666667","25.79730687","0.546902906","2.459259259","6.707070707","3.140740741","8.565656566","23.22962963","63.35353535","0.810226527","2.20970871","26.37037037","71.91919192"
"","","PEP2019SAT-PT03","","","","","","","","","PEP2019SAT-PT03-00056","","","","30","13","5.05","31","9.22","0.61","5","148.32","28.41","9.83","14.88","0.297419355","2.384615385","1.033333333","0.756153846","0.327666667","0.388461538","0.168333333","66.06182796","43.33333333","19.15453074","1.882890372","13.65925926","31.52136752","14.56296296","33.60683761","7.481481481","17.26495726","2.789467218","6.437232042","22.04444444","50.87179487"
"","","PEP2019SAT-PT03","","","","","","","","","PEP2019SAT-PT03-00057","","","","30","11","4.14","3","0.74","0.7","5","73.9","14.08","1.44","5.58","0.246666667","0.272727273","0.1","0.130909091","0.048","0.376363636","0.138","25.80645161","36.66666667","19.05277402","0.274359946","1.096296296","2.98989899","2.133333333","5.818181818","6.133333333","16.72727273","0.406459179","1.108525034","8.266666667","22.54545455"
"","","PEP2019SAT-PT03","","","","","","","","","PEP2019SAT-PT03-00058","","","","30","14","9.18","11","1.82","1.87","5","161.27","33.97","3.69","12.87","0.165454545","0.785714286","0.366666667","0.263571429","0.123","0.655714286","0.306","28.67132867","46.66666667","21.06405407","0.777263595","2.696296296","5.777777778","5.466666667","11.71428571","13.6","29.14285714","1.151501623","2.467503477","19.06666667","40.85714286"
"","","PEP2019SAT-PT03","","","","","","","","","PEP2019SAT-PT03-00059","","","","30","3","6.84","1","0.16","0","6","98.81","18.34","0.16","7","0.16","0.333333333","0.033333333","0.053333333","0.005333333","2.28","0.228","2.285714286","10","18.56087441","0.029697399","0.237037037","2.37037037","0.237037037","2.37037037","10.13333333","101.3333333","0.043996147","0.439961467","10.37037037","103.7037037"
"","","PEP2019SAT-PT03","","","","","","","","","PEP2019SAT-PT03-00060","","","","30","0","0","0","0","0","","","","0","0","","","0","","0","","0","","0","","","0","","0","","0","","","","0",""
"","","PEP2019SAT-PT03","","","","","","","","","PEP2019SAT-PT03-00061","","","","30","7","3.28","14","2.66","0.48","5","160.56","34.33","3.14","6.42","0.19","2","0.466666667","0.448571429","0.104666667","0.468571429","0.109333333","48.90965732","23.33333333","21.38141505","0.671376432","3.940740741","16.88888889","4.651851852","19.93650794","4.859259259","20.82539683","0.994631752","4.262707508","9.511111111","40.76190476"
"","","PEP2019SAT-PT03","","","","","","","","","PEP2019SAT-PT03-00062","","","","30","4","4.52","7","1.69","0.05","5","142.1","33.56","1.74","6.26","0.241428571","1.75","0.233333333","0.435","0.058","1.13","0.150666667","27.79552716","13.33333333","23.61717101","0.410938776","2.503703704","18.77777778","2.577777778","19.33333333","6.696296296","50.22222222","0.608798186","4.565986395","9.274074074","69.55555556"
"","","PEP2019SAT-PT03","","","","","","","","","PEP2019SAT-PT03-00063","","","","30","3","2.97","9","1.79","0.23","5","156.84","32.92","2.02","4.99","0.198888889","3","0.3","0.673333333","0.067333333","0.99","0.099","40.48096192","10","20.98954348","0.423988778","2.651851852","26.51851852","2.992592593","29.92592593","4.4","44","0.628131524","6.281315235","7.392592593","73.92592593"
