LABEL	NAME	UNIQUENAME	GENOTYPE	SYNONYM1	SYNONYM2	PLOIDY	INSTITUTE	GERMPLASM_GROUP	CURATOR	PROJECT_NAME	CATEGORY	PROJECT_TYPE	YEAR	PROJECT_DESCRIPTION	LOCATION	LOCATION_CODE
6647	PC12.2882					6	Peru-CIP		bdeboeck							
6648	PC12.2884					6	Peru-CIP		bdeboeck							
6649	PC12.2888					6	Peru-CIP		bdeboeck							
6650	PC12.2892					6	Peru-CIP		bdeboeck							
6651	PC12.2893					6	Peru-CIP		bdeboeck							
6652	PC12.2894					6	Peru-CIP		bdeboeck							
6653	PC12.2898					6	Peru-CIP		bdeboeck							
6654	PC12.2904					6	Peru-CIP		bdeboeck							
6655	PC12.2922					6	Peru-CIP		bdeboeck							
6656	PC12.2923					6	Peru-CIP		bdeboeck							
6657	PC12.2925					6	Peru-CIP		bdeboeck							
6658	PC12.2927					6	Peru-CIP		bdeboeck							
6659	PC12.2928					6	Peru-CIP		bdeboeck							
6660	PC12.2930					6	Peru-CIP		bdeboeck							
6661	PC12.2933					6	Peru-CIP		bdeboeck							
6662	PC12.2936					6	Peru-CIP		bdeboeck							
6663	PC12.2938					6	Peru-CIP		bdeboeck							
6664	PC12.2940					6	Peru-CIP		bdeboeck							
6665	PC12.2942					6	Peru-CIP		bdeboeck							
6666	PC12.2950					6	Peru-CIP		bdeboeck							
6667	PC12.2951					6	Peru-CIP		bdeboeck							
6668	PC12.2956					6	Peru-CIP		bdeboeck							
6669	PC12.2957					6	Peru-CIP		bdeboeck							
6670	PC12.2958					6	Peru-CIP		bdeboeck							
6671	PC12.2959					6	Peru-CIP		bdeboeck							
6672	PC12.2962					6	Peru-CIP		bdeboeck							
6673	PC12.2963					6	Peru-CIP		bdeboeck							
6674	PC12.2965					6	Peru-CIP		bdeboeck							
6675	PC12.2966					6	Peru-CIP		bdeboeck							
6676	PC12.2967					6	Peru-CIP		bdeboeck							
6677	PC12.2968					6	Peru-CIP		bdeboeck							
6678	PC12.2969					6	Peru-CIP		bdeboeck							
6679	PC12.2971					6	Peru-CIP		bdeboeck							
6680	PC12.2973					6	Peru-CIP		bdeboeck							
6681	PC12.2979					6	Peru-CIP		bdeboeck							
6682	PC12.2985					6	Peru-CIP		bdeboeck							
6683	PC12.2986					6	Peru-CIP		bdeboeck							
6684	PC12.2990					6	Peru-CIP		bdeboeck							
6685	PC12.2991					6	Peru-CIP		bdeboeck							
6686	PC12.2996					6	Peru-CIP		bdeboeck							
6687	PC12.2997					6	Peru-CIP		bdeboeck							
6688	PC12.2998					6	Peru-CIP		bdeboeck							
6689	PC12.3010					6	Peru-CIP		bdeboeck							
6690	PC12.3014					6	Peru-CIP		bdeboeck							
6691	PC12.3016					6	Peru-CIP		bdeboeck							
6692	PC12.3018					6	Peru-CIP		bdeboeck							
6693	PC12.3021					6	Peru-CIP		bdeboeck							
6694	PC12.3025					6	Peru-CIP		bdeboeck							
6695	PC12.3027					6	Peru-CIP		bdeboeck							
6696	PC12.3028					6	Peru-CIP		bdeboeck							
6697	PC12.3033					6	Peru-CIP		bdeboeck							
6698	PC12.3036					6	Peru-CIP		bdeboeck							
6699	PC12.3037					6	Peru-CIP		bdeboeck							
6700	PC12.3052					6	Peru-CIP		bdeboeck							
6701	PC12.3053					6	Peru-CIP		bdeboeck							
6702	PC12.3054					6	Peru-CIP		bdeboeck							
6703	PC12.3057					6	Peru-CIP		bdeboeck							
6704	PC12.3058					6	Peru-CIP		bdeboeck							
6705	PC12.3059					6	Peru-CIP		bdeboeck							
6706	PC12.3060					6	Peru-CIP		bdeboeck							
6707	PC12.3061					6	Peru-CIP		bdeboeck							
6708	PC12.3062					6	Peru-CIP		bdeboeck							
6709	PC12.3064					6	Peru-CIP		bdeboeck							
6710	PC12.3069					6	Peru-CIP		bdeboeck							
6711	PC12.3070					6	Peru-CIP		bdeboeck							
6712	PC12.3072					6	Peru-CIP		bdeboeck							
6713	PC12.3073					6	Peru-CIP		bdeboeck							
6714	PC12.3075					6	Peru-CIP		bdeboeck							
6715	PC12.3079					6	Peru-CIP		bdeboeck							
6716	PC12.3080					6	Peru-CIP		bdeboeck							
6717	PC12.3086					6	Peru-CIP		bdeboeck							
6718	PC12.3089					6	Peru-CIP		bdeboeck							
6719	PC12.3093					6	Peru-CIP		bdeboeck							
6720	PC12.3094					6	Peru-CIP		bdeboeck							
6721	PC12.3095					6	Peru-CIP		bdeboeck							
6722	PC12.3096					6	Peru-CIP		bdeboeck							
6723	PC12.3097					6	Peru-CIP		bdeboeck							
6724	PC12.3100					6	Peru-CIP		bdeboeck							
6725	PC12.3101					6	Peru-CIP		bdeboeck							
6726	PC12.3102					6	Peru-CIP		bdeboeck							
6727	PC12.3103					6	Peru-CIP		bdeboeck							
6728	PC12.3107					6	Peru-CIP		bdeboeck							
6729	PC12.3109					6	Peru-CIP		bdeboeck							
6730	PC12.3110					6	Peru-CIP		bdeboeck							
6731	PC12.3113					6	Peru-CIP		bdeboeck							
6732	PC12.3114					6	Peru-CIP		bdeboeck							
6733	PC12.3115					6	Peru-CIP		bdeboeck							
6734	PC12.3116					6	Peru-CIP		bdeboeck							
6735	PC12.3120					6	Peru-CIP		bdeboeck							
6736	PC12.3123					6	Peru-CIP		bdeboeck							
6737	PC12.3124					6	Peru-CIP		bdeboeck							
6738	PC12.3125					6	Peru-CIP		bdeboeck							
6739	PC12.3128					6	Peru-CIP		bdeboeck							
6740	PC12.3129					6	Peru-CIP		bdeboeck							
6741	PC12.3130					6	Peru-CIP		bdeboeck							
6742	PC12.3132					6	Peru-CIP		bdeboeck							
6743	PC12.3133					6	Peru-CIP		bdeboeck							
6744	PC12.3136					6	Peru-CIP		bdeboeck							
6745	PC12.3138					6	Peru-CIP		bdeboeck							
6746	PC12.3139					6	Peru-CIP		bdeboeck							
6747	PC12.3141					6	Peru-CIP		bdeboeck							
6748	PC12.3142					6	Peru-CIP		bdeboeck							
6749	PC12.3143					6	Peru-CIP		bdeboeck							
6750	PC12.3147					6	Peru-CIP		bdeboeck							
6751	PC12.3150					6	Peru-CIP		bdeboeck							
6752	PC12.3154					6	Peru-CIP		bdeboeck							
6753	PC12.3155					6	Peru-CIP		bdeboeck							
6754	PC12.3158					6	Peru-CIP		bdeboeck							
6755	PC12.3160					6	Peru-CIP		bdeboeck							
6756	PC12.3164					6	Peru-CIP		bdeboeck							
6757	PC12.3165					6	Peru-CIP		bdeboeck							
6758	PC12.3166					6	Peru-CIP		bdeboeck							
6759	PC12.3169					6	Peru-CIP		bdeboeck							
6760	PC12.3171					6	Peru-CIP		bdeboeck							
6761	PC12.3172					6	Peru-CIP		bdeboeck							
6762	PC12.3173					6	Peru-CIP		bdeboeck							
6763	PC12.3175					6	Peru-CIP		bdeboeck							
6764	PC12.3176					6	Peru-CIP		bdeboeck							
6765	PC12.3177					6	Peru-CIP		bdeboeck							
6766	PC12.3182					6	Peru-CIP		bdeboeck							
6767	PC12.3183					6	Peru-CIP		bdeboeck							
6768	PC12.3184					6	Peru-CIP		bdeboeck							
6769	PC12.3185					6	Peru-CIP		bdeboeck							
6770	PC12.3187					6	Peru-CIP		bdeboeck							
6771	PC12.3188					6	Peru-CIP		bdeboeck							
6772	PC12.3189					6	Peru-CIP		bdeboeck							
6773	PC12.3190					6	Peru-CIP		bdeboeck							
6774	PC12.3191					6	Peru-CIP		bdeboeck							
6775	PC12.3192					6	Peru-CIP		bdeboeck							
6776	PC12.3194					6	Peru-CIP		bdeboeck							
6777	PC12.3195					6	Peru-CIP		bdeboeck							
6778	PC12.3196					6	Peru-CIP		bdeboeck							
6779	PC12.3202					6	Peru-CIP		bdeboeck							
6780	PC12.3204					6	Peru-CIP		bdeboeck							
6781	PC12.3205					6	Peru-CIP		bdeboeck							
6782	PC12.3207					6	Peru-CIP		bdeboeck							
6783	PC12.3208					6	Peru-CIP		bdeboeck							
6784	PC12.3209					6	Peru-CIP		bdeboeck							
6785	PC12.3210					6	Peru-CIP		bdeboeck							
6786	PC12.3211					6	Peru-CIP		bdeboeck							
6787	PC12.3212					6	Peru-CIP		bdeboeck							
6788	PC12.3216					6	Peru-CIP		bdeboeck							
6789	PC12.3218					6	Peru-CIP		bdeboeck							
6790	PC12.3219					6	Peru-CIP		bdeboeck							
6791	PC12.3220					6	Peru-CIP		bdeboeck							
6792	PC12.3225					6	Peru-CIP		bdeboeck							
6793	PC12.3226					6	Peru-CIP		bdeboeck							
6794	PC12.3227					6	Peru-CIP		bdeboeck							
6795	PC12.3237					6	Peru-CIP		bdeboeck							
6796	PC12.3251					6	Peru-CIP		bdeboeck							
6797	PC12.3254					6	Peru-CIP		bdeboeck							
6798	PC12.3261					6	Peru-CIP		bdeboeck							
6799	PC12.3264					6	Peru-CIP		bdeboeck							
6800	PC12.3270					6	Peru-CIP		bdeboeck							
6801	PC12.3278					6	Peru-CIP		bdeboeck							
6802	PC12.3287					6	Peru-CIP		bdeboeck							
6803	PC12.3290					6	Peru-CIP		bdeboeck							
6804	PC12.3298					6	Peru-CIP		bdeboeck							
6805	PC12.3299					6	Peru-CIP		bdeboeck							
6806	PC12.3303					6	Peru-CIP		bdeboeck							
6807	PC12.3304					6	Peru-CIP		bdeboeck							
6808	PC12.3310					6	Peru-CIP		bdeboeck							
6809	PC12.3315					6	Peru-CIP		bdeboeck							
6810	PC12.3318					6	Peru-CIP		bdeboeck							
6811	PC12.3319					6	Peru-CIP		bdeboeck							
6812	PC12.3324					6	Peru-CIP		bdeboeck							
6813	PC12.3333					6	Peru-CIP		bdeboeck							
6814	PC12.3335					6	Peru-CIP		bdeboeck							
6815	PC12.3337					6	Peru-CIP		bdeboeck							
6816	PC12.3338					6	Peru-CIP		bdeboeck							
6817	PC12.3341					6	Peru-CIP		bdeboeck							
6818	PC12.3342					6	Peru-CIP		bdeboeck							
6819	PC12.3343					6	Peru-CIP		bdeboeck							
6820	PC12.3345					6	Peru-CIP		bdeboeck							
6821	PC12.3348					6	Peru-CIP		bdeboeck							
6822	PC12.3349					6	Peru-CIP		bdeboeck							
6823	PC12.3358					6	Peru-CIP		bdeboeck							
6824	PC12.3364					6	Peru-CIP		bdeboeck							
6825	PC12.3408					6	Peru-CIP		bdeboeck							
6826	PC12.3415					6	Peru-CIP		bdeboeck							
6827	PC12.3423					6	Peru-CIP		bdeboeck							
6828	PC12.3434					6	Peru-CIP		bdeboeck							
6829	PC12.3436					6	Peru-CIP		bdeboeck							
6830	PC12.3437					6	Peru-CIP		bdeboeck							
6831	PC12.3456					6	Peru-CIP		bdeboeck							
6832	PC12.3458					6	Peru-CIP		bdeboeck							
6833	PC12.3478					6	Peru-CIP		bdeboeck							
6834	PC12.3480					6	Peru-CIP		bdeboeck							
6835	PC12.3486					6	Peru-CIP		bdeboeck							
6836	PC12.3496					6	Peru-CIP		bdeboeck							
6837	PC12.3548					6	Peru-CIP		bdeboeck							
6838	PC12.3549					6	Peru-CIP		bdeboeck							
6839	PC12.3559					6	Peru-CIP		bdeboeck							
6840	PC12.3565					6	Peru-CIP		bdeboeck							
6841	PC12.3582					6	Peru-CIP		bdeboeck							
6842	PC12.3600					6	Peru-CIP		bdeboeck							
6843	PC12.3618					6	Peru-CIP		bdeboeck							
6844	PC12.3625					6	Peru-CIP		bdeboeck							
6845	PC12.3627					6	Peru-CIP		bdeboeck							
6846	PC12.3633					6	Peru-CIP		bdeboeck							
6847	PC12.3635					6	Peru-CIP		bdeboeck							
6848	PC12.3646					6	Peru-CIP		bdeboeck							
6849	PC12.3652					6	Peru-CIP		bdeboeck							
6850	PC12.3670					6	Peru-CIP		bdeboeck							
6851	PC12.3681					6	Peru-CIP		bdeboeck							
6852	PC12.3684					6	Peru-CIP		bdeboeck							
6853	PC12.3688					6	Peru-CIP		bdeboeck							
6854	PC12.3698					6	Peru-CIP		bdeboeck							
6855	PC12.3703					6	Peru-CIP		bdeboeck							
6856	PC12.3732					6	Peru-CIP		bdeboeck							
6857	PC12.3746					6	Peru-CIP		bdeboeck							
6858	PC12.3764					6	Peru-CIP		bdeboeck							
6859	PC12.3766					6	Peru-CIP		bdeboeck							
6860	PC12.3774					6	Peru-CIP		bdeboeck							
6861	PC12.3776					6	Peru-CIP		bdeboeck							
6862	PC12.3781					6	Peru-CIP		bdeboeck							
6863	PC12.3784					6	Peru-CIP		bdeboeck							
6864	PC12.3797					6	Peru-CIP		bdeboeck							
6865	PC12.3801					6	Peru-CIP		bdeboeck							
6866	PC12.3813					6	Peru-CIP		bdeboeck							
6867	PC12.3820					6	Peru-CIP		bdeboeck							
6868	PC12.3842					6	Peru-CIP		bdeboeck							
6869	PC12.3865					6	Peru-CIP		bdeboeck							
6870	PC12.3867					6	Peru-CIP		bdeboeck							
6871	PC12.3952					6	Peru-CIP		bdeboeck							
6872	PC12.3987					6	Peru-CIP		bdeboeck							
6873	PC12.3998					6	Peru-CIP		bdeboeck							
6874	PC12.4014					6	Peru-CIP		bdeboeck							
6875	PC12.4027					6	Peru-CIP		bdeboeck							
6876	PC12.4036					6	Peru-CIP		bdeboeck							
6877	PC12.4051					6	Peru-CIP		bdeboeck							
6878	PC12.4066					6	Peru-CIP		bdeboeck							
6879	PC12.4069					6	Peru-CIP		bdeboeck							
6880	PC12.4070					6	Peru-CIP		bdeboeck							
6881	PC12.4071					6	Peru-CIP		bdeboeck							
6882	PC12.4088					6	Peru-CIP		bdeboeck							
6883	PC12.4095					6	Peru-CIP		bdeboeck							
6884	PC12.4096					6	Peru-CIP		bdeboeck							
6885	PC12.4103					6	Peru-CIP		bdeboeck							
6886	PC12.4110					6	Peru-CIP		bdeboeck							
6887	PC12.4120					6	Peru-CIP		bdeboeck							
6888	PC12.4132					6	Peru-CIP		bdeboeck							
6889	PC12.4137					6	Peru-CIP		bdeboeck							
6890	PC12.4143					6	Peru-CIP		bdeboeck							
6891	PC12.4144					6	Peru-CIP		bdeboeck							
6892	PC12.4154					6	Peru-CIP		bdeboeck							
6893	PC12.4160					6	Peru-CIP		bdeboeck							
6894	PC12.4171					6	Peru-CIP		bdeboeck							
6895	PC12.4186					6	Peru-CIP		bdeboeck							
6896	PC12.4196					6	Peru-CIP		bdeboeck							
6897	PC12.4198					6	Peru-CIP		bdeboeck							
6898	PC12.4205					6	Peru-CIP		bdeboeck							
6899	PC12.4209					6	Peru-CIP		bdeboeck							
6900	PC12.4212					6	Peru-CIP		bdeboeck							
6901	PC12.4221					6	Peru-CIP		bdeboeck							
6902	PC12.4226					6	Peru-CIP		bdeboeck							
6903	PC12.4228					6	Peru-CIP		bdeboeck							
6904	PC12.4229					6	Peru-CIP		bdeboeck							
6905	PC12.4230					6	Peru-CIP		bdeboeck							
6906	PC12.4235					6	Peru-CIP		bdeboeck							
6907	PC12.4238					6	Peru-CIP		bdeboeck							
6908	PC12.4240					6	Peru-CIP		bdeboeck							
6909	PC12.4245					6	Peru-CIP		bdeboeck							
6910	PC12.4246					6	Peru-CIP		bdeboeck							
6911	PC12.4251					6	Peru-CIP		bdeboeck							
6912	PC12.4253					6	Peru-CIP		bdeboeck							
6913	PC12.4256					6	Peru-CIP		bdeboeck							
6914	PC12.4265					6	Peru-CIP		bdeboeck							
6915	PC12.4268					6	Peru-CIP		bdeboeck							
6916	PC12.4270					6	Peru-CIP		bdeboeck							
6917	PC12.4278					6	Peru-CIP		bdeboeck							
6918	PC12.4283					6	Peru-CIP		bdeboeck							
6919	PC12.4302					6	Peru-CIP		bdeboeck							
6920	PC12.4306					6	Peru-CIP		bdeboeck							
6921	PC12.4309					6	Peru-CIP		bdeboeck							
6922	PC12.4312					6	Peru-CIP		bdeboeck							
6923	PC12.4323					6	Peru-CIP		bdeboeck							
6924	PC12.4326					6	Peru-CIP		bdeboeck							
6925	PC12.4327					6	Peru-CIP		bdeboeck							
6926	PC12.4332					6	Peru-CIP		bdeboeck							
6927	PC12.4334					6	Peru-CIP		bdeboeck							
6928	PC12.4336					6	Peru-CIP		bdeboeck							
6929	PC12.4337					6	Peru-CIP		bdeboeck							
6930	PC12.4338					6	Peru-CIP		bdeboeck							
6931	PC12.4341					6	Peru-CIP		bdeboeck							
6932	PC12.4345					6	Peru-CIP		bdeboeck							
6933	PC12.4348					6	Peru-CIP		bdeboeck							
6934	PC12.4350					6	Peru-CIP		bdeboeck							
6935	PC12.4351					6	Peru-CIP		bdeboeck							
6936	PC12.4353					6	Peru-CIP		bdeboeck							
6937	PC12.4354					6	Peru-CIP		bdeboeck							
6938	PC12.4355					6	Peru-CIP		bdeboeck							
6939	PC12.4358					6	Peru-CIP		bdeboeck							
6940	PC12.4359					6	Peru-CIP		bdeboeck							
6941	PC12.4361					6	Peru-CIP		bdeboeck							
6942	PC12.4362					6	Peru-CIP		bdeboeck							
6943	PC12.4363					6	Peru-CIP		bdeboeck							
6944	PC12.4372					6	Peru-CIP		bdeboeck							
6945	PC12.4381					6	Peru-CIP		bdeboeck							
6946	PC12.4417					6	Peru-CIP		bdeboeck							
6947	PC12.4428					6	Peru-CIP		bdeboeck							
6948	PC12.4471					6	Peru-CIP		bdeboeck							
6949	PC12.4476					6	Peru-CIP		bdeboeck							
6950	PC12.4478					6	Peru-CIP		bdeboeck							
6951	PC12.4479					6	Peru-CIP		bdeboeck							
6952	PC12.4487					6	Peru-CIP		bdeboeck							
6953	PC12.4508					6	Peru-CIP		bdeboeck							
6954	PC12.4524					6	Peru-CIP		bdeboeck							
6955	PC12.4536					6	Peru-CIP		bdeboeck							
6956	PC12.4552					6	Peru-CIP		bdeboeck							
6957	PC12.4566					6	Peru-CIP		bdeboeck							
6958	PC12.4571					6	Peru-CIP		bdeboeck							
6959	PC12.4572					6	Peru-CIP		bdeboeck							
6960	PC12.4608					6	Peru-CIP		bdeboeck							
6961	PC12.4610					6	Peru-CIP		bdeboeck							
6962	PC12.4615					6	Peru-CIP		bdeboeck							
6963	PC12.4620					6	Peru-CIP		bdeboeck							
6964	PC12.4622					6	Peru-CIP		bdeboeck							
6965	PC12.4631					6	Peru-CIP		bdeboeck							
6966	PC12.4665					6	Peru-CIP		bdeboeck							
6967	PC12.4675					6	Peru-CIP		bdeboeck							
6968	PC12.4692					6	Peru-CIP		bdeboeck							
6969	PC12.4694					6	Peru-CIP		bdeboeck							
6970	PC12.4695					6	Peru-CIP		bdeboeck							
6971	PC12.4696					6	Peru-CIP		bdeboeck							
6972	PC12.4697					6	Peru-CIP		bdeboeck							
6973	PC12.4705					6	Peru-CIP		bdeboeck							
6974	PC12.4708					6	Peru-CIP		bdeboeck							
6975	PC12.4713					6	Peru-CIP		bdeboeck							
6976	PC12.4716					6	Peru-CIP		bdeboeck							
6977	PC12.4729					6	Peru-CIP		bdeboeck							
6978	PC12.4733					6	Peru-CIP		bdeboeck							
6979	PC12.4741					6	Peru-CIP		bdeboeck							
6980	PC12.4754					6	Peru-CIP		bdeboeck							
6981	PC12.4757					6	Peru-CIP		bdeboeck							
6982	PC12.4760					6	Peru-CIP		bdeboeck							
6983	PC12.4766					6	Peru-CIP		bdeboeck							
6984	PC12.4776					6	Peru-CIP		bdeboeck							
6985	PC12.4781					6	Peru-CIP		bdeboeck							
6986	PC12.4794					6	Peru-CIP		bdeboeck							
6987	PC12.4799					6	Peru-CIP		bdeboeck							
6988	PC12.4807					6	Peru-CIP		bdeboeck							
6989	PC12.4810					6	Peru-CIP		bdeboeck							
6990	PC12.4816					6	Peru-CIP		bdeboeck							
6991	PC12.4820					6	Peru-CIP		bdeboeck							
6992	PC12.4822					6	Peru-CIP		bdeboeck							
6993	PC12.4825					6	Peru-CIP		bdeboeck							
6994	PC12.4828					6	Peru-CIP		bdeboeck							
6995	PC12.4837					6	Peru-CIP		bdeboeck							
6996	PC12.4838					6	Peru-CIP		bdeboeck							
6997	PC12.4847					6	Peru-CIP		bdeboeck							
6998	PC12.4849					6	Peru-CIP		bdeboeck							
6999	PC12.4862					6	Peru-CIP		bdeboeck							
7000	PC12.4868					6	Peru-CIP		bdeboeck							
7001	PC12.4875					6	Peru-CIP		bdeboeck							
7002	PC12.4876					6	Peru-CIP		bdeboeck							
7003	PC12.4901					6	Peru-CIP		bdeboeck							
7004	PC12.4914					6	Peru-CIP		bdeboeck							
7005	PC12.4924					6	Peru-CIP		bdeboeck							
7006	PC12.4929					6	Peru-CIP		bdeboeck							
7007	PC12.4930					6	Peru-CIP		bdeboeck							
7008	PC12.4941					6	Peru-CIP		bdeboeck							
7009	PC12.4945					6	Peru-CIP		bdeboeck							
7010	PC12.4961					6	Peru-CIP		bdeboeck							
7011	PC12.4968					6	Peru-CIP		bdeboeck							
7012	PC12.4969					6	Peru-CIP		bdeboeck							
7013	PC12.4971					6	Peru-CIP		bdeboeck							
7014	PC12.4972					6	Peru-CIP		bdeboeck							
7015	PC12.4973					6	Peru-CIP		bdeboeck							
7016	PC12.4978					6	Peru-CIP		bdeboeck							
7017	PC12.4980					6	Peru-CIP		bdeboeck							
7018	PC12.4981					6	Peru-CIP		bdeboeck							
7019	PC12.4985					6	Peru-CIP		bdeboeck							
7020	PC12.4986					6	Peru-CIP		bdeboeck							
7021	PC12.4997					6	Peru-CIP		bdeboeck							
7022	PC12.4998					6	Peru-CIP		bdeboeck							
7023	PC12.5010					6	Peru-CIP		bdeboeck							
7024	PC12.5012					6	Peru-CIP		bdeboeck							
7025	PC12.5013					6	Peru-CIP		bdeboeck							
7026	PC12.5014					6	Peru-CIP		bdeboeck							
7027	PC12.5015					6	Peru-CIP		bdeboeck							
7028	PC12.5020					6	Peru-CIP		bdeboeck							
7029	PC12.5028					6	Peru-CIP		bdeboeck							
7030	PC12.5029					6	Peru-CIP		bdeboeck							
7031	PC12.5030					6	Peru-CIP		bdeboeck							
7032	PC12.5031					6	Peru-CIP		bdeboeck							
7033	PC12.5037					6	Peru-CIP		bdeboeck							
7034	PC12.5045					6	Peru-CIP		bdeboeck							
7035	PC12.5046					6	Peru-CIP		bdeboeck							
7036	PC12.5047					6	Peru-CIP		bdeboeck							
7037	PC12.5050					6	Peru-CIP		bdeboeck							
7038	PC12.5051					6	Peru-CIP		bdeboeck							
7039	PC12.5052					6	Peru-CIP		bdeboeck							
7040	PC12.5054					6	Peru-CIP		bdeboeck							
7041	PC12.5057					6	Peru-CIP		bdeboeck							
7042	PC12.5058					6	Peru-CIP		bdeboeck							
7043	PC12.5063					6	Peru-CIP		bdeboeck							
7044	PC12.5070					6	Peru-CIP		bdeboeck							
7045	PC12.5072					6	Peru-CIP		bdeboeck							
7046	PC12.5074					6	Peru-CIP		bdeboeck							
7047	PC12.5075					6	Peru-CIP		bdeboeck							
7048	PC12.5077					6	Peru-CIP		bdeboeck							
7049	PC12.5078					6	Peru-CIP		bdeboeck							
7050	PC12.5080					6	Peru-CIP		bdeboeck							
7051	PC12.5087					6	Peru-CIP		bdeboeck							
7052	PC12.5088					6	Peru-CIP		bdeboeck							
7053	PC12.5089					6	Peru-CIP		bdeboeck							
7054	PC12.5090					6	Peru-CIP		bdeboeck							
7055	PC12.5093					6	Peru-CIP		bdeboeck							
7056	PC12.5094					6	Peru-CIP		bdeboeck							
7057	PC12.5095					6	Peru-CIP		bdeboeck							
7058	PC12.5099					6	Peru-CIP		bdeboeck							
7059	PC12.5100					6	Peru-CIP		bdeboeck							
7060	PC12.5101					6	Peru-CIP		bdeboeck							
7061	PC12.5102					6	Peru-CIP		bdeboeck							
7062	PC12.5104					6	Peru-CIP		bdeboeck							
7063	PC12.5105					6	Peru-CIP		bdeboeck							
7064	PC12.5108					6	Peru-CIP		bdeboeck							
7065	PC12.5109					6	Peru-CIP		bdeboeck							
7066	PC12.5111					6	Peru-CIP		bdeboeck							
7067	PC12.5112					6	Peru-CIP		bdeboeck							
7068	PC12.5113					6	Peru-CIP		bdeboeck							
7069	PC12.5114					6	Peru-CIP		bdeboeck							
7070	PC12.5115					6	Peru-CIP		bdeboeck							
7071	PC12.5116					6	Peru-CIP		bdeboeck							
7072	PC12.5117					6	Peru-CIP		bdeboeck							
7073	PC12.5119					6	Peru-CIP		bdeboeck							
7074	PC12.5120					6	Peru-CIP		bdeboeck							
7075	PC12.5121					6	Peru-CIP		bdeboeck							
7076	PC12.5122					6	Peru-CIP		bdeboeck							
7077	PC12.5123					6	Peru-CIP		bdeboeck							
7078	PC12.5129					6	Peru-CIP		bdeboeck							
7079	PC12.5134					6	Peru-CIP		bdeboeck							
7080	PC12.5135					6	Peru-CIP		bdeboeck							
7081	PC12.5141					6	Peru-CIP		bdeboeck							
7082	PC12.5143					6	Peru-CIP		bdeboeck							
7083	PC12.5145					6	Peru-CIP		bdeboeck							
7084	PC12.5146					6	Peru-CIP		bdeboeck							
7085	PC12.5147					6	Peru-CIP		bdeboeck							
7086	PC12.5150					6	Peru-CIP		bdeboeck							
7087	PC12.5153					6	Peru-CIP		bdeboeck							
7088	PC12.5154					6	Peru-CIP		bdeboeck							
7089	PC12.5155					6	Peru-CIP		bdeboeck							
7090	PC12.5156					6	Peru-CIP		bdeboeck							
7091	PC12.5159					6	Peru-CIP		bdeboeck							
7092	PC12.5162					6	Peru-CIP		bdeboeck							
7093	PC12.5163					6	Peru-CIP		bdeboeck							
7094	PC12.5164					6	Peru-CIP		bdeboeck							
7095	PC12.5166					6	Peru-CIP		bdeboeck							
7096	PC12.5168					6	Peru-CIP		bdeboeck							
7097	PC12.5169					6	Peru-CIP		bdeboeck							
7098	PC12.5171					6	Peru-CIP		bdeboeck							
7099	PC12.5174					6	Peru-CIP		bdeboeck							
7100	PC12.5175					6	Peru-CIP		bdeboeck							
7101	PC12.5180					6	Peru-CIP		bdeboeck							
7102	PC12.5181					6	Peru-CIP		bdeboeck							
7103	PC12.5185					6	Peru-CIP		bdeboeck							
7104	PC12.5187					6	Peru-CIP		bdeboeck							
7105	PC12.5188					6	Peru-CIP		bdeboeck							
7106	PC12.5191					6	Peru-CIP		bdeboeck							
7107	PC12.5193					6	Peru-CIP		bdeboeck							
7108	PC12.5194					6	Peru-CIP		bdeboeck							
7109	PC12.5196					6	Peru-CIP		bdeboeck							
7110	PC12.5199					6	Peru-CIP		bdeboeck							
7111	PC12.5200					6	Peru-CIP		bdeboeck							
7112	PC12.5205					6	Peru-CIP		bdeboeck							
7113	PC12.5209					6	Peru-CIP		bdeboeck							
7114	PC12.5212					6	Peru-CIP		bdeboeck							
7115	PC12.5213					6	Peru-CIP		bdeboeck							
7116	PC12.5217					6	Peru-CIP		bdeboeck							
7117	PC12.5227					6	Peru-CIP		bdeboeck							
7118	PC12.5232					6	Peru-CIP		bdeboeck							
7119	PC12.5234					6	Peru-CIP		bdeboeck							
7120	PC12.5236					6	Peru-CIP		bdeboeck							
7121	PC12.5240					6	Peru-CIP		bdeboeck							
7122	PC12.5243					6	Peru-CIP		bdeboeck							
7123	PC12.5249					6	Peru-CIP		bdeboeck							
7124	PC12.5261					6	Peru-CIP		bdeboeck							
7125	PC12.5264					6	Peru-CIP		bdeboeck							
7126	PC12.5265					6	Peru-CIP		bdeboeck							
7127	PC12.5269					6	Peru-CIP		bdeboeck							
7128	PC12.5270					6	Peru-CIP		bdeboeck							
7129	PC12.5278					6	Peru-CIP		bdeboeck							
7130	PC12.5282					6	Peru-CIP		bdeboeck							
7131	PC12.5286					6	Peru-CIP		bdeboeck							
7132	PC12.5291					6	Peru-CIP		bdeboeck							
7133	PC12.5294					6	Peru-CIP		bdeboeck							
7134	PC12.5296					6	Peru-CIP		bdeboeck							
7135	PC12.5300					6	Peru-CIP		bdeboeck							
7136	PC12.5305					6	Peru-CIP		bdeboeck							
7137	PC12.5308					6	Peru-CIP		bdeboeck							
7138	PC12.5312					6	Peru-CIP		bdeboeck							
7139	PC12.5317					6	Peru-CIP		bdeboeck							
7140	PC12.5318					6	Peru-CIP		bdeboeck							
7141	PC12.5325					6	Peru-CIP		bdeboeck							
