stock_id,uniquename
2161415,TZMRK180004_26-434
2161416,TZMRK180005_18-556
2161417,TZMRK180046_5-4010
2161419,TZMRK180035_24-3313
2161420,TZMRK180021_49-2216
2161421,TZMRK180050_46-4278
2161422,TZMRK180019_9-2015
2161423,TZMRK180043_27-3864
2161425,TZMRK180016_89-1777
2161427,TZMRK180001_72-72
2161430,TZMRK180051_33-4311
2161431,TZMRK180008_75-931
2161432,TZMRK180020_21-2124
2161435,TZMRK180025_29-2549
2161437,TZMRK180011_40-1238
2161439,TZMRK180075_11-5477
2161441,TZMRK180009_4-972
2161444,TZMRK180002_28-165
2161446,TZMRK180044_11-3919
2161447,TZMRK180016_86-1774
2161450,TZMRK180012_33-1336
2161452,TZMRK180016_41-1729
2161453,TZMRK180002_29-166
2161454,TZMRK180079_4-5615
2161460,TZMRK180013_55-1460
2161461,TZMRK180009_33-1001
2161462,TZMRK180015_43-1664
2161463,TZMRK180070_15-5278
2161464,TZMRK180024_29-2451
2161465,TZMRK180042_33-3792
2161466,TZMRK180016_51-1739
2161467,TZMRK180016_60-1748
2161468,TZMRK180039_53-3608
2161469,TZMRK180005_39-577
2161470,TZMRK180043_38-3875
2161471,TZMRK180043_19-3856
2161472,TZMRK180020_23-2126
2161473,TZMRK180064_3-5003
2161475,TZMRK180006_5-636
2161477,TZMRK180007_15-767
2161478,TZMRK180068_10-5169
2161480,TZMRK180009_10-978
2161481,TZMRK180014_50-1557
2161482,TZMRK180023_61-2389
2161483,TZMRK180002_94-231
2161484,TZMRK180051_46-4324
2161485,TZMRK180026_10-2587
2161495,TZMRK180055_7-4577
2161497,TZMRK180002_69-206
2161498,TZMRK180008_61-917
2161500,TZMRK180019_4-2010
2161504,TZMRK180014_11-1518
2161507,TZMRK180069_9-5219
2161508,TZMRK180075_15-5481
2161509,TZMRK180052_33-4388
2161510,TZMRK180060_4-4830
2161512,TZMRK180040_18-3660
2161513,TZMRK180046_25-4030
2161514,TZMRK180038_46-3524
2161515,TZMRK180002_40-177
2161516,TZMRK180026_18-2595
2161517,TZMRK180051_19-4297
2161486,TZMRK180036_45-3379
2161487,TZMRK180004_67-475
2161489,TZMRK180022_26-2272
2161490,TZMRK180075_16-5482
2161518,TZMRK180002_34-171
2161519,TZMRK180049_6-4175
2161660,TZMRK180001_4-4
2161521,TZMRK180021_29-2196
2161522,TZMRK180011_72-1270
2161524,TZMRK180056_12-4609
2161526,TZMRK180015_32-1653
2161527,TZMRK180050_20-4252
2161528,TZMRK180013_53-1458
2161531,TZMRK180020_45-2148
2161532,TZMRK180018_35-1946
2161577,TZMRK180006_56-687
2161578,TZMRK180012_21-1324
2161582,TZMRK180008_16-872
2161584,TZMRK180053_32-4463
2161587,TZMRK180001_24-24
2161535,TZMRK180017_53-1863
2161536,TZMRK180039_23-3578
2161537,TZMRK180019_17-2023
2161589,TZMRK180039_11-3566
2161590,TZMRK180038_7-3485
2161539,TZMRK180051_36-4314
2161540,TZMRK180039_6-3561
2161591,TZMRK180037_10-3422
2161662,TZMRK180040_3-3645
2161594,TZMRK180029_37-2882
2161595,TZMRK180017_4-1814
2161596,TZMRK180052_30-4385
2161541,TZMRK180038_37-3515
2161542,TZMRK180009_79-1047
2161543,TZMRK180071_11-5320
2161544,TZMRK180059_16-4786
2161546,TZMRK180021_16-2183
2161547,TZMRK180070_2-5807
2161598,TZMRK180066_3-5074
2161600,TZMRK180039_5-3560
2161601,TZMRK180018_38-1949
2161548,TZMRK180011_55-1253
2161550,TZMRK180044_1-3909
2161604,TZMRK180019_34-2040
2161664,TZMRK180014_52-1559
2161553,TZMRK180005_30-568
2161554,TZMRK180054_11-4508
2161605,TZMRK180013_31-1436
2161606,TZMRK180078_2-5567
2161607,TZMRK180016_69-1757
2161608,TZMRK180001_11-11
2161609,TZMRK180018_50-1961
2161558,TZMRK180027_44-2717
2161560,TZMRK180007_46-798
2161561,TZMRK180021_33-2200
2161610,TZMRK180023_43-2371
2161665,TZMRK180014_40-1547
2161613,TZMRK180069_17-5227
2161566,TZMRK180065_18-5070
2161567,TZMRK180026_33-2610
2161568,TZMRK180012_31-1334
2161615,TZMRK180038_11-3489
2161569,TZMRK180059_22-4792
2161616,TZMRK180023_19-2347
2161570,TZMRK180012_59-1362
2161571,TZMRK180034_1-3204
2161617,TZMRK180002_86-223
2161619,TZMRK180001_54-54
2161572,TZMRK180003_97-369
2161573,TZMRK180025_9-2529
2161574,TZMRK180048_15-4136
2161620,TZMRK180034_32-3235
2161621,TZMRK180017_39-1849
2161575,TZMRK180004_24-432
2161669,TZMRK180026_47-2624
2161624,TZMRK180076_8-5520
2161626,TZMRK180006_15-646
2161671,TZMRK180040_42-3684
2161628,TZMRK180036_28-3362
2161629,TZMRK180058_24-4734
2161630,TZMRK180043_26-3863
2161742,TZMRK180023_4-2332
2161743,TZMRK180002_23-160
2161744,TZMRK180015_35-1656
2161746,TZMRK180010_64-1167
2161747,TZMRK180051_7-4285
2161631,TZMRK180024_67-2489
2161632,TZMRK180014_13-1520
2161672,TZMRK180006_72-703
2161750,TZMRK180025_14-2534
2161673,TZMRK180029_15-2860
2161751,TZMRK180005_91-629
2161752,TZMRK180026_51-2628
2161637,TZMRK180018_44-1955
2161638,TZMRK180009_72-1040
2161639,TZMRK180011_26-1224
2161754,TZMRK180030_27-2969
2161755,TZMRK180037_32-3444
2161641,TZMRK180046_17-4022
2161674,TZMRK180027_45-2718
2161642,TZMRK180044_7-3915
2161759,TZMRK180011_35-1233
2161644,TZMRK180029_49-2894
2161645,TZMRK180048_4-4125
2161760,TZMRK180014_31-1538
2161761,TZMRK180019_41-2047
2161646,TZMRK180025_28-2548
2161647,TZMRK180008_35-891
2161763,TZMRK180015_45-1666
2161764,TZMRK180006_91-722
2161765,TZMRK180046_32-4037
2161648,TZMRK180028_44-2801
2161649,TZMRK180013_54-1459
2161650,TZMRK180024_30-2452
2161651,TZMRK180068_9-5168
2161652,TZMRK180074_14-5436
2161653,TZMRK180003_35-307
2161654,TZMRK180021_28-2195
2161655,TZMRK180036_34-3368
2161656,TZMRK180010_52-1155
2161657,TZMRK180070_4-5809
2161769,TZMRK180011_41-1239
2161770,TZMRK180004_86-494
2161772,TZMRK180040_9-3651
2161774,TZMRK180061_14-4862
2161779,TZMRK180072_6-5366
2161780,TZMRK180035_9-3298
2161781,TZMRK180001_88-88
2161782,TZMRK180057_12-4667
2161786,TZMRK180002_25-162
2161827,TZMRK180033_9-3138
2161828,TZMRK180022_44-2290
2161829,TZMRK180024_54-2476
2161830,TZMRK180044_26-3934
2161788,TZMRK180064_4-5004
2161789,TZMRK180010_89-1192
2161831,TZMRK180017_46-1856
2161832,TZMRK180065_12-5064
2161833,TZMRK180010_55-1158
2161792,TZMRK180015_34-1655
2161793,TZMRK180029_57-2902
2161794,TZMRK180032_21-3096
2161834,TZMRK180028_56-2813
2161796,TZMRK180021_42-2209
2161676,TZMRK180007_32-784
2161797,TZMRK180024_26-2448
2161799,TZMRK180057_24-4679
2161836,TZMRK180016_7-1695
2161837,TZMRK180010_77-1180
2161838,TZMRK180009_45-1013
2161839,TZMRK180010_81-1184
2161801,TZMRK180039_31-3586
2161804,TZMRK180014_39-1546
2161840,TZMRK180016_50-1738
2161841,TZMRK180047_19-4086
2161805,TZMRK180051_35-4313
2161677,TZMRK180015_36-1657
2161843,TZMRK180004_97-505
2161844,TZMRK180060_1-4827
2161809,TZMRK180001_81-81
2161680,TZMRK180038_29-3507
2161812,TZMRK180005_17-555
2161813,TZMRK180023_18-2346
2161846,TZMRK180056_28-4625
2161683,TZMRK180018_59-1970
2161851,TZMRK180046_15-4020
2161852,TZMRK180009_76-1044
2161816,TZMRK180072_2-5362
2161817,TZMRK180013_33-1438
2161818,TZMRK180071_5-5314
2161821,TZMRK180008_49-905
2161856,TZMRK180042_26-3785
2161857,TZMRK180024_33-2455
2161824,TZMRK180068_5-5164
2161858,TZMRK180074_10-5432
2161685,TZMRK180051_25-4303
2161859,TZMRK180032_23-3098
2161860,TZMRK180068_18-5177
2161861,TZMRK180027_2-2675
2161686,TZMRK180006_79-710
2161863,TZMRK180020_6-2109
2161908,TZMRK180028_18-2775
2161691,TZMRK180008_72-928
2161909,TZMRK180004_32-440
2161910,TZMRK180006_53-684
2161911,TZMRK180056_14-4611
2161912,TZMRK180002_24-161
2161914,TZMRK180025_57-2577
2161866,TZMRK180041_33-3720
2161869,TZMRK180005_93-631
2161870,TZMRK180069_1-5211
2161871,TZMRK180017_25-1835
2161872,TZMRK180054_4-4501
2161874,TZMRK180025_37-2557
2161915,TZMRK180013_40-1445
2161916,TZMRK180028_51-2808
2161918,TZMRK180009_40-1008
2161875,TZMRK180005_84-622
2161876,TZMRK180007_7-759
2161919,TZMRK180047_3-4070
2161920,TZMRK180066_9-5080
2161693,TZMRK180040_27-3669
2161921,TZMRK180007_73-825
2161922,TZMRK180036_19-3353
2161923,TZMRK180016_6-1694
2161878,TZMRK180012_67-1370
2161879,TZMRK180029_54-2899
2161880,TZMRK180059_11-4781
2161881,TZMRK180040_14-3656
2161883,TZMRK180005_7-545
2161925,TZMRK180042_34-3793
2161926,TZMRK180013_10-1415
2161927,TZMRK180003_6-278
2161928,TZMRK180035_16-3305
2161929,TZMRK180011_10-1208
2161930,TZMRK180010_18-1121
2161885,TZMRK180013_47-1452
2161931,TZMRK180005_37-575
2161888,TZMRK180002_41-178
2161932,TZMRK180022_1-2247
2161889,TZMRK180058_5-4715
2161890,TZMRK180004_91-499
2161934,TZMRK180036_21-3355
2161936,TZMRK180006_1-632
2161891,TZMRK180007_52-804
2161892,TZMRK180029_5-2850
2161938,TZMRK180035_1-3290
2161694,TZMRK180054_42-4539
2161940,TZMRK180028_36-2793
2161894,TZMRK180002_1-138
2161941,TZMRK180006_40-671
2161942,TZMRK180003_80-352
2161897,TZMRK180020_22-2125
2161695,TZMRK180061_7-4855
2161898,TZMRK180045_29-4002
2161899,TZMRK180025_2-2522
2161946,TZMRK180040_43-3685
2161947,TZMRK180052_15-4370
2161901,TZMRK180006_47-678
2161948,TZMRK180072_3-5363
2161902,TZMRK180008_76-932
2161950,TZMRK180015_13-1634
2161903,TZMRK180002_42-179
2161698,TZMRK180002_54-191
2161906,TZMRK180008_37-893
2161952,TZMRK180023_1-2329
2161700,TZMRK180055_27-4597
2161701,TZMRK180016_64-1752
2161958,TZMRK180025_39-2559
2161704,TZMRK180007_30-782
2161960,TZMRK180008_1-857
2161961,TZMRK180024_56-2478
2161962,TZMRK180035_10-3299
2161705,TZMRK180023_24-2352
2161963,TZMRK180054_22-4519
2161706,TZMRK180022_16-2262
2161964,TZMRK180002_95-232
2161965,TZMRK180019_21-2027
2161710,TZMRK180064_9-5009
2161966,TZMRK180029_21-2866
2161967,TZMRK180008_48-904
2161712,TZMRK180014_56-1563
2161971,TZMRK180040_28-3670
2161972,TZMRK180039_34-3589
2161973,TZMRK180005_69-607
2161713,TZMRK180007_66-818
2161974,TZMRK180071_9-5318
2161715,TZMRK180047_17-4084
2161716,TZMRK180069_11-5221
2161717,TZMRK180006_86-717
2161718,TZMRK180015_27-1648
2161719,TZMRK180037_7-3419
2161721,TZMRK180035_27-3316
2161722,TZMRK180028_13-2770
2161727,TZMRK180049_14-4183
2161728,TZMRK180074_6-5428
2161732,TZMRK180017_56-1866
2161733,TZMRK180017_41-1851
2161734,TZMRK180022_8-2254
2161736,TZMRK180038_20-3498
2161741,TZMRK180027_27-2700
2161991,TZMRK180013_60-1465
2161992,TZMRK180005_76-614
2161993,TZMRK180019_6-2012
2161994,TZMRK180016_37-1725
2161995,TZMRK180073_10-5388
2161997,TZMRK180012_70-1373
2161998,TZMRK180017_38-1848
2162000,TZMRK180049_12-4181
2162001,TZMRK180024_34-2456
2162002,TZMRK180057_20-4675
2162003,TZMRK180040_1-3643
2162005,TZMRK180060_7-4833
2162006,TZMRK180015_51-1672
2162007,TZMRK180029_18-2863
2162008,TZMRK180018_47-1958
2162010,TZMRK180009_41-1009
2162011,TZMRK180002_83-220
2162013,TZMRK180077_2-5552
2162014,TZMRK180046_13-4018
2162015,TZMRK180077_8-5558
2162018,TZMRK180028_21-2778
2162020,TZMRK180037_33-3445
2161975,TZMRK180025_27-2547
2162021,TZMRK180004_37-445
2162022,TZMRK180041_8-3695
2161979,TZMRK180025_51-2571
2162023,TZMRK180007_45-797
2162024,TZMRK180029_59-2904
2161981,TZMRK180017_50-1860
2161982,TZMRK180014_26-1533
2162025,TZMRK180053_14-4445
2161983,TZMRK180009_67-1035
2161984,TZMRK180011_70-1268
2162026,TZMRK180004_36-444
2162027,TZMRK180014_77-1584
2161987,TZMRK180010_2-1105
2162028,TZMRK180016_42-1730
2162030,TZMRK180039_22-3577
2162031,TZMRK180003_83-355
2162033,TZMRK180016_25-1713
2162035,TZMRK180031_19-3021
2162037,TZMRK180018_56-1967
2162039,TZMRK180008_32-888
2162042,TZMRK180055_1-4571
2162043,TZMRK180021_13-2180
2162044,TZMRK180052_9-4364
2162046,TZMRK180043_14-3851
2162047,TZMRK180058_23-4733
2162048,TZMRK180015_7-1628
2162049,TZMRK180065_8-5060
2162050,TZMRK180014_76-1583
2162051,TZMRK180035_29-3318
2162052,TZMRK180052_43-4398
2162245,TZMRK180038_36-3514
2162056,TZMRK180029_6-2851
2162057,TZMRK180016_35-1723
2162059,TZMRK180066_8-5079
2162062,TZMRK180033_40-3169
2162063,TZMRK180017_19-1829
2162064,TZMRK180004_16-424
2162065,TZMRK180009_38-1006
2162067,TZMRK180012_46-1349
2162068,TZMRK180013_41-1446
2162070,TZMRK180008_25-881
2162072,TZMRK180016_90-1778
2162073,TZMRK180005_74-612
2162074,TZMRK180003_94-366
2162135,TZMRK180039_36-3591
2162077,TZMRK180015_48-1669
2162079,TZMRK180040_37-3679
2162080,TZMRK180009_65-1033
2162082,TZMRK180025_16-2536
2162083,TZMRK180025_10-2530
2162084,TZMRK180052_45-4400
2162085,TZMRK180051_31-4309
2162086,TZMRK180023_59-2387
2162087,TZMRK180059_5-4775
2162089,TZMRK180072_8-5368
2162094,TZMRK180043_10-3847
2162096,TZMRK180001_86-86
2162097,TZMRK180001_31-31
2162098,TZMRK180014_44-1551
2162099,TZMRK180078_12-5577
2162100,TZMRK180014_80-1587
2162101,TZMRK180004_5-413
2162102,TZMRK180007_34-786
2162105,TZMRK180016_76-1764
2162106,TZMRK180002_84-221
2162107,TZMRK180017_2-1812
2162108,TZMRK180055_11-4581
2162109,TZMRK180021_20-2187
2162110,TZMRK180015_61-1682
2162114,TZMRK180005_70-608
2162115,TZMRK180019_39-2045
2162116,TZMRK180013_1-1406
2162118,TZMRK180016_38-1726
2162119,TZMRK180012_8-1311
2162121,TZMRK180055_19-4589
2162122,TZMRK180057_1-4656
2162123,TZMRK180001_97-97
2162126,TZMRK180067_1-5113
2162127,TZMRK180016_85-1773
2162130,TZMRK180028_34-2791
2162131,TZMRK180067_14-5126
2162132,TZMRK180022_15-2261
2162161,TZMRK180063_5-4956
2162162,TZMRK180002_27-164
2162163,TZMRK180051_41-4319
2162164,TZMRK180014_72-1579
2162166,TZMRK180018_11-1922
2162169,TZMRK180073_9-5387
2162170,TZMRK180060_19-4845
2162171,TZMRK180053_33-4464
2162172,TZMRK180077_9-5559
2162174,TZMRK180016_48-1736
2162175,TZMRK180038_30-3508
2162179,TZMRK180028_58-2815
2162180,TZMRK180041_1-3688
2162181,TZMRK180070_6-5269
2162182,TZMRK180009_9-977
2162183,TZMRK180058_7-4717
2162185,TZMRK180009_24-992
2162186,TZMRK180012_54-1357
2162189,TZMRK180029_31-2876
2162190,TZMRK180002_33-170
2162196,TZMRK180030_40-2982
2162200,TZMRK180024_58-2480
2162201,TZMRK180033_33-3162
2162202,TZMRK180005_62-600
2162203,TZMRK180044_8-3916
2162204,TZMRK180001_84-84
2162205,TZMRK180069_16-5226
2162206,TZMRK180017_51-1861
2162207,TZMRK180055_4-4574
2162209,TZMRK180026_44-2621
2162210,TZMRK180002_53-190
2162211,TZMRK180044_3-3911
2162214,TZMRK180012_48-1351
2162217,TZMRK180038_33-3511
2162220,TZMRK180019_51-2057
2162136,TZMRK180058_30-4740
2162138,TZMRK180056_18-4615
2162140,TZMRK180011_7-1205
2162141,TZMRK180001_7-7
2162143,TZMRK180016_52-1740
2162144,TZMRK180028_2-2759
2162145,TZMRK180011_54-1252
2162146,TZMRK180018_27-1938
2162147,TZMRK180024_37-2459
2162148,TZMRK180016_36-1724
2162149,TZMRK180006_30-661
2162150,TZMRK180010_46-1149
2162151,TZMRK180048_14-4135
2162152,TZMRK180033_26-3155
2162153,TZMRK180028_53-2810
2162154,TZMRK180066_2-5073
2162155,TZMRK180010_73-1176
2162156,TZMRK180020_1-2104
2162157,TZMRK180029_40-2885
2162159,TZMRK180046_14-4019
2162327,TZMRK180023_12-2340
2162328,TZMRK180041_27-3714
2162330,TZMRK180066_4-5075
2162331,TZMRK180069_12-5222
2162333,TZMRK180014_20-1527
2162334,TZMRK180006_23-654
2162338,TZMRK180033_7-3136
2162339,TZMRK180012_50-1353
2162343,TZMRK180027_51-2724
2162344,TZMRK180004_6-414
2162345,TZMRK180024_43-2465
2162346,TZMRK180028_5-2762
2162350,TZMRK180012_22-1325
2162221,TZMRK180028_10-2767
2162223,TZMRK180009_103-1071
2162225,TZMRK180048_16-4137
2162226,TZMRK180050_32-4264
2162228,TZMRK180026_31-2608
2162230,TZMRK180030_46-2988
2162233,TZMRK180004_57-465
2162234,TZMRK180009_83-1051
2162236,TZMRK180007_53-805
2162238,TZMRK180009_69-1037
2162352,TZMRK180006_13-644
2162353,TZMRK180037_29-3441
2162354,TZMRK180015_21-1642
2162356,TZMRK180009_77-1045
2162357,TZMRK180061_19-4867
2162241,TZMRK180013_12-1417
2162358,TZMRK180003_25-297
2162359,TZMRK180024_21-2443
2162243,TZMRK180013_67-1472
2162246,TZMRK180072_16-5376
2162244,TZMRK180021_39-2206
2162248,TZMRK180013_69-1474
2162364,TZMRK180085_2-5841
2162365,TZMRK180002_104-241
2162366,TZMRK180013_56-1461
2162249,TZMRK180001_2-2
2162367,TZMRK180002_59-196
2162368,TZMRK180037_34-3446
2162410,TZMRK180009_43-1011
2162411,TZMRK180001_6-6
2162412,TZMRK180009_99-1067
2162369,TZMRK180008_73-929
2162371,TZMRK180009_50-1018
2162413,TZMRK180071_1-5310
2162373,TZMRK180007_43-795
2162250,TZMRK180011_29-1227
2162415,TZMRK180010_32-1135
2162416,TZMRK180031_30-3032
2162376,TZMRK180011_49-1247
2162417,TZMRK180010_20-1123
2162254,TZMRK180007_3-755
2162421,TZMRK180047_9-4076
2162381,TZMRK180010_9-1112
2162383,TZMRK180040_26-3668
2162384,TZMRK180002_87-224
2162424,TZMRK180006_84-715
2162385,TZMRK180038_44-3522
2162386,TZMRK180061_13-4861
2162425,TZMRK180059_21-4791
2162426,TZMRK180013_65-1470
2162387,TZMRK180029_35-2880
2162388,TZMRK180018_65-1976
2162427,TZMRK180042_19-3778
2162390,TZMRK180041_4-3691
2162428,TZMRK180068_17-5176
2162429,TZMRK180051_4-4282
2162391,TZMRK180003_41-313
2162393,TZMRK180049_8-4177
2162430,TZMRK180058_21-4731
2162431,TZMRK180065_14-5066
2162395,TZMRK180010_66-1169
2162396,TZMRK180047_20-4087
2162432,TZMRK180082_6-5734
2162433,TZMRK180061_5-4853
2162397,TZMRK180042_35-3794
2162398,TZMRK180013_48-1453
2162255,TZMRK180009_89-1057
2162399,TZMRK180036_47-3381
2162436,TZMRK180029_66-2911
2162437,TZMRK180014_48-1555
2162403,TZMRK180059_15-4785
2162438,TZMRK180014_79-1586
2162404,TZMRK180067_9-5121
2162256,TZMRK180013_16-1421
2162405,TZMRK180050_41-4273
2162406,TZMRK180003_90-362
2162407,TZMRK180063_13-4964
2162440,TZMRK180079_10-5621
2162441,TZMRK180016_83-1771
2162443,TZMRK180005_89-627
2162408,TZMRK180054_35-4532
2162444,TZMRK180009_31-999
2162445,TZMRK180009_46-1014
2162257,TZMRK180056_3-4600
2162446,TZMRK180060_18-4844
2162258,TZMRK180041_42-3729
2162448,TZMRK180058_9-4719
2162449,TZMRK180002_102-239
2162260,TZMRK180010_17-1120
2162450,TZMRK180067_6-5118
2162452,TZMRK180004_60-468
2162262,TZMRK180045_2-3975
2162263,TZMRK180015_62-1683
2162265,TZMRK180080_8-5661
2162266,TZMRK180029_7-2852
2162267,TZMRK180012_39-1342
2162268,TZMRK180038_38-3516
2162270,TZMRK180001_105-105
2162271,TZMRK180050_8-4240
2162272,TZMRK180054_20-4517
2162273,TZMRK180011_6-1204
2162275,TZMRK180012_24-1327
2162276,TZMRK180080_1-5654
2162277,TZMRK180034_22-3225
2162278,TZMRK180002_48-185
2162279,TZMRK180080_7-5660
2162281,TZMRK180002_17-154
2162282,TZMRK180013_36-1441
2162453,TZMRK180004_2-410
2162454,TZMRK180017_64-1874
2162288,TZMRK180005_60-598
2162455,TZMRK180030_45-2987
2162457,TZMRK180005_23-561
2162458,TZMRK180021_8-2175
2162460,TZMRK180078_11-5576
2162461,TZMRK180044_19-3927
2162492,TZMRK180022_14-2260
2162493,TZMRK180033_12-3141
2162462,TZMRK180020_38-2141
2162494,TZMRK180001_106-106
2162495,TZMRK180044_24-3932
2162463,TZMRK180012_68-1371
2162290,TZMRK180032_22-3097
2162464,TZMRK180029_1-2846
2162497,TZMRK180073_1-5379
2162498,TZMRK180058_25-4735
2162499,TZMRK180003_84-356
2162466,TZMRK180032_6-3081
2162467,TZMRK180041_37-3724
2162468,TZMRK180064_2-5002
2162469,TZMRK180019_57-2063
2162500,TZMRK180071_18-5327
2162502,TZMRK180021_38-2205
2162471,TZMRK180009_8-976
2162291,TZMRK180008_82-938
2162504,TZMRK180048_3-4124
2162505,TZMRK180071_8-5317
2162292,TZMRK180058_2-4712
2162293,TZMRK180058_20-4730
2162475,TZMRK180070_3-5266
2162476,TZMRK180021_27-2194
2162478,TZMRK180001_89-89
2162479,TZMRK180026_46-2623
2162507,TZMRK180003_62-334
2162510,TZMRK180023_51-2379
2162511,TZMRK180034_29-3232
2162480,TZMRK180065_4-5056
2162481,TZMRK180014_38-1545
2162482,TZMRK180036_12-3346
2162483,TZMRK180001_68-68
2162513,TZMRK180010_50-1153
2162515,TZMRK180034_5-3208
2162486,TZMRK180028_52-2809
2162516,TZMRK180011_30-1228
2162295,TZMRK180056_15-4612
2162517,TZMRK180001_5-5
2162518,TZMRK180025_4-2524
2162519,TZMRK180053_6-4437
2162490,TZMRK180050_43-4275
2162296,TZMRK180001_51-51
2162298,TZMRK180022_19-2265
2162523,TZMRK180065_5-5057
2162524,TZMRK180042_46-3805
2162525,TZMRK180013_22-1427
2162526,TZMRK180039_19-3574
2162527,TZMRK180006_54-685
2162528,TZMRK180029_52-2897
2162529,TZMRK180027_39-2712
2162531,TZMRK180070_11-5274
2162534,TZMRK180062_6-4905
2162535,TZMRK180060_17-4843
2162536,TZMRK180037_22-3434
2162539,TZMRK180062_12-4911
2162540,TZMRK180026_3-2580
2162574,TZMRK180012_71-1374
2162576,TZMRK180053_24-4455
2162577,TZMRK180030_31-2973
2162580,TZMRK180050_22-4254
2162582,TZMRK180043_21-3858
2162583,TZMRK180001_42-42
2162584,TZMRK180045_7-3980
2162585,TZMRK180012_6-1309
2162586,TZMRK180049_17-4186
2162587,TZMRK180002_16-153
2162588,TZMRK180019_37-2043
2162589,TZMRK180045_1-3974
2162593,TZMRK180064_15-5015
2162541,TZMRK180010_53-1156
2162543,TZMRK180039_14-3569
2162544,TZMRK180016_32-1720
2162547,TZMRK180034_36-3239
2162548,TZMRK180022_12-2258
2162549,TZMRK180014_49-1556
2162596,TZMRK180011_74-1272
2162597,TZMRK180005_85-623
2162598,TZMRK180064_5-5005
2162600,TZMRK180008_20-876
2162601,TZMRK180021_2-2169
2162550,TZMRK180015_20-1641
2162551,TZMRK180041_19-3706
2162552,TZMRK180068_19-5178
2162553,TZMRK180018_17-1928
2162602,TZMRK180063_1-4952
2162604,TZMRK180004_55-463
2162605,TZMRK180027_14-2687
2162606,TZMRK180069_22-5232
2162555,TZMRK180001_99-99
2162556,TZMRK180058_19-4729
2162608,TZMRK180008_15-871
2162609,TZMRK180035_35-3324
2162557,TZMRK180041_31-3718
2162610,TZMRK180052_17-4372
2162611,TZMRK180074_7-5429
2162559,TZMRK180023_25-2353
2162612,TZMRK180077_14-5564
2162560,TZMRK180024_13-2435
2162299,TZMRK180011_44-1242
2162561,TZMRK180022_7-2253
2162562,TZMRK180008_10-866
2162563,TZMRK180042_4-3763
2162615,TZMRK180019_46-2052
2162616,TZMRK180018_63-1974
2162618,TZMRK180017_31-1841
2162565,TZMRK180004_51-459
2162619,TZMRK180025_24-2544
2162620,TZMRK180056_13-4610
2162621,TZMRK180010_30-1133
2162624,TZMRK180051_42-4320
2162566,TZMRK180004_21-429
2162568,TZMRK180019_16-2022
2162569,TZMRK180031_31-3033
2162570,TZMRK180062_4-4903
2162571,TZMRK180009_78-1046
2162625,TZMRK180023_35-2363
2162629,TZMRK180010_8-1111
2162573,TZMRK180017_62-1872
2162301,TZMRK180009_100-1068
2162631,TZMRK180016_2-1690
2162632,TZMRK180045_17-3990
2162634,TZMRK180029_53-2898
2162302,TZMRK180033_20-3149
2162635,TZMRK180023_62-2390
2162305,TZMRK180057_13-4668
2162637,TZMRK180046_31-4036
2162638,TZMRK180037_11-3423
2162656,TZMRK180042_25-3784
2162657,TZMRK180001_74-74
2162659,TZMRK180021_37-2204
2162660,TZMRK180012_28-1331
2162661,TZMRK180054_30-4527
2162662,TZMRK180016_67-1755
2162640,TZMRK180031_29-3031
2162644,TZMRK180033_5-3134
2162646,TZMRK180034_55-3258
2162664,TZMRK180035_33-3322
2162648,TZMRK180008_5-861
2162665,TZMRK180012_27-1330
2162666,TZMRK180001_71-71
2162306,TZMRK180011_21-1219
2162668,TZMRK180020_28-2131
2162651,TZMRK180001_98-98
2162670,TZMRK180043_2-3839
2162671,TZMRK180030_7-2949
2162672,TZMRK180004_82-490
2162675,TZMRK180025_40-2560
2162676,TZMRK180035_22-3311
2162677,TZMRK180068_4-5163
2162678,TZMRK180007_62-814
2162679,TZMRK180017_43-1853
2162681,TZMRK180035_25-3314
2162654,TZMRK180040_5-3647
2162655,TZMRK180035_37-3326
2162307,TZMRK180025_55-2575
2162685,TZMRK180018_14-1925
2162686,TZMRK180002_63-200
2162308,TZMRK180010_58-1161
2162687,TZMRK180024_53-2475
2162688,TZMRK180012_25-1328
2162689,TZMRK180003_28-300
2162740,TZMRK180010_74-1177
2162742,TZMRK180027_17-2690
2162690,TZMRK180031_37-3039
2162691,TZMRK180015_58-1679
2162310,TZMRK180006_37-668
2162745,TZMRK180011_56-1254
2162746,TZMRK180073_14-5392
2162311,TZMRK180013_30-1435
2162749,TZMRK180046_10-4015
2162312,TZMRK180001_93-93
2162696,TZMRK180051_10-4288
2162697,TZMRK180003_15-287
2162698,TZMRK180028_20-2777
2162699,TZMRK180063_10-4961
2162700,TZMRK180023_45-2373
2162701,TZMRK180060_2-4828
2162751,TZMRK180016_88-1776
2162752,TZMRK180046_16-4021
2162753,TZMRK180031_26-3028
2162755,TZMRK180024_28-2450
2162757,TZMRK180053_21-4452
2162758,TZMRK180017_59-1869
2162703,TZMRK180028_25-2782
2162759,TZMRK180014_67-1574
2162760,TZMRK180037_2-3414
2162707,TZMRK180001_67-67
2162708,TZMRK180072_11-5371
2162761,TZMRK180021_18-2185
2162313,TZMRK180037_26-3438
2162764,TZMRK180012_69-1372
2162710,TZMRK180039_45-3600
2162711,TZMRK180057_6-4661
2162316,TZMRK180003_3-275
2162714,TZMRK180009_20-988
2162715,TZMRK180050_26-4258
2162718,TZMRK180069_10-5220
2162765,TZMRK180031_12-3014
