stock_id,uniquename
2160658,TZMRK180070_14-5277
2160661,TZMRK180020_56-2159
2160662,TZMRK180041_10-3697
2160663,TZMRK180060_11-4837
2160664,TZMRK180051_12-4290
2160665,TZMRK180029_10-2855
2160748,TZMRK180079_11-5622
2160749,TZMRK180062_1-4900
2160753,TZMRK180039_8-3563
2160754,TZMRK180063_19-4970
2160757,TZMRK180034_18-3221
2160759,TZMRK180026_40-2617
2160760,TZMRK180009_51-1019
2160761,TZMRK180051_37-4315
2160765,TZMRK180029_16-2861
2160766,TZMRK180050_31-4263
2160769,TZMRK180072_9-5369
2160770,TZMRK180032_1-3076
2160771,TZMRK180018_37-1948
2160772,TZMRK180002_18-155
2160773,TZMRK180054_5-4502
2160774,TZMRK180002_5-142
2160775,TZMRK180081_1-5692
2160539,TZMRK180041_24-3711
2160540,TZMRK180019_22-2028
2160541,TZMRK180043_28-3865
2160546,TZMRK180024_64-2486
2160547,TZMRK180009_18-986
2160549,TZMRK180042_7-3766
2160550,TZMRK180018_26-1937
2160552,TZMRK180034_33-3236
2160553,TZMRK180059_2-4772
2160554,TZMRK180026_22-2599
2160555,TZMRK180005_80-618
2160558,TZMRK180010_87-1190
2160560,TZMRK180016_17-1705
2160562,TZMRK180002_89-226
2160563,TZMRK180031_6-3008
2160564,TZMRK180044_2-3910
2160566,TZMRK180016_29-1717
2160567,TZMRK180010_31-1134
2160569,TZMRK180020_49-2152
2160571,TZMRK180007_26-778
2160572,TZMRK180038_16-3494
2160574,TZMRK180001_69-69
2160575,TZMRK180027_13-2686
2160577,TZMRK180039_7-3562
2160582,TZMRK180009_47-1015
2160667,TZMRK180009_84-1052
2160668,TZMRK180020_51-2154
2160669,TZMRK180001_61-61
2160670,TZMRK180027_29-2702
2160671,TZMRK180053_15-4446
2160672,TZMRK180035_34-3323
2160673,TZMRK180022_50-2296
2160674,TZMRK180007_42-794
2160675,TZMRK180008_11-867
2160676,TZMRK180005_49-587
2160677,TZMRK180028_47-2804
2160678,TZMRK180042_15-3774
2160679,TZMRK180012_12-1315
2160680,TZMRK180050_40-4272
2160681,TZMRK180020_13-2116
2160682,TZMRK180013_11-1416
2160684,TZMRK180017_70-1880
2160685,TZMRK180062_21-4920
2160686,TZMRK180025_50-2570
2160687,TZMRK180013_13-1418
2160688,TZMRK180006_9-640
2160689,TZMRK180043_35-3872
2160691,TZMRK180054_12-4509
2160692,TZMRK180005_6-544
2160695,TZMRK180045_31-4004
2160697,TZMRK180035_15-3304
2160699,TZMRK180051_44-4322
2160700,TZMRK180053_12-4443
2160701,TZMRK180060_21-4847
2160702,TZMRK180009_22-990
2160703,TZMRK180031_9-3011
2160704,TZMRK180053_4-4435
2160705,TZMRK180013_45-1450
2160706,TZMRK180019_13-2019
2160708,TZMRK180014_19-1526
2160710,TZMRK180019_14-2020
2160712,TZMRK180016_33-1721
2160713,TZMRK180045_16-3989
2160714,TZMRK180022_23-2269
2160715,TZMRK180043_36-3873
2160716,TZMRK180039_47-3602
2160717,TZMRK180016_70-1758
2160718,TZMRK180049_27-4196
2160719,TZMRK180003_26-298
2160721,TZMRK180030_57-2999
2160724,TZMRK180042_13-3772
2160725,TZMRK180046_27-4032
2160726,TZMRK180007_67-819
2160727,TZMRK180025_21-2541
2160729,TZMRK180039_54-3609
2160730,TZMRK180049_16-4185
2160731,TZMRK180046_11-4016
2160732,TZMRK180047_8-4075
2160734,TZMRK180039_52-3607
2160737,TZMRK180050_10-4242
2160741,TZMRK180064_22-5022
2160742,TZMRK180056_22-4619
2160743,TZMRK180011_8-1206
2160776,TZMRK180007_18-770
2160777,TZMRK180005_19-557
2160778,TZMRK180003_19-291
2160779,TZMRK180010_28-1131
2160780,TZMRK180052_31-4386
2160781,TZMRK180053_27-4458
2160783,TZMRK180027_34-2707
2160785,TZMRK180002_55-192
2160786,TZMRK180047_2-4069
2160788,TZMRK180018_12-1923
2160790,TZMRK180004_29-437
2160791,TZMRK180055_18-4588
2160792,TZMRK180016_92-1780
2160793,TZMRK180003_76-348
2160794,TZMRK180060_3-4829
2160796,TZMRK180001_77-77
2160797,TZMRK180009_6-974
2160798,TZMRK180057_17-4672
2160799,TZMRK180030_23-2965
2160802,TZMRK180031_43-3045
2160807,TZMRK180083_6-5741
2160811,TZMRK180036_15-3349
2160812,TZMRK180059_17-4787
2160814,TZMRK180011_38-1236
2160815,TZMRK180015_65-1686
2160818,TZMRK180011_47-1245
2160820,TZMRK180006_26-657
2160821,TZMRK180013_17-1422
2160823,TZMRK180033_16-3145
2160824,TZMRK180006_35-666
2160744,TZMRK180003_87-359
2160746,TZMRK180061_3-4851
2160747,TZMRK180001_22-22
2160832,TZMRK180044_14-3922
2160825,TZMRK180026_9-2586
2160826,TZMRK180003_91-363
2160833,TZMRK180063_7-4958
2160519,TZMRK180041_32-3719
2160834,TZMRK180041_14-3701
2160835,TZMRK180018_1-1912
2160837,TZMRK180053_13-4444
2160520,TZMRK180017_26-1836
2160838,TZMRK180043_15-3852
2160839,TZMRK180024_23-2445
2160521,TZMRK180021_10-2177
2160522,TZMRK180042_39-3798
2160842,TZMRK180057_16-4671
2160915,TZMRK180039_29-3584
2160524,TZMRK180016_91-1779
2160917,TZMRK180001_95-95
2160919,TZMRK180024_20-2442
2160844,TZMRK180057_23-4678
2160845,TZMRK180002_49-186
2160846,TZMRK180004_4-412
2160920,TZMRK180065_11-5063
2160921,TZMRK180023_2-2330
2160922,TZMRK180068_6-5165
2160525,TZMRK180027_8-2681
2160526,TZMRK180035_20-3309
2160924,TZMRK180004_69-477
2160925,TZMRK180038_1-3479
2160926,TZMRK180072_15-5375
2160850,TZMRK180057_10-4665
2160851,TZMRK180054_18-4515
2160852,TZMRK180004_17-425
2160927,TZMRK180058_27-4737
2160928,TZMRK180020_34-2137
2160853,TZMRK180043_41-3878
2160930,TZMRK180012_16-1319
2160931,TZMRK180014_41-1548
2160527,TZMRK180016_12-1700
2160933,TZMRK180009_7-975
2160856,TZMRK180009_66-1034
2160857,TZMRK180040_8-3650
2160934,TZMRK180012_37-1340
2160936,TZMRK180036_24-3358
2160858,TZMRK180007_10-762
2160528,TZMRK180011_75-1273
2160860,TZMRK180012_36-1339
2160938,TZMRK180077_13-5563
2160939,TZMRK180010_10-1113
2160940,TZMRK180005_73-611
2160861,TZMRK180008_68-924
2160862,TZMRK180030_15-2957
2160942,TZMRK180006_11-642
2160863,TZMRK180002_35-172
2160530,TZMRK180078_3-5568
2160864,TZMRK180050_3-4235
2160865,TZMRK180009_88-1056
2160948,TZMRK180002_90-227
2160949,TZMRK180009_59-1027
2160867,TZMRK180015_25-1646
2160868,TZMRK180013_19-1424
2160950,TZMRK180013_24-1429
2160951,TZMRK180057_18-4673
2160952,TZMRK180009_28-996
2160870,TZMRK180038_5-3483
2160532,TZMRK180012_72-1375
2160871,TZMRK180071_3-5312
2160872,TZMRK180054_41-4538
2160955,TZMRK180038_9-3487
2160956,TZMRK180003_57-329
2160957,TZMRK180020_62-2165
2160958,TZMRK180009_23-991
2160873,TZMRK180044_17-3925
2160874,TZMRK180025_54-2574
2160876,TZMRK180054_14-4511
2160879,TZMRK180015_67-1688
2160881,TZMRK180069_20-5230
2160882,TZMRK180054_2-4499
2160884,TZMRK180006_36-667
2160885,TZMRK180015_39-1660
2160887,TZMRK180014_3-1510
2160889,TZMRK180070_13-5276
2160891,TZMRK180001_38-38
2160893,TZMRK180034_4-3207
2160894,TZMRK180016_54-1742
2160895,TZMRK180001_79-79
2160896,TZMRK180051_3-4281
2160900,TZMRK180067_4-5116
2160901,TZMRK180039_30-3585
2160902,TZMRK180001_96-96
2160903,TZMRK180026_45-2622
2160904,TZMRK180018_22-1933
2160905,TZMRK180065_9-5061
2160906,TZMRK180004_8-416
2160907,TZMRK180054_34-4531
2160908,TZMRK180007_14-766
2160909,TZMRK180008_33-889
2160910,TZMRK180052_36-4391
2160911,TZMRK180002_62-199
2160961,TZMRK180006_85-716
2160963,TZMRK180046_21-4026
2160965,TZMRK180075_12-5478
2160966,TZMRK180019_44-2050
2160967,TZMRK180016_61-1749
2160968,TZMRK180044_16-3924
2160970,TZMRK180007_12-764
2160972,TZMRK180027_5-2678
2160974,TZMRK180042_45-3804
2160975,TZMRK180038_47-3525
2160977,TZMRK180069_21-5231
2160978,TZMRK180008_62-918
2160979,TZMRK180020_24-2127
2160980,TZMRK180056_20-4617
2160981,TZMRK180032_7-3082
2160982,TZMRK180040_10-3652
2160983,TZMRK180040_21-3663
2160985,TZMRK180078_15-5580
2160986,TZMRK180028_24-2781
2160988,TZMRK180039_20-3575
2160989,TZMRK180009_98-1066
2160990,TZMRK180051_11-4289
2160991,TZMRK180002_91-228
2160995,TZMRK180015_56-1677
2160998,TZMRK180002_14-151
2160993,TZMRK180067_11-5123
2160999,TZMRK180043_25-3862
2160533,TZMRK180023_22-2350
2161000,TZMRK180017_48-1858
2161001,TZMRK180019_32-2038
2160536,TZMRK180055_26-4596
2161005,TZMRK180031_24-3026
2160537,TZMRK180061_4-4852
2161006,TZMRK180019_29-2035
2161007,TZMRK180059_12-4782
2161077,TZMRK180040_44-3686
2161009,TZMRK180056_4-4601
2161011,TZMRK180005_21-559
2161013,TZMRK180052_8-4363
2161016,TZMRK180008_22-878
2161017,TZMRK180022_40-2286
2161020,TZMRK180017_21-1831
2161021,TZMRK180059_13-4783
2161022,TZMRK180010_94-1197
2161023,TZMRK180022_39-2285
2161024,TZMRK180046_19-4024
2161025,TZMRK180044_23-3931
2161026,TZMRK180023_42-2370
2161027,TZMRK180004_1-409
2161028,TZMRK180004_19-427
2161029,TZMRK180029_11-2856
2161030,TZMRK180071_10-5319
2161032,TZMRK180034_39-3242
2161033,TZMRK180038_18-3496
2161035,TZMRK180010_88-1191
2161041,TZMRK180038_14-3492
2161042,TZMRK180032_19-3094
2161043,TZMRK180038_6-3484
2161045,TZMRK180002_30-167
2161047,TZMRK180022_13-2259
2161048,TZMRK180039_33-3588
2161049,TZMRK180014_55-1562
2161050,TZMRK180052_5-4360
2161052,TZMRK180029_36-2881
2161053,TZMRK180071_6-5315
2161054,TZMRK180026_66-2643
2161055,TZMRK180039_42-3597
2161078,TZMRK180059_3-4773
2161056,TZMRK180003_72-344
2161079,TZMRK180002_37-174
2161080,TZMRK180042_27-3786
2161059,TZMRK180050_4-4236
2161060,TZMRK180032_2-3077
2161081,TZMRK180045_25-3998
2161082,TZMRK180043_11-3848
2161063,TZMRK180001_57-57
2161064,TZMRK180003_102-374
2161083,TZMRK180007_48-800
2161066,TZMRK180006_75-706
2161085,TZMRK180040_31-3673
2161086,TZMRK180015_6-1627
2161087,TZMRK180014_37-1544
2161089,TZMRK180028_39-2796
2161073,TZMRK180064_10-5010
2161090,TZMRK180038_40-3518
2161075,TZMRK180039_21-3576
2161094,TZMRK180002_20-157
2161095,TZMRK180030_11-2953
2161160,TZMRK180075_10-5476
2161161,TZMRK180001_37-37
2161246,TZMRK180016_14-1702
2161163,TZMRK180062_14-4913
2161164,TZMRK180069_15-5225
2161165,TZMRK180033_35-3164
2161166,TZMRK180010_27-1130
2161168,TZMRK180051_40-4318
2161170,TZMRK180057_11-4666
2161172,TZMRK180038_28-3506
2161173,TZMRK180035_8-3297
2161174,TZMRK180008_29-885
2161176,TZMRK180024_68-2490
2161178,TZMRK180029_26-2871
2161179,TZMRK180008_6-862
2161181,TZMRK180053_10-4441
2161183,TZMRK180002_19-156
2161184,TZMRK180038_41-3519
2161185,TZMRK180005_5-543
2161186,TZMRK180013_62-1467
2161190,TZMRK180001_63-63
2161192,TZMRK180022_18-2264
2161193,TZMRK180050_15-4247
2161194,TZMRK180062_3-4902
2161195,TZMRK180026_32-2609
2161196,TZMRK180008_42-898
2161197,TZMRK180016_4-1692
2161162,TZMRK180008_60-916
2161097,TZMRK180036_23-3357
2161099,TZMRK180023_16-2344
2161100,TZMRK180054_21-4518
2161101,TZMRK180036_35-3369
2161107,TZMRK180029_61-2906
2161110,TZMRK180004_64-472
2161112,TZMRK180054_40-4537
2161115,TZMRK180028_37-2794
2161117,TZMRK180030_9-2951
2161119,TZMRK180061_6-4854
2161120,TZMRK180024_7-2429
2161121,TZMRK180004_11-419
2161122,TZMRK180020_26-2129
2161123,TZMRK180042_38-3797
2161126,TZMRK180032_16-3091
2161127,TZMRK180030_28-2970
2161130,TZMRK180075_4-5470
2161131,TZMRK180035_6-3295
2161132,TZMRK180051_28-4306
2161134,TZMRK180002_100-237
2161135,TZMRK180071_19-5328
2161136,TZMRK180018_49-1960
2161138,TZMRK180005_79-617
2161140,TZMRK180067_12-5124
2161141,TZMRK180005_40-578
2161142,TZMRK180017_3-1813
2161143,TZMRK180010_68-1171
2161144,TZMRK180052_16-4371
2161145,TZMRK180013_51-1456
2161147,TZMRK180007_17-769
2161148,TZMRK180024_57-2479
2161155,TZMRK180039_50-3605
2161157,TZMRK180047_18-4085
2161328,TZMRK180052_19-4374
2161329,TZMRK180018_55-1966
2161200,TZMRK180027_9-2682
2161202,TZMRK180056_24-4621
2161203,TZMRK180013_5-1410
2161205,TZMRK180007_58-810
2161210,TZMRK180014_60-1567
2161212,TZMRK180018_21-1932
2161213,TZMRK180076_2-5514
2161215,TZMRK180022_5-2251
2161330,TZMRK180057_3-4658
2161331,TZMRK180041_9-3696
2161332,TZMRK180004_96-504
2161333,TZMRK180021_36-2203
2161334,TZMRK180017_54-1864
2161218,TZMRK180001_17-17
2161219,TZMRK180054_7-4504
2161337,TZMRK180018_39-1950
2161248,TZMRK180010_67-1170
2161338,TZMRK180019_52-2058
2161339,TZMRK180019_62-2068
2161340,TZMRK180002_85-222
2161222,TZMRK180009_73-1041
2161223,TZMRK180054_23-4520
2161224,TZMRK180010_65-1168
2161225,TZMRK180082_3-5731
2161343,TZMRK180051_13-4291
2161344,TZMRK180025_15-2535
2161226,TZMRK180015_10-1631
2161346,TZMRK180049_5-4174
2161227,TZMRK180023_8-2336
2161347,TZMRK180043_24-3861
2161249,TZMRK180003_100-372
2161229,TZMRK180024_17-2439
2161230,TZMRK180004_84-492
2161348,TZMRK180012_66-1369
2161349,TZMRK180039_15-3570
2161232,TZMRK180012_35-1338
2161233,TZMRK180052_44-4399
2161234,TZMRK180033_38-3167
2161350,TZMRK180040_30-3672
2161351,TZMRK180041_25-3712
2161235,TZMRK180047_24-4091
2161352,TZMRK180004_3-411
2161236,TZMRK180006_29-660
2161250,TZMRK180049_23-4192
2161237,TZMRK180006_57-688
2161354,TZMRK180005_29-567
2161355,TZMRK180078_13-5578
2161251,TZMRK180017_29-1839
2161357,TZMRK180010_90-1193
2161358,TZMRK180010_15-1118
2161239,TZMRK180030_34-2976
2161240,TZMRK180059_14-4784
2161241,TZMRK180051_30-4308
2161242,TZMRK180016_59-1747
2161359,TZMRK180038_4-3482
2161361,TZMRK180036_3-3337
2161362,TZMRK180080_6-5659
2161364,TZMRK180054_9-4506
2161243,TZMRK180027_23-2696
2161252,TZMRK180027_22-2695
2161366,TZMRK180004_61-469
2161253,TZMRK180028_26-2783
2161368,TZMRK180044_4-3912
2161369,TZMRK180049_19-4188
2161254,TZMRK180019_3-2009
2161370,TZMRK180048_1-4122
2161371,TZMRK180017_13-1823
2161255,TZMRK180022_2-2248
2161372,TZMRK180016_80-1768
2161373,TZMRK180026_60-2637
2161412,TZMRK180019_36-2042
2161413,TZMRK180028_48-2805
2161374,TZMRK180051_9-4287
2161375,TZMRK180049_30-4199
2161376,TZMRK180023_27-2355
2161377,TZMRK180002_101-238
2161378,TZMRK180005_65-603
2161379,TZMRK180009_96-1064
2161381,TZMRK180022_20-2266
2161382,TZMRK180033_14-3143
2161383,TZMRK180013_38-1443
2161385,TZMRK180004_100-508
2161387,TZMRK180060_6-4832
2161389,TZMRK180002_64-201
2161390,TZMRK180030_37-2979
2161256,TZMRK180031_17-3019
2161392,TZMRK180003_31-303
2161393,TZMRK180023_49-2377
2161257,TZMRK180029_50-2895
2161395,TZMRK180021_21-2188
2161259,TZMRK180084_4-5775
2161396,TZMRK180003_9-281
2161398,TZMRK180015_41-1662
2161260,TZMRK180061_12-4860
2161264,TZMRK180053_5-4436
2161401,TZMRK180008_38-894
2161403,TZMRK180023_21-2349
2161404,TZMRK180015_44-1665
2161265,TZMRK180042_12-3771
2161406,TZMRK180071_20-5329
2161267,TZMRK180043_22-3859
2161408,TZMRK180012_60-1363
2161268,TZMRK180026_1-2578
2161269,TZMRK180040_36-3678
2161270,TZMRK180022_27-2273
2161271,TZMRK180011_52-1250
2161272,TZMRK180027_1-2674
2161273,TZMRK180033_11-3140
2161274,TZMRK180026_37-2614
2161275,TZMRK180034_17-3220
2161276,TZMRK180006_2-633
2161278,TZMRK180041_12-3699
2161280,TZMRK180009_35-1003
2161281,TZMRK180028_6-2763
2161282,TZMRK180006_88-719
2161283,TZMRK180030_22-2964
2161286,TZMRK180022_48-2294
2161287,TZMRK180076_7-5519
2161288,TZMRK180036_31-3365
2161289,TZMRK180013_3-1408
2161290,TZMRK180030_17-2959
2161291,TZMRK180037_17-3429
2161292,TZMRK180020_43-2146
2161293,TZMRK180050_21-4253
2161295,TZMRK180014_71-1578
2161296,TZMRK180002_32-169
2161297,TZMRK180052_20-4375
2161298,TZMRK180024_5-2427
2161299,TZMRK180001_27-27
2161301,TZMRK180060_20-4846
2161302,TZMRK180033_10-3139
2161303,TZMRK180031_21-3023
2161304,TZMRK180008_78-934
2161305,TZMRK180006_52-683
2161306,TZMRK180056_1-4598
2161307,TZMRK180021_25-2192
2161308,TZMRK180026_52-2629
2161310,TZMRK180065_15-5067
2161311,TZMRK180020_57-2160
2161312,TZMRK180052_26-4381
2161313,TZMRK180046_8-4013
2161314,TZMRK180046_4-4009
2161315,TZMRK180026_4-2581
2161316,TZMRK180033_23-3152
2161318,TZMRK180006_6-637
2161319,TZMRK180002_13-150
2161321,TZMRK180039_1-3556
2161324,TZMRK180082_2-5730
2161325,TZMRK180069_2-5212
2161326,TZMRK180021_44-2211
2161327,TZMRK180005_46-584
2161494,TZMRK180014_84-1591
